Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Яйская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	109	0	1	1	0	1	0	1	1	0	0	3	3	0	3	0	24	7	9	0	1	2	0	0	7	3	0	2	2	2	0	1	5	2	5	6	9	1	4	1	1	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	45	1	2	1	4	1	0	0	0	1	1	0	1	1	0	1	1	2	0	1	0	0	0	7	0	2	3	3	0	0	2	0	1	2	2	0	1	1	0	1	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	80	3	0	0	1	1	2	2	2	1	0	0	0	2	0	2	0	0	0	2	0	5	2	7	2	0	5	3	3	3	5	4	0	3	0	0	4	4	1	4	4	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	47	0	3	3	1	0	0	2	0	1	0	3	0	0	1	2	3	0	2	1	3	0	1	0	7	0	1	0	2	0	0	0	0	0	0	0	4	0	0	0	5	2									
		0.36%	0.00%	3.37%	3.16%	0.90%	0.00%	0.00%	0.63%	0.00%	0.65%	0.00%	0.61%	0.00%	0.00%	0.21%	3.08%	0.76%	0.00%	0.56%	0.53%	2.42%	0.00%	0.40%	0.00%	1.51%	0.00%	0.27%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.60%	0.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	56	0	3	0	3	0	1	0	0	3	0	0	0	2	2	0	7	2	2	2	0	0	6	1	5	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	11	0									
		0.42%	0.00%	3.37%	0.00%	2.70%	0.00%	1.49%	0.00%	0.00%	1.96%	0.00%	0.00%	0.00%	1.02%	0.41%	0.00%	1.77%	2.67%	0.56%	1.05%	0.00%	0.00%	2.37%	1.27%	1.08%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	1.31%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	63	0	4	0	0	0	0	3	4	2	0	0	2	4	2	1	1	0	3	0	2	7	0	0	2	0	0	0	4	3	3	0	0	0	0	0	5	0	0	0	7	4									
		0.48%	0.00%	4.49%	0.00%	0.00%	0.00%	0.00%	0.94%	1.63%	1.31%	0.00%	0.00%	0.82%	2.03%	0.41%	1.54%	0.25%	0.00%	0.84%	0.00%	1.61%	1.67%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.93%	1.28%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.84%	1.34%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10838	239	63	78	82	152	60	263	200	119	54	413	199	157	419	49	347	58	295	160	95	326	199	61	363	479	300	260	360	203	201	397	409	356	585	333	749	215	425	227	650	238									
		82.00%	80.20%	70.79%	82.11%	73.87%	89.41%	89.55%	82.45%	81.63%	77.78%	79.41%	84.29%	81.89%	79.70%	86.39%	75.38%	87.85%	77.33%	82.40%	84.21%	76.61%	77.99%	78.66%	77.22%	78.23%	81.46%	82.42%	79.27%	83.72%	86.75%	77.91%	84.47%	81.47%	80.73%	89.04%	86.05%	81.06%	84.65%	81.73%	82.85%	77.66%	79.87%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	716	38	8	6	11	5	5	20	17	8	7	30	20	14	20	9	12	3	20	5	7	25	15	6	25	26	18	16	21	9	14	22	28	23	20	20	50	15	28	13	42	15									
		5.42%	12.75%	8.99%	6.32%	9.91%	2.94%	7.46%	6.27%	6.94%	5.23%	10.29%	6.12%	8.23%	7.11%	4.12%	13.85%	3.04%	4.00%	5.59%	2.63%	5.65%	5.98%	5.93%	7.59%	5.39%	4.42%	4.95%	4.88%	4.88%	3.85%	5.43%	4.68%	5.58%	5.22%	3.04%	5.17%	5.41%	5.91%	5.38%	4.74%	5.02%	5.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	6	0	2	0	6	2									
		0.27%	0.00%	0.00%	0.00%	1.80%	0.00%	1.49%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	1.59%	0.00%	0.00%	0.65%	0.00%	0.38%	0.00%	0.72%	0.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1024	17	8	8	11	11	0	25	22	15	5	35	17	18	18	1	20	9	24	20	12	44	26	6	49	53	25	36	20	17	16	31	38	34	37	32	49	20	52	29	87	27									
		7.75%	5.70%	8.99%	8.42%	9.91%	6.47%	0.00%	7.84%	8.98%	9.80%	7.35%	7.14%	6.99%	9.14%	3.71%	1.54%	5.06%	12.00%	6.70%	10.53%	9.68%	10.53%	10.28%	7.59%	10.56%	9.01%	6.87%	10.98%	4.65%	7.26%	6.20%	6.60%	7.57%	7.71%	5.63%	8.27%	5.30%	7.87%	10.00%	10.58%	10.39%	9.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	407	4	0	0	0	0	0	6	1	5	2	9	5	0	14	3	5	3	9	2	5	14	6	5	13	30	20	12	20	2	24	19	20	21	14	2	59	1	13	5	24	10									
		3.08%	1.34%	0.00%	0.00%	0.00%	0.00%	0.00%	1.88%	0.41%	3.27%	2.94%	1.84%	2.06%	0.00%	2.89%	4.62%	1.27%	4.00%	2.51%	1.05%	4.03%	3.35%	2.37%	6.33%	2.80%	5.10%	5.49%	3.66%	4.65%	0.85%	9.30%	4.04%	3.98%	4.76%	2.13%	0.52%	6.39%	0.39%	2.50%	1.82%	2.87%	3.36%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
