Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Апшеронская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	965	25	25	10	20	15	20	20	25	25	20	25	25	20	20	20	10	10	20	20	20	25	25	25	10	10	25	15	20	15	15	10	10	15	15	10	10	10	10	15	10	15	10	10	10	20	10	20	10	15	20	15	15	30	10	25	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	310	7	5	0	7	3	7	4	6	12	10	15	25	12	8	3	3	0	4	5	4	7	14	4	3	0	7	5	2	7	2	0	2	1	7	1	6	0	1	7	0	3	0	0	0	4	0	3	2	7	3	3	1	30	0	25	6	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	193	3	3	0	1	23	2	4	1	5	3	7	12	0	3	3	4	2	4	4	2	7	8	6	1	1	6	2	2	0	2	0	1	2	7	1	0	3	6	3	3	2	1	0	0	4	0	6	2	0	2	3	3	4	2	8	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	655	18	20	10	13	12	13	16	19	13	10	10	0	8	12	17	7	10	16	15	16	18	11	21	7	10	18	10	18	8	13	10	8	14	8	9	4	10	9	8	10	12	10	10	10	16	10	17	8	8	17	12	14	0	10	0	14	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	3	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	720	23	23	0	17	18	24	6	34	22	17	37	42	27	29	19	2	1	15	12	20	25	28	18	3	5	17	15	11	11	2	2	5	14	11	0	7	6	1	16	0	9	7	1	2	14	3	6	6	3	14	5	11	7	5	37	3	2					
		1.99%	1.78%	2.05%	0.00%	1.63%	2.71%	2.44%	0.81%	3.02%	1.72%	1.98%	2.84%	3.10%	2.60%	2.96%	2.02%	0.87%	0.66%	1.51%	1.43%	2.14%	2.06%	2.17%	1.56%	1.95%	2.07%	1.50%	2.67%	1.69%	2.20%	0.38%	1.31%	1.46%	2.82%	1.45%	0.00%	3.03%	2.78%	0.66%	1.62%	0.00%	2.86%	4.79%	1.49%	8.00%	1.70%	1.72%	1.33%	1.72%	0.87%	1.34%	0.96%	2.39%	1.62%	3.05%	2.73%	0.72%	1.35%					
19	2.Всероссийская политическая партия «Гражданская Сила»	200	8	8	1	3	3	6	6	11	4	12	9	15	5	7	7	3	0	5	4	7	7	2	6	0	3	5	4	2	1	7	0	0	0	2	0	2	0	3	2	0	3	1	1	0	5	1	5	0	3	2	1	1	4	0	2	1	0					
		0.55%	0.62%	0.71%	0.56%	0.29%	0.45%	0.61%	0.81%	0.98%	0.31%	1.40%	0.69%	1.11%	0.48%	0.71%	0.74%	1.30%	0.00%	0.50%	0.48%	0.75%	0.58%	0.15%	0.52%	0.00%	1.24%	0.44%	0.71%	0.31%	0.20%	1.31%	0.00%	0.00%	0.00%	0.26%	0.00%	0.87%	0.00%	1.97%	0.20%	0.00%	0.95%	0.68%	1.49%	0.00%	0.61%	0.57%	1.11%	0.00%	0.87%	0.19%	0.19%	0.22%	0.93%	0.00%	0.15%	0.24%	0.00%					
20	3.Политическая партия «Демократическая партия России»	59	2	5	0	2	1	0	1	1	1	1	1	2	2	3	2	1	0	1	1	0	4	0	1	0	1	3	0	2	2	0	2	0	3	2	0	1	0	0	2	0	0	1	0	0	1	1	0	0	1	3	0	0	0	0	0	1	1					
		0.16%	0.15%	0.44%	0.00%	0.19%	0.15%	0.00%	0.13%	0.09%	0.08%	0.12%	0.08%	0.15%	0.19%	0.31%	0.21%	0.43%	0.00%	0.10%	0.12%	0.00%	0.33%	0.00%	0.09%	0.00%	0.41%	0.27%	0.00%	0.31%	0.40%	0.00%	1.31%	0.00%	0.60%	0.26%	0.00%	0.43%	0.00%	0.00%	0.20%	0.00%	0.00%	0.68%	0.00%	0.00%	0.12%	0.57%	0.00%	0.00%	0.29%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.68%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6105	200	229	16	225	99	199	171	205	256	158	321	268	176	174	124	34	19	187	145	174	244	268	177	19	25	205	116	139	112	93	56	38	59	83	16	20	17	8	153	5	38	14	5	0	101	21	70	29	42	136	72	62	35	6	186	38	17					
		16.85%	15.49%	20.37%	9.04%	21.63%	14.91%	20.20%	23.05%	18.24%	20.03%	18.39%	24.60%	19.78%	16.92%	17.74%	13.18%	14.72%	12.58%	18.87%	17.30%	18.65%	20.10%	20.73%	15.32%	12.34%	10.33%	18.11%	20.68%	21.35%	22.36%	17.45%	36.60%	11.11%	11.87%	10.94%	12.90%	8.66%	7.87%	5.26%	15.49%	12.20%	12.06%	9.59%	7.46%	0.00%	12.29%	12.07%	15.56%	8.31%	12.17%	12.98%	13.87%	13.48%	8.12%	3.66%	13.73%	9.11%	11.49%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	164	2	6	0	1	1	6	2	7	8	8	11	9	2	3	2	0	0	2	3	6	2	9	2	0	0	2	5	4	7	4	1	2	6	1	0	2	0	1	3	0	1	0	1	0	1	1	0	2	0	3	2	3	1	0	11	5	3					
		0.45%	0.15%	0.53%	0.00%	0.10%	0.15%	0.61%	0.27%	0.62%	0.63%	0.93%	0.84%	0.66%	0.19%	0.31%	0.21%	0.00%	0.00%	0.20%	0.36%	0.64%	0.16%	0.70%	0.17%	0.00%	0.00%	0.18%	0.89%	0.61%	1.40%	0.75%	0.65%	0.58%	1.21%	0.13%	0.00%	0.87%	0.00%	0.66%	0.30%	0.00%	0.32%	0.00%	1.49%	0.00%	0.12%	0.57%	0.00%	0.57%	0.00%	0.29%	0.39%	0.65%	0.23%	0.00%	0.81%	1.20%	2.03%					
23	6.Политическая партия «Партия социальной справедливости»	82	2	1	0	2	3	5	2	1	0	3	2	4	3	4	5	0	0	2	1	4	5	5	1	0	1	3	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	3	0	0	0	0	1	0	2	0	2	0	4	0	3	3	0					
		0.23%	0.15%	0.09%	0.00%	0.19%	0.45%	0.51%	0.27%	0.09%	0.00%	0.35%	0.15%	0.30%	0.29%	0.41%	0.53%	0.00%	0.00%	0.20%	0.12%	0.43%	0.41%	0.39%	0.09%	0.00%	0.41%	0.27%	0.18%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.26%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	2.05%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.58%	0.00%	0.39%	0.00%	0.93%	0.00%	0.22%	0.72%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2250	110	98	13	94	48	67	51	89	84	55	69	87	75	71	70	12	10	55	49	51	77	82	72	12	16	57	29	37	31	35	9	7	16	38	6	14	11	9	48	3	15	1	3	4	38	11	29	31	22	55	25	13	12	9	77	32	6					
		6.21%	8.52%	8.72%	7.34%	9.04%	7.23%	6.80%	6.87%	7.92%	6.57%	6.40%	5.29%	6.42%	7.21%	7.24%	7.44%	5.19%	6.62%	5.55%	5.85%	5.47%	6.34%	6.34%	6.23%	7.79%	6.61%	5.04%	5.17%	5.68%	6.19%	6.57%	5.88%	2.05%	3.22%	5.01%	4.84%	6.06%	5.09%	5.92%	4.86%	7.32%	4.76%	0.68%	4.48%	16.00%	4.62%	6.32%	6.44%	8.88%	6.38%	5.25%	4.82%	2.83%	2.78%	5.49%	5.68%	7.67%	4.05%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3298	110	99	22	71	52	119	67	79	133	84	136	130	97	95	104	25	26	78	79	59	102	138	123	23	10	109	50	49	32	56	10	25	39	46	3	21	23	24	78	1	17	16	12	4	82	38	61	61	44	93	58	24	42	0	72	26	21					
		9.10%	8.52%	8.81%	12.43%	6.83%	7.83%	12.08%	9.03%	7.03%	10.41%	9.78%	10.42%	9.59%	9.33%	9.68%	11.05%	10.82%	17.22%	7.87%	9.43%	6.32%	8.40%	10.67%	10.65%	14.94%	4.13%	9.63%	8.91%	7.53%	6.39%	10.51%	6.54%	7.31%	7.85%	6.06%	2.42%	9.09%	10.65%	15.79%	7.89%	2.44%	5.40%	10.96%	17.91%	16.00%	9.98%	21.84%	13.56%	17.48%	12.75%	8.87%	11.18%	5.22%	9.74%	0.00%	5.31%	6.24%	14.19%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	275	4	7	1	10	2	8	4	7	5	11	14	7	6	11	11	3	1	8	5	11	11	10	8	4	2	6	2	3	4	4	1	6	6	7	1	4	1	2	3	1	0	0	0	0	9	2	4	3	1	11	5	0	3	1	7	5	2					
		0.76%	0.31%	0.62%	0.56%	0.96%	0.30%	0.81%	0.54%	0.62%	0.39%	1.28%	1.07%	0.52%	0.58%	1.12%	1.17%	1.30%	0.66%	0.81%	0.60%	1.18%	0.91%	0.77%	0.69%	2.60%	0.83%	0.53%	0.36%	0.46%	0.80%	0.75%	0.65%	1.75%	1.21%	0.92%	0.81%	1.73%	0.46%	1.32%	0.30%	2.44%	0.00%	0.00%	0.00%	0.00%	1.09%	1.15%	0.89%	0.86%	0.29%	1.05%	0.96%	0.00%	0.70%	0.61%	0.52%	1.20%	1.35%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22098	812	619	121	605	415	536	411	676	746	487	665	747	626	546	569	141	91	616	513	576	704	623	727	86	174	701	335	397	297	322	63	255	328	543	94	143	155	97	655	31	228	102	44	15	550	92	257	193	213	711	347	338	312	137	923	296	92					
		61.00%	62.90%	55.07%	68.36%	58.17%	62.50%	54.42%	55.39%	60.14%	58.37%	56.69%	50.96%	55.13%	60.19%	55.66%	60.47%	61.04%	60.26%	62.16%	61.22%	61.74%	57.99%	48.18%	62.94%	55.84%	71.90%	61.93%	59.71%	60.98%	59.28%	60.41%	41.18%	74.56%	65.99%	71.54%	75.81%	61.90%	71.76%	63.82%	66.30%	75.61%	72.38%	69.86%	65.67%	60.00%	66.91%	52.87%	57.11%	55.30%	61.74%	67.84%	66.86%	73.48%	72.39%	83.54%	68.12%	70.98%	62.16%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	196	1	9	1	5	0	5	3	7	5	4	18	10	9	6	11	2	0	8	8	9	9	0	12	0	0	7	1	2	2	2	4	1	0	7	1	1	0	0	0	0	3	1	0	0	2	2	2	2	1	4	2	0	0	3	2	2	0					
		0.54%	0.08%	0.80%	0.56%	0.48%	0.00%	0.51%	0.40%	0.62%	0.39%	0.47%	1.38%	0.74%	0.87%	0.61%	1.17%	0.87%	0.00%	0.81%	0.95%	0.96%	0.74%	0.00%	1.04%	0.00%	0.00%	0.62%	0.18%	0.31%	0.40%	0.38%	2.61%	0.29%	0.00%	0.92%	0.81%	0.43%	0.00%	0.00%	0.00%	0.00%	0.95%	0.68%	0.00%	0.00%	0.24%	1.15%	0.44%	0.57%	0.29%	0.38%	0.39%	0.00%	0.00%	1.83%	0.15%	0.48%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
