Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Шатурская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046	УИК №3047	УИК №3048	УИК №3049	УИК №3050	УИК №3051	УИК №3052	УИК №3053	УИК №3054	УИК №3055	УИК №3056	УИК №3057	УИК №3058	УИК №3059	УИК №3060	УИК №3061	УИК №3062					
		5.76%	8.41%	7.21%	6.04%	5.86%	9.55%	5.25%	8.06%	6.63%	9.75%	9.47%	10.91%	6.93%	6.79%	7.28%	4.50%	5.61%	1.40%	4.38%	2.91%	6.00%	5.60%	3.00%	2.89%	4.34%	3.83%	1.95%	1.42%	3.81%	7.69%	2.74%	4.76%	1.0%	3.19%	1.6%	6.06%	3.48%	4.60%	0.54%	3.12%	0.0%	0.0%	6.53%	7.71%	3.2%	4.11%	4.56%	5.02%	1.90%	0.89%	2.42%	3.2%					
22	"5. ""За Русь Святую"""	178	3	2	4	3	5	3	8	5	3	1	2	2	3	0	6	12	0	1	5	3	5	6	8	7	2	1	1	3	2	1	1	4	19	1	3	5	1	0	0	1	1	0	9	2	5	3	5	2	0	7	2					
		0.63%	0.35%	0.24%	0.39%	0.25%	0.40%	0.25%	0.65%	0.44%	0.24%	0.10%	0.28%	0.27%	0.84%	0.0%	0.72%	1.46%	0.0%	0.87%	0.85%	0.43%	0.58%	0.72%	1.05%	3.04%	0.30%	0.24%	0.23%	1.14%	0.27%	0.54%	0.68%	2.0%	1.64%	0.8%	0.90%	0.39%	0.65%	0.0%	0.0%	0.78%	1.29%	0.0%	1.31%	0.8%	1.28%	0.97%	0.89%	1.90%	0.0%	2.83%	0.8%					
23	"6. ""Объединенная Российская партия ""Русь"""	88	1	7	4	2	1	1	5	6	2	2	4	2	3	0	1	3	0	0	0	1	2	3	5	0	1	2	2	1	1	2	1	0	3	1	2	3	0	0	0	0	1	2	4	2	0	0	2	1	1	0	1					
		0.31%	0.11%	0.87%	0.39%	0.17%	0.08%	0.08%	0.41%	0.53%	0.16%	0.21%	0.57%	0.27%	0.84%	0.0%	0.12%	0.36%	0.0%	0.0%	0.0%	0.14%	0.23%	0.36%	0.65%	0.0%	0.15%	0.48%	0.47%	0.38%	0.13%	1.09%	0.68%	0.0%	0.25%	0.8%	0.60%	0.23%	0.0%	0.0%	0.0%	0.0%	1.29%	1.00%	0.58%	0.8%	0.0%	0.0%	0.35%	0.95%	0.89%	0.0%	0.4%					
24	"7. ""Новый курс - Автомобильная Россия"""	213	5	6	8	2	13	5	15	12	12	15	3	6	1	5	10	1	0	0	3	0	6	4	7	0	4	5	1	5	5	2	1	1	4	1	1	20	0	0	0	0	0	2	4	1	8	2	4	0	0	1	2					
		0.75%	0.59%	0.74%	0.79%	0.17%	1.04%	0.42%	1.23%	1.06%	0.96%	1.61%	0.43%	0.83%	0.28%	1.65%	1.21%	0.12%	0.0%	0.0%	0.51%	0.0%	0.70%	0.48%	0.92%	0.0%	0.61%	1.21%	0.23%	1.90%	0.68%	1.09%	0.68%	0.5%	0.34%	0.8%	0.30%	1.58%	0.0%	0.0%	0.0%	0.0%	0.0%	1.00%	0.58%	0.4%	2.05%	0.65%	0.71%	0.0%	0.0%	0.40%	0.8%					
25	"8. ""Народно-республиканская партия России"""	49	2	2	3	1	1	0	2	1	0	0	0	0	0	3	0	6	1	0	0	1	3	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	1	5	0	2	0	1	1	0	5	0					
		0.17%	0.23%	0.24%	0.29%	0.08%	0.08%	0.0%	0.16%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.73%	1.40%	0.0%	0.0%	0.14%	0.35%	0.24%	0.0%	0.0%	0.15%	0.24%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	2.08%	0.0%	0.0%	0.50%	0.72%	0.0%	0.51%	0.0%	0.17%	0.95%	0.0%	2.02%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	91	6	0	6	4	7	5	4	1	2	6	3	1	0	1	0	2	0	0	2	3	4	1	4	1	3	0	5	0	0	1	1	2	2	0	3	2	0	2	0	0	0	0	1	2	2	1	1	0	0	0	0					
		0.32%	0.71%	0.0%	0.59%	0.34%	0.56%	0.42%	0.32%	0.08%	0.16%	0.64%	0.43%	0.13%	0.0%	0.33%	0.0%	0.24%	0.0%	0.0%	0.34%	0.43%	0.46%	0.12%	0.52%	0.43%	0.46%	0.0%	1.19%	0.0%	0.0%	0.54%	0.68%	1.0%	0.17%	0.0%	0.90%	0.15%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	0.14%	0.8%	0.51%	0.32%	0.17%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	818	14	17	25	26	17	23	26	28	22	20	14	19	8	7	9	36	2	0	14	7	31	17	15	4	12	14	6	4	36	7	8	4	59	7	5	43	6	13	1	6	6	3	43	14	28	20	47	6	5	8	6					
		2.89%	1.65%	2.11%	2.47%	2.21%	1.36%	1.94%	2.13%	2.47%	1.77%	2.15%	2.01%	2.63%	2.26%	2.31%	1.09%	4.39%	2.81%	0.0%	2.39%	1.02%	3.61%	2.04%	1.97%	1.73%	1.84%	3.41%	1.42%	1.52%	4.94%	3.84%	5.44%	2.0%	5.09%	5.6%	1.51%	3.40%	3.94%	7.06%	1.04%	4.68%	7.79%	1.50%	6.25%	5.6%	7.19%	6.51%	8.43%	5.71%	4.46%	3.23%	2.4%					
28	"11. ""Истинные патриоты России"""	20	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.14%	0.13%	0.0%	0.66%	0.0%	0.12%	0.0%	0.0%	0.0%	0.29%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.54%	0.0%	0.5%	0.17%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.2%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	439	16	12	15	18	13	18	21	15	16	16	12	12	7	2	12	12	1	1	9	10	14	15	9	4	6	14	8	2	11	2	4	4	15	4	5	20	5	2	0	4	0	3	9	2	5	6	6	3	5	9	5					
		1.55%	1.89%	1.49%	1.48%	1.53%	1.04%	1.52%	1.72%	1.32%	1.28%	1.72%	1.72%	1.66%	1.98%	0.66%	1.45%	1.46%	1.40%	0.87%	1.54%	1.46%	1.63%	1.80%	1.18%	1.73%	0.92%	3.41%	1.90%	0.76%	1.51%	1.09%	2.72%	2.0%	1.29%	3.2%	1.51%	1.58%	3.28%	1.08%	0.0%	3.12%	0.0%	1.50%	1.31%	0.8%	1.28%	1.95%	1.07%	2.85%	4.46%	3.64%	2.0%					
30	"13. ""Демократическая партия России"""	89	2	2	0	4	2	4	2	4	4	3	3	2	0	0	1	2	0	0	2	1	0	0	6	2	6	1	0	0	3	0	2	2	5	1	0	6	0	0	0	0	0	0	3	1	1	0	3	0	0	3	6					
		0.31%	0.23%	0.24%	0.0%	0.34%	0.16%	0.33%	0.16%	0.35%	0.32%	0.32%	0.43%	0.27%	0.0%	0.0%	0.12%	0.24%	0.0%	0.0%	0.34%	0.14%	0.0%	0.0%	0.78%	0.86%	0.92%	0.24%	0.0%	0.0%	0.41%	0.0%	1.36%	1.0%	0.43%	0.8%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.4%	0.25%	0.0%	0.53%	0.0%	0.0%	1.21%	2.4%					
31	"14. ""Великая Россия - Евразийский Союз"""	74	0	0	0	1	2	5	3	2	4	1	4	0	0	4	2	0	2	0	2	2	2	1	3	0	0	2	0	0	5	0	0	0	8	1	1	3	0	0	1	2	0	0	0	0	2	3	1	1	1	0	3					
		0.26%	0.0%	0.0%	0.0%	0.08%	0.16%	0.42%	0.24%	0.17%	0.32%	0.10%	0.57%	0.0%	0.0%	1.32%	0.24%	0.0%	2.81%	0.0%	0.34%	0.29%	0.23%	0.12%	0.39%	0.0%	0.0%	0.48%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.69%	0.8%	0.30%	0.23%	0.0%	0.0%	1.04%	1.56%	0.0%	0.0%	0.0%	0.0%	0.51%	0.97%	0.17%	0.95%	0.89%	0.0%	1.2%					
32	"15. ""Партия СЛОН"""	34	0	2	1	3	0	1	2	6	0	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	6	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.12%	0.0%	0.24%	0.09%	0.25%	0.0%	0.08%	0.16%	0.53%	0.0%	0.10%	0.14%	0.13%	0.0%	0.33%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.11%	0.12%	0.0%	0.0%	0.0%	0.0%	0.23%	0.38%	0.0%	0.0%	0.68%	0.0%	0.51%	0.0%	0.0%	0.15%	0.0%	0.0%	1.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2345	87	71	92	115	96	93	122	122	107	102	61	75	30	18	41	65	3	4	56	56	72	85	24	15	66	31	27	26	103	9	5	13	107	8	23	75	7	9	6	8	4	10	37	14	39	27	29	5	4	26	15					
		8.30%	10.30%	8.83%	9.11%	9.77%	7.71%	7.88%	10.04%	10.79%	8.62%	10.97%	8.76%	10.40%	8.49%	5.96%	4.98%	7.93%	4.22%	3.50%	9.58%	8.19%	8.40%	10.21%	3.15%	6.52%	10.12%	7.56%	6.42%	9.92%	14.14%	4.94%	3.40%	6.5%	9.24%	6.4%	6.96%	5.94%	4.60%	4.89%	6.25%	6.25%	5.19%	5.02%	5.38%	5.6%	10.02%	8.79%	5.20%	4.76%	3.57%	10.52%	6.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	85	1	2	1	3	1	3	3	0	4	1	0	2	1	2	6	6	0	0	0	2	6	2	4	1	0	0	2	1	1	2	2	0	4	1	1	2	0	0	0	1	0	2	3	0	0	2	2	3	1	0	4					
		0.30%	0.11%	0.24%	0.09%	0.25%	0.08%	0.25%	0.24%	0.0%	0.32%	0.10%	0.0%	0.27%	0.28%	0.66%	0.72%	0.73%	0.0%	0.0%	0.0%	0.29%	0.70%	0.24%	0.52%	0.43%	0.0%	0.0%	0.47%	0.38%	0.13%	1.09%	1.36%	0.0%	0.34%	0.8%	0.30%	0.15%	0.0%	0.0%	0.0%	0.78%	0.0%	1.00%	0.43%	0.0%	0.0%	0.65%	0.35%	2.85%	0.89%	0.0%	1.6%					
35	"18. ""ЛДПР"""	3161	79	88	90	130	174	153	132	116	161	81	51	101	43	63	95	50	6	12	83	89	93	116	92	23	72	41	43	22	60	26	13	14	144	4	36	179	7	21	5	9	9	18	90	26	42	22	62	11	14	16	34					
		11.19%	9.36%	10.94%	8.91%	11.05%	13.97%	12.96%	10.86%	10.26%	12.97%	8.71%	7.32%	14.00%	12.18%	20.86%	11.55%	6.10%	8.45%	10.52%	14.21%	13.03%	10.85%	13.94%	12.10%	9.99%	11.04%	10.0%	10.23%	8.39%	8.24%	14.28%	8.84%	7.0%	12.44%	3.2%	10.90%	14.18%	4.60%	11.41%	5.20%	7.03%	11.68%	9.04%	13.10%	10.4%	10.79%	7.16%	11.13%	10.47%	12.49%	6.47%	13.6%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	497	9	7	15	16	10	19	18	17	15	11	17	10	6	4	18	16	3	0	20	10	10	24	11	9	14	10	9	1	7	8	6	3	34	4	5	31	0	4	2	6	2	3	13	6	7	3	10	1	1	8	4					
		1.76%	1.06%	0.87%	1.48%	1.36%	0.80%	1.61%	1.48%	1.50%	1.20%	1.18%	2.44%	1.38%	1.69%	1.32%	2.18%	1.95%	4.22%	0.0%	3.42%	1.46%	1.16%	2.88%	1.44%	3.91%	2.14%	2.43%	2.14%	0.38%	0.96%	4.39%	4.08%	1.5%	2.93%	3.2%	1.51%	2.45%	0.0%	2.17%	2.08%	4.68%	2.59%	1.50%	1.89%	2.4%	1.79%	0.97%	1.79%	0.95%	0.89%	3.23%	1.6%					
37	"20. ""Политическая партия ""Единая Россия"""	11172	323	299	394	452	489	487	451	455	468	364	254	255	152	107	396	286	29	49	220	238	286	344	325	105	276	167	187	123	251	66	58	98	393	56	160	547	82	84	49	61	41	93	251	122	155	129	233	26	42	83	111					
		39.57%	38.27%	37.18%	39.04%	38.43%	39.27%	41.27%	37.11%	40.26%	37.71%	39.18%	36.49%	35.36%	43.05%	35.43%	48.17%	34.92%	40.84%	42.98%	37.67%	34.84%	33.37%	41.34%	42.76%	45.65%	42.33%	40.73%	44.52%	46.94%	34.47%	36.26%	39.45%	49.0%	33.96%	44.8%	48.48%	43.34%	53.94%	45.65%	51.04%	47.65%	53.24%	46.73%	36.53%	48.8%	39.84%	42.01%	41.83%	24.76%	37.49%	33.60%	44.4%					
38	"21. ""Российская Конституционно-демократическая партия"""	60	2	1	4	0	4	1	2	0	2	0	0	0	3	1	5	0	0	1	0	1	2	1	4	0	1	0	0	1	0	0	0	2	7	1	1	2	0	2	2	1	0	0	2	1	0	1	1	0	1	0	0					
		0.21%	0.23%	0.12%	0.39%	0.0%	0.32%	0.08%	0.16%	0.0%	0.16%	0.0%	0.0%	0.0%	0.84%	0.33%	0.60%	0.0%	0.0%	0.87%	0.0%	0.14%	0.23%	0.12%	0.52%	0.0%	0.15%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	1.0%	0.60%	0.8%	0.30%	0.15%	0.0%	1.08%	2.08%	0.78%	0.0%	0.0%	0.29%	0.4%	0.0%	0.32%	0.17%	0.0%	0.89%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	62	1	1	3	1	1	4	5	3	6	3	1	2	1	0	0	0	0	0	2	0	2	6	2	1	0	2	0	1	0	0	0	0	3	1	0	3	1	0	0	0	0	0	1	0	0	0	1	1	0	0	3					
		0.21%	0.11%	0.12%	0.29%	0.08%	0.08%	0.33%	0.41%	0.26%	0.48%	0.32%	0.14%	0.27%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.23%	0.72%	0.26%	0.43%	0.0%	0.48%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.25%	0.8%	0.0%	0.23%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.17%	0.95%	0.0%	0.0%	1.2%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2885	95	89	141	141	112	99	128	109	89	78	71	78	21	20	48	135	6	18	50	71	136	66	87	24	77	49	41	14	102	21	16	32	161	12	29	82	18	24	9	17	5	18	47	18	26	26	37	33	13	35	11					
		10.21%	11.25%	11.06%	13.97%	11.98%	8.99%	8.38%	10.53%	9.64%	7.17%	8.39%	10.20%	10.81%	5.94%	6.62%	5.83%	16.48%	8.45%	15.78%	8.56%	10.39%	15.86%	7.93%	11.44%	10.43%	11.80%	11.95%	9.76%	5.34%	14.01%	11.53%	10.88%	16.0%	13.91%	9.6%	8.78%	6.49%	11.84%	13.04%	9.37%	13.28%	6.49%	9.04%	6.84%	7.2%	6.68%	8.46%	6.64%	31.42%	11.60%	14.17%	4.4%					
																																																										
41	Против всех	1629	58	66	42	89	63	72	85	57	94	43	45	46	21	7	39	42	6	12	44	37	57	49	30	3	29	28	34	21	30	10	7	6	53	3	10	99	7	6	2	0	4	12	34	11	27	23	26	1	6	16	17					
		5.77%	6.87%	8.20%	4.16%	7.56%	5.06%	6.10%	6.99%	5.04%	7.57%	4.62%	6.46%	6.38%	5.94%	2.31%	4.74%	5.12%	8.45%	10.52%	7.53%	5.41%	6.65%	5.88%	3.94%	1.30%	4.44%	6.82%	8.09%	8.01%	4.12%	5.49%	4.76%	3.0%	4.58%	2.4%	3.03%	7.84%	4.60%	3.26%	2.08%	0.0%	5.19%	6.03%	4.94%	4.4%	6.94%	7.49%	4.66%	0.95%	5.35%	6.47%	6.8%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
