Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Кинешемская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК  519	УИК  520	УИК  521	УИК  522	УИК  523	УИК  524	УИК  525	УИК  526	УИК  527	УИК  528	УИК  529	УИК  530	УИК  531	УИК  532	УИК  533	УИК  534	УИК  535	УИК  536	УИК  537	УИК  538	УИК  539	УИК  540	УИК  541	УИК  542	УИК  543	УИК  544					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	110	4	1	0	1	6	1	3	0	0	1	8	5	10	13	1	2	0	2	2	9	3	10	12	6	9	1					
		1.00%	1.45%	0.41%	0.0%	0.34%	0.85%	0.12%	0.81%	0.0%	0.0%	0.56%	1.13%	2.97%	1.47%	1.76%	0.52%	0.71%	0.0%	0.99%	0.84%	1.10%	0.95%	2.42%	1.56%	0.81%	1.30%	0.26%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	339	9	8	3	3	10	34	12	5	5	9	13	5	17	16	3	9	0	1	10	36	9	18	23	26	30	25					
		3.08%	3.27%	3.33%	1.77%	1.03%	1.42%	4.27%	3.25%	1.77%	2.11%	5.08%	1.84%	2.97%	2.51%	2.17%	1.57%	3.23%	0.0%	0.49%	4.20%	4.40%	2.86%	4.35%	2.99%	3.54%	4.33%	6.73%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	226	0	1	1	0	10	27	1	1	2	1	22	3	4	28	3	7	1	5	2	25	6	7	19	23	19	8					
		2.05%	0.0%	0.41%	0.59%	0.0%	1.42%	3.39%	0.27%	0.35%	0.84%	0.56%	3.11%	1.78%	0.59%	3.80%	1.57%	2.51%	0.65%	2.48%	0.84%	3.05%	1.91%	1.69%	2.47%	3.13%	2.74%	2.15%					
22	"5. ""За Русь Святую"""	60	1	1	3	2	6	3	1	0	0	2	0	1	3	6	1	0	1	0	3	7	3	3	3	1	7	2					
		0.54%	0.36%	0.41%	1.77%	0.68%	0.85%	0.37%	0.27%	0.0%	0.0%	1.12%	0.0%	0.59%	0.44%	0.81%	0.52%	0.0%	0.65%	0.0%	1.26%	0.85%	0.95%	0.72%	0.39%	0.13%	1.01%	0.53%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	1	1	0	0	1	1	0	0	0	1	0	1	1	3	0	1	0	1	2	1	0	1	1	2	3	1					
		0.20%	0.36%	0.41%	0.0%	0.0%	0.14%	0.12%	0.0%	0.0%	0.0%	0.56%	0.0%	0.59%	0.14%	0.40%	0.0%	0.35%	0.0%	0.49%	0.84%	0.12%	0.0%	0.24%	0.13%	0.27%	0.43%	0.26%					
24	"7. ""Новый курс - Автомобильная Россия"""	46	2	1	0	2	0	3	3	2	0	0	3	0	8	6	0	0	0	0	0	3	0	0	2	6	3	2					
		0.41%	0.72%	0.41%	0.0%	0.68%	0.0%	0.37%	0.81%	0.70%	0.0%	0.0%	0.42%	0.0%	1.18%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.26%	0.81%	0.43%	0.53%					
25	"8. ""Народно-республиканская партия России"""	26	0	0	0	1	1	2	1	0	0	0	2	1	3	1	0	0	0	0	1	3	1	0	8	0	1	0					
		0.23%	0.0%	0.0%	0.0%	0.34%	0.14%	0.25%	0.27%	0.0%	0.0%	0.0%	0.28%	0.59%	0.44%	0.13%	0.0%	0.0%	0.0%	0.0%	0.42%	0.36%	0.31%	0.0%	1.04%	0.0%	0.14%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	61	8	3	0	0	4	3	1	0	0	1	11	0	3	3	0	2	1	0	2	4	1	3	4	2	2	3					
		0.55%	2.90%	1.25%	0.0%	0.0%	0.56%	0.37%	0.27%	0.0%	0.0%	0.56%	1.55%	0.0%	0.44%	0.40%	0.0%	0.71%	0.65%	0.0%	0.84%	0.48%	0.31%	0.72%	0.52%	0.27%	0.28%	0.80%					
27	"10. ""Аграрная партия России"""	968	47	52	38	108	48	28	30	110	50	11	64	20	46	35	49	24	14	19	26	30	20	16	17	19	30	17					
		8.80%	17.09%	21.66%	22.48%	37.24%	6.81%	3.52%	8.13%	39.00%	21.18%	6.21%	9.06%	11.90%	6.80%	4.75%	25.65%	8.63%	9.15%	9.45%	10.92%	3.66%	6.36%	3.87%	2.21%	2.58%	4.33%	4.58%					
28	"11. ""Истинные патриоты России"""	15	0	0	0	0	3	1	2	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	1	1	2	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.42%	0.12%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.24%	0.0%	0.24%	0.13%	0.13%	0.28%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	110	0	1	1	0	5	8	8	4	2	1	8	2	7	4	0	6	2	2	2	10	3	4	11	9	8	2					
		1.00%	0.0%	0.41%	0.59%	0.0%	0.71%	1.00%	2.16%	1.41%	0.84%	0.56%	1.13%	1.19%	1.03%	0.54%	0.0%	2.15%	1.30%	0.99%	0.84%	1.22%	0.95%	0.96%	1.43%	1.22%	1.15%	0.53%					
30	"13. ""Демократическая партия России"""	30	7	0	0	1	2	1	1	1	0	0	5	1	0	0	1	1	0	0	0	4	0	2	1	0	2	0					
		0.27%	2.54%	0.0%	0.0%	0.34%	0.28%	0.12%	0.27%	0.35%	0.0%	0.0%	0.70%	0.59%	0.0%	0.0%	0.52%	0.35%	0.0%	0.0%	0.0%	0.48%	0.0%	0.48%	0.13%	0.0%	0.28%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	17	0	0	0	1	1	0	0	0	0	2	2	0	1	1	1	1	0	2	1	0	1	0	1	1	1	0					
		0.15%	0.0%	0.0%	0.0%	0.34%	0.14%	0.0%	0.0%	0.0%	0.0%	1.12%	0.28%	0.0%	0.14%	0.13%	0.52%	0.35%	0.0%	0.99%	0.42%	0.0%	0.31%	0.0%	0.13%	0.13%	0.14%	0.0%					
32	"15. ""Партия СЛОН"""	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	2	2	1	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	1.21%	0.26%	0.27%	0.14%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	776	39	6	12	2	22	63	12	17	6	7	41	6	71	91	10	27	4	17	6	77	27	28	61	51	51	22					
		7.05%	14.18%	2.5%	7.10%	0.68%	3.12%	7.92%	3.25%	6.02%	2.54%	3.95%	5.80%	3.57%	10.50%	12.36%	5.23%	9.71%	2.61%	8.45%	2.52%	9.41%	8.59%	6.77%	7.94%	6.94%	7.36%	5.92%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	41	1	0	1	2	3	1	4	1	0	0	1	1	2	3	0	3	1	0	6	1	2	2	3	3	0	0					
		0.37%	0.36%	0.0%	0.59%	0.68%	0.42%	0.12%	1.08%	0.35%	0.0%	0.0%	0.14%	0.59%	0.29%	0.40%	0.0%	1.07%	0.65%	0.0%	2.52%	0.12%	0.63%	0.48%	0.39%	0.40%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1663	35	23	11	23	129	128	57	36	14	8	111	25	90	119	27	46	36	13	27	131	34	89	137	123	118	73					
		15.12%	12.72%	9.58%	6.50%	7.93%	18.32%	16.10%	15.44%	12.76%	5.93%	4.51%	15.72%	14.88%	13.31%	16.16%	14.13%	16.54%	23.52%	6.46%	11.34%	16.01%	10.82%	21.54%	17.83%	16.75%	17.05%	19.67%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	271	3	2	2	6	39	27	7	4	8	0	13	1	11	12	4	9	1	2	6	28	6	8	19	21	21	11					
		2.46%	1.09%	0.83%	1.18%	2.06%	5.53%	3.39%	1.89%	1.41%	3.38%	0.0%	1.84%	0.59%	1.62%	1.63%	2.09%	3.23%	0.65%	0.99%	2.52%	3.42%	1.91%	1.93%	2.47%	2.86%	3.03%	2.96%					
37	"20. ""Политическая партия ""Единая Россия"""	4283	67	67	83	97	297	269	142	61	95	115	289	64	258	282	72	95	59	118	87	305	128	150	319	332	282	150					
		38.95%	24.36%	27.91%	49.11%	33.44%	42.18%	33.83%	38.48%	21.63%	40.25%	64.97%	40.93%	38.09%	38.16%	38.31%	37.69%	34.17%	38.56%	58.70%	36.55%	37.28%	40.76%	36.31%	41.53%	45.23%	40.75%	40.43%					
38	"21. ""Российская Конституционно-демократическая партия"""	25	0	0	2	0	2	0	3	2	2	0	1	1	2	2	0	0	0	0	0	1	0	1	2	1	1	2					
		0.22%	0.0%	0.0%	1.18%	0.0%	0.28%	0.0%	0.81%	0.70%	0.84%	0.0%	0.14%	0.59%	0.29%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.24%	0.26%	0.13%	0.14%	0.53%					
39	"22. ""Развитие предпринимательства"""	20	0	0	0	0	1	3	0	0	1	2	0	0	0	1	0	0	0	0	0	4	4	0	1	1	1	1					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.14%	0.37%	0.0%	0.0%	0.42%	1.12%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	1.27%	0.0%	0.13%	0.13%	0.14%	0.26%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1077	41	56	8	28	60	121	55	31	40	5	67	18	82	44	5	12	20	9	41	93	47	24	59	45	45	21					
		9.79%	14.90%	23.33%	4.73%	9.65%	8.52%	15.22%	14.90%	10.99%	16.94%	2.82%	9.49%	10.71%	12.13%	5.97%	2.61%	4.31%	13.07%	4.47%	17.22%	11.36%	14.96%	5.81%	7.68%	6.13%	6.50%	5.66%					
																																	
41	Против всех	484	8	6	0	6	26	50	19	1	4	2	18	8	38	59	6	22	7	4	8	25	15	23	42	38	33	16					
		4.40%	2.90%	2.5%	0.0%	2.06%	3.69%	6.28%	5.14%	0.35%	1.69%	1.12%	2.54%	4.76%	5.62%	8.01%	3.14%	7.91%	4.57%	1.99%	3.36%	3.05%	4.77%	5.56%	5.46%	5.17%	4.76%	4.31%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
