Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    район Восточное Измайлово 																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №3669	УИК №3670									
14	Число погашенных неиспользованных открепительных удостоверений	87	9	0	2	8	10	0	0	0	1	0	12	4	4	0	9	0	0	10	0	11	0	7	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	51	0	0	1	5	4	3	2	2	2	4	0	1	4	3	0	2	2	3	5	2	1	5	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	518	16	3	37	19	24	17	17	25	19	40	31	22	22	34	1	12	20	36	29	33	36	18	5	2									
		3.17%	2.20%	0.74%	4.20%	3.01%	3.02%	2.47%	2.16%	3.16%	2.89%	5.01%	3.33%	3.30%	2.81%	3.80%	0.62%	1.83%	3.12%	3.89%	3.78%	3.47%	4.29%	2.33%	3.82%	2.53%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	265	7	10	21	5	4	12	13	14	11	12	14	11	14	13	3	15	12	22	12	15	8	12	4	1									
		1.62%	0.96%	2.45%	2.39%	0.79%	0.50%	1.74%	1.65%	1.77%	1.67%	1.50%	1.50%	1.65%	1.79%	1.45%	1.85%	2.29%	1.87%	2.38%	1.56%	1.58%	0.95%	1.56%	3.05%	1.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	588	31	29	37	26	27	25	30	18	24	31	38	21	32	37	2	18	25	35	17	28	22	33	1	1									
		3.59%	4.26%	7.11%	4.20%	4.11%	3.40%	3.63%	3.81%	2.27%	3.65%	3.88%	4.08%	3.15%	4.08%	4.14%	1.23%	2.74%	3.89%	3.78%	2.21%	2.95%	2.62%	4.28%	0.76%	1.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5607	268	282	263	196	297	243	286	275	219	261	292	234	262	271	91	202	230	278	256	293	285	225	53	45									
		34.26%	36.81%	69.12%	29.89%	31.01%	37.41%	35.32%	36.34%	34.72%	33.28%	32.67%	31.36%	35.14%	33.42%	30.31%	56.17%	30.79%	35.83%	30.02%	33.33%	30.84%	33.97%	29.18%	40.46%	56.96%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	353	13	2	15	18	16	17	23	22	11	18	14	16	22	14	2	17	15	21	13	26	19	16	1	2									
		2.16%	1.79%	0.49%	1.70%	2.85%	2.02%	2.47%	2.92%	2.78%	1.67%	2.25%	1.50%	2.40%	2.81%	1.57%	1.23%	2.59%	2.34%	2.27%	1.69%	2.74%	2.26%	2.08%	0.76%	2.53%									
24	"6. Политическая партия ""Гражданская Платформа"""	64	3	0	4	2	1	1	1	2	3	4	1	2	8	3	1	2	2	4	5	11	2	2	0	0									
		0.39%	0.41%	0.00%	0.45%	0.32%	0.13%	0.15%	0.13%	0.25%	0.46%	0.50%	0.11%	0.30%	1.02%	0.34%	0.62%	0.30%	0.31%	0.43%	0.65%	1.16%	0.24%	0.26%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2223	112	14	130	92	115	102	96	94	98	107	132	88	120	116	20	89	99	95	128	118	100	127	23	8									
		13.58%	15.38%	3.43%	14.77%	14.56%	14.48%	14.83%	12.20%	11.87%	14.89%	13.39%	14.18%	13.21%	15.31%	12.98%	12.35%	13.57%	15.42%	10.26%	16.67%	12.42%	11.92%	16.47%	17.56%	10.13%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	410	9	4	25	20	27	11	22	21	30	22	34	12	21	31	4	10	13	32	15	14	9	21	3	0									
		2.51%	1.24%	0.98%	2.84%	3.16%	3.40%	1.60%	2.80%	2.65%	4.56%	2.75%	3.65%	1.80%	2.68%	3.47%	2.47%	1.52%	2.02%	3.46%	1.95%	1.47%	1.07%	2.72%	2.29%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	611	30	2	40	15	23	17	25	28	19	26	63	22	17	47	4	34	25	45	30	37	22	36	1	3									
		3.73%	4.12%	0.49%	4.55%	2.37%	2.90%	2.47%	3.18%	3.54%	2.89%	3.25%	6.77%	3.30%	2.17%	5.26%	2.47%	5.18%	3.89%	4.86%	3.91%	3.89%	2.62%	4.67%	0.76%	3.80%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	1	1	1	1	0	2	0	4	0	3	2	2	1	5	0	3	1	2	2	1	3	3	1	0									
		0.24%	0.14%	0.25%	0.11%	0.16%	0.00%	0.29%	0.00%	0.51%	0.00%	0.38%	0.21%	0.30%	0.13%	0.56%	0.00%	0.46%	0.16%	0.22%	0.26%	0.11%	0.36%	0.39%	0.76%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1524	46	14	94	60	74	51	73	56	60	72	107	79	50	93	8	63	55	91	75	104	99	92	6	2									
		9.31%	6.32%	3.43%	10.68%	9.49%	9.32%	7.41%	9.28%	7.07%	9.12%	9.01%	11.49%	11.86%	6.38%	10.40%	4.94%	9.60%	8.57%	9.83%	9.77%	10.95%	11.80%	11.93%	4.58%	2.53%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2352	92	21	128	99	103	93	123	132	99	125	122	104	116	143	14	105	80	163	104	140	124	95	19	8									
		14.37%	12.64%	5.15%	14.55%	15.66%	12.97%	13.52%	15.63%	16.67%	15.05%	15.64%	13.10%	15.62%	14.80%	15.99%	8.64%	16.01%	12.46%	17.60%	13.54%	14.74%	14.78%	12.32%	14.50%	10.13%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	102	4	0	1	5	5	0	10	5	6	5	4	1	4	11	0	8	2	2	6	5	9	8	1	0									
		0.62%	0.55%	0.00%	0.11%	0.79%	0.63%	0.00%	1.27%	0.63%	0.91%	0.63%	0.43%	0.15%	0.51%	1.23%	0.00%	1.22%	0.31%	0.22%	0.78%	0.53%	1.07%	1.04%	0.76%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1403	84	9	67	67	63	83	49	78	45	58	64	42	81	63	11	57	53	91	59	102	86	71	13	7									
		8.57%	11.54%	2.21%	7.61%	10.60%	7.93%	12.06%	6.23%	9.85%	6.84%	7.26%	6.87%	6.31%	10.33%	7.05%	6.79%	8.69%	8.26%	9.83%	7.68%	10.74%	10.25%	9.21%	9.92%	8.86%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
