Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Атяшевская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	82	23	16	3	2	3	1	1	0	1	0	0	0	1	0	1	0	4	2	1	0	0	0	1	0	0	3	1	4	1	3	1	3	1	0	2	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	51	4	4	4	1	0	1	2	1	3	1	1	1	2	1	0	0	3	1	1	1	1	0	4	1	1	1	2	1	1	1	1	0	2	1	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	93	0	4	3	4	3	3	4	3	4	3	4	3	2	3	4	3	0	1	3	5	3	4	5	2	3	0	2	0	3	1	1	2	2	3	1	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	24	1	4	0	7	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0									
		0.16%	0.07%	0.17%	0.00%	0.79%	0.00%	0.00%	0.31%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.93%	0.48%	0.00%	2.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	22	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	1	0	0									
		0.15%	0.07%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.69%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	13	1	3	0	0	0	1	3	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.07%	0.13%	0.00%	0.00%	0.00%	0.38%	0.47%	0.00%	0.19%	0.87%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14210	1382	2218	730	826	791	254	604	253	486	218	275	138	138	136	394	120	337	185	264	449	253	268	505	99	196	208	171	316	294	329	121	383	175	137	168	389									
		93.94%	94.46%	93.23%	93.71%	93.54%	91.66%	96.21%	94.38%	93.70%	94.00%	94.37%	93.22%	94.52%	96.50%	96.45%	96.10%	93.02%	94.13%	96.86%	93.95%	94.73%	93.70%	94.04%	95.10%	91.67%	94.69%	96.74%	91.44%	94.05%	93.93%	94.00%	93.80%	94.10%	94.09%	94.48%	94.38%	92.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.07%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	311	23	45	11	28	30	2	11	4	10	4	8	2	1	1	5	4	8	2	6	9	7	6	7	2	2	3	6	8	7	8	3	7	4	3	4	20									
		2.06%	1.57%	1.89%	1.41%	3.17%	3.48%	0.76%	1.72%	1.48%	1.93%	1.73%	2.71%	1.37%	0.70%	0.71%	1.22%	3.10%	2.23%	1.05%	2.14%	1.90%	2.59%	2.11%	1.32%	1.85%	0.97%	1.40%	3.21%	2.38%	2.24%	2.29%	2.33%	1.72%	2.15%	2.07%	2.25%	4.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.07%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.07%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.07%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	5	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.34%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	358	36	64	20	11	25	5	16	10	12	4	7	5	2	1	4	4	9	3	8	11	7	8	17	2	2	2	4	9	8	9	0	11	5	3	4	10									
		2.37%	2.46%	2.69%	2.57%	1.25%	2.90%	1.89%	2.50%	3.70%	2.32%	1.73%	2.37%	3.42%	1.40%	0.71%	0.98%	3.10%	2.51%	1.57%	2.85%	2.32%	2.59%	2.81%	3.20%	1.85%	0.97%	0.93%	2.14%	2.68%	2.56%	2.57%	0.00%	2.70%	2.69%	2.07%	2.25%	2.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	1	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.07%	0.04%	0.00%	0.57%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	137	8	20	10	4	14	1	2	3	6	2	5	1	2	2	6	0	4	1	2	5	3	3	2	1	2	1	0	3	4	4	2	6	2	1	2	3									
		0.91%	0.55%	0.84%	1.28%	0.45%	1.62%	0.38%	0.31%	1.11%	1.16%	0.87%	1.69%	0.68%	1.40%	1.42%	1.46%	0.00%	1.12%	0.52%	0.71%	1.05%	1.11%	1.05%	0.38%	0.93%	0.97%	0.47%	0.00%	0.89%	1.28%	1.14%	1.55%	1.47%	1.08%	0.69%	1.12%	0.71%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
