Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Бейская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271									
		42.57%	46.19%	67.16%	51.76%	41.70%	64.95%	55.56%	34.32%	43.80%	45.78%	34.54%	32.52%	37.20%	48.94%	43.16%	63.38%	36.90%	66.20%	42.86%	47.75%	48.37%	50.83%	40.58%	39.30%	65.96%	39.19%	50.00%	37.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	33	0	0	1	4	0	0	1	3	1	3	0	3	0	2	0	0	0	0	0	3	3	4	1	0	2	1	1									
		0.52%	0.00%	0.00%	1.18%	0.81%	0.00%	0.00%	0.27%	2.48%	1.20%	0.32%	0.00%	0.71%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.99%	0.89%	0.50%	0.00%	0.54%	0.38%	3.13%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	3	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0									
		0.17%	0.00%	2.24%	1.18%	0.00%	0.00%	0.00%	0.27%	0.83%	0.00%	0.00%	0.00%	0.24%	0.00%	0.53%	0.00%	1.19%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1232	20	1	5	101	2	14	83	19	8	202	105	92	7	26	5	5	2	12	44	59	72	129	48	6	98	60	7									
		19.56%	10.15%	0.75%	5.88%	20.45%	2.06%	11.97%	22.25%	15.70%	9.64%	21.54%	23.23%	21.80%	14.89%	13.68%	7.04%	5.95%	2.82%	17.14%	19.82%	16.03%	23.76%	28.60%	23.88%	12.77%	26.49%	23.08%	21.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	0	1	0	0	1	0	1	0	0	4	3	3	0	1	0	0	1	0	0	2	0	0	0	0	0	3	0									
		0.32%	0.00%	0.75%	0.00%	0.00%	1.03%	0.00%	0.27%	0.00%	0.00%	0.43%	0.66%	0.71%	0.00%	0.53%	0.00%	0.00%	1.41%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	0	0	0	2	0	0	3	1	0	6	0	0	0	4	1	0	0	0	0	0	0	1	3	0	4	2	0									
		0.43%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.80%	0.83%	0.00%	0.64%	0.00%	0.00%	0.00%	2.11%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	1.49%	0.00%	1.08%	0.77%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.75%	0.00%	0.00%	0.00%	0.85%	0.27%	0.83%	0.00%	0.00%	0.00%	0.00%	2.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	0	0	1	3	1	0	2	0	0	10	1	3	0	1	2	0	0	1	4	4	1	1	1	0	1	1	0									
		0.60%	0.00%	0.00%	1.18%	0.61%	1.03%	0.00%	0.54%	0.00%	0.00%	1.07%	0.22%	0.71%	0.00%	0.53%	2.82%	0.00%	0.00%	1.43%	1.80%	1.09%	0.33%	0.22%	0.50%	0.00%	0.27%	0.38%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1454	55	28	19	102	15	29	99	24	15	251	138	110	10	41	16	36	15	21	44	81	40	83	58	5	83	30	6									
		23.08%	27.92%	20.90%	22.35%	20.65%	15.46%	24.79%	26.54%	19.83%	18.07%	26.76%	30.53%	26.07%	21.28%	21.58%	22.54%	42.86%	21.13%	30.00%	19.82%	22.01%	13.20%	18.40%	28.86%	10.64%	22.43%	11.54%	18.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	3	0	1	4	0	0	1	1	0	6	4	2	0	3	0	0	0	0	1	3	1	2	0	1	2	10	0									
		0.71%	1.52%	0.00%	1.18%	0.81%	0.00%	0.00%	0.27%	0.83%	0.00%	0.64%	0.88%	0.47%	0.00%	1.58%	0.00%	0.00%	0.00%	0.00%	0.45%	0.82%	0.33%	0.44%	0.00%	2.13%	0.54%	3.85%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	227	3	0	6	34	1	1	24	3	3	48	19	13	1	8	0	2	2	1	5	9	5	9	4	1	15	9	1									
		3.60%	1.52%	0.00%	7.06%	6.88%	1.03%	0.85%	6.43%	2.48%	3.61%	5.12%	4.20%	3.08%	2.13%	4.21%	0.00%	2.38%	2.82%	1.43%	2.25%	2.45%	1.65%	1.99%	1.99%	2.13%	4.05%	3.46%	3.13%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
