Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Михайловская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119					
																					
18	"1. ""ЕДИНЕНИЕ"""	123	6	20	12	10	8	7	14	15	2	3	5	4	12	5					
		1.08%	1.53%	1.38%	1.05%	0.91%	0.79%	0.61%	1.37%	1.16%	0.36%	0.86%	1.42%	0.61%	1.70%	2.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	354	17	43	48	39	45	30	41	10	20	16	17	1	24	3					
		3.13%	4.34%	2.97%	4.20%	3.58%	4.49%	2.64%	4.03%	0.77%	3.60%	4.62%	4.84%	0.15%	3.41%	1.62%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	251	8	55	34	31	15	25	21	16	5	2	11	9	16	3					
		2.22%	2.04%	3.80%	2.97%	2.84%	1.49%	2.20%	2.06%	1.24%	0.90%	0.57%	3.13%	1.39%	2.27%	1.62%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	195	4	36	30	29	18	21	20	12	0	5	2	7	11	0					
		1.72%	1.02%	2.49%	2.62%	2.66%	1.79%	1.85%	1.96%	0.93%	0.0%	1.44%	0.56%	1.08%	1.56%	0.0%					
22	"5. ""За Русь Святую"""	29	0	3	0	3	3	6	2	5	1	1	2	3	0	0					
		0.25%	0.0%	0.20%	0.0%	0.27%	0.29%	0.52%	0.19%	0.38%	0.18%	0.28%	0.56%	0.46%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	1	4	3	2	1	1	2	1	0	0	1	1	1	0					
		0.15%	0.25%	0.27%	0.26%	0.18%	0.09%	0.08%	0.19%	0.07%	0.0%	0.0%	0.28%	0.15%	0.14%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	37	1	3	6	5	1	7	2	6	0	1	2	2	1	0					
		0.32%	0.25%	0.20%	0.52%	0.45%	0.09%	0.61%	0.19%	0.46%	0.0%	0.28%	0.56%	0.30%	0.14%	0.0%					
25	"8. ""Народно-республиканская партия России"""	15	2	3	1	1	1	0	3	4	0	0	0	0	0	0					
		0.13%	0.51%	0.20%	0.08%	0.09%	0.09%	0.0%	0.29%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	25	0	5	3	1	0	4	5	4	0	1	1	1	0	0					
		0.22%	0.0%	0.34%	0.26%	0.09%	0.0%	0.35%	0.49%	0.31%	0.0%	0.28%	0.28%	0.15%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1785	19	68	162	156	112	173	110	317	164	96	76	174	123	35					
		15.81%	4.85%	4.70%	14.18%	14.33%	11.17%	15.24%	10.82%	24.70%	29.54%	27.74%	21.65%	26.93%	17.52%	18.91%					
28	"11. ""Истинные патриоты России"""	15	1	1	0	5	1	1	0	0	2	0	1	0	3	0					
		0.13%	0.25%	0.06%	0.0%	0.45%	0.09%	0.08%	0.0%	0.0%	0.36%	0.0%	0.28%	0.0%	0.42%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	77	9	11	7	5	4	9	15	8	3	1	2	2	0	1					
		0.68%	2.30%	0.76%	0.61%	0.45%	0.39%	0.79%	1.47%	0.62%	0.54%	0.28%	0.56%	0.30%	0.0%	0.54%					
30	"13. ""Демократическая партия России"""	22	0	4	2	4	2	1	5	3	0	0	0	1	0	0					
		0.19%	0.0%	0.27%	0.17%	0.36%	0.19%	0.08%	0.49%	0.23%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	1	0	0	3	1	1	0	0	2	0	0	0	5	0					
		0.11%	0.25%	0.0%	0.0%	0.27%	0.09%	0.08%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.71%	0.0%					
32	"15. ""Партия СЛОН"""	8	0	3	0	2	0	0	0	2	0	0	0	1	0	0					
		0.07%	0.0%	0.20%	0.0%	0.18%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	599	23	130	76	65	59	54	66	66	12	10	6	16	14	2					
		5.30%	5.88%	8.99%	6.65%	5.97%	5.88%	4.75%	6.49%	5.14%	2.16%	2.89%	1.70%	2.47%	1.99%	1.08%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	30	2	0	1	8	3	1	6	3	0	2	0	1	2	1					
		0.26%	0.51%	0.0%	0.08%	0.73%	0.29%	0.08%	0.59%	0.23%	0.0%	0.57%	0.0%	0.15%	0.28%	0.54%					
35	"18. ""ЛДПР"""	1606	58	218	152	142	131	178	164	161	58	64	47	80	112	41					
		14.22%	14.83%	15.08%	13.30%	13.05%	13.07%	15.68%	16.14%	12.54%	10.45%	18.49%	13.39%	12.38%	15.95%	22.16%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	193	4	36	14	18	20	20	18	24	3	2	7	12	13	2					
		1.70%	1.02%	2.49%	1.22%	1.65%	1.99%	1.76%	1.77%	1.87%	0.54%	0.57%	1.99%	1.85%	1.85%	1.08%					
37	"20. ""Политическая партия ""Единая Россия"""	3659	177	486	408	396	367	396	367	379	99	46	96	171	208	63					
		32.41%	45.26%	33.63%	35.72%	36.39%	36.62%	34.88%	36.12%	29.54%	17.83%	13.29%	27.35%	26.47%	29.62%	34.05%					
38	"21. ""Российская Конституционно-демократическая партия"""	27	1	5	3	3	4	0	2	7	0	0	0	2	0	0					
		0.23%	0.25%	0.34%	0.26%	0.27%	0.39%	0.0%	0.19%	0.54%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	24	0	3	1	0	2	1	4	5	2	0	2	0	2	2					
		0.21%	0.0%	0.20%	0.08%	0.0%	0.19%	0.08%	0.39%	0.38%	0.36%	0.0%	0.56%	0.0%	0.28%	1.08%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1802	44	246	140	130	164	176	115	206	144	85	60	140	130	22					
		15.96%	11.25%	17.02%	12.25%	11.94%	16.36%	15.50%	11.31%	16.05%	25.94%	24.56%	17.09%	21.67%	18.51%	11.89%					
																					
41	Против всех	288	10	46	31	26	27	18	26	25	25	9	10	13	19	3					
		2.55%	2.55%	3.18%	2.71%	2.38%	2.69%	1.58%	2.55%	1.94%	4.50%	2.60%	2.84%	2.01%	2.70%	1.62%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
