Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																		
Дата голосования: 02.12.2007																																																																																		
																																																																																		
Наименование Избирательной комиссии:    Балашихинская																																																																																		
																																																																																		
Сводная таблица результатов выборов																																																																																		
																																																																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	4179	25	35	30	30	50	35	46	40	40	50	50	30	30	45	30	50	50	40	55	20	50	50	50	40	40	40	50	50	50	50	50	50	50	30	45	50	30	40	40	50	50	40	20	50	45	50	33	50	30	60	50	150	30	30	30	110	80	100	180	105	50	50	20	10	86	55	60	50	454	60	35	110	110	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3886	25	28	28	28	25	29	42	31	33	25	50	30	30	41	30	50	37	39	53	18	50	50	50	40	40	40	33	46	50	44	50	31	46	29	35	39	20	40	38	31	27	39	20	43	44	34	28	50	29	60	50	150	30	30	27	110	80	100	180	105	50	50	9	10	86	53	60	42	454	60	35	110	110	17	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1984	14	15	32	9	19	16	44	11	17	13	29	23	45	67	12	32	22	13	26	10	32	28	21	9	10	7	9	18	11	14	26	16	103	62	69	32	51	13	26	27	47	18	41	44	13	13	8	24	16	63	22	24	36	30	28	18	40	28	103	14	23	60	28	9	23	6	14	12	42	24	12	10	11	11	16					
14	Число погашенных неиспользованных открепительных удостоверений	293	0	7	2	2	25	6	4	9	7	25	0	0	0	4	0	0	13	1	2	2	0	0	0	0	0	0	17	4	0	6	0	19	4	1	10	11	10	0	2	19	23	1	0	7	1	16	5	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	2	0	8	0	0	0	0	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	414	2	2	4	4	2	2	1	0	0	1	2	4	0	4	2	3	2	1	0	2	1	2	0	4	1	4	1	3	2	1	3	3	1	1	1	2	1	1	1	0	2	1	0	4	2	3	2	0	3	46	0	124	2	0	0	19	39	36	19	2	23	2	0	0	1	3	1	1	4	2	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																		
18	1.Политическая партия «Аграрная партия России»	2105	43	33	21	14	33	45	3	50	54	43	18	11	46	50	28	0	24	18	22	14	47	26	10	21	9	3	44	13	37	26	43	19	43	25	23	18	19	9	49	43	59	10	36	4	52	6	20	20	43	16	53	19	24	18	16	34	42	36	36	28	24	44	11	11	77	47	5	36	0	71	19	56	2	16	17					
		2.07%	2.24%	2.59%	1.51%	1.07%	2.65%	3.33%	0.23%	4.38%	4.30%	3.74%	1.48%	1.02%	2.67%	3.09%	1.83%	0.00%	1.69%	1.62%	1.86%	3.09%	2.79%	1.71%	0.73%	1.70%	0.87%	0.26%	4.30%	1.10%	2.66%	2.02%	2.68%	1.53%	2.54%	1.60%	1.77%	1.26%	2.33%	0.87%	2.99%	3.28%	4.12%	0.77%	1.71%	0.27%	3.87%	0.56%	1.65%	1.35%	5.08%	1.67%	3.21%	1.07%	2.12%	1.99%	3.28%	1.68%	2.31%	2.20%	2.24%	1.28%	1.68%	2.70%	3.33%	4.00%	4.17%	2.55%	0.32%	2.00%	0.00%	3.75%	1.49%	2.78%	0.12%	2.87%	2.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1289	24	17	10	9	19	26	29	13	21	21	9	13	21	28	19	26	28	17	16	4	36	25	18	9	16	2	26	18	22	30	18	9	33	8	12	15	13	9	25	20	28	5	9	3	28	14	13	2	17	9	22	9	30	2	13	27	28	15	41	16	16	22	0	5	50	20	13	20	0	35	12	13	10	3	5					
		1.27%	1.25%	1.33%	0.72%	0.69%	1.53%	1.92%	2.24%	1.14%	1.67%	1.83%	0.74%	1.21%	1.22%	1.73%	1.24%	1.52%	1.97%	1.53%	1.36%	0.88%	2.14%	1.64%	1.32%	0.73%	1.54%	0.18%	2.54%	1.53%	1.58%	2.33%	1.12%	0.72%	1.95%	0.51%	0.92%	1.05%	1.60%	0.87%	1.53%	1.53%	1.95%	0.39%	0.43%	0.20%	2.08%	1.30%	1.07%	0.13%	2.01%	0.94%	1.33%	0.51%	2.65%	0.22%	2.66%	1.33%	1.54%	0.92%	2.55%	0.73%	1.12%	1.35%	0.00%	1.82%	2.71%	1.09%	0.84%	1.11%	0.00%	1.85%	0.94%	0.65%	0.59%	0.54%	0.63%					
20	3.Политическая партия «Демократическая партия России»	173	2	1	1	1	0	2	2	2	5	3	0	1	3	1	7	4	1	3	4	2	4	3	2	3	3	4	1	2	1	3	0	4	3	4	2	1	1	3	1	0	2	4	2	3	3	0	0	1	2	2	4	6	0	2	0	3	8	2	2	5	6	2	0	0	3	0	2	2	6	3	3	2	1	1	1					
		0.17%	0.10%	0.08%	0.07%	0.08%	0.00%	0.15%	0.15%	0.18%	0.40%	0.26%	0.00%	0.09%	0.17%	0.06%	0.46%	0.23%	0.07%	0.27%	0.34%	0.44%	0.24%	0.20%	0.15%	0.24%	0.29%	0.35%	0.10%	0.17%	0.07%	0.23%	0.00%	0.32%	0.18%	0.26%	0.15%	0.07%	0.12%	0.29%	0.06%	0.00%	0.14%	0.31%	0.10%	0.20%	0.22%	0.00%	0.00%	0.07%	0.24%	0.21%	0.24%	0.34%	0.00%	0.22%	0.00%	0.15%	0.44%	0.12%	0.12%	0.23%	0.42%	0.12%	0.00%	0.00%	0.16%	0.00%	0.13%	0.11%	0.45%	0.16%	0.24%	0.10%	0.06%	0.18%	0.13%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	13321	168	192	172	230	245	260	228	165	235	228	217	128	222	186	192	178	181	201	170	44	230	208	192	263	157	205	155	175	195	184	124	167	276	233	148	178	107	187	153	211	215	258	94	238	190	165	185	214	116	55	285	67	123	118	66	100	186	203	179	105	84	159	17	38	303	315	440	237	284	367	150	47	70	36	22					
		13.12%	8.76%	15.05%	12.37%	17.52%	19.71%	19.25%	17.61%	14.45%	18.73%	19.84%	17.79%	11.90%	12.87%	11.49%	12.52%	10.42%	12.76%	18.11%	14.41%	9.71%	13.67%	13.68%	14.11%	21.28%	15.11%	17.97%	15.14%	14.84%	14.03%	14.27%	7.72%	13.41%	16.32%	14.90%	11.36%	12.50%	13.13%	18.10%	9.33%	16.11%	15.00%	19.98%	4.47%	16.16%	14.15%	15.28%	15.26%	14.43%	13.70%	5.74%	17.27%	3.78%	10.87%	13.08%	13.52%	4.93%	10.24%	12.41%	11.14%	4.78%	5.87%	9.77%	5.15%	13.82%	16.40%	17.11%	28.55%	13.18%	21.37%	19.41%	11.79%	2.33%	4.12%	6.46%	2.77%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1239	24	16	11	17	13	21	21	22	17	12	22	17	20	17	11	28	18	31	26	5	34	33	41	16	15	13	18	3	21	23	19	18	20	12	23	19	7	7	23	18	22	30	18	22	17	18	8	31	8	6	10	11	27	20	9	13	14	14	9	11	14	24	0	2	16	11	5	15	14	22	8	24	3	4	7					
		1.22%	1.25%	1.25%	0.79%	1.29%	1.05%	1.55%	1.62%	1.93%	1.35%	1.04%	1.80%	1.58%	1.16%	1.05%	0.72%	1.64%	1.27%	2.79%	2.20%	1.10%	2.02%	2.17%	3.01%	1.29%	1.44%	1.14%	1.76%	0.25%	1.51%	1.78%	1.18%	1.45%	1.18%	0.77%	1.77%	1.33%	0.86%	0.68%	1.40%	1.37%	1.54%	2.32%	0.86%	1.49%	1.27%	1.67%	0.66%	2.09%	0.94%	0.63%	0.61%	0.62%	2.39%	2.22%	1.84%	0.64%	0.77%	0.86%	0.56%	0.50%	0.98%	1.47%	0.00%	0.73%	0.87%	0.60%	0.32%	0.83%	1.05%	1.16%	0.63%	1.19%	0.18%	0.72%	0.88%					
23	6.Политическая партия «Партия социальной справедливости»	307	3	4	5	6	6	7	6	6	2	2	2	5	6	3	4	5	8	4	1	1	3	5	3	5	1	3	2	21	5	2	4	4	3	5	3	5	4	6	4	5	4	5	2	8	3	2	1	2	1	3	7	1	0	1	1	2	3	7	5	7	5	2	1	2	7	7	2	10	4	10	2	7	2	1	1					
		0.30%	0.16%	0.31%	0.36%	0.46%	0.48%	0.52%	0.46%	0.53%	0.16%	0.17%	0.16%	0.46%	0.35%	0.19%	0.26%	0.29%	0.56%	0.36%	0.08%	0.22%	0.18%	0.33%	0.22%	0.40%	0.10%	0.26%	0.20%	1.78%	0.36%	0.16%	0.25%	0.32%	0.18%	0.32%	0.23%	0.35%	0.49%	0.58%	0.24%	0.38%	0.28%	0.39%	0.10%	0.54%	0.22%	0.19%	0.08%	0.13%	0.12%	0.31%	0.42%	0.06%	0.00%	0.11%	0.20%	0.10%	0.17%	0.43%	0.31%	0.32%	0.35%	0.12%	0.30%	0.73%	0.38%	0.38%	0.13%	0.56%	0.30%	0.53%	0.16%	0.35%	0.12%	0.18%	0.13%					
24	7.Политическая партия «Либерально-демократическая партия России»	7870	84	82	126	119	92	87	12	76	84	60	39	94	42	144	143	114	126	64	109	37	152	140	113	88	33	2	93	54	106	132	147	90	43	152	79	138	23	33	97	101	78	17	264	122	99	73	70	124	74	104	221	123	68	86	48	312	231	173	164	269	206	121	19	40	205	110	100	247	154	156	21	117	56	9	39					
		7.75%	4.38%	6.43%	9.06%	9.06%	7.40%	6.44%	0.93%	6.65%	6.69%	5.22%	3.20%	8.74%	2.43%	8.89%	9.32%	6.67%	8.88%	5.77%	9.24%	8.17%	9.03%	9.20%	8.30%	7.12%	3.18%	0.18%	9.08%	4.58%	7.63%	10.24%	9.15%	7.23%	2.54%	9.72%	6.06%	9.69%	2.82%	3.19%	5.92%	7.71%	5.44%	1.32%	12.56%	8.28%	7.37%	6.76%	5.78%	8.36%	8.74%	10.84%	13.39%	6.94%	6.01%	9.53%	9.84%	15.38%	12.72%	10.57%	10.21%	12.26%	14.41%	7.43%	5.76%	14.55%	11.09%	5.98%	6.49%	13.74%	11.59%	8.25%	1.65%	5.81%	3.30%	1.62%	4.92%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4486	70	68	61	32	96	123	64	81	113	93	43	38	80	108	30	115	60	68	42	26	149	34	50	35	35	92	85	63	28	59	89	52	72	40	42	57	32	22	99	21	123	28	60	30	99	37	22	34	70	42	92	48	57	23	50	70	85	89	121	40	44	102	24	11	101	121	12	65	7	4	22	102	53	12	19					
		4.42%	3.65%	5.33%	4.39%	2.44%	7.72%	9.10%	4.94%	7.09%	9.00%	8.09%	3.52%	3.53%	4.64%	6.67%	1.96%	6.73%	4.23%	6.13%	3.56%	5.74%	8.85%	2.24%	3.67%	2.83%	3.37%	8.06%	8.30%	5.34%	2.01%	4.58%	5.54%	4.18%	4.26%	2.56%	3.22%	4.00%	3.93%	2.13%	6.04%	1.60%	8.58%	2.17%	2.85%	2.04%	7.37%	3.43%	1.82%	2.29%	8.26%	4.38%	5.58%	2.71%	5.04%	2.55%	10.25%	3.45%	4.68%	5.44%	7.53%	1.82%	3.08%	6.27%	7.27%	4.00%	5.47%	6.57%	0.78%	3.62%	0.53%	0.21%	1.73%	5.06%	3.12%	2.15%	2.40%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1121	14	16	13	15	23	28	15	21	13	20	17	15	25	24	14	21	11	23	20	7	26	17	11	2	20	1	14	16	20	13	17	8	19	7	12	13	10	10	25	18	21	20	21	4	25	8	7	31	11	7	27	6	13	10	11	17	21	18	19	17	10	17	1	6	38	22	7	13	7	2	11	17	11	0	11					
		1.10%	0.73%	1.25%	0.93%	1.14%	1.85%	2.07%	1.16%	1.84%	1.04%	1.74%	1.39%	1.39%	1.45%	1.48%	0.91%	1.23%	0.78%	2.07%	1.69%	1.55%	1.54%	1.12%	0.81%	0.16%	1.92%	0.09%	1.37%	1.36%	1.44%	1.01%	1.06%	0.64%	1.12%	0.45%	0.92%	0.91%	1.23%	0.97%	1.53%	1.37%	1.47%	1.55%	0.99%	0.27%	1.86%	0.74%	0.58%	2.09%	1.30%	0.73%	1.64%	0.34%	1.15%	1.11%	2.25%	0.84%	1.16%	1.10%	1.18%	0.77%	0.70%	1.04%	0.30%	2.18%	2.06%	1.20%	0.45%	0.72%	0.53%	0.11%	0.86%	0.84%	0.65%	0.00%	1.39%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	66069	1443	787	932	847	668	699	850	667	657	604	815	728	1207	1001	1036	1115	889	572	702	287	921	988	878	782	709	776	530	767	905	779	1088	838	1100	1021	917	926	558	709	1102	804	814	906	1544	939	766	702	841	964	435	701	878	1452	738	575	231	1410	1144	1029	987	1660	975	1081	242	154	981	1135	908	1114	830	1173	998	1601	1452	471	634					
		65.05%	75.27%	61.68%	67.00%	64.51%	53.74%	51.74%	65.64%	58.41%	52.35%	52.57%	66.80%	67.66%	69.97%	61.83%	67.54%	65.28%	62.65%	51.53%	59.49%	63.36%	54.72%	64.96%	64.51%	63.27%	68.24%	68.01%	51.76%	65.06%	65.11%	60.43%	67.75%	67.31%	65.05%	65.28%	70.38%	65.03%	68.47%	68.64%	67.24%	61.37%	56.80%	70.18%	73.45%	63.75%	57.04%	65.00%	69.39%	65.00%	51.36%	73.10%	53.21%	81.90%	65.19%	63.75%	47.34%	69.53%	62.99%	62.90%	61.42%	75.63%	68.18%	66.40%	73.33%	56.00%	53.08%	61.65%	58.92%	61.96%	62.45%	62.03%	78.46%	79.49%	85.51%	84.56%	79.95%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2479	30	45	37	12	34	44	54	28	40	41	23	11	40	31	29	70	51	101	59	19	64	25	28	11	17	29	40	25	31	30	34	36	48	42	23	37	22	38	49	53	50	8	24	72	50	42	29	42	53	8	34	27	43	41	38	27	37	39	19	17	32	41	7	5	43	30	32	13	5	31	10	13	24	3	9					
		2.44%	1.56%	3.53%	2.66%	0.91%	2.74%	3.26%	4.17%	2.45%	3.19%	3.57%	1.89%	1.02%	2.32%	1.91%	1.89%	4.10%	3.59%	9.10%	5.00%	4.19%	3.80%	1.64%	2.06%	0.89%	1.64%	2.54%	3.91%	2.12%	2.23%	2.33%	2.12%	2.89%	2.84%	2.69%	1.77%	2.60%	2.70%	3.68%	2.99%	4.05%	3.49%	0.62%	1.14%	4.89%	3.72%	3.89%	2.39%	2.83%	6.26%	0.83%	2.06%	1.52%	3.80%	4.55%	7.79%	1.33%	2.04%	2.38%	1.18%	0.77%	2.24%	2.52%	2.12%	1.82%	2.33%	1.63%	2.08%	0.72%	0.38%	1.64%	0.79%	0.65%	1.41%	0.54%	1.13%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
