Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Сурская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612					
		2.34%	2.20%	2.00%	1.56%	2.05%	2.38%	2.88%	0.00%	1.89%	2.42%	1.95%	4.83%	1.79%	4.65%	0.67%	5.41%	3.76%	1.06%	6.12%	2.00%	2.60%	1.93%	1.50%	2.08%	5.22%	1.74%	1.13%	0.52%	3.57%	1.94%	1.30%	0.51%	2.30%	0.00%	6.29%	3.33%	1.58%	0.75%	4.61%	1.94%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	2	4	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0					
		0.16%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	3.57%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.18%	0.31%	0.12%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.78%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	4					
		0.11%	0.17%	0.00%	0.78%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.94%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1216	70	37	13	59	9	2	4	23	25	23	15	4	15	4	0	120	7	52	5	187	146	118	11	4	12	24	11	10	34	19	29	3	8	21	5	30	27	16	14					
		10.54%	11.84%	18.50%	10.16%	15.13%	7.14%	1.92%	5.06%	3.95%	7.58%	11.22%	5.17%	7.14%	8.72%	2.68%	0.00%	16.11%	7.45%	15.90%	5.00%	16.79%	11.29%	13.58%	7.64%	3.48%	6.98%	6.78%	5.73%	7.14%	13.18%	12.34%	7.44%	3.45%	5.84%	12.00%	8.33%	9.46%	6.78%	7.37%	6.80%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	2	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.36%	0.15%	0.23%	0.00%	0.87%	0.00%	0.28%	0.00%	0.00%	0.78%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	696	38	19	14	15	4	9	0	28	33	15	23	10	4	14	3	26	5	26	5	62	63	60	17	2	10	24	14	8	19	5	26	4	10	5	2	28	14	15	17					
		6.03%	6.43%	9.50%	10.94%	3.85%	3.17%	8.65%	0.00%	4.80%	10.00%	7.32%	7.93%	17.86%	2.33%	9.40%	4.05%	3.49%	5.32%	7.95%	5.00%	5.57%	4.87%	6.90%	11.81%	1.74%	5.81%	6.78%	7.29%	5.71%	7.36%	3.25%	6.67%	4.60%	7.30%	2.86%	3.33%	8.83%	3.52%	6.91%	8.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	530	21	9	6	16	2	1	0	21	20	8	8	2	9	1	2	38	4	23	4	56	84	66	4	3	7	7	5	4	12	10	39	3	4	2	0	7	1	8	13					
		4.59%	3.55%	4.50%	4.69%	4.10%	1.59%	0.96%	0.00%	3.60%	6.06%	3.90%	2.76%	3.57%	5.23%	0.67%	2.70%	5.10%	4.26%	7.03%	4.00%	5.03%	6.50%	7.59%	2.78%	2.61%	4.07%	1.98%	2.60%	2.86%	4.65%	6.49%	10.00%	3.45%	2.92%	1.14%	0.00%	2.21%	0.25%	3.69%	6.31%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	68	2	0	0	4	1	0	1	4	0	3	4	0	1	1	2	4	1	2	0	14	3	3	1	0	1	1	1	3	3	1	2	1	1	0	0	1	0	2	0					
		0.59%	0.34%	0.00%	0.00%	1.03%	0.79%	0.00%	1.27%	0.69%	0.00%	1.46%	1.38%	0.00%	0.58%	0.67%	2.70%	0.54%	1.06%	0.61%	0.00%	1.26%	0.23%	0.35%	0.69%	0.00%	0.58%	0.28%	0.52%	2.14%	1.16%	0.65%	0.51%	1.15%	0.73%	0.00%	0.00%	0.32%	0.00%	0.92%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8611	440	129	92	286	104	88	74	486	243	149	225	37	131	127	63	517	76	203	84	747	951	596	105	98	138	291	157	110	179	113	290	73	114	136	51	246	350	162	150					
		74.65%	74.45%	64.50%	71.88%	73.33%	82.54%	84.62%	93.67%	83.36%	73.64%	72.68%	77.59%	66.07%	76.16%	85.23%	85.14%	69.40%	80.85%	62.08%	84.00%	67.06%	73.55%	68.58%	72.92%	85.22%	80.23%	82.20%	81.77%	78.57%	69.38%	73.38%	74.36%	83.91%	83.21%	77.71%	85.00%	77.60%	87.94%	74.65%	72.82%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	32	1	0	0	0	0	0	0	4	1	0	0	0	0	1	0	2	0	0	0	2	7	2	0	0	0	2	0	0	0	1	2	1	0	0	0	0	2	2	2					
		0.28%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.30%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.27%	0.00%	0.00%	0.00%	0.18%	0.54%	0.23%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.65%	0.51%	1.15%	0.00%	0.00%	0.00%	0.00%	0.50%	0.92%	0.97%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
