Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Рыбинская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854					
12	Число выданных открепительных удостоверений	52	4	0	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	2	1	0	0	0	0	2	1	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	2	4	1	3	3	2	3	0	1	0	0	3	1	0	0	0	1	0	1	1	0	1	3	1	1	0	3	2	1	1	1	1	1	1	5	1	2					
14	Число неиспользованных открепительных удостоверений	128	6	5	2	2	0	2	7	5	2	2	2	12	5	2	2	2	2	5	12	2	2	2	2	2	9	2	2	1	0	5	2	2	2	10	1	1	4					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	. Глазьев Сергей Юрьевич	1236	62	57	10	10	34	8	75	30	17	3	35	104	32	4	4	0	5	42	52	5	5	7	1	8	106	11	18	23	8	37	4	4	13	46	20	10	326					
		14.08%	16.02%	14.81%	20.41%	7.41%	14.47%	8.60%	20.72%	14.22%	11.97%	2.48%	38.46%	12.95%	11.39%	4.44%	5.97%	0.00%	8.77%	15.56%	15.38%	6.49%	6.67%	7.53%	2.00%	13.11%	17.55%	11.11%	17.31%	12.37%	6.84%	11.11%	7.69%	7.27%	10.74%	8.80%	7.91%	5.88%	20.15%					
19	. Малышкин Олег Александрович	369	6	15	2	7	6	3	20	1	11	2	5	21	11	4	1	2	1	8	15	7	2	1	1	2	25	4	2	2	3	30	14	1	9	57	12	11	45					
		4.20%	1.55%	3.90%	4.08%	5.19%	2.55%	3.23%	5.52%	0.47%	7.75%	1.65%	5.49%	2.62%	3.91%	4.44%	1.49%	2.86%	1.75%	2.96%	4.44%	9.09%	2.67%	1.08%	2.00%	3.28%	4.14%	4.04%	1.92%	1.08%	2.56%	9.01%	26.92%	1.82%	7.44%	10.90%	4.74%	6.47%	2.78%					
20	. Миронов Сергей Михайлович	69	1	1	0	1	1	2	2	1	1	0	0	3	1	0	1	0	0	0	3	1	2	2	1	1	3	0	1	1	1	1	1	1	0	6	9	2	18					
		0.79%	0.26%	0.26%	0.00%	0.74%	0.43%	2.15%	0.55%	0.47%	0.70%	0.00%	0.00%	0.37%	0.36%	0.00%	1.49%	0.00%	0.00%	0.00%	0.89%	1.30%	2.67%	2.15%	2.00%	1.64%	0.50%	0.00%	0.96%	0.54%	0.85%	0.30%	1.92%	1.82%	0.00%	1.15%	3.56%	1.18%	1.11%					
21	. Путин Владимир Владимирович	5021	236	224	27	80	120	69	194	123	77	106	29	488	186	71	43	59	48	147	164	44	48	68	30	28	349	48	57	124	90	160	24	36	51	233	134	98	908					
		57.20%	60.98%	58.18%	55.10%	59.26%	51.06%	74.19%	53.59%	58.29%	54.23%	87.60%	31.87%	60.77%	66.19%	78.89%	64.18%	84.29%	84.21%	54.44%	48.52%	57.14%	64.00%	73.12%	60.00%	45.90%	57.78%	48.48%	54.81%	66.67%	76.92%	48.05%	46.15%	65.45%	42.15%	44.55%	52.96%	57.65%	56.12%					
22	. Хакамада Ирина Муцуовна	194	6	4	1	2	8	1	5	6	7	2	2	19	4	1	4	0	0	6	10	1	1	2	1	1	26	0	2	5	0	8	0	1	3	21	6	1	27					
		2.21%	1.55%	1.04%	2.04%	1.48%	3.40%	1.08%	1.38%	2.84%	4.93%	1.65%	2.20%	2.37%	1.42%	1.11%	5.97%	0.00%	0.00%	2.22%	2.96%	1.30%	1.33%	2.15%	2.00%	1.64%	4.30%	0.00%	1.92%	2.69%	0.00%	2.40%	0.00%	1.82%	2.48%	4.02%	2.37%	0.59%	1.67%					
23	. Харитонов Николай Михайлович	1561	67	70	7	30	51	8	52	44	25	6	16	146	39	10	10	7	2	53	78	14	17	10	14	17	79	35	21	22	13	80	6	8	40	126	58	39	241					
		17.78%	17.31%	18.18%	14.29%	22.22%	21.70%	8.60%	14.36%	20.85%	17.61%	4.96%	17.58%	18.18%	13.88%	11.11%	14.93%	10.00%	3.51%	19.63%	23.08%	18.18%	22.67%	10.75%	28.00%	27.87%	13.08%	35.35%	20.19%	11.83%	11.11%	24.02%	11.54%	14.55%	33.06%	24.09%	22.92%	22.94%	14.89%					
																																												
24	Против всех	190	6	8	1	5	9	2	10	3	1	1	4	13	5	0	1	1	1	10	6	1	0	2	0	1	10	1	1	7	2	9	1	4	2	13	9	4	36					
		2.16%	1.55%	2.08%	2.04%	3.70%	3.83%	2.15%	2.76%	1.42%	0.70%	0.83%	4.40%	1.62%	1.78%	0.00%	1.49%	1.43%	1.75%	3.70%	1.78%	1.30%	0.00%	2.15%	0.00%	1.64%	1.66%	1.01%	0.96%	3.76%	1.71%	2.70%	1.92%	7.27%	1.65%	2.49%	3.56%	2.35%	2.22%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
