Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Невинномысская городская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840					
		15.22%	14.73%	13.00%	15.61%	19.80%	16.56%	12.87%	11.36%	10.01%	16.95%	18.87%	19.92%	18.81%	17.01%	15.16%	18.62%	14.84%	15.43%	13.70%	15.05%	19.11%	12.64%	9.80%	14.53%	13.67%	14.37%	14.57%	15.34%	18.89%	10.26%	9.38%	11.07%	13.21%	9.97%	19.98%	19.16%	16.81%	13.12%	14.07%	19.00%	18.13%	19.09%	17.28%	17.27%	20.16%	20.93%	15.38%					
																																																					
24	Против всех	2341	42	56	60	54	41	12	47	34	35	35	36	54	37	32	45	41	88	82	88	27	41	91	77	57	70	76	44	43	74	98	52	51	73	22	44	38	50	80	62	22	30	58	70	21	23	28					
		3.52%	3.94%	4.21%	3.46%	3.35%	3.36%	4.41%	3.36%	3.24%	3.00%	2.59%	2.45%	3.73%	2.66%	3.11%	3.64%	3.60%	4.23%	4.24%	4.55%	2.50%	3.55%	4.25%	3.80%	3.48%	3.46%	4.12%	2.76%	3.73%	3.35%	5.11%	3.47%	2.83%	3.79%	2.73%	3.23%	2.55%	3.64%	4.20%	3.55%	2.98%	2.52%	4.21%	4.00%	2.45%	1.78%	4.06%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
