Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Череповецкая																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918					
		6.95%	6.26%	4.99%	10.07%	6.40%	3.06%	3.17%	0.00%	5.35%	1.90%	3.26%	4.13%	7.63%	5.22%	2.53%	8.25%	12.88%	11.31%	4.76%	8.09%	6.55%	15.38%	3.39%	11.40%	7.01%	6.56%	4.67%	5.19%	9.74%	9.76%	3.25%	3.45%	3.56%	2.83%	5.76%	3.14%	14.48%	4.42%	19.81%	5.15%	6.97%	5.17%	6.04%	7.08%	5.36%	8.23%	8.85%	8.16%	0.97%	3.81%	10.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	132	1	2	1	0	0	0	0	4	4	0	0	0	6	0	16	0	0	0	12	1	0	0	4	3	7	1	2	0	1	10	8	1	1	0	0	3	0	2	13	11	5	2	1	0	4	1	0	1	0	4					
		0.65%	0.18%	0.27%	0.17%	0.00%	0.00%	0.00%	0.00%	1.13%	3.81%	0.00%	0.00%	0.00%	0.92%	0.00%	1.09%	0.00%	0.00%	0.00%	1.08%	0.36%	0.00%	0.00%	0.75%	1.40%	1.07%	0.67%	1.30%	0.00%	0.81%	0.99%	0.92%	0.11%	0.94%	0.00%	0.00%	1.36%	0.00%	0.63%	1.26%	0.89%	1.23%	0.52%	0.42%	0.00%	0.69%	0.38%	0.00%	0.97%	0.00%	0.33%					
20	3.Политическая партия «Демократическая партия России»	23	0	0	2	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	2	3	2	1	1	0	0	0	0	0	0	0					
		0.11%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.10%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.24%	0.49%	0.26%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1657	37	39	54	7	18	8	2	23	7	10	4	17	63	15	130	75	12	17	76	25	6	9	52	15	60	8	21	16	3	111	72	72	6	12	25	25	11	31	54	79	25	27	37	39	36	38	6	5	31	86					
		8.19%	6.62%	5.26%	9.06%	5.60%	18.37%	6.35%	1.94%	6.48%	6.67%	5.43%	3.31%	7.20%	9.68%	7.58%	8.87%	11.50%	7.14%	11.56%	6.83%	9.09%	6.59%	7.63%	9.72%	7.01%	9.16%	5.33%	13.64%	5.99%	2.44%	10.94%	8.28%	8.02%	5.66%	8.63%	11.21%	11.31%	9.73%	9.75%	5.24%	6.41%	6.16%	7.09%	15.42%	14.94%	6.17%	14.62%	12.24%	4.85%	13.14%	7.07%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	107	2	2	2	0	0	1	0	3	0	1	0	0	1	6	12	2	0	0	11	0	0	0	0	0	5	0	0	1	1	12	11	0	0	0	0	0	0	1	4	12	2	2	0	0	1	0	0	0	0	12					
		0.53%	0.36%	0.27%	0.34%	0.00%	0.00%	0.79%	0.00%	0.85%	0.00%	0.54%	0.00%	0.00%	0.15%	3.03%	0.82%	0.31%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.37%	0.81%	1.18%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.39%	0.97%	0.49%	0.52%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.99%					
23	6.Политическая партия «Партия социальной справедливости»	45	0	2	7	1	0	0	0	1	0	0	0	0	2	2	4	0	0	0	3	2	0	0	1	1	0	1	0	0	0	4	0	2	0	0	0	1	0	1	1	3	0	0	1	0	0	0	0	0	0	5					
		0.22%	0.00%	0.27%	1.17%	0.80%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.31%	1.01%	0.27%	0.00%	0.00%	0.00%	0.27%	0.73%	0.00%	0.00%	0.19%	0.47%	0.00%	0.67%	0.00%	0.00%	0.00%	0.39%	0.00%	0.22%	0.00%	0.00%	0.00%	0.45%	0.00%	0.31%	0.10%	0.24%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%					
24	7.Политическая партия «Либерально-демократическая партия России»	2047	52	67	51	13	3	16	7	50	11	27	12	19	68	26	177	56	12	14	88	16	2	7	65	20	64	19	7	23	15	104	98	80	7	7	16	23	13	19	146	179	50	21	19	41	52	19	5	4	15	122					
		10.12%	9.30%	9.04%	8.56%	10.40%	3.06%	12.70%	6.80%	14.08%	10.48%	14.67%	9.92%	8.05%	10.45%	13.13%	12.07%	8.59%	7.14%	9.52%	7.91%	5.82%	2.20%	5.93%	12.15%	9.35%	9.77%	12.67%	4.55%	8.61%	12.20%	10.25%	11.26%	8.91%	6.60%	5.04%	7.17%	10.41%	11.50%	5.97%	14.17%	14.52%	12.32%	5.51%	7.92%	15.71%	8.92%	7.31%	10.20%	3.88%	6.36%	10.03%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1539	40	69	41	12	1	7	9	23	6	9	8	17	30	12	145	50	20	22	94	6	9	10	46	21	44	12	5	18	9	85	107	71	3	10	20	10	3	30	71	69	28	20	13	34	55	16	6	2	26	65					
		7.61%	7.16%	9.31%	6.88%	9.60%	1.02%	5.56%	8.74%	6.48%	5.71%	4.89%	6.61%	7.20%	4.61%	6.06%	9.89%	7.67%	11.90%	14.97%	8.45%	2.18%	9.89%	8.47%	8.60%	9.81%	6.72%	8.00%	3.25%	6.74%	7.32%	8.37%	12.30%	7.91%	2.83%	7.19%	8.97%	4.52%	2.65%	9.43%	6.89%	5.60%	6.90%	5.25%	5.42%	13.03%	9.43%	6.15%	12.24%	1.94%	11.02%	5.35%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	114	1	5	2	0	1	0	0	2	0	0	0	1	6	1	13	3	0	0	8	1	0	0	2	1	3	0	3	0	1	10	7	9	1	1	3	0	0	1	0	6	5	0	1	0	2	5	2	0	2	5					
		0.56%	0.18%	0.67%	0.34%	0.00%	1.02%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.42%	0.92%	0.51%	0.89%	0.46%	0.00%	0.00%	0.72%	0.36%	0.00%	0.00%	0.37%	0.47%	0.46%	0.00%	1.95%	0.00%	0.81%	0.99%	0.80%	1.00%	0.94%	0.72%	1.35%	0.00%	0.00%	0.31%	0.00%	0.49%	1.23%	0.00%	0.42%	0.00%	0.34%	1.92%	4.08%	0.00%	0.85%	0.41%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12928	387	509	372	82	72	90	85	225	74	127	91	162	431	131	823	379	101	84	713	206	60	88	298	135	423	100	107	180	81	626	519	622	85	101	151	124	80	166	667	767	265	285	150	133	375	156	26	89	152	773					
		63.91%	69.23%	68.69%	62.42%	65.60%	73.47%	71.43%	82.52%	63.38%	70.48%	69.02%	75.21%	68.64%	66.21%	66.16%	56.14%	58.13%	60.12%	57.14%	64.06%	74.91%	65.93%	74.58%	55.70%	63.08%	64.58%	66.67%	69.48%	67.42%	65.85%	61.67%	59.66%	69.27%	80.19%	72.66%	67.71%	56.11%	70.80%	52.20%	64.76%	62.21%	65.27%	74.80%	62.50%	50.96%	64.32%	60.00%	53.06%	86.41%	64.41%	63.57%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	94	1	1	0	1	0	0	0	1	1	2	0	0	6	0	4	0	3	0	10	0	0	0	0	3	2	1	0	2	0	6	8	5	0	0	1	0	1	3	12	7	3	0	0	0	3	0	0	0	1	6					
		0.46%	0.18%	0.13%	0.00%	0.80%	0.00%	0.00%	0.00%	0.28%	0.95%	1.09%	0.00%	0.00%	0.92%	0.00%	0.27%	0.00%	1.79%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	1.40%	0.31%	0.67%	0.00%	0.75%	0.00%	0.59%	0.92%	0.56%	0.00%	0.00%	0.45%	0.00%	0.88%	0.94%	1.17%	0.57%	0.74%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.42%	0.49%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
