Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Соль-Илецкая городская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628									
		0.59%	0.40%	0.00%	0.21%	0.70%	0.00%	1.54%	0.78%	0.45%	0.37%	0.98%	0.92%	0.00%	0.28%	0.51%	0.00%	1.81%	0.00%	0.40%	0.00%	0.80%	0.00%	0.57%	0.28%	1.28%	0.69%	0.51%	0.00%	1.08%	0.00%	0.75%	0.00%	1.50%	0.00%	0.00%	0.00%	0.00%	0.77%	0.70%	0.21%	0.00%	0.51%	0.56%	0.38%	0.75%	1.18%	1.64%	0.00%	0.35%	1.29%	1.56%	0.97%	0.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2	0	1	0	0	1	0	0	1	0	2	0	1	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.32%	0.00%	0.00%	0.71%	0.00%	0.20%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.36%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.38%	0.00%	0.21%	0.00%	0.00%	0.19%	0.00%	0.00%	0.24%	0.00%	0.94%	0.00%	0.32%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	129	0	0	2	0	4	1	0	1	3	1	1	2	4	2	0	1	1	2	1	0	1	1	1	0	2	5	2	1	2	3	0	4	0	2	0	0	8	3	6	3	14	3	5	2	4	6	3	6	6	2	2	6									
		0.82%	0.00%	0.00%	0.41%	0.00%	0.85%	1.54%	0.00%	0.45%	1.10%	0.20%	0.92%	0.64%	1.10%	1.02%	0.00%	0.60%	0.20%	0.81%	1.75%	0.00%	0.55%	0.57%	0.28%	0.00%	0.69%	1.28%	0.72%	0.54%	0.85%	1.12%	0.00%	1.50%	0.00%	0.71%	0.00%	0.00%	1.54%	0.70%	1.27%	1.19%	2.40%	0.56%	0.94%	0.50%	0.95%	0.76%	1.42%	2.08%	1.94%	0.52%	0.39%	1.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3447	66	39	14	131	116	22	42	73	36	132	45	54	66	41	21	49	129	50	3	99	22	30	95	28	70	55	66	15	59	59	29	68	1	77	7	25	129	138	99	46	124	123	97	68	92	156	48	67	72	89	108	57									
		21.81%	26.72%	26.71%	2.90%	30.54%	24.63%	33.85%	32.81%	32.74%	13.24%	25.78%	41.28%	17.31%	18.18%	20.81%	15.00%	29.52%	25.85%	20.24%	5.26%	26.33%	12.02%	17.05%	26.61%	35.90%	24.31%	14.07%	23.83%	8.11%	25.11%	22.10%	21.17%	25.47%	2.86%	27.30%	16.28%	17.01%	24.81%	32.09%	20.97%	18.18%	21.23%	22.82%	18.27%	16.96%	21.80%	19.65%	22.64%	23.26%	23.23%	23.12%	21.01%	15.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	1	0	1	2	2	0	0	0	1	0	0	1	0	4	0	0	2	1	0	3	0	1	1	0	1	1	1	1	0	0	0	0	0	2	0	1	2	4	5	1	1	0	0	2	0	5	0	2	1	4	3	1									
		0.37%	0.40%	0.00%	0.21%	0.47%	0.42%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.32%	0.00%	2.03%	0.00%	0.00%	0.40%	0.40%	0.00%	0.80%	0.00%	0.57%	0.28%	0.00%	0.35%	0.26%	0.36%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.68%	0.38%	0.93%	1.06%	0.40%	0.17%	0.00%	0.00%	0.50%	0.00%	0.63%	0.00%	0.69%	0.32%	1.04%	0.58%	0.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	622	3	5	21	4	6	0	3	2	1	22	8	13	8	3	1	2	11	3	0	16	1	2	13	2	12	26	7	5	4	10	1	8	1	7	2	6	24	15	20	18	34	34	27	40	23	50	7	9	11	21	23	27									
		3.93%	1.21%	3.42%	4.36%	0.93%	1.27%	0.00%	2.34%	0.90%	0.37%	4.30%	7.34%	4.17%	2.20%	1.52%	0.71%	1.20%	2.20%	1.21%	0.00%	4.26%	0.55%	1.14%	3.64%	2.56%	4.17%	6.65%	2.53%	2.70%	1.70%	3.75%	0.73%	2.99%	2.86%	2.48%	4.65%	4.08%	4.62%	3.49%	4.24%	7.11%	5.82%	6.31%	5.08%	9.98%	5.45%	6.30%	3.30%	3.13%	3.55%	5.45%	4.47%	7.42%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
