Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
"Наименование Избирательной комиссии:    Кемерово, Центральная"																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №1766	УИК №1767									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2800	60	70	70	60	60	60	60	60	60	60	70	70	70	70	200	70	70	70	60	60	60	70	70	100	70	70	60	60	60	100	70	70	70	100	70	100	100	70	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	771	16	16	7	17	6	11	18	13	29	17	34	7	13	18	101	30	14	24	16	8	23	19	14	16	17	16	9	17	29	12	17	20	11	16	15	28	40	37	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	374	18	7	3	25	9	7	10	9	30	22	0	16	8	0	27	28	5	0	13	0	0	9	0	0	0	0	7	2	9	4	0	5	0	0	1	8	8	5	0	79									
14	Число погашенных неиспользованных открепительных удостоверений	2029	44	54	63	43	54	49	42	47	31	43	36	63	57	52	99	40	56	46	44	52	37	51	56	84	53	54	51	43	31	88	53	50	59	84	55	72	60	33	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	0	0	2	2	0	2	2	0	1	0	2	0	0	1	2	0	1	0	1	0	1	1	0	0	0	1	1	0	2	1	1	0	1	0	1	2	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	175	9	2	2	2	3	2	2	1	2	2	1	2	1	2	13	25	6	2	3	0	4	2	1	4	1	17	1	8	8	2	1	2	3	17	3	3	4	10	1	1									
		0.29%	0.72%	0.19%	0.19%	0.12%	0.25%	0.17%	0.14%	0.10%	0.15%	0.13%	0.07%	0.17%	0.10%	0.15%	0.76%	1.26%	0.33%	0.12%	0.18%	0.00%	0.32%	0.16%	0.07%	0.21%	0.05%	0.71%	0.06%	0.50%	0.57%	0.12%	0.06%	0.10%	0.19%	1.03%	0.19%	0.17%	0.16%	0.44%	0.25%	0.15%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	246	18	4	5	7	5	4	5	4	3	5	3	2	2	4	4	16	2	3	4	5	5	3	2	8	6	11	3	0	17	7	2	4	6	20	6	8	10	20	2	1									
		0.41%	1.45%	0.38%	0.47%	0.42%	0.42%	0.34%	0.36%	0.39%	0.22%	0.33%	0.22%	0.17%	0.19%	0.30%	0.23%	0.81%	0.11%	0.18%	0.24%	0.33%	0.40%	0.24%	0.14%	0.43%	0.31%	0.46%	0.18%	0.00%	1.21%	0.43%	0.12%	0.20%	0.39%	1.21%	0.39%	0.44%	0.41%	0.88%	0.49%	0.15%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	182	18	2	2	3	2	2	2	1	2	2	1	4	2	2	14	22	2	1	3	0	4	2	1	4	2	9	3	0	13	2	1	2	2	11	8	6	4	18	1	2									
		0.30%	1.45%	0.19%	0.19%	0.18%	0.17%	0.17%	0.14%	0.10%	0.15%	0.13%	0.07%	0.34%	0.19%	0.15%	0.82%	1.11%	0.11%	0.06%	0.18%	0.00%	0.32%	0.16%	0.07%	0.21%	0.10%	0.38%	0.18%	0.00%	0.93%	0.12%	0.06%	0.10%	0.13%	0.66%	0.51%	0.33%	0.16%	0.80%	0.25%	0.31%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	47036	954	774	809	1206	952	952	1097	789	1171	1290	969	929	800	1013	1286	1300	1289	1341	1298	1270	956	944	1347	1609	1588	1834	1325	1367	1088	1242	1375	1608	1262	1155	1126	1370	1816	1740	305	490									
		77.70%	76.69%	74.07%	76.03%	73.18%	80.00%	80.00%	79.38%	76.16%	85.16%	85.66%	70.58%	79.95%	77.75%	75.04%	75.43%	65.69%	71.33%	78.47%	76.85%	83.39%	75.99%	76.01%	94.99%	86.41%	80.81%	76.80%	77.53%	85.07%	77.71%	76.29%	81.07%	79.21%	81.11%	69.75%	72.41%	75.48%	74.86%	76.99%	74.94%	75.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	142	7	2	1	2	3	2	2	1	2	2	1	1	3	2	14	19	5	2	0	0	4	1	1	3	6	12	1	1	10	2	3	1	3	7	2	5	4	3	1	1									
		0.23%	0.56%	0.19%	0.09%	0.12%	0.25%	0.17%	0.14%	0.10%	0.15%	0.13%	0.07%	0.09%	0.29%	0.15%	0.82%	0.96%	0.28%	0.12%	0.00%	0.00%	0.32%	0.08%	0.07%	0.16%	0.31%	0.50%	0.06%	0.06%	0.71%	0.12%	0.18%	0.05%	0.19%	0.42%	0.13%	0.28%	0.16%	0.13%	0.25%	0.15%									
24	"6. Политическая партия ""Гражданская Платформа"""	78	2	2	2	2	2	1	1	1	2	1	1	0	1	2	3	4	3	2	0	0	2	1	1	3	1	0	3	1	4	2	1	1	2	2	2	4	3	11	1	1									
		0.13%	0.16%	0.19%	0.19%	0.12%	0.17%	0.08%	0.07%	0.10%	0.15%	0.07%	0.07%	0.00%	0.10%	0.15%	0.18%	0.20%	0.17%	0.12%	0.00%	0.00%	0.16%	0.08%	0.07%	0.16%	0.05%	0.00%	0.18%	0.06%	0.29%	0.12%	0.06%	0.05%	0.13%	0.12%	0.13%	0.22%	0.12%	0.49%	0.25%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5590	116	137	94	166	101	106	130	103	71	63	181	72	104	123	137	220	225	191	153	126	121	108	25	118	197	261	194	109	115	184	87	188	150	202	178	162	242	225	40	65									
		9.23%	9.32%	13.11%	8.83%	10.07%	8.49%	8.91%	9.41%	9.94%	5.16%	4.18%	13.18%	6.20%	10.11%	9.11%	8.04%	11.12%	12.45%	11.18%	9.06%	8.27%	9.62%	8.70%	1.76%	6.34%	10.03%	10.93%	11.35%	6.78%	8.21%	11.30%	5.13%	9.26%	9.64%	12.20%	11.45%	8.93%	9.98%	9.96%	9.83%	9.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	165	5	2	1	2	1	1	1	1	1	1	1	5	4	2	19	30	6	1	0	0	2	3	1	2	8	14	1	3	15	2	1	1	2	8	1	2	3	11	0	1									
		0.27%	0.40%	0.19%	0.09%	0.12%	0.08%	0.08%	0.07%	0.10%	0.07%	0.07%	0.07%	0.43%	0.39%	0.15%	1.11%	1.52%	0.33%	0.06%	0.00%	0.00%	0.16%	0.24%	0.07%	0.11%	0.41%	0.59%	0.06%	0.19%	1.07%	0.12%	0.06%	0.05%	0.13%	0.48%	0.06%	0.11%	0.12%	0.49%	0.00%	0.15%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	168	5	2	2	4	3	2	2	2	5	2	2	3	2	2	9	26	7	2	0	0	2	1	1	4	4	10	1	4	2	3	2	2	3	17	2	6	5	15	1	1									
		0.28%	0.40%	0.19%	0.19%	0.24%	0.25%	0.17%	0.14%	0.19%	0.36%	0.13%	0.15%	0.26%	0.19%	0.15%	0.53%	1.31%	0.39%	0.12%	0.00%	0.00%	0.16%	0.08%	0.07%	0.21%	0.20%	0.42%	0.06%	0.25%	0.14%	0.18%	0.12%	0.10%	0.19%	1.03%	0.13%	0.33%	0.21%	0.66%	0.25%	0.15%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	59	2	1	1	2	1	1	0	1	2	0	1	1	0	1	1	2	0	2	0	0	2	1	0	2	1	0	3	0	1	1	0	1	1	2	1	2	0	21	0	1									
		0.10%	0.16%	0.10%	0.09%	0.12%	0.08%	0.08%	0.00%	0.10%	0.15%	0.00%	0.07%	0.09%	0.00%	0.07%	0.06%	0.10%	0.00%	0.12%	0.00%	0.00%	0.16%	0.08%	0.00%	0.11%	0.05%	0.00%	0.18%	0.00%	0.07%	0.06%	0.00%	0.05%	0.06%	0.12%	0.06%	0.11%	0.00%	0.93%	0.00%	0.15%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	330	10	5	4	7	4	4	5	3	4	5	3	4	16	4	28	51	7	5	10	2	10	5	2	5	3	15	3	13	13	6	6	5	6	17	5	9	9	12	2	3									
		0.55%	0.80%	0.48%	0.38%	0.42%	0.34%	0.34%	0.36%	0.29%	0.29%	0.33%	0.22%	0.34%	1.55%	0.30%	1.64%	2.58%	0.39%	0.29%	0.59%	0.13%	0.79%	0.40%	0.14%	0.27%	0.15%	0.63%	0.18%	0.81%	0.93%	0.37%	0.35%	0.25%	0.39%	1.03%	0.32%	0.50%	0.37%	0.53%	0.49%	0.46%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2656	11	26	76	117	57	25	89	61	58	52	67	96	26	96	113	156	101	29	98	33	60	91	22	19	32	37	69	28	50	60	166	29	26	126	78	110	176	14	29	47									
		4.39%	0.88%	2.49%	7.14%	7.10%	4.79%	2.10%	6.44%	5.89%	4.22%	3.45%	4.88%	8.26%	2.53%	7.11%	6.63%	7.88%	5.59%	1.70%	5.80%	2.17%	4.77%	7.33%	1.55%	1.02%	1.63%	1.55%	4.04%	1.74%	3.57%	3.69%	9.79%	1.43%	1.67%	7.61%	5.02%	6.06%	7.25%	0.62%	7.13%	7.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	294	13	5	5	7	5	5	6	4	7	20	4	3	4	5	7	14	7	4	12	7	5	8	2	2	6	13	2	6	11	7	5	5	5	8	28	8	10	15	2	2									
		0.49%	1.05%	0.48%	0.47%	0.42%	0.42%	0.42%	0.43%	0.39%	0.51%	1.33%	0.29%	0.26%	0.39%	0.37%	0.41%	0.71%	0.39%	0.23%	0.71%	0.46%	0.40%	0.64%	0.14%	0.11%	0.31%	0.54%	0.12%	0.37%	0.79%	0.43%	0.29%	0.25%	0.32%	0.48%	1.80%	0.44%	0.41%	0.66%	0.49%	0.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2983	65	81	60	90	51	75	38	62	40	49	97	40	60	72	40	50	139	110	103	70	72	63	12	79	110	145	86	67	40	96	45	112	85	50	95	105	136	135	22	36									
		4.93%	5.23%	7.75%	5.64%	5.46%	4.29%	6.30%	2.75%	5.98%	2.91%	3.25%	7.06%	3.44%	5.83%	5.33%	2.35%	2.53%	7.69%	6.44%	6.10%	4.60%	5.72%	5.07%	0.85%	4.24%	5.60%	6.07%	5.03%	4.17%	2.86%	5.90%	2.65%	5.52%	5.46%	3.02%	6.11%	5.79%	5.61%	5.97%	5.41%	5.52%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
