Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
"Наименование Избирательной комиссии:    Самара, Самарская"																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941					
		0.36%	0.12%	1.05%	0.20%	0.45%	0.13%	0.12%	0.22%	0.41%	0.11%	0.0%	0.90%	0.55%	0.35%					
24	"7. ""Новый курс - Автомобильная Россия"""	72	4	11	6	6	8	5	2	5	3	2	8	4	8					
		0.68%	0.49%	1.15%	0.62%	0.91%	1.07%	0.64%	0.22%	0.52%	0.34%	0.23%	1.03%	0.55%	1.40%					
25	"8. ""Народно-республиканская партия России"""	7	0	1	0	1	0	0	0	0	1	0	3	0	1					
		0.06%	0.0%	0.10%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.38%	0.0%	0.17%					
26	"9. ""Российская экологическая партия ""Зеленые"""	71	1	10	14	6	2	3	11	5	4	7	2	4	2					
		0.67%	0.12%	1.05%	1.46%	0.91%	0.26%	0.38%	1.22%	0.52%	0.46%	0.81%	0.25%	0.55%	0.35%					
27	"10. ""Аграрная партия России"""	161	14	14	19	11	11	15	12	15	11	11	5	18	5					
		1.52%	1.71%	1.47%	1.98%	1.67%	1.47%	1.92%	1.33%	1.56%	1.27%	1.27%	0.64%	2.47%	0.87%					
28	"11. ""Истинные патриоты России"""	30	2	15	2	0	1	0	1	0	3	4	1	1	0					
		0.28%	0.24%	1.57%	0.20%	0.0%	0.13%	0.0%	0.11%	0.0%	0.34%	0.46%	0.12%	0.13%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	242	13	12	23	19	23	23	10	29	13	24	18	21	14					
		2.29%	1.59%	1.26%	2.40%	2.89%	3.08%	2.95%	1.11%	3.03%	1.51%	2.79%	2.31%	2.88%	2.45%					
30	"13. ""Демократическая партия России"""	26	3	1	2	0	1	4	2	1	3	4	0	3	2					
		0.24%	0.36%	0.10%	0.20%	0.0%	0.13%	0.51%	0.22%	0.10%	0.34%	0.46%	0.0%	0.41%	0.35%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	2	2	3	1	3	1	1	8	3	1	2	0	0					
		0.25%	0.24%	0.21%	0.31%	0.15%	0.40%	0.12%	0.11%	0.83%	0.34%	0.11%	0.25%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	18	2	2	2	0	0	1	1	1	2	1	4	1	1					
		0.17%	0.24%	0.21%	0.20%	0.0%	0.0%	0.12%	0.11%	0.10%	0.23%	0.11%	0.51%	0.13%	0.17%					
33	"16. ""Родина"" (народно-патриотический союз)"""	974	74	66	88	56	70	77	101	88	77	74	70	76	57					
		9.23%	9.07%	6.94%	9.21%	8.53%	9.39%	9.89%	11.25%	9.19%	8.95%	8.60%	9.02%	10.45%	10.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	7	0	2	1	0	1	0	0	0	0	2	0	0	1					
		0.06%	0.0%	0.21%	0.10%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.17%					
35	"18. ""ЛДПР"""	1332	121	142	132	72	93	81	107	134	103	98	109	90	50					
		12.63%	14.84%	14.94%	13.82%	10.97%	12.48%	10.41%	11.92%	14.00%	11.97%	11.39%	14.04%	12.37%	8.77%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	138	18	12	9	7	8	15	8	9	11	12	13	6	10					
		1.30%	2.20%	1.26%	0.94%	1.06%	1.07%	1.92%	0.89%	0.94%	1.27%	1.39%	1.67%	0.82%	1.75%					
37	"20. ""Политическая партия ""Единая Россия"""	2998	229	329	284	216	186	215	237	267	236	228	201	194	176					
		28.42%	28.09%	34.63%	29.73%	32.92%	24.96%	27.63%	26.42%	27.89%	27.44%	26.51%	25.90%	26.68%	30.87%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	3	1	0	1	1	1	3	0	1	1	0	0	0					
		0.11%	0.36%	0.10%	0.0%	0.15%	0.13%	0.12%	0.33%	0.0%	0.11%	0.11%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	42	4	5	4	5	2	5	1	1	3	2	6	3	1					
		0.39%	0.49%	0.52%	0.41%	0.76%	0.26%	0.64%	0.11%	0.10%	0.34%	0.23%	0.77%	0.41%	0.17%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1501	111	92	168	97	138	114	167	125	91	111	117	98	72					
		14.23%	13.61%	9.68%	17.59%	14.78%	18.52%	14.65%	18.61%	13.06%	10.58%	12.90%	15.07%	13.48%	12.63%					
																				
41	Против всех	577	53	86	35	25	45	41	36	57	41	60	42	34	22					
		5.47%	6.50%	9.05%	3.66%	3.81%	6.04%	5.26%	4.01%	5.95%	4.76%	6.97%	5.41%	4.67%	3.85%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
