Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Алексеевская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	350	12	12	12	12	12	12	12	6	10	10	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	4	6	6	6	6	6	6	6	6	6	6	6	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	138	12	11	3	5	8	11	7	1	6	2	0	0	1	0	5	1	1	2	0	3	6	5	0	0	2	3	2	6	0	2	0	0	2	0	3	1	8	3	0	2	1	1	3	2	5	0	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	65	8	2	1	5	1	2	4	2	1	2	0	0	1	0	0	1	1	0	2	1	0	0	0	0	1	1	1	4	2	0	0	0	4	0	0	1	8	0	0	1	1	2	2	1	0	0	1	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	212	0	1	9	7	4	1	5	5	4	8	6	6	5	6	1	5	5	4	6	3	0	1	6	6	4	3	4	0	6	4	6	6	4	6	3	5	0	1	6	4	5	5	3	4	1	6	6	6	4	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	135	2	5	13	10	5	2	3	0	3	2	4	5	4	1	5	0	0	0	0	0	3	3	0	0	0	7	0	4	4	0	2	0	2	3	1	3	2	0	1	0	3	3	6	5	4	5	6	3	0	1					
		0.70%	0.15%	0.47%	1.23%	1.03%	0.54%	0.19%	0.30%	0.00%	0.47%	0.20%	1.18%	1.41%	1.38%	1.02%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	1.54%	1.11%	0.00%	0.00%	0.00%	1.83%	0.00%	1.21%	2.68%	0.00%	0.46%	0.00%	0.64%	2.21%	0.49%	0.82%	0.58%	0.00%	0.34%	0.00%	1.61%	0.80%	1.71%	1.81%	0.79%	2.66%	1.21%	1.79%	0.00%	0.26%					
19	2.Всероссийская политическая партия «Гражданская Сила»	26	3	0	0	7	1	4	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1					
		0.14%	0.22%	0.00%	0.00%	0.72%	0.11%	0.37%	0.20%	0.00%	0.00%	0.00%	0.59%	0.28%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.26%					
20	3.Политическая партия «Демократическая партия России»	7	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	414	33	15	15	21	4	16	25	1	15	34	3	7	10	8	18	3	10	5	0	4	2	7	0	5	6	6	9	6	10	0	4	2	5	1	6	10	6	3	1	3	2	5	3	9	33	0	7	0	12	4					
		2.15%	2.43%	1.40%	1.42%	2.16%	0.44%	1.49%	2.53%	1.85%	2.35%	3.41%	0.88%	1.97%	3.45%	8.16%	4.12%	2.50%	1.86%	2.98%	0.00%	2.29%	1.03%	2.58%	0.00%	4.55%	3.85%	1.57%	3.35%	1.82%	6.71%	0.00%	0.92%	2.90%	1.60%	0.74%	2.91%	2.72%	1.75%	2.24%	0.34%	1.96%	1.08%	1.33%	0.86%	3.26%	6.53%	0.00%	1.41%	0.00%	6.90%	1.04%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	46	3	6	10	4	4	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	7	0	0	1					
		0.24%	0.22%	0.56%	0.95%	0.41%	0.44%	0.00%	0.20%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	3.51%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.26%					
23	6.Политическая партия «Партия социальной справедливости»	11	0	1	0	2	1	2	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.06%	0.00%	0.09%	0.00%	0.21%	0.11%	0.19%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	235	21	13	10	15	9	17	16	0	2	3	4	6	2	3	4	2	3	5	1	1	3	2	1	2	4	7	1	2	8	2	5	2	3	2	2	2	3	5	6	4	2	6	2	5	0	0	4	0	8	5					
		1.22%	1.54%	1.21%	0.95%	1.55%	0.98%	1.58%	1.62%	0.00%	0.31%	0.30%	1.18%	1.69%	0.69%	3.06%	0.92%	1.67%	0.56%	2.98%	1.75%	0.57%	1.54%	0.74%	1.06%	1.82%	2.56%	1.83%	0.37%	0.61%	5.37%	5.41%	1.15%	2.90%	0.96%	1.47%	0.97%	0.54%	0.87%	3.73%	2.06%	2.61%	1.08%	1.60%	0.57%	1.81%	0.00%	0.00%	0.81%	0.00%	4.60%	1.31%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	213	14	12	16	20	6	10	3	0	1	5	1	9	4	1	8	2	8	5	0	2	1	3	1	2	0	4	7	0	4	0	3	0	7	0	1	5	2	0	1	1	1	7	9	6	1	0	9	2	6	3					
		1.11%	1.03%	1.12%	1.52%	2.06%	0.65%	0.93%	0.30%	0.00%	0.16%	0.50%	0.29%	2.54%	1.38%	1.02%	1.83%	1.67%	1.49%	2.98%	0.00%	1.14%	0.51%	1.11%	1.06%	1.82%	0.00%	1.05%	2.60%	0.00%	2.68%	0.00%	0.69%	0.00%	2.24%	0.00%	0.49%	1.36%	0.58%	0.00%	0.34%	0.65%	0.54%	1.87%	2.57%	2.17%	0.20%	0.00%	1.81%	1.19%	3.45%	0.78%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	49	2	5	0	4	4	10	3	0	0	2	0	0	1	1	1	2	0	0	0	0	0	1	0	0	2	0	1	1	1	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0					
		0.25%	0.15%	0.47%	0.00%	0.41%	0.44%	0.93%	0.30%	0.00%	0.00%	0.20%	0.00%	0.00%	0.34%	1.02%	0.23%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	1.28%	0.00%	0.37%	0.30%	0.67%	0.00%	0.46%	0.00%	0.32%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18018	1267	998	986	878	880	1005	931	53	615	948	326	326	267	83	395	107	517	153	54	168	186	250	92	101	142	358	251	315	121	35	414	65	293	130	193	348	324	125	279	145	178	353	330	250	463	183	461	162	147	367					
		93.62%	93.16%	93.27%	93.64%	90.52%	95.76%	93.49%	94.04%	98.15%	96.24%	95.09%	95.88%	91.83%	92.07%	84.69%	90.39%	89.17%	96.10%	91.07%	94.74%	96.00%	95.38%	92.25%	97.87%	91.82%	91.03%	93.72%	93.31%	95.45%	81.21%	94.59%	95.17%	94.20%	93.91%	95.59%	93.69%	94.57%	94.46%	93.28%	95.88%	94.77%	95.70%	94.13%	94.29%	90.58%	91.68%	97.34%	92.94%	96.43%	84.48%	95.82%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	55	13	4	0	3	5	9	4	0	0	0	0	1	0	1	1	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	1					
		0.29%	0.96%	0.37%	0.00%	0.31%	0.54%	0.84%	0.40%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	1.02%	0.23%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.36%	0.20%	0.00%	0.00%	0.00%	0.57%	0.26%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
