Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Прибайкальская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492					
11	Число полученных открепительных  удостоверений	698	10	10	30	30	10	30	20	20	10	20	3	10	30	10	10	55	60	20	20	20	10	10	30	30	30	30	30	10	10	20	30	10	20					
12	Число выданных открепительных удостоверений	263	8	10	14	30	0	3	0	10	0	6	3	10	14	0	4	40	10	8	3	1	1	2	12	28	1	4	16	3	1	1	18	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	203	0	5	25	14	4	10	6	7	1	6	1	0	12	6	2	34	5	6	2	2	1	3	6	11	3	5	4	7	3	4	8	0	0					
14	Число неиспользованных открепительных удостоверений	435	2	0	16	0	10	27	20	10	10	14	0	0	16	10	6	15	50	12	17	19	9	8	18	2	29	26	14	7	9	19	12	9	19					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	435	2	1	30	24	3	17	6	9	3	7	1	1	8	4	10	56	27	14	12	0	3	3	5	33	12	32	26	4	4	11	52	1	14					
		3.24%	3.17%	0.88%	6.11%	3.31%	1.92%	4.22%	3.80%	2.83%	2.03%	2.55%	2.00%	1.04%	2.94%	2.27%	1.97%	3.16%	2.68%	3.00%	2.17%	0.00%	2.68%	1.82%	1.02%	4.02%	2.95%	4.20%	5.10%	1.98%	1.63%	4.31%	4.92%	1.06%	3.19%					
19	. Малышкин Олег Александрович	259	6	8	6	10	5	6	2	3	3	6	2	1	5	10	8	25	33	12	16	2	2	2	5	21	11	8	3	9	0	5	16	4	4					
		1.93%	9.52%	7.02%	1.22%	1.38%	3.21%	1.49%	1.27%	0.94%	2.03%	2.19%	4.00%	1.04%	1.84%	5.68%	1.57%	1.41%	3.28%	2.58%	2.89%	1.90%	1.79%	1.21%	1.02%	2.56%	2.70%	1.05%	0.59%	4.46%	0.00%	1.96%	1.52%	4.26%	0.91%					
20	. Миронов Сергей Михайлович	153	1	1	4	12	0	3	0	9	1	4	0	2	4	0	5	28	5	1	6	1	2	3	5	14	8	6	5	3	2	2	15	0	1					
		1.14%	1.59%	0.88%	0.81%	1.65%	0.00%	0.74%	0.00%	2.83%	0.68%	1.46%	0.00%	2.08%	1.47%	0.00%	0.98%	1.58%	0.50%	0.21%	1.08%	0.95%	1.79%	1.82%	1.02%	1.71%	1.97%	0.79%	0.98%	1.49%	0.81%	0.78%	1.42%	0.00%	0.23%					
21	. Путин Владимир Владимирович	9325	36	74	295	523	130	286	124	223	119	200	37	74	183	138	426	1196	764	305	406	78	73	139	357	559	259	492	327	151	171	168	642	46	324					
		69.52%	57.14%	64.91%	60.08%	72.04%	83.33%	70.97%	78.48%	70.13%	80.41%	72.99%	74.00%	77.08%	67.28%	78.41%	83.86%	67.42%	75.94%	65.45%	73.42%	74.29%	65.18%	84.24%	72.86%	68.17%	63.64%	64.65%	64.12%	74.75%	69.51%	65.88%	60.80%	48.94%	73.80%					
22	. Хакамада Ирина Муцуовна	352	4	6	14	16	4	14	1	9	3	7	0	6	3	2	2	56	21	13	11	1	0	6	10	28	12	26	21	5	15	4	16	5	11					
		2.62%	6.35%	5.26%	2.85%	2.20%	2.56%	3.47%	0.63%	2.83%	2.03%	2.55%	0.00%	6.25%	1.10%	1.14%	0.39%	3.16%	2.09%	2.79%	1.99%	0.95%	0.00%	3.64%	2.04%	3.41%	2.95%	3.42%	4.12%	2.48%	6.10%	1.57%	1.52%	5.32%	2.51%					
23	. Харитонов Николай Михайлович	2512	14	24	129	123	14	60	25	57	14	47	9	10	58	16	48	357	137	112	92	21	28	11	96	140	88	169	97	26	46	58	287	37	62					
		18.73%	22.22%	21.05%	26.27%	16.94%	8.97%	14.89%	15.82%	17.92%	9.46%	17.15%	18.00%	10.42%	21.32%	9.09%	9.45%	20.12%	13.62%	24.03%	16.64%	20.00%	25.00%	6.67%	19.59%	17.07%	21.62%	22.21%	19.02%	12.87%	18.70%	22.75%	27.18%	39.36%	14.12%					
																																								
24	Против всех	196	0	0	7	13	0	8	0	2	1	0	0	0	5	3	3	35	19	7	4	1	1	1	8	15	9	12	19	0	3	3	11	0	6					
		1.46%	0.00%	0.00%	1.43%	1.79%	0.00%	1.99%	0.00%	0.63%	0.68%	0.00%	0.00%	0.00%	1.84%	1.70%	0.59%	1.97%	1.89%	1.50%	0.72%	0.95%	0.89%	0.61%	1.63%	1.83%	2.21%	1.58%	3.73%	0.00%	1.22%	1.18%	1.04%	0.00%	1.37%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
