Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Вурнарская																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196					
		0.11%	0.19%	0.35%	0.12%	0.08%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.14%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.28%	0.0%	0.0%	0.38%	0.29%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	262	14	20	19	20	2	4	6	1	3	3	1	0	31	4	2	4	1	7	0	3	6	5	1	5	0	7	4	7	3	4	1	4	5	1	8	7	7	0	1	13	3	0	0	2	2	2	2	5	0	0	0	5	5	2					
		1.55%	1.38%	2.36%	2.37%	1.66%	0.86%	1.25%	2.46%	0.30%	1.81%	1.59%	0.37%	0.0%	9.53%	2.43%	1.47%	3.30%	1.51%	2.04%	0.0%	0.87%	2.29%	1.21%	0.55%	0.95%	0.0%	1.20%	1.73%	2.69%	1.40%	1.27%	0.33%	1.27%	1.84%	0.97%	2.59%	3.27%	1.73%	0.0%	0.25%	2.86%	1.12%	0.0%	0.0%	0.77%	1.17%	0.68%	1.47%	1.42%	0.0%	0.0%	0.0%	1.47%	1.44%	1.31%					
30	"13. ""Демократическая партия России"""	43	3	2	1	2	0	0	1	2	0	3	0	0	0	0	2	1	0	0	0	0	1	0	3	0	0	3	0	1	0	1	0	0	1	0	0	0	1	1	2	0	4	0	0	2	0	3	0	0	1	0	1	1	0	0					
		0.25%	0.29%	0.23%	0.12%	0.16%	0.0%	0.0%	0.41%	0.61%	0.0%	1.59%	0.0%	0.0%	0.0%	0.0%	1.47%	0.82%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	1.66%	0.0%	0.0%	0.51%	0.0%	0.38%	0.0%	0.31%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.24%	0.49%	0.50%	0.0%	1.50%	0.0%	0.0%	0.77%	0.0%	1.03%	0.0%	0.0%	0.35%	0.0%	0.38%	0.29%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	34	3	1	1	2	0	0	0	2	1	0	0	0	1	0	1	0	1	0	0	0	1	3	1	1	0	1	1	1	0	2	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	1	0	0					
		0.20%	0.29%	0.11%	0.12%	0.16%	0.0%	0.0%	0.0%	0.61%	0.60%	0.0%	0.0%	0.0%	0.30%	0.0%	0.73%	0.0%	1.51%	0.0%	0.0%	0.0%	0.38%	0.73%	0.55%	0.19%	0.0%	0.17%	0.43%	0.38%	0.0%	0.63%	0.33%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.31%	0.38%	0.29%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	30	2	1	0	1	0	0	2	0	2	1	0	0	0	0	2	0	0	0	0	2	0	2	0	1	0	0	0	1	0	0	2	1	2	0	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	1	1	0					
		0.17%	0.19%	0.11%	0.0%	0.08%	0.0%	0.0%	0.82%	0.0%	1.21%	0.53%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.48%	0.0%	0.19%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.66%	0.31%	0.73%	0.0%	0.0%	0.0%	0.0%	0.49%	0.25%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.28%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	595	72	53	55	54	6	15	1	10	2	9	5	4	6	2	6	0	2	9	0	11	6	12	1	11	5	17	1	5	12	12	4	6	4	0	7	9	12	8	11	16	3	5	11	14	6	3	9	14	7	6	13	7	12	4					
		3.52%	7.12%	6.27%	6.88%	4.48%	2.60%	4.70%	0.41%	3.06%	1.21%	4.78%	1.85%	2.81%	1.84%	1.21%	4.41%	0.0%	3.03%	2.62%	0.0%	3.22%	2.29%	2.92%	0.55%	2.09%	2.99%	2.91%	0.43%	1.92%	5.60%	3.82%	1.32%	1.91%	1.47%	0.0%	2.27%	4.20%	2.97%	3.96%	2.79%	3.53%	1.12%	3.24%	6.50%	5.40%	3.52%	1.03%	6.61%	4.0%	2.49%	1.88%	5.05%	2.05%	3.46%	2.63%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	116	3	2	4	8	0	0	3	3	3	3	1	1	2	0	2	1	2	4	0	2	1	4	1	2	0	1	3	4	2	2	0	0	3	0	0	0	3	1	4	2	2	1	3	1	2	3	4	1	6	1	1	4	5	5					
		0.68%	0.29%	0.23%	0.50%	0.66%	0.0%	0.0%	1.23%	0.92%	1.81%	1.59%	0.37%	0.70%	0.61%	0.0%	1.47%	0.82%	3.03%	1.16%	0.0%	0.58%	0.38%	0.97%	0.55%	0.38%	0.0%	0.17%	1.29%	1.53%	0.93%	0.63%	0.0%	0.0%	1.10%	0.0%	0.0%	0.0%	0.74%	0.49%	1.01%	0.44%	0.75%	0.64%	1.77%	0.38%	1.17%	1.03%	2.94%	0.28%	2.14%	0.31%	0.38%	1.17%	1.44%	3.28%					
35	"18. ""ЛДПР"""	1339	90	80	77	136	6	20	19	48	13	17	17	9	21	8	11	6	9	54	8	35	23	34	16	38	4	40	15	15	8	25	26	19	9	6	23	10	14	12	30	36	15	2	20	24	11	24	8	18	21	15	17	36	31	10					
		7.92%	8.90%	9.46%	9.63%	11.29%	2.60%	6.26%	7.81%	14.72%	7.87%	9.04%	6.31%	6.33%	6.46%	4.87%	8.08%	4.95%	13.63%	15.74%	14.28%	10.26%	8.77%	8.29%	8.88%	7.23%	2.39%	6.86%	6.49%	5.76%	3.73%	7.96%	8.60%	6.05%	3.32%	5.82%	7.46%	4.67%	3.46%	5.94%	7.63%	7.94%	5.63%	1.29%	11.83%	9.26%	6.47%	8.27%	5.88%	5.14%	7.49%	4.71%	6.61%	10.58%	8.95%	6.57%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	378	43	25	24	46	2	5	8	15	2	4	2	0	4	0	1	2	0	14	1	11	3	15	5	7	2	12	6	9	2	3	1	3	4	2	1	3	7	5	4	8	5	1	2	7	2	3	5	6	8	3	7	5	12	1					
		2.23%	4.25%	2.95%	3.00%	3.82%	0.86%	1.56%	3.29%	4.60%	1.21%	2.12%	0.74%	0.0%	1.23%	0.0%	0.73%	1.65%	0.0%	4.08%	1.78%	3.22%	1.14%	3.65%	2.77%	1.33%	1.19%	2.05%	2.59%	3.46%	0.93%	0.95%	0.33%	0.95%	1.47%	1.94%	0.32%	1.40%	1.73%	2.47%	1.01%	1.76%	1.87%	0.64%	1.18%	2.70%	1.17%	1.03%	3.67%	1.71%	2.85%	0.94%	2.72%	1.47%	3.46%	0.65%					
37	"20. ""Политическая партия ""Единая Россия"""	6788	301	278	274	479	96	147	99	96	72	45	108	91	133	100	47	68	25	103	28	119	97	152	63	228	47	282	103	57	109	119	208	163	157	80	183	122	187	85	251	171	50	68	45	73	80	87	38	115	104	182	92	113	124	44					
		40.18%	29.77%	32.89%	34.29%	39.78%	41.73%	46.08%	40.74%	29.44%	43.63%	23.93%	40.14%	64.08%	40.92%	60.97%	34.55%	56.19%	37.87%	30.02%	49.99%	34.89%	37.02%	37.07%	35.0%	43.42%	28.14%	48.37%	44.58%	21.92%	50.93%	37.89%	68.87%	51.91%	57.93%	77.66%	59.41%	57.00%	46.28%	42.07%	63.86%	37.74%	18.79%	44.15%	26.62%	28.18%	47.05%	30.0%	27.94%	32.85%	37.14%	57.23%	35.79%	33.23%	35.83%	28.94%					
38	"21. ""Российская Конституционно-демократическая партия"""	61	2	3	2	0	0	4	2	2	1	0	0	1	1	0	0	1	0	2	0	1	3	1	2	0	2	1	0	0	0	0	0	0	0	1	1	0	5	1	1	1	0	3	2	0	2	3	0	3	2	1	3	0	1	0					
		0.36%	0.19%	0.35%	0.25%	0.0%	0.0%	1.25%	0.82%	0.61%	0.60%	0.0%	0.0%	0.70%	0.30%	0.0%	0.0%	0.82%	0.0%	0.58%	0.0%	0.29%	1.14%	0.24%	1.11%	0.0%	1.19%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.32%	0.0%	1.23%	0.49%	0.25%	0.22%	0.0%	1.94%	1.18%	0.0%	1.17%	1.03%	0.0%	0.85%	0.71%	0.31%	1.16%	0.0%	0.28%	0.0%					
39	"22. ""Развитие предпринимательства"""	49	9	3	1	5	1	1	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	5	2	0	1	0	1	1	0	1	0	0	0	1	2	1	0	0	0	0	0	1	1	0	0	1	2	2	1	0	0					
		0.29%	0.89%	0.35%	0.12%	0.41%	0.43%	0.31%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	2.99%	0.34%	0.0%	0.38%	0.0%	0.31%	0.33%	0.0%	0.36%	0.0%	0.0%	0.0%	0.24%	0.99%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.34%	0.0%	0.0%	0.35%	0.62%	0.77%	0.29%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2881	272	189	169	242	51	50	48	60	13	31	40	23	78	21	24	13	5	48	5	49	37	72	24	96	48	82	28	55	31	65	21	48	20	1	42	13	66	46	26	61	40	8	26	68	21	48	18	67	65	56	19	47	51	34					
		17.05%	26.90%	22.36%	21.15%	20.09%	22.17%	15.67%	19.75%	18.40%	7.87%	16.48%	14.86%	16.19%	24.0%	12.80%	17.64%	10.74%	7.57%	13.99%	8.92%	14.36%	14.12%	17.56%	13.33%	18.28%	28.74%	14.06%	12.12%	21.15%	14.48%	20.70%	6.95%	15.28%	7.38%	0.97%	13.63%	6.07%	16.33%	22.77%	6.61%	13.46%	15.03%	5.19%	15.38%	26.25%	12.35%	16.55%	13.23%	19.14%	23.21%	17.61%	7.39%	13.82%	14.73%	22.36%					
																																																													
41	Против всех	411	20	32	22	44	2	8	5	8	7	6	5	2	2	2	5	1	2	12	1	5	7	9	4	7	3	21	14	2	3	6	2	1	7	3	6	5	11	4	6	11	9	2	1	6	4	15	2	6	6	2	12	11	10	2					
		2.43%	1.97%	3.78%	2.75%	3.65%	0.86%	2.50%	2.05%	2.45%	4.24%	3.19%	1.85%	1.40%	0.61%	1.21%	3.67%	0.82%	3.03%	3.49%	1.78%	1.46%	2.67%	2.19%	2.22%	1.33%	1.79%	3.60%	6.06%	0.76%	1.40%	1.91%	0.66%	0.31%	2.58%	2.91%	1.94%	2.33%	2.72%	1.98%	1.52%	2.42%	3.38%	1.29%	0.59%	2.31%	2.35%	5.17%	1.47%	1.71%	2.14%	0.62%	4.66%	3.23%	2.89%	1.31%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
