Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Избербашская городская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540									
		0.23%	0.54%	1.34%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.90%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	9									
		0.04%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.58%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	144	0	44	0	40	0	0	0	0	0	0	9	0	0	11	0	40									
		0.59%	0.00%	2.94%	0.00%	3.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	1.23%	0.00%	2.58%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	3	0	1	0	0	0	0	0	0	1	0	0	1	0	5									
		0.04%	0.00%	0.20%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.11%	0.00%	0.32%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	8	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	3									
		0.03%	0.00%	0.07%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.04%	0.19%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	45	0	4	0	2	0	0	0	0	0	0	7	0	0	17	3	12									
		0.18%	0.00%	0.27%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	1.90%	0.12%	0.77%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	0	7	0	2	0	0	0	0	0	0	4	0	0	3	2	16									
		0.14%	0.00%	0.47%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.34%	0.08%	1.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1258	91	84	58	88	23	54	123	117	89	101	74	101	0	82	44	129									
		5.13%	4.88%	5.61%	4.04%	6.71%	1.81%	4.47%	7.08%	9.22%	5.81%	6.04%	6.89%	5.12%	0.00%	9.16%	1.82%	8.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	667	0	95	27	44	3	3	0	2	21	21	155	23	0	78	23	172									
		2.72%	0.00%	6.35%	1.88%	3.35%	0.24%	0.25%	0.00%	0.16%	1.37%	1.26%	14.43%	1.17%	0.00%	8.72%	0.95%	11.08%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	476	54	11	53	10	20	33	20	15	65	76	15	50	0	6	26	22									
		1.94%	2.89%	0.73%	3.69%	0.76%	1.58%	2.73%	1.15%	1.18%	4.25%	4.55%	1.40%	2.54%	0.00%	0.67%	1.07%	1.42%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
