Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Дмитриевская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	345	45	40	40	20	8	5	5	25	10	8	5	10	3	5	8	8	5	7	5	3	13	12	4	8	5	10	5	23									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	196	9	11	30	0	8	3	2	19	10	0	4	1	3	1	8	4	5	7	0	0	10	10	4	8	5	10	5	19									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	36	2	4	4	1	4	0	1	1	0	1	0	3	0	1	2	0	1	0	2	0	3	1	0	0	0	0	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	149	36	29	10	20	0	2	3	6	0	8	1	9	0	4	0	4	0	0	5	3	3	2	0	0	0	0	0	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	55	6	6	5	6	0	0	0	6	1	0	0	2	0	0	1	4	0	1	9	2	0	0	0	0	0	4	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	76	14	13	10	10	2	0	0	5	5	0	1	2	0	0	1	2	1	0	0	0	3	1	1	3	2	0	0	0									
		0.98%	1.59%	1.26%	1.36%	2.45%	0.67%	0.00%	0.00%	0.60%	1.96%	0.00%	0.82%	0.94%	0.00%	0.00%	0.25%	0.53%	1.06%	0.00%	0.00%	0.00%	1.90%	0.93%	1.18%	2.01%	2.08%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	300	37	47	28	14	10	1	5	31	15	3	4	6	2	8	10	16	6	2	3	3	6	4	2	7	6	15	5	4									
		3.85%	4.20%	4.55%	3.80%	3.43%	3.34%	1.19%	3.60%	3.70%	5.88%	2.27%	3.28%	2.83%	3.85%	3.92%	2.50%	4.23%	6.38%	1.59%	2.52%	4.35%	3.80%	3.70%	2.35%	4.70%	6.25%	4.39%	2.89%	4.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	109	16	20	15	3	0	3	3	14	5	3	1	1	0	1	2	1	0	2	0	1	2	3	0	2	2	6	2	1									
		1.40%	1.82%	1.94%	2.04%	0.74%	0.00%	3.57%	2.16%	1.67%	1.96%	2.27%	0.82%	0.47%	0.00%	0.49%	0.50%	0.26%	0.00%	1.59%	0.00%	1.45%	1.27%	2.78%	0.00%	1.34%	2.08%	1.75%	1.16%	1.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4639	399	490	418	183	213	57	93	523	136	103	91	146	38	137	292	225	67	90	94	59	106	68	66	84	65	210	124	62									
		59.60%	45.29%	47.48%	56.72%	44.85%	71.24%	67.86%	66.91%	62.49%	53.33%	78.03%	74.59%	68.87%	73.08%	67.16%	73.00%	59.52%	71.28%	71.43%	78.99%	85.51%	67.09%	62.96%	77.65%	56.38%	67.71%	61.40%	71.68%	66.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	6	5	3	4	2	1	0	2	2	0	1	0	0	0	1	3	3	0	0	0	0	0	1	2	0	2	0	1									
		0.50%	0.68%	0.48%	0.41%	0.98%	0.67%	1.19%	0.00%	0.24%	0.78%	0.00%	0.82%	0.00%	0.00%	0.00%	0.25%	0.79%	3.19%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	1.34%	0.00%	0.58%	0.00%	1.08%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0									
		0.09%	0.11%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	1.27%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1022	147	185	100	81	31	9	12	117	32	15	5	17	8	20	27	34	10	13	5	3	17	19	6	24	9	44	19	13									
		13.13%	16.69%	17.93%	13.57%	19.85%	10.37%	10.71%	8.63%	13.98%	12.55%	11.36%	4.10%	8.02%	15.38%	9.80%	6.75%	8.99%	10.64%	10.32%	4.20%	4.35%	10.76%	17.59%	7.06%	16.11%	9.38%	12.87%	10.98%	13.98%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	2	6	3	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0									
		0.22%	0.23%	0.58%	0.41%	0.00%	0.00%	0.00%	0.72%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	21	4	2	0	1	1	0	2	2	0	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	2	0	0									
		0.27%	0.45%	0.19%	0.00%	0.25%	0.33%	0.00%	1.44%	0.24%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	1.25%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	3	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0									
		0.18%	0.11%	0.29%	0.14%	0.25%	0.33%	0.00%	0.72%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.58%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	8	3	8	3	0	0	0	6	0	0	0	1	0	0	1	1	0	1	0	0	1	0	2	0	0	2	0	0									
		0.48%	0.91%	0.29%	1.09%	0.74%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.25%	0.26%	0.00%	0.79%	0.00%	0.00%	0.63%	0.00%	2.35%	0.00%	0.00%	0.58%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1196	195	202	125	82	25	10	19	110	54	4	17	25	3	28	53	87	4	13	16	2	11	9	5	19	11	40	17	10									
		15.36%	22.13%	19.57%	16.96%	20.10%	8.36%	11.90%	13.67%	13.14%	21.18%	3.03%	13.93%	11.79%	5.77%	13.73%	13.25%	23.02%	4.26%	10.32%	13.45%	2.90%	6.96%	8.33%	5.88%	12.75%	11.46%	11.70%	9.83%	10.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	6	6	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0									
		0.30%	0.68%	0.58%	0.81%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.29%	0.58%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	163	24	35	13	14	9	2	2	15	1	1	0	9	1	10	3	1	2	2	1	1	5	0	2	0	0	7	1	2									
		2.09%	2.72%	3.39%	1.76%	3.43%	3.01%	2.38%	1.44%	1.79%	0.39%	0.76%	0.00%	4.25%	1.92%	4.90%	0.75%	0.26%	2.13%	1.59%	0.84%	1.45%	3.16%	0.00%	2.35%	0.00%	0.00%	2.05%	0.58%	2.15%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
