Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Тотемская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	1	2	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0									
		0.14%	0.00%	0.00%	0.25%	0.43%	0.17%	0.00%	0.22%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	1.82%	0.00%	0.00%	0.00%	0.19%	0.29%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1752	82	78	77	81	124	99	63	26	29	44	23	35	33	19	13	23	6	33	8	18	136	167	124	31	11	99	57	95	8	35	30	12	33									
		20.46%	19.66%	19.65%	19.15%	17.23%	20.74%	22.25%	14.09%	13.47%	20.71%	26.99%	32.39%	16.59%	29.46%	19.59%	13.98%	13.94%	10.91%	21.02%	13.11%	25.00%	26.05%	24.38%	24.85%	23.13%	19.30%	21.43%	18.39%	21.06%	9.52%	17.86%	21.43%	11.76%	21.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	37	1	2	0	3	5	3	1	3	0	0	0	1	0	0	0	0	0	1	0	1	1	5	3	0	0	0	3	2	0	2	0	0	0									
		0.43%	0.24%	0.50%	0.00%	0.64%	0.84%	0.67%	0.22%	1.55%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	1.39%	0.19%	0.73%	0.60%	0.00%	0.00%	0.00%	0.97%	0.44%	0.00%	1.02%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	71	3	3	4	4	10	6	5	3	1	0	0	4	2	0	0	0	0	1	0	0	2	6	1	1	0	5	2	3	0	2	1	0	2									
		0.83%	0.72%	0.76%	0.99%	0.85%	1.67%	1.35%	1.12%	1.55%	0.71%	0.00%	0.00%	1.90%	1.79%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.38%	0.88%	0.20%	0.75%	0.00%	1.08%	0.65%	0.67%	0.00%	1.02%	0.71%	0.00%	1.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	2	0	0	1									
		0.15%	0.00%	0.00%	0.25%	0.00%	0.00%	0.22%	0.00%	0.52%	0.71%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.22%	0.00%	0.22%	0.00%	1.02%	0.00%	0.00%	0.64%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	92	7	1	7	7	5	4	9	0	0	3	0	1	0	0	1	1	2	1	0	0	10	6	4	2	0	1	5	10	1	4	0	0	0									
		1.07%	1.68%	0.25%	1.74%	1.49%	0.84%	0.90%	2.01%	0.00%	0.00%	1.84%	0.00%	0.47%	0.00%	0.00%	1.08%	0.61%	3.64%	0.64%	0.00%	0.00%	1.92%	0.88%	0.80%	1.49%	0.00%	0.22%	1.61%	2.22%	1.19%	2.04%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1523	82	87	71	118	102	87	106	20	29	20	6	51	27	8	25	33	4	21	11	16	52	55	82	34	12	68	43	85	24	45	23	23	53									
		17.78%	19.66%	21.91%	17.66%	25.11%	17.06%	19.55%	23.71%	10.36%	20.71%	12.27%	8.45%	24.17%	24.11%	8.25%	26.88%	20.00%	7.27%	13.38%	18.03%	22.22%	9.96%	8.03%	16.43%	25.37%	21.05%	14.72%	13.87%	18.85%	28.57%	22.96%	16.43%	22.55%	33.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	1	1	4	3	4	2	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	2	0	0	1	0	2	1	1	1	0	3									
		0.39%	0.24%	0.25%	0.99%	0.64%	0.67%	0.45%	0.22%	0.52%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.61%	0.00%	0.64%	0.00%	0.00%	0.00%	0.15%	0.40%	0.00%	0.00%	0.22%	0.00%	0.44%	1.19%	0.51%	0.71%	0.00%	1.92%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	700	32	46	51	55	63	46	38	13	4	3	1	9	9	6	7	8	0	8	3	4	42	48	55	10	2	43	31	42	6	8	1	3	3									
		8.17%	7.67%	11.59%	12.69%	11.70%	10.54%	10.34%	8.50%	6.74%	2.86%	1.84%	1.41%	4.27%	8.04%	6.19%	7.53%	4.85%	0.00%	5.10%	4.92%	5.56%	8.05%	7.01%	11.02%	7.46%	3.51%	9.31%	10.00%	9.31%	7.14%	4.08%	0.71%	2.94%	1.92%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
