Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																										
Дата голосования: 02.12.2007																																																																										
																																																																										
"Наименование Избирательной комиссии:    г.Тюмень, Центральная"																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1095	32	30	13	18	11	5	23	7	30	6	9	25	14	13	20	17	4	4	5	6	32	17	26	25	15	16	5	6	11	3	10	25	25	11	18	21	30	14	12	32	20	19	19	20	19	27	9	15	16	15	11	16	17	15	16	15	30	5	19	21	19	20	21	13	18	14	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1511	22	21	31	15	22	16	26	8	29	7	13	13	53	19	29	5	12	0	8	10	30	7	23	22	20	17	9	12	8	8	11	48	15	34	28	18	28	13	22	21	20	20	51	31	26	20	63	30	14	15	31	28	26	25	39	31	6	16	33	30	32	28	49	20	33	38	3					
14	Число погашенных неиспользованных открепительных удостоверений	685	8	5	12	7	14	20	2	18	5	19	16	0	11	12	5	8	21	21	20	19	3	8	9	10	10	9	20	19	14	22	15	0	10	14	7	4	5	11	13	3	15	6	6	5	6	8	16	10	9	10	14	9	8	10	9	10	10	20	6	4	6	5	4	12	7	11	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																										
18	1.Политическая партия «Аграрная партия России»	1917	35	27	32	33	10	24	40	8	17	13	11	10	16	24	34	15	25	10	12	17	37	33	29	30	33	41	21	6	17	11	12	49	40	44	10	41	28	19	42	39	38	41	24	27	52	50	33	24	57	46	34	55	26	31	17	21	29	24	64	41	28	31	37	28	36	25	3					
		2.17%	1.99%	1.53%	1.86%	1.73%	1.26%	2.03%	2.09%	0.92%	1.06%	1.17%	1.25%	1.14%	2.38%	1.81%	1.83%	1.35%	3.26%	1.20%	1.85%	1.71%	2.07%	1.95%	1.63%	1.75%	2.25%	2.23%	2.39%	0.82%	2.35%	1.61%	1.27%	2.70%	2.24%	3.03%	0.55%	2.46%	1.72%	1.68%	2.84%	2.14%	3.37%	2.51%	1.52%	1.35%	2.73%	3.24%	2.18%	2.23%	3.64%	3.12%	2.77%	4.11%	1.73%	2.41%	1.29%	2.16%	2.41%	3.50%	4.90%	2.68%	2.08%	2.60%	2.49%	3.25%	2.93%	2.57%	1.24%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1379	15	34	20	25	9	11	25	8	15	13	11	1	4	9	15	7	22	6	7	8	30	32	18	32	25	49	3	4	7	2	10	23	22	21	11	20	28	13	19	33	32	17	13	37	39	24	23	11	36	21	22	31	31	18	34	31	43	14	28	30	49	22	36	21	28	20	1					
		1.56%	0.85%	1.93%	1.16%	1.31%	1.14%	0.93%	1.31%	0.92%	0.94%	1.17%	1.25%	0.11%	0.59%	0.68%	0.81%	0.63%	2.87%	0.72%	1.08%	0.80%	1.68%	1.89%	1.01%	1.86%	1.70%	2.66%	0.34%	0.54%	0.97%	0.29%	1.06%	1.27%	1.23%	1.45%	0.61%	1.20%	1.72%	1.15%	1.29%	1.81%	2.84%	1.04%	0.82%	1.85%	2.05%	1.55%	1.52%	1.02%	2.30%	1.42%	1.79%	2.32%	2.07%	1.40%	2.57%	3.20%	3.58%	2.04%	2.15%	1.96%	3.64%	1.84%	2.42%	2.44%	2.28%	2.06%	0.41%					
20	3.Политическая партия «Демократическая партия России»	166	4	2	3	1	1	0	6	2	4	3	2	3	0	4	0	0	1	2	2	2	4	3	2	3	1	5	1	0	0	0	1	2	5	1	5	3	3	3	2	7	4	2	1	0	7	5	1	2	5	6	0	1	2	2	1	1	5	5	3	2	3	4	1	3	3	4	0					
		0.19%	0.23%	0.11%	0.17%	0.05%	0.13%	0.00%	0.31%	0.23%	0.25%	0.27%	0.23%	0.34%	0.00%	0.30%	0.00%	0.00%	0.13%	0.24%	0.31%	0.20%	0.22%	0.18%	0.11%	0.17%	0.07%	0.27%	0.11%	0.00%	0.00%	0.00%	0.11%	0.11%	0.28%	0.07%	0.28%	0.18%	0.18%	0.26%	0.14%	0.38%	0.36%	0.12%	0.06%	0.00%	0.37%	0.32%	0.07%	0.19%	0.32%	0.41%	0.00%	0.07%	0.13%	0.16%	0.08%	0.10%	0.42%	0.73%	0.23%	0.13%	0.22%	0.34%	0.07%	0.35%	0.24%	0.41%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8356	177	149	169	167	62	103	173	49	106	92	65	46	50	128	173	93	50	91	58	110	194	152	143	145	118	175	79	43	51	62	59	191	171	146	119	146	158	61	143	202	97	154	110	169	195	157	139	127	220	157	150	149	113	160	140	99	79	79	209	174	157	141	162	99	160	85	6					
		9.44%	10.06%	8.45%	9.84%	8.76%	7.84%	8.69%	9.03%	5.66%	6.61%	8.30%	7.39%	5.26%	7.43%	9.66%	9.31%	8.37%	6.53%	10.91%	8.94%	11.03%	10.85%	8.99%	8.06%	8.44%	8.04%	9.52%	9.01%	5.85%	7.06%	9.09%	6.24%	10.54%	9.56%	10.06%	6.57%	8.76%	9.73%	5.38%	9.68%	11.11%	8.61%	9.44%	6.96%	8.43%	10.25%	10.16%	9.19%	11.80%	14.05%	10.64%	12.23%	11.14%	7.53%	12.45%	10.60%	10.21%	6.57%	11.53%	16.02%	11.38%	11.66%	11.81%	10.90%	11.50%	13.01%	8.75%	2.49%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1237	25	16	14	22	3	1	26	5	22	6	17	3	4	5	15	9	4	9	0	10	22	29	14	20	18	33	3	2	1	5	8	17	30	11	21	13	25	10	21	20	32	36	16	24	25	22	29	15	24	23	17	25	23	20	18	23	31	13	31	44	47	16	53	23	35	29	4					
		1.40%	1.42%	0.91%	0.82%	1.15%	0.38%	0.08%	1.36%	0.58%	1.37%	0.54%	1.93%	0.34%	0.59%	0.38%	0.81%	0.81%	0.52%	1.08%	0.00%	1.00%	1.23%	1.71%	0.79%	1.16%	1.23%	1.79%	0.34%	0.27%	0.14%	0.73%	0.85%	0.94%	1.68%	0.76%	1.16%	0.78%	1.54%	0.88%	1.42%	1.10%	2.84%	2.21%	1.01%	1.20%	1.31%	1.42%	1.92%	1.39%	1.53%	1.56%	1.39%	1.87%	1.53%	1.56%	1.36%	2.37%	2.58%	1.90%	2.38%	2.88%	3.49%	1.34%	3.57%	2.67%	2.85%	2.99%	1.66%					
23	6.Политическая партия «Партия социальной справедливости»	256	7	4	5	5	2	2	6	5	4	6	1	0	0	4	6	1	2	4	0	4	1	6	4	4	3	3	0	0	1	1	0	9	12	1	3	2	8	7	5	11	3	4	5	5	2	5	4	2	3	5	4	6	6	11	5	3	4	4	2	4	1	0	8	4	4	3	0					
		0.29%	0.40%	0.23%	0.29%	0.26%	0.25%	0.17%	0.31%	0.58%	0.25%	0.54%	0.11%	0.00%	0.00%	0.30%	0.32%	0.09%	0.26%	0.48%	0.00%	0.40%	0.06%	0.35%	0.23%	0.23%	0.20%	0.16%	0.00%	0.00%	0.14%	0.15%	0.00%	0.50%	0.67%	0.07%	0.17%	0.12%	0.49%	0.62%	0.34%	0.60%	0.27%	0.25%	0.32%	0.25%	0.11%	0.32%	0.26%	0.19%	0.19%	0.34%	0.33%	0.45%	0.40%	0.86%	0.38%	0.31%	0.33%	0.58%	0.15%	0.26%	0.07%	0.00%	0.54%	0.46%	0.33%	0.31%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	12013	259	258	238	311	113	166	283	105	254	184	134	76	118	218	291	160	87	107	75	115	255	225	242	287	238	277	126	107	103	93	156	265	264	192	76	269	273	162	191	275	140	222	271	275	289	212	191	114	101	159	152	186	194	178	178	137	113	94	147	193	150	155	147	124	133	106	24					
		13.57%	14.72%	14.63%	13.86%	16.31%	14.29%	14.01%	14.78%	12.14%	15.84%	16.59%	15.23%	8.69%	17.53%	16.45%	15.66%	14.40%	11.36%	12.83%	11.56%	11.53%	14.26%	13.31%	13.63%	16.70%	16.22%	15.06%	14.37%	14.56%	14.27%	13.64%	16.49%	14.62%	14.76%	13.23%	4.19%	16.15%	16.81%	14.30%	12.92%	15.12%	12.43%	13.61%	17.15%	13.72%	15.19%	13.72%	12.63%	10.59%	6.45%	10.77%	12.40%	13.91%	12.93%	13.85%	13.47%	14.12%	9.40%	13.72%	11.26%	12.62%	11.14%	12.98%	9.89%	14.40%	10.81%	10.92%	9.96%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5760	111	112	113	117	36	69	145	36	76	65	43	31	46	61	119	54	42	32	30	68	130	109	115	120	110	122	30	36	53	28	36	166	142	79	39	136	125	67	108	126	64	110	74	121	138	119	118	95	53	108	85	103	111	101	85	62	72	62	106	156	108	92	106	49	93	81	5					
		6.51%	6.31%	6.35%	6.58%	6.14%	4.55%	5.82%	7.57%	4.16%	4.74%	5.86%	4.89%	3.54%	6.84%	4.60%	6.40%	4.86%	5.48%	3.84%	4.62%	6.82%	7.27%	6.45%	6.48%	6.98%	7.50%	6.63%	3.42%	4.90%	7.34%	4.11%	3.81%	9.16%	7.94%	5.44%	2.15%	8.16%	7.70%	5.91%	7.31%	6.93%	5.68%	6.74%	4.68%	6.04%	7.26%	7.70%	7.80%	8.83%	3.38%	7.32%	6.93%	7.70%	7.40%	7.86%	6.43%	6.39%	5.99%	9.05%	8.12%	10.20%	8.02%	7.71%	7.13%	5.69%	7.56%	8.34%	2.07%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1460	28	19	27	29	10	9	42	8	16	15	15	10	11	23	22	22	22	18	15	11	28	28	25	27	19	22	13	10	14	10	13	26	27	19	22	33	36	10	22	25	18	24	17	25	32	37	19	20	23	22	36	23	32	22	19	20	21	14	30	31	21	28	34	21	45	21	4					
		1.65%	1.59%	1.08%	1.57%	1.52%	1.26%	0.76%	2.19%	0.92%	0.99%	1.35%	1.70%	1.14%	1.63%	1.74%	1.18%	1.98%	2.87%	2.16%	2.31%	1.10%	1.57%	1.66%	1.41%	1.57%	1.30%	1.20%	1.48%	1.36%	1.94%	1.47%	1.37%	1.43%	1.51%	1.31%	1.21%	1.98%	2.22%	0.88%	1.49%	1.37%	1.60%	1.47%	1.08%	1.25%	1.68%	2.39%	1.26%	1.86%	1.47%	1.49%	2.94%	1.72%	2.13%	1.71%	1.44%	2.06%	1.75%	2.04%	2.30%	2.03%	1.56%	2.35%	2.29%	2.44%	3.66%	2.16%	1.66%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	53121	1050	1086	1054	1146	530	775	1121	619	1047	686	568	674	414	816	1144	718	474	553	437	628	1031	1008	1136	998	838	1048	590	506	456	452	632	1020	1005	891	1502	949	889	757	865	1024	649	970	1015	1250	1045	864	896	607	961	872	669	686	903	699	771	533	751	351	645	803	717	668	830	447	645	547	190					
		60.01%	59.66%	61.56%	61.39%	60.09%	67.00%	65.40%	58.54%	71.56%	65.27%	61.86%	64.55%	77.03%	61.52%	61.58%	61.57%	64.63%	61.88%	66.31%	67.33%	62.99%	57.66%	59.61%	64.00%	58.06%	57.12%	56.99%	67.27%	68.84%	63.16%	66.28%	66.81%	56.29%	56.18%	61.41%	82.89%	56.96%	54.74%	66.81%	58.53%	56.29%	57.64%	59.47%	64.24%	62.38%	54.94%	55.92%	59.26%	56.41%	61.37%	59.08%	54.57%	51.31%	60.20%	54.40%	58.36%	54.95%	62.48%	51.24%	49.43%	52.52%	53.27%	55.95%	55.85%	51.92%	52.44%	56.33%	78.84%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1704	30	25	18	24	6	15	33	8	16	10	8	5	2	15	15	8	8	2	5	8	32	39	32	24	37	44	1	6	10	9	9	14	42	25	4	30	33	12	33	38	27	35	15	43	50	36	38	43	68	39	41	46	35	28	43	40	31	23	34	32	49	29	48	30	34	28	4					
		1.93%	1.70%	1.42%	1.05%	1.26%	0.76%	1.27%	1.72%	0.92%	0.99%	0.90%	0.91%	0.57%	0.30%	1.13%	0.81%	0.72%	1.04%	0.24%	0.77%	0.80%	1.79%	2.31%	1.80%	1.40%	2.52%	2.39%	0.11%	0.82%	1.39%	1.32%	0.95%	0.77%	2.35%	1.72%	0.22%	1.80%	2.03%	1.06%	2.23%	2.09%	2.40%	2.15%	0.95%	2.15%	2.63%	2.33%	2.51%	3.99%	4.34%	2.64%	3.34%	3.44%	2.33%	2.18%	3.26%	4.12%	2.58%	3.36%	2.61%	2.09%	3.64%	2.43%	3.23%	3.48%	2.76%	2.88%	1.66%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
