Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																		
Дата голосования: 02.12.2007																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Саратов, Заводская"																																																																																		
																																																																																		
Сводная таблица результатов выборов																																																																																		
																																																																																		
		Сумма	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	6380	100	100	100	70	70	70	70	100	100	20	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	80	100	100	70	100	40	20	100	100	100	100	70	70	100	0	0	100	100	100	70	70	100	100	100	100	100	120	120	100	100	150	100	0	100	100	100	100	0	100	100	100	100	100	100	100	70	70	70	90					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	4648	52	67	59	56	41	41	38	63	76	20	0	70	69	99	84	73	64	67	68	72	80	84	66	73	65	0	70	55	85	53	64	40	9	46	70	64	51	39	48	100	0	0	73	98	64	41	69	92	78	71	50	62	57	120	83	68	137	79	0	84	76	90	90	0	66	99	81	66	62	81	84	48	23	59	56					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	3220	17	21	10	13	5	34	30	7	25	6	73	25	12	15	24	85	53	27	26	24	36	9	39	38	14	242	55	41	73	37	37	26	28	48	42	55	16	50	27	21	196	97	18	18	4	127	82	24	15	21	16	13	12	12	21	22	25	9	320	11	11	23	37	296	21	23	32	77	47	22	18	14	15	27	28					
14	Число погашенных неиспользованных открепительных удостоверений	1732	48	33	41	14	29	29	32	37	24	0	0	30	31	1	16	27	36	33	32	28	20	16	34	27	35	0	10	45	15	17	36	0	11	54	30	36	49	31	22	0	0	0	27	2	36	29	1	8	22	29	50	38	63	0	17	32	13	21	0	16	24	10	10	0	34	1	19	34	38	19	16	22	47	11	34					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	189	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1					
17	"Число избирательных бюллетеней, не учтенных при получении"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																		
18	1.Политическая партия «Аграрная партия России»	1836	24	32	34	19	9	12	16	36	25	4	1	25	21	58	29	23	21	31	26	24	41	29	38	30	23	1	27	26	20	20	31	6	5	10	36	28	35	19	13	27	1	0	15	21	24	41	26	38	27	21	18	36	16	28	28	35	30	33	2	45	26	20	30	1	40	49	36	33	27	40	44	22	12	15	21					
		2.38%	2.23%	2.62%	3.28%	2.16%	2.12%	1.96%	2.14%	2.89%	2.33%	1.62%	0.93%	1.93%	1.62%	3.86%	2.45%	1.62%	1.86%	2.40%	2.08%	1.80%	3.09%	2.28%	2.83%	2.43%	2.07%	0.41%	2.55%	2.49%	1.50%	2.14%	2.34%	1.47%	1.50%	0.87%	3.03%	2.61%	3.11%	3.70%	2.11%	2.40%	0.51%	0.00%	1.28%	1.87%	2.83%	3.45%	2.24%	2.69%	2.30%	1.67%	1.66%	2.79%	1.68%	2.22%	2.06%	3.16%	1.88%	2.64%	0.43%	3.63%	2.44%	1.44%	2.42%	0.34%	3.51%	3.51%	3.25%	2.83%	2.12%	2.77%	3.37%	2.76%	2.26%	1.71%	2.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	751	21	18	12	14	1	3	7	21	21	2	0	13	6	16	16	20	20	23	15	9	8	20	6	14	10	0	7	11	10	6	10	6	0	3	7	8	12	2	5	7	1	1	12	12	4	10	7	15	5	18	11	11	5	11	14	15	6	11	1	10	7	14	14	0	9	18	8	14	15	17	12	10	3	13	7					
		0.97%	1.95%	1.47%	1.16%	1.59%	0.24%	0.49%	0.94%	1.69%	1.96%	0.81%	0.00%	1.00%	0.46%	1.07%	1.35%	1.41%	1.77%	1.78%	1.20%	0.68%	0.60%	1.57%	0.45%	1.13%	0.90%	0.00%	0.66%	1.05%	0.75%	0.64%	0.76%	1.47%	0.00%	0.26%	0.59%	0.75%	1.06%	0.39%	0.81%	0.62%	0.51%	1.03%	1.02%	1.07%	0.47%	0.84%	0.60%	1.06%	0.43%	1.44%	1.02%	0.85%	0.53%	0.87%	1.03%	1.36%	0.38%	0.88%	0.22%	0.81%	0.66%	1.01%	1.13%	0.00%	0.79%	1.29%	0.72%	1.20%	1.18%	1.18%	0.92%	1.25%	0.56%	1.48%	0.80%					
20	3.Политическая партия «Демократическая партия России»	117	1	1	2	3	0	0	1	1	2	0	0	0	3	0	1	2	2	4	2	0	0	2	0	1	4	0	0	0	3	5	5	1	1	0	0	3	0	3	3	4	1	0	2	2	3	0	0	0	2	2	1	2	1	1	4	3	2	2	0	0	1	0	5	0	2	1	5	4	1	2	2	0	2	3	1					
		0.15%	0.09%	0.08%	0.19%	0.34%	0.00%	0.00%	0.13%	0.08%	0.19%	0.00%	0.00%	0.00%	0.23%	0.00%	0.08%	0.14%	0.18%	0.31%	0.16%	0.00%	0.00%	0.16%	0.00%	0.08%	0.36%	0.00%	0.00%	0.00%	0.23%	0.54%	0.38%	0.24%	0.30%	0.00%	0.00%	0.28%	0.00%	0.58%	0.49%	0.36%	0.51%	0.00%	0.17%	0.18%	0.35%	0.00%	0.00%	0.00%	0.17%	0.16%	0.09%	0.16%	0.11%	0.08%	0.29%	0.27%	0.13%	0.16%	0.00%	0.00%	0.09%	0.00%	0.40%	0.00%	0.18%	0.07%	0.45%	0.34%	0.08%	0.14%	0.15%	0.00%	0.38%	0.34%	0.11%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	14283	222	289	241	185	71	110	179	293	244	54	2	216	268	311	207	276	261	251	281	322	264	275	283	229	193	1	202	241	172	205	244	40	31	221	202	179	155	92	115	195	17	6	230	229	186	177	240	241	198	202	171	207	153	241	243	197	251	240	11	247	238	219	198	6	208	245	175	199	265	250	203	162	102	155	149					
		18.49%	20.61%	23.65%	23.26%	20.99%	16.71%	17.94%	23.99%	23.53%	22.74%	21.86%	1.87%	16.68%	20.69%	20.72%	17.48%	19.45%	23.14%	19.44%	22.48%	24.17%	19.86%	21.65%	21.09%	18.51%	17.37%	0.41%	19.11%	23.11%	12.92%	21.95%	18.44%	9.78%	9.28%	19.25%	17.00%	16.68%	13.75%	17.90%	18.64%	17.36%	8.72%	6.19%	19.59%	20.36%	21.91%	14.91%	20.64%	17.03%	16.89%	16.11%	15.79%	16.05%	16.07%	19.08%	17.85%	17.80%	15.77%	19.18%	2.38%	19.92%	22.33%	15.72%	15.98%	2.03%	18.28%	17.56%	15.78%	17.05%	20.78%	17.31%	15.57%	20.30%	19.17%	17.69%	17.01%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	469	14	8	8	13	1	10	9	10	8	2	0	10	4	11	3	13	4	14	11	12	5	11	5	8	5	0	6	5	5	6	2	1	0	1	7	2	7	5	1	7	0	0	7	14	1	10	1	7	6	6	5	6	0	5	9	5	10	8	1	8	4	12	10	0	7	11	9	11	12	6	13	2	2	3	4					
		0.61%	1.30%	0.65%	0.77%	1.48%	0.24%	1.63%	1.21%	0.80%	0.75%	0.81%	0.00%	0.77%	0.31%	0.73%	0.25%	0.92%	0.35%	1.08%	0.88%	0.90%	0.38%	0.87%	0.37%	0.65%	0.45%	0.00%	0.57%	0.48%	0.38%	0.64%	0.15%	0.24%	0.00%	0.09%	0.59%	0.19%	0.62%	0.97%	0.16%	0.62%	0.00%	0.00%	0.60%	1.24%	0.12%	0.84%	0.09%	0.49%	0.51%	0.48%	0.46%	0.47%	0.00%	0.40%	0.66%	0.45%	0.63%	0.64%	0.22%	0.65%	0.38%	0.86%	0.81%	0.00%	0.62%	0.79%	0.81%	0.94%	0.94%	0.42%	0.99%	0.25%	0.38%	0.34%	0.46%					
23	6.Политическая партия «Партия социальной справедливости»	213	3	2	4	1	1	2	0	1	4	1	0	2	1	5	3	4	3	7	2	5	3	6	5	5	6	0	1	5	3	5	5	2	0	1	6	2	3	1	1	2	1	0	4	2	3	3	3	5	2	1	4	4	3	4	2	5	4	4	0	3	3	5	4	0	3	1	3	2	6	7	4	0	2	3	0					
		0.28%	0.28%	0.16%	0.39%	0.11%	0.24%	0.33%	0.00%	0.08%	0.37%	0.40%	0.00%	0.15%	0.08%	0.33%	0.25%	0.28%	0.27%	0.54%	0.16%	0.38%	0.23%	0.47%	0.37%	0.40%	0.54%	0.00%	0.09%	0.48%	0.23%	0.54%	0.38%	0.49%	0.00%	0.09%	0.51%	0.19%	0.27%	0.19%	0.16%	0.18%	0.51%	0.00%	0.34%	0.18%	0.35%	0.25%	0.26%	0.35%	0.17%	0.08%	0.37%	0.31%	0.32%	0.32%	0.15%	0.45%	0.25%	0.32%	0.00%	0.24%	0.28%	0.36%	0.32%	0.00%	0.26%	0.07%	0.27%	0.17%	0.47%	0.48%	0.31%	0.00%	0.38%	0.34%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5794	65	95	70	56	28	54	56	65	75	19	3	126	106	96	81	115	74	87	86	87	91	68	111	84	80	0	83	84	114	70	99	38	26	57	114	83	88	47	36	87	5	3	98	94	77	89	84	113	75	139	77	115	67	91	89	82	150	89	9	92	71	120	98	0	96	105	101	94	108	105	105	54	45	74	76					
		7.50%	6.04%	7.77%	6.76%	6.36%	6.59%	8.81%	7.51%	5.22%	6.99%	7.69%	2.80%	9.73%	8.19%	6.40%	6.84%	8.10%	6.56%	6.74%	6.88%	6.53%	6.85%	5.35%	8.27%	6.79%	7.20%	0.00%	7.85%	8.05%	8.56%	7.49%	7.48%	9.29%	7.78%	4.97%	9.60%	7.74%	7.81%	9.14%	5.83%	7.75%	2.56%	3.09%	8.35%	8.36%	9.07%	7.50%	7.22%	7.99%	6.40%	11.08%	7.11%	8.91%	7.04%	7.21%	6.54%	7.41%	9.42%	7.11%	1.94%	7.42%	6.66%	8.61%	7.91%	0.00%	8.44%	7.53%	9.11%	8.05%	8.47%	7.27%	8.05%	6.77%	8.46%	8.45%	8.68%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7303	131	156	91	91	41	53	71	120	128	28	5	118	115	144	112	114	114	140	102	152	143	118	141	112	104	4	119	101	122	93	138	18	18	41	106	82	100	43	58	86	17	8	121	109	92	107	124	155	116	115	105	149	96	121	114	113	139	121	12	104	75	123	124	0	106	150	88	108	130	155	128	87	53	78	87					
		9.45%	12.16%	12.77%	8.78%	10.33%	9.65%	8.65%	9.52%	9.64%	11.93%	11.34%	4.67%	9.11%	8.88%	9.59%	9.46%	8.03%	10.11%	10.84%	8.16%	11.41%	10.76%	9.29%	10.51%	9.05%	9.36%	1.65%	11.26%	9.68%	9.17%	9.96%	10.43%	4.40%	5.39%	3.57%	8.92%	7.64%	8.87%	8.37%	9.40%	7.66%	8.72%	8.25%	10.31%	9.69%	10.84%	9.01%	10.66%	10.95%	9.90%	9.17%	9.70%	11.55%	10.08%	9.58%	8.38%	10.21%	8.73%	9.67%	2.59%	8.39%	7.04%	8.83%	10.01%	0.00%	9.31%	10.75%	7.94%	9.25%	10.20%	10.73%	9.82%	10.90%	9.96%	8.90%	9.93%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	574	5	17	13	1	1	3	6	12	5	3	0	11	12	14	8	15	12	14	6	10	11	14	6	15	6	0	3	5	13	4	17	1	2	1	4	10	10	11	3	7	0	0	7	4	7	8	16	9	6	9	5	14	4	12	6	10	10	8	3	6	5	12	5	1	13	14	4	8	9	17	6	6	6	9	4					
		0.74%	0.46%	1.39%	1.25%	0.11%	0.24%	0.49%	0.80%	0.96%	0.47%	1.21%	0.00%	0.85%	0.93%	0.93%	0.68%	1.06%	1.06%	1.08%	0.48%	0.75%	0.83%	1.10%	0.45%	1.21%	0.54%	0.00%	0.28%	0.48%	0.98%	0.43%	1.28%	0.24%	0.60%	0.09%	0.34%	0.93%	0.89%	2.14%	0.49%	0.62%	0.00%	0.00%	0.60%	0.36%	0.82%	0.67%	1.38%	0.64%	0.51%	0.72%	0.46%	1.09%	0.42%	0.95%	0.44%	0.90%	0.63%	0.64%	0.65%	0.48%	0.47%	0.86%	0.40%	0.34%	1.14%	1.00%	0.36%	0.69%	0.71%	1.18%	0.46%	0.75%	1.13%	1.03%	0.46%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	42659	544	525	496	451	255	331	369	601	500	126	94	709	686	755	670	764	570	665	662	652	720	660	692	685	630	236	563	515	810	492	735	289	242	804	667	649	664	272	362	677	146	78	630	592	418	693	616	777	680	696	644	691	556	707	800	599	926	680	420	678	602	805	708	284	606	744	634	646	628	781	726	428	279	480	492					
		55.22%	50.51%	42.96%	47.88%	51.19%	60.00%	53.99%	49.46%	48.27%	46.60%	51.01%	87.85%	54.75%	52.97%	50.30%	56.59%	53.84%	50.53%	51.51%	52.96%	48.95%	54.18%	51.97%	51.56%	55.38%	56.71%	97.52%	53.26%	49.38%	60.86%	52.68%	55.56%	70.66%	72.46%	70.03%	56.14%	60.48%	58.92%	52.92%	58.67%	60.28%	74.87%	80.41%	53.66%	52.62%	49.23%	58.38%	52.97%	54.91%	58.02%	55.50%	59.46%	53.57%	58.40%	55.98%	58.78%	54.11%	58.17%	54.36%	90.71%	54.68%	56.47%	57.79%	57.14%	96.27%	53.25%	53.33%	57.17%	55.36%	49.25%	54.09%	55.67%	53.63%	52.44%	54.79%	56.16%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1930	30	69	43	40	10	18	16	64	41	4	0	45	53	54	33	49	34	37	40	34	22	44	38	28	25	0	32	28	21	18	24	1	3	2	23	13	28	8	8	13	1	1	28	19	16	31	29	46	17	29	30	31	31	19	20	21	31	17	1	22	17	38	21	1	33	32	23	33	39	45	38	18	16	21	22					
		2.50%	2.79%	5.65%	4.15%	4.54%	2.35%	2.94%	2.14%	5.14%	3.82%	1.62%	0.00%	3.47%	4.09%	3.60%	2.79%	3.45%	3.01%	2.87%	3.20%	2.55%	1.66%	3.46%	2.83%	2.26%	2.25%	0.00%	3.03%	2.68%	1.58%	1.93%	1.81%	0.24%	0.90%	0.17%	1.94%	1.21%	2.48%	1.56%	1.30%	1.16%	0.51%	1.03%	2.39%	1.69%	1.88%	2.61%	2.49%	3.25%	1.45%	2.31%	2.77%	2.40%	3.26%	1.50%	1.47%	1.90%	1.95%	1.36%	0.22%	1.77%	1.59%	2.73%	1.69%	0.34%	2.90%	2.29%	2.07%	2.83%	3.06%	3.12%	2.91%	2.26%	3.01%	2.40%	2.51%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
