Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Быстроистокская 																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683					
		2.29%	3.16%	1.40%	2.39%	2.24%	0.86%	3.04%	1.81%	1.38%	4.23%	3.91%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	75	10	15	13	8	5	6	0	6	6	6					
		1.13%	1.37%	1.61%	1.55%	1.12%	0.86%	1.40%	0.0%	0.75%	0.87%	2.60%					
22	"5. ""За Русь Святую"""	22	6	5	1	0	0	4	1	0	3	2					
		0.33%	0.82%	0.53%	0.11%	0.0%	0.0%	0.93%	0.13%	0.0%	0.43%	0.86%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	0	1	1	0	3	0	1	2	2	2					
		0.18%	0.0%	0.10%	0.11%	0.0%	0.51%	0.0%	0.13%	0.25%	0.29%	0.86%					
24	"7. ""Новый курс - Автомобильная Россия"""	19	4	0	3	4	1	1	0	2	3	1					
		0.28%	0.55%	0.0%	0.35%	0.56%	0.17%	0.23%	0.0%	0.25%	0.43%	0.43%					
25	"8. ""Народно-республиканская партия России"""	4	1	0	1	0	0	0	0	1	1	0					
		0.06%	0.13%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.12%	0.14%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	8	1	2	1	1	0	0	1	0	1	1					
		0.12%	0.13%	0.21%	0.11%	0.14%	0.0%	0.0%	0.13%	0.0%	0.14%	0.43%					
27	"10. ""Аграрная партия России"""	750	22	55	53	45	87	75	147	115	135	16					
		11.30%	3.03%	5.93%	6.34%	6.30%	15.07%	17.56%	20.50%	14.46%	19.70%	6.95%					
28	"11. ""Истинные патриоты России"""	5	1	0	1	1	0	0	1	0	1	0					
		0.07%	0.13%	0.0%	0.11%	0.14%	0.0%	0.0%	0.13%	0.0%	0.14%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	49	6	5	13	5	3	1	5	1	9	1					
		0.73%	0.82%	0.53%	1.55%	0.70%	0.51%	0.23%	0.69%	0.12%	1.31%	0.43%					
30	"13. ""Демократическая партия России"""	30	3	3	3	1	1	0	8	2	8	1					
		0.45%	0.41%	0.32%	0.35%	0.14%	0.17%	0.0%	1.11%	0.25%	1.16%	0.43%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	3	1	1	2	1	0	0	0	1	0					
		0.13%	0.41%	0.10%	0.11%	0.28%	0.17%	0.0%	0.0%	0.0%	0.14%	0.0%					
32	"15. ""Партия СЛОН"""	8	1	0	0	0	1	4	0	1	0	1					
		0.12%	0.13%	0.0%	0.0%	0.0%	0.17%	0.93%	0.0%	0.12%	0.0%	0.43%					
33	"16. ""Родина"" (народно-патриотический союз)"""	269	39	23	35	32	15	18	40	24	32	11					
		4.05%	5.37%	2.48%	4.19%	4.48%	2.59%	4.21%	5.57%	3.01%	4.67%	4.78%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	1	2	1	4	1	2	2	1	3	1					
		0.27%	0.13%	0.21%	0.11%	0.56%	0.17%	0.46%	0.27%	0.12%	0.43%	0.43%					
35	"18. ""ЛДПР"""	893	126	147	128	98	86	47	71	81	80	29					
		13.46%	17.35%	15.85%	15.32%	13.72%	14.90%	11.00%	9.90%	10.18%	11.67%	12.60%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	117	6	17	19	22	3	6	15	7	15	7					
		1.76%	0.82%	1.83%	2.27%	3.08%	0.51%	1.40%	2.09%	0.88%	2.18%	3.04%					
37	"20. ""Политическая партия ""Единая Россия"""	1937	269	304	256	197	155	151	186	171	191	57					
		29.20%	37.05%	32.79%	30.65%	27.59%	26.86%	35.36%	25.94%	21.50%	27.88%	24.78%					
38	"21. ""Российская Конституционно-демократическая партия"""	10	1	1	2	1	1	1	2	1	0	0					
		0.15%	0.13%	0.10%	0.23%	0.14%	0.17%	0.23%	0.27%	0.12%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	31	0	6	2	5	1	4	6	3	4	0					
		0.46%	0.0%	0.64%	0.23%	0.70%	0.17%	0.93%	0.83%	0.37%	0.58%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1763	167	256	224	216	136	75	185	319	121	64					
		26.57%	23.00%	27.61%	26.82%	30.25%	23.57%	17.56%	25.80%	40.12%	17.66%	27.82%					
																	
41	Против всех	130	13	14	21	16	18	9	15	12	10	2					
		1.95%	1.79%	1.51%	2.51%	2.24%	3.11%	2.10%	2.09%	1.50%	1.45%	0.86%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
