Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Грязинская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243					
		2.23%	2.72%	1.72%	1.77%	2.41%	1.90%	4.28%	2.22%	0.0%	0.46%	1.85%	0.0%	2.67%	1.70%	2.97%	5.0%	1.16%	1.27%	3.88%	1.79%	1.43%	1.39%	3.66%	1.12%	0.0%	3.61%	2.21%	2.18%	1.81%	3.99%	2.33%	1.86%	2.19%	2.08%	1.70%	1.38%	1.82%	3.47%	1.71%	2.28%	1.79%	2.19%	2.45%	2.19%	2.21%	0.53%	2.75%	3.48%	2.94%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	618	20	19	1	13	9	13	19	5	18	5	4	6	0	20	2	0	5	4	10	4	12	6	15	2	2	9	4	6	10	38	10	24	50	19	26	3	19	18	25	16	6	12	16	22	24	14	15	18					
		2.40%	2.59%	5.45%	0.35%	2.24%	2.44%	1.59%	4.22%	4.27%	4.15%	2.31%	3.17%	2.67%	0.0%	3.72%	2.0%	0.0%	2.11%	2.22%	2.99%	1.91%	2.09%	1.83%	4.22%	1.43%	2.40%	3.32%	2.18%	1.20%	1.99%	2.86%	2.32%	1.95%	3.25%	2.15%	3.61%	0.91%	2.27%	1.47%	2.48%	2.05%	1.64%	1.55%	1.40%	1.87%	4.24%	2.96%	3.26%	1.96%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	666	14	4	3	18	18	16	14	3	5	5	1	3	0	5	1	1	0	6	4	4	10	15	1	7	3	4	7	12	13	43	15	33	66	30	25	8	25	17	20	19	10	22	42	40	11	7	13	23					
		2.59%	1.81%	1.14%	1.06%	3.10%	4.89%	1.95%	3.11%	2.56%	1.15%	2.31%	0.79%	1.33%	0.0%	0.93%	1.0%	1.16%	0.0%	3.33%	1.19%	1.91%	1.74%	4.58%	0.28%	5.03%	3.61%	1.47%	3.82%	2.41%	2.59%	3.23%	3.48%	2.68%	4.29%	3.40%	3.47%	2.43%	2.99%	1.39%	1.99%	2.44%	2.73%	2.84%	3.68%	3.40%	1.94%	1.48%	2.83%	2.50%					
22	"5. ""За Русь Святую"""	253	4	4	7	11	3	15	3	0	12	3	1	5	1	9	1	1	0	3	1	0	3	3	0	1	0	1	0	6	1	10	7	10	16	5	7	4	7	13	16	9	4	5	4	7	6	10	7	7					
		0.98%	0.51%	1.14%	2.48%	1.89%	0.81%	1.83%	0.66%	0.0%	2.77%	1.38%	0.79%	2.23%	0.56%	1.67%	1.0%	1.16%	0.0%	1.66%	0.29%	0.0%	0.52%	0.91%	0.0%	0.71%	0.0%	0.36%	0.0%	1.20%	0.19%	0.75%	1.62%	0.81%	1.04%	0.56%	0.97%	1.21%	0.83%	1.06%	1.59%	1.15%	1.09%	0.64%	0.35%	0.59%	1.06%	2.11%	1.52%	0.76%					
23	"6. ""Объединенная Российская партия ""Русь"""	61	1	1	0	6	1	3	4	0	0	1	1	0	1	3	0	0	0	0	0	0	1	1	0	0	2	0	0	2	2	1	2	1	2	2	4	1	0	0	1	1	0	4	3	3	1	1	4	0					
		0.23%	0.12%	0.28%	0.0%	1.03%	0.27%	0.36%	0.88%	0.0%	0.0%	0.46%	0.79%	0.0%	0.56%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.30%	0.0%	0.0%	2.40%	0.0%	0.0%	0.40%	0.39%	0.07%	0.46%	0.08%	0.13%	0.22%	0.55%	0.30%	0.0%	0.0%	0.09%	0.12%	0.0%	0.51%	0.26%	0.25%	0.17%	0.21%	0.87%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	169	1	2	4	3	2	2	1	0	5	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	2	2	1	1	11	3	9	7	3	9	4	9	16	8	7	2	6	10	12	4	3	2	12					
		0.65%	0.12%	0.57%	1.41%	0.51%	0.54%	0.24%	0.22%	0.0%	1.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.59%	0.47%	0.34%	0.0%	0.0%	0.0%	0.0%	0.73%	1.09%	0.20%	0.19%	0.82%	0.69%	0.73%	0.45%	0.34%	1.25%	1.21%	1.07%	1.30%	0.79%	0.89%	0.54%	0.77%	0.87%	1.02%	0.70%	0.63%	0.43%	1.30%					
25	"8. ""Народно-республиканская партия России"""	30	0	0	4	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	2	2	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	1	3	1	1	0	0	1	0	2	2					
		0.11%	0.0%	0.0%	1.41%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	1.0%	1.16%	0.0%	0.0%	0.29%	0.0%	0.0%	0.61%	0.56%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.27%	0.0%	0.23%	0.0%	0.09%	0.38%	0.27%	0.12%	0.0%	0.0%	0.17%	0.0%	0.43%	0.21%					
26	"9. ""Российская экологическая партия ""Зеленые"""	79	0	1	2	1	0	1	2	0	2	0	1	0	0	0	0	2	0	0	0	1	1	1	0	1	1	0	0	0	1	6	2	4	4	8	1	1	3	3	6	2	1	5	6	5	0	1	1	2					
		0.30%	0.0%	0.28%	0.70%	0.17%	0.0%	0.12%	0.44%	0.0%	0.46%	0.0%	0.79%	0.0%	0.0%	0.0%	0.0%	2.32%	0.0%	0.0%	0.0%	0.47%	0.17%	0.30%	0.0%	0.71%	1.20%	0.0%	0.0%	0.0%	0.19%	0.45%	0.46%	0.32%	0.26%	0.90%	0.13%	0.30%	0.35%	0.24%	0.59%	0.25%	0.27%	0.64%	0.52%	0.42%	0.0%	0.21%	0.21%	0.21%					
27	"10. ""Аграрная партия России"""	760	36	17	14	22	9	28	20	3	24	0	1	17	9	47	2	7	20	9	7	6	18	9	0	4	12	18	12	22	20	43	4	32	26	27	18	2	21	25	29	27	6	14	11	25	7	8	10	12					
		2.95%	4.67%	4.88%	4.96%	3.79%	2.44%	3.42%	4.44%	2.56%	5.54%	0.0%	0.79%	7.58%	5.11%	8.75%	2.0%	8.13%	8.47%	5.0%	2.09%	2.87%	3.13%	2.75%	0.0%	2.87%	14.45%	6.64%	6.55%	4.43%	3.99%	3.23%	0.93%	2.60%	1.69%	3.06%	2.5%	0.60%	2.51%	2.04%	2.88%	3.47%	1.64%	1.81%	0.96%	2.12%	1.23%	1.69%	2.17%	1.30%					
28	"11. ""Истинные патриоты России"""	50	0	0	1	0	0	3	0	0	0	0	1	1	0	0	1	0	6	0	0	0	0	0	16	0	0	0	0	0	1	1	0	4	0	1	1	0	2	0	1	1	1	1	2	2	1	1	0	1					
		0.19%	0.0%	0.0%	0.35%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.79%	0.44%	0.0%	0.0%	1.0%	0.0%	2.54%	0.0%	0.0%	0.0%	0.0%	0.0%	4.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.07%	0.0%	0.32%	0.0%	0.11%	0.13%	0.0%	0.23%	0.0%	0.09%	0.12%	0.27%	0.12%	0.17%	0.17%	0.17%	0.21%	0.0%	0.10%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	300	5	2	4	17	2	9	9	4	8	1	0	5	1	6	1	3	5	5	8	3	8	1	4	3	0	0	4	2	2	21	1	14	13	12	8	2	10	11	4	5	2	7	20	20	7	4	7	10					
		1.16%	0.64%	0.57%	1.41%	2.93%	0.54%	1.10%	2.0%	3.41%	1.84%	0.46%	0.0%	2.23%	0.56%	1.11%	1.0%	3.48%	2.11%	2.77%	2.39%	1.43%	1.39%	0.30%	1.12%	2.15%	0.0%	0.0%	2.18%	0.40%	0.39%	1.58%	0.23%	1.14%	0.84%	1.36%	1.11%	0.60%	1.19%	0.89%	0.39%	0.64%	0.54%	0.90%	1.75%	1.70%	1.23%	0.84%	1.52%	1.09%					
30	"13. ""Демократическая партия России"""	75	1	1	4	4	1	1	4	0	2	2	0	0	0	2	0	2	1	2	0	0	2	0	0	0	0	0	3	1	1	7	2	3	5	0	2	0	2	4	1	3	0	1	1	2	2	2	2	2					
		0.29%	0.12%	0.28%	1.41%	0.68%	0.27%	0.12%	0.88%	0.0%	0.46%	0.92%	0.0%	0.0%	0.0%	0.37%	0.0%	2.32%	0.42%	1.11%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%	0.20%	0.19%	0.52%	0.46%	0.24%	0.32%	0.0%	0.27%	0.0%	0.23%	0.32%	0.09%	0.38%	0.0%	0.12%	0.08%	0.17%	0.35%	0.42%	0.43%	0.21%					
31	"14. ""Великая Россия - Евразийский Союз"""	60	0	0	0	3	0	1	0	0	10	1	2	0	0	2	0	1	0	0	0	1	1	0	1	0	0	0	0	3	2	2	0	2	0	2	4	0	5	1	2	1	1	3	0	2	3	0	0	4					
		0.23%	0.0%	0.0%	0.0%	0.51%	0.0%	0.12%	0.0%	0.0%	2.30%	0.46%	1.58%	0.0%	0.0%	0.37%	0.0%	1.16%	0.0%	0.0%	0.0%	0.47%	0.17%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.60%	0.39%	0.15%	0.0%	0.16%	0.0%	0.22%	0.55%	0.0%	0.59%	0.08%	0.19%	0.12%	0.27%	0.38%	0.0%	0.17%	0.53%	0.0%	0.0%	0.43%					
32	"15. ""Партия СЛОН"""	31	0	0	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	2	1	0	4	0	0	1	0	0	1	0	0	3	2	2	0	2	1	1					
		0.12%	0.0%	0.0%	0.35%	0.34%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.19%	0.15%	0.23%	0.0%	0.26%	0.0%	0.0%	0.30%	0.0%	0.0%	0.09%	0.0%	0.0%	0.38%	0.17%	0.17%	0.0%	0.42%	0.21%	0.10%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2355	59	38	16	45	30	74	46	5	21	13	9	17	11	33	6	7	12	13	23	17	33	36	14	7	2	23	10	43	46	133	29	137	165	77	65	31	110	135	99	72	31	78	131	125	46	43	50	89					
		9.17%	7.66%	10.91%	5.67%	7.75%	8.15%	9.05%	10.22%	4.27%	4.84%	6.01%	7.14%	7.58%	6.25%	6.14%	6.0%	8.13%	5.08%	7.22%	6.88%	8.13%	5.74%	11.00%	3.94%	5.03%	2.40%	8.48%	5.46%	8.66%	9.18%	10.01%	6.74%	11.15%	10.73%	8.73%	9.02%	9.45%	13.17%	11.03%	9.85%	9.25%	8.49%	10.09%	11.49%	10.63%	8.12%	9.11%	10.89%	9.70%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	71	3	0	3	1	0	6	1	0	6	1	0	0	1	5	0	1	1	0	0	1	1	1	3	1	0	1	0	2	1	5	0	1	0	2	4	1	2	6	3	2	0	1	1	2	0	0	0	1					
		0.27%	0.38%	0.0%	1.06%	0.17%	0.0%	0.73%	0.22%	0.0%	1.38%	0.46%	0.0%	0.0%	0.56%	0.93%	0.0%	1.16%	0.42%	0.0%	0.0%	0.47%	0.17%	0.30%	0.84%	0.71%	0.0%	0.36%	0.0%	0.40%	0.19%	0.37%	0.0%	0.08%	0.0%	0.22%	0.55%	0.30%	0.23%	0.49%	0.29%	0.25%	0.0%	0.12%	0.08%	0.17%	0.0%	0.0%	0.0%	0.10%					
35	"18. ""ЛДПР"""	4157	147	50	48	85	61	158	59	21	61	40	12	33	14	104	23	6	34	25	43	28	103	39	37	26	6	41	19	63	90	174	70	160	252	149	105	51	140	185	184	132	66	144	237	207	88	85	76	176					
		16.18%	19.09%	14.36%	17.02%	14.65%	16.57%	19.33%	13.11%	17.94%	14.08%	18.51%	9.52%	14.73%	7.95%	19.36%	23.0%	6.97%	14.40%	13.88%	12.87%	13.39%	17.94%	11.92%	10.42%	18.70%	7.22%	15.12%	10.38%	12.70%	17.96%	13.10%	16.27%	13.02%	16.39%	16.89%	14.58%	15.54%	16.76%	15.12%	18.30%	16.96%	18.08%	18.62%	20.78%	17.61%	15.54%	18.00%	16.55%	19.19%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	628	18	7	2	23	27	19	16	4	27	4	7	4	4	11	1	0	0	4	19	5	13	5	6	7	1	7	6	10	9	44	10	25	40	20	13	5	24	21	22	15	6	25	23	22	11	7	13	16					
		2.44%	2.33%	2.01%	0.70%	3.96%	7.33%	2.32%	3.55%	3.41%	6.23%	1.85%	5.55%	1.78%	2.27%	2.04%	1.0%	0.0%	0.0%	2.22%	5.68%	2.39%	2.26%	1.52%	1.69%	5.03%	1.20%	2.58%	3.27%	2.01%	1.79%	3.31%	2.32%	2.03%	2.60%	2.26%	1.80%	1.52%	2.87%	1.71%	2.18%	1.92%	1.64%	3.23%	2.01%	1.87%	1.94%	1.48%	2.83%	1.74%					
37	"20. ""Политическая партия ""Единая Россия"""	7765	263	93	77	183	138	186	123	52	119	93	59	66	73	139	27	35	76	51	114	83	234	119	174	40	23	75	61	218	155	332	120	357	417	263	207	95	210	460	291	228	116	206	281	306	179	143	139	266					
		30.23%	34.15%	26.72%	27.30%	31.55%	37.5%	22.76%	27.33%	44.44%	27.48%	43.05%	46.82%	29.46%	41.47%	25.88%	27.0%	40.69%	32.20%	28.33%	34.13%	39.71%	40.76%	36.39%	49.01%	28.77%	27.71%	27.67%	33.33%	43.95%	30.93%	24.99%	27.90%	29.07%	27.13%	29.81%	28.75%	28.96%	25.14%	37.61%	28.95%	29.30%	31.78%	26.64%	24.64%	26.04%	31.62%	30.29%	30.28%	29.00%					
38	"21. ""Российская Конституционно-демократическая партия"""	58	1	1	1	4	0	2	1	3	0	0	1	1	0	2	1	1	1	1	0	2	1	0	0	0	1	3	0	0	1	0	0	0	3	3	1	0	3	3	1	0	1	1	2	2	0	1	5	3					
		0.22%	0.12%	0.28%	0.35%	0.68%	0.0%	0.24%	0.22%	2.56%	0.0%	0.0%	0.79%	0.44%	0.0%	0.37%	1.0%	1.16%	0.42%	0.55%	0.0%	0.95%	0.17%	0.0%	0.0%	0.0%	1.20%	1.10%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.19%	0.34%	0.13%	0.0%	0.35%	0.24%	0.09%	0.0%	0.27%	0.12%	0.17%	0.17%	0.0%	0.21%	1.08%	0.32%					
39	"22. ""Развитие предпринимательства"""	73	3	1	0	2	0	1	2	1	1	0	2	1	0	2	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	1	0	5	4	6	0	1	3	4	8	1	1	5	4	1	0	4	0	4					
		0.28%	0.38%	0.28%	0.0%	0.34%	0.0%	0.12%	0.44%	0.85%	0.23%	0.0%	1.58%	0.44%	0.0%	0.37%	0.0%	0.0%	0.42%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.54%	0.0%	0.0%	0.07%	0.0%	0.40%	0.26%	0.68%	0.0%	0.30%	0.35%	0.32%	0.79%	0.12%	0.27%	0.64%	0.35%	0.08%	0.0%	0.84%	0.0%	0.43%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4561	82	74	60	86	43	148	61	7	81	26	12	40	42	71	19	10	35	35	68	25	74	57	35	20	17	56	32	62	75	295	102	292	305	150	136	74	136	202	190	132	67	156	230	252	120	71	54	144					
		17.76%	10.64%	21.26%	21.27%	14.82%	11.68%	18.11%	13.55%	5.98%	18.70%	12.03%	9.52%	17.85%	23.86%	13.22%	19.0%	11.62%	14.83%	19.44%	20.35%	11.96%	12.89%	17.43%	9.85%	14.38%	20.48%	20.66%	17.48%	12.5%	14.97%	22.21%	23.72%	23.77%	19.84%	17.00%	18.88%	22.56%	16.28%	16.51%	18.90%	16.96%	18.35%	20.18%	20.17%	21.44%	21.20%	15.04%	11.76%	15.70%					
																																																							
41	Против всех	1403	48	17	16	19	9	64	38	6	21	9	5	12	9	25	1	3	16	10	18	14	26	16	12	13	3	7	7	23	33	72	27	56	95	60	50	19	51	51	42	48	23	35	70	58	26	24	26	70					
		5.46%	6.23%	4.88%	5.67%	3.27%	2.44%	7.83%	8.44%	5.12%	4.84%	4.16%	3.96%	5.35%	5.11%	4.65%	1.0%	3.48%	6.77%	5.55%	5.38%	6.69%	4.52%	4.89%	3.38%	9.35%	3.61%	2.58%	3.82%	4.63%	6.58%	5.42%	6.27%	4.56%	6.18%	6.80%	6.94%	5.79%	6.10%	4.17%	4.17%	6.16%	6.30%	4.52%	6.14%	4.93%	4.59%	5.08%	5.66%	7.63%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
