Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																										
Дата голосования: 02.12.2007																																																																										
																																																																										
Наименование Избирательной комиссии:    Тогучинская																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091					
		0.45%	0.00%	0.45%	0.51%	1.15%	0.86%	0.76%	0.45%	0.00%	0.84%	0.00%	0.20%	0.72%	0.00%	0.18%	0.00%	0.38%	0.43%	0.07%	0.38%	0.18%	1.26%	0.68%	0.68%	0.40%	0.54%	0.00%	0.23%	0.00%	0.62%	0.29%	0.00%	0.00%	0.00%	0.41%	0.38%	0.34%	0.00%	0.89%	0.00%	0.00%	0.19%	0.57%	0.00%	1.52%	0.27%	0.00%	0.00%	0.60%	0.92%	0.22%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	2.54%	0.35%	0.53%	0.00%					
20	3.Политическая партия «Демократическая партия России»	29	0	0	2	0	0	1	1	2	2	0	0	1	0	1	0	0	1	2	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	2	0	2	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0					
		0.10%	0.00%	0.00%	0.17%	0.00%	0.00%	0.09%	0.09%	0.27%	0.15%	0.00%	0.00%	0.24%	0.00%	0.18%	0.00%	0.00%	0.06%	0.14%	0.08%	0.18%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.92%	0.36%	0.00%	0.46%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	1.63%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.35%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3267	21	85	149	199	91	123	135	91	160	6	73	43	5	62	2	36	184	163	183	39	23	11	8	77	19	4	46	22	26	35	12	13	2	47	25	59	5	72	19	66	47	39	12	14	23	6	12	45	30	62	16	68	47	23	2	6	55	14	7	12	50	3	9	30	30	163	1					
		11.31%	10.71%	9.59%	12.56%	15.21%	12.98%	11.68%	12.18%	12.08%	12.26%	7.69%	14.90%	10.26%	4.90%	11.36%	1.48%	13.69%	11.21%	11.03%	13.98%	7.09%	7.23%	7.43%	5.48%	15.22%	10.33%	4.04%	10.72%	12.29%	16.05%	10.32%	7.64%	7.65%	2.17%	9.61%	9.62%	10.09%	4.59%	12.88%	5.59%	15.10%	8.75%	11.21%	7.10%	21.21%	6.10%	5.88%	9.76%	9.02%	9.17%	13.72%	5.90%	14.11%	13.39%	6.97%	2.00%	6.45%	11.16%	7.00%	12.50%	5.97%	11.71%	5.26%	11.69%	10.87%	10.45%	17.29%	2.70%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	110	1	5	7	8	4	5	11	1	11	0	4	0	0	2	1	0	3	3	4	1	0	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	3	0	2	2	3	1	0	2	0	0	1	0	0	1	2	0	1	0	0	2	0	0	0	2	0	1	1	1	9	0					
		0.38%	0.51%	0.56%	0.59%	0.61%	0.57%	0.47%	0.99%	0.13%	0.84%	0.00%	0.82%	0.00%	0.00%	0.37%	0.74%	0.00%	0.18%	0.20%	0.31%	0.18%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.23%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.54%	0.00%	0.46%	0.37%	0.86%	0.59%	0.00%	0.53%	0.00%	0.00%	0.20%	0.00%	0.00%	0.37%	0.41%	0.00%	0.30%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.47%	0.00%	1.30%	0.36%	0.35%	0.95%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	48	1	0	4	6	2	4	1	0	2	0	1	2	0	1	0	0	1	2	3	2	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0					
		0.17%	0.51%	0.00%	0.34%	0.46%	0.29%	0.38%	0.09%	0.00%	0.15%	0.00%	0.20%	0.48%	0.00%	0.18%	0.00%	0.00%	0.06%	0.14%	0.23%	0.36%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.23%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2860	20	78	147	124	77	121	98	78	140	4	50	41	6	56	27	12	152	122	123	59	30	10	18	37	23	13	44	27	10	29	19	16	6	55	18	85	10	57	35	45	48	35	19	7	41	6	16	55	35	44	27	45	27	37	16	5	63	31	3	26	33	5	5	26	18	59	6					
		9.90%	10.20%	8.80%	12.39%	9.48%	10.98%	11.49%	8.84%	10.36%	10.73%	5.13%	10.20%	9.79%	5.88%	10.26%	20.00%	4.56%	9.26%	8.25%	9.40%	10.73%	9.43%	6.76%	12.33%	7.31%	12.50%	13.13%	10.26%	15.08%	6.17%	8.55%	12.10%	9.41%	6.52%	11.25%	6.92%	14.53%	9.17%	10.20%	10.29%	10.30%	8.94%	10.06%	11.24%	10.61%	10.88%	5.88%	13.01%	11.02%	10.70%	9.73%	9.96%	9.34%	7.69%	11.21%	16.00%	5.38%	12.78%	15.50%	5.36%	12.94%	7.73%	8.77%	6.49%	9.42%	6.27%	6.26%	16.22%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1591	16	54	73	135	37	89	74	54	91	7	29	21	0	20	2	14	68	81	69	28	21	16	2	20	5	5	17	12	16	9	5	1	3	19	6	20	2	30	9	23	17	19	15	3	22	12	4	36	11	21	7	23	22	15	2	1	10	3	2	4	25	2	4	15	10	82	1					
		5.51%	8.16%	6.09%	6.16%	10.32%	5.28%	8.45%	6.68%	7.17%	6.97%	8.97%	5.92%	5.01%	0.00%	3.66%	1.48%	5.32%	4.14%	5.48%	5.27%	5.09%	6.60%	10.81%	1.37%	3.95%	2.72%	5.05%	3.96%	6.70%	9.88%	2.65%	3.18%	0.59%	3.26%	3.89%	2.31%	3.42%	1.83%	5.37%	2.65%	5.26%	3.17%	5.46%	8.88%	4.55%	5.84%	11.76%	3.25%	7.21%	3.36%	4.65%	2.58%	4.77%	6.27%	4.55%	2.00%	1.08%	2.03%	1.50%	3.57%	1.99%	5.85%	3.51%	5.19%	5.43%	3.48%	8.70%	2.70%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	193	1	3	9	8	2	4	7	8	5	1	2	4	1	2	1	3	12	12	6	6	3	1	0	2	2	0	1	0	4	2	1	2	1	2	1	6	1	5	2	7	0	2	0	0	3	0	1	3	1	3	2	0	5	4	0	0	4	2	1	3	6	0	0	5	2	6	0					
		0.67%	0.51%	0.34%	0.76%	0.61%	0.29%	0.38%	0.63%	1.06%	0.38%	1.28%	0.41%	0.95%	0.98%	0.37%	0.74%	1.14%	0.73%	0.81%	0.46%	1.09%	0.94%	0.68%	0.00%	0.40%	1.09%	0.00%	0.23%	0.00%	2.47%	0.59%	0.64%	1.18%	1.09%	0.41%	0.38%	1.03%	0.92%	0.89%	0.59%	1.60%	0.00%	0.57%	0.00%	0.00%	0.80%	0.00%	0.81%	0.60%	0.31%	0.66%	0.74%	0.00%	1.42%	1.21%	0.00%	0.00%	0.81%	1.00%	1.79%	1.49%	1.41%	0.00%	0.00%	1.81%	0.70%	0.64%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19202	130	610	729	739	460	653	725	487	811	59	305	255	86	386	91	186	1176	1046	873	378	222	98	108	347	123	71	295	102	93	238	116	116	78	336	190	368	81	348	234	277	395	230	116	32	264	75	80	315	235	289	208	325	230	224	71	75	335	130	41	142	286	40	55	168	193	593	29					
		66.45%	66.33%	68.85%	61.47%	56.50%	65.62%	62.01%	65.43%	64.67%	62.15%	75.64%	62.24%	60.86%	84.31%	70.70%	67.41%	70.72%	71.66%	70.77%	66.69%	68.73%	69.81%	66.22%	73.97%	68.58%	66.85%	71.72%	68.76%	56.98%	57.41%	70.21%	73.89%	68.24%	84.78%	68.71%	73.08%	62.91%	74.31%	62.25%	68.82%	63.39%	73.56%	66.09%	68.64%	48.48%	70.03%	73.53%	65.04%	63.13%	71.87%	63.94%	76.75%	67.43%	65.53%	67.88%	71.00%	80.65%	67.95%	65.00%	73.21%	70.65%	66.98%	70.18%	71.43%	60.87%	67.25%	62.88%	78.38%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	152	1	6	10	10	4	7	6	6	21	0	3	1	0	1	1	0	5	5	7	5	1	0	0	1	2	1	2	2	1	2	0	1	0	1	3	1	0	2	3	5	3	0	0	0	1	0	0	2	1	3	0	2	0	0	1	0	1	1	0	3	3	2	0	0	0	2	0					
		0.53%	0.51%	0.68%	0.84%	0.76%	0.57%	0.66%	0.54%	0.80%	1.61%	0.00%	0.61%	0.24%	0.00%	0.18%	0.74%	0.00%	0.30%	0.34%	0.53%	0.91%	0.31%	0.00%	0.00%	0.20%	1.09%	1.01%	0.47%	1.12%	0.62%	0.59%	0.00%	0.59%	0.00%	0.20%	1.15%	0.17%	0.00%	0.36%	0.88%	1.14%	0.56%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.40%	0.31%	0.66%	0.00%	0.41%	0.00%	0.00%	1.00%	0.00%	0.20%	0.50%	0.00%	1.49%	0.70%	3.51%	0.00%	0.00%	0.00%	0.21%	0.00%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
