Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Лежневская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	195	15	12	11	4	5	4	5	12	4	10	7	5	1	11	6	24	49	8	2									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	9	0	3	3	10	4	5	0	2	0	0	0	2	3	2	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	59	11	6	5	1	5	2	10	0	2	1	1	1	4	1	1	4	1	2	1									
		0.59%	1.28%	1.13%	0.93%	0.18%	0.74%	0.54%	2.24%	0.00%	0.37%	0.18%	0.42%	0.35%	0.63%	0.18%	0.16%	0.88%	0.42%	0.29%	0.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	154	19	12	8	3	8	10	21	3	5	1	2	6	16	17	5	4	4	2	8									
		1.55%	2.21%	2.26%	1.49%	0.53%	1.19%	2.70%	4.70%	1.40%	0.92%	0.18%	0.83%	2.08%	2.50%	3.05%	0.81%	0.88%	1.67%	0.29%	0.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	129	15	10	4	5	0	9	13	4	7	1	3	3	11	18	3	6	2	1	14									
		1.30%	1.75%	1.88%	0.74%	0.88%	0.00%	2.43%	2.91%	1.86%	1.29%	0.18%	1.25%	1.04%	1.72%	3.23%	0.48%	1.31%	0.84%	0.15%	1.54%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7106	588	315	425	430	495	229	233	188	390	465	182	228	456	350	465	282	153	524	708									
		71.61%	68.45%	59.21%	78.99%	75.31%	73.55%	61.73%	52.13%	87.44%	71.96%	84.70%	75.83%	78.89%	71.36%	62.84%	75.12%	61.71%	64.02%	77.29%	77.97%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	2	7	2	1	0	2	5	0	6	1	2	0	1	22	3	0	0	0	0									
		0.54%	0.23%	1.32%	0.37%	0.18%	0.00%	0.54%	1.12%	0.00%	1.11%	0.18%	0.83%	0.00%	0.16%	3.95%	0.48%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	2	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	1	1									
		0.10%	0.23%	0.00%	0.00%	0.18%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.16%	0.00%	0.00%	0.15%	0.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	994	107	79	32	50	50	54	72	3	78	9	20	25	49	68	48	73	41	77	59									
		10.02%	12.46%	14.85%	5.95%	8.76%	7.43%	14.56%	16.11%	1.40%	14.39%	1.64%	8.33%	8.65%	7.67%	12.21%	7.75%	15.97%	17.15%	11.36%	6.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	6	2	2	1	2	2	0	0	0	0	0	0	2	1	0	0	0	2	1									
		0.21%	0.70%	0.38%	0.37%	0.18%	0.30%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.18%	0.00%	0.00%	0.00%	0.29%	0.11%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	39	8	4	2	3	2	0	2	0	1	0	0	1	2	1	2	3	2	1	5									
		0.39%	0.93%	0.75%	0.37%	0.53%	0.30%	0.00%	0.45%	0.00%	0.18%	0.00%	0.00%	0.35%	0.31%	0.18%	0.32%	0.66%	0.84%	0.15%	0.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	0	1	1	0									
		0.09%	0.00%	0.00%	0.00%	0.18%	0.00%	0.27%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.31%	0.00%	0.32%	0.00%	0.42%	0.15%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	6	3	4	3	6	4	5	0	3	2	2	3	3	2	1	2	5	1	4									
		0.59%	0.70%	0.56%	0.74%	0.53%	0.89%	1.08%	1.12%	0.00%	0.55%	0.36%	0.83%	1.04%	0.47%	0.36%	0.16%	0.44%	2.09%	0.15%	0.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	963	60	65	40	42	88	42	68	15	32	66	18	19	70	53	69	59	16	62	79									
		9.70%	6.98%	12.22%	7.43%	7.36%	13.08%	11.32%	15.21%	6.98%	5.90%	12.02%	7.50%	6.57%	10.95%	9.52%	11.15%	12.91%	6.69%	9.14%	8.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	3	2	4	2	3	0	2	0	1	0	2	0	3	5	2	2	0	0	3									
		0.34%	0.35%	0.38%	0.74%	0.35%	0.45%	0.00%	0.45%	0.00%	0.18%	0.00%	0.83%	0.00%	0.47%	0.90%	0.32%	0.44%	0.00%	0.00%	0.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	200	16	18	6	23	10	10	12	1	14	2	2	2	14	12	13	17	5	2	21									
		2.02%	1.86%	3.38%	1.12%	4.03%	1.49%	2.70%	2.68%	0.47%	2.58%	0.36%	0.83%	0.69%	2.19%	2.15%	2.10%	3.72%	2.09%	0.29%	2.31%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
