Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Сычевская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	44	0	0	1	0	0	0	1	1	2	3	0	2	1	1	0	10	17	5									
		0.66%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.41%	0.25%	0.48%	1.86%	0.00%	0.71%	1.01%	0.49%	0.00%	0.69%	1.53%	0.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	139	0	0	15	0	2	1	5	2	6	1	1	2	0	2	6	38	37	21									
		2.07%	0.00%	0.00%	6.88%	0.00%	0.86%	0.57%	2.03%	0.50%	1.43%	0.62%	0.67%	0.71%	0.00%	0.97%	4.41%	2.61%	3.33%	2.66%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	62	0	0	0	0	3	0	1	2	1	3	0	3	2	0	1	18	19	9									
		0.92%	0.00%	0.00%	0.00%	0.00%	1.29%	0.00%	0.41%	0.50%	0.24%	1.86%	0.00%	1.07%	2.02%	0.00%	0.74%	1.24%	1.71%	1.14%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4465	85	58	134	400	161	148	173	346	324	88	118	221	62	130	105	940	580	392									
		66.49%	72.03%	72.50%	61.47%	91.95%	69.40%	85.06%	70.33%	85.86%	76.96%	54.66%	79.19%	78.93%	62.63%	63.11%	77.21%	64.56%	52.21%	49.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	0	0	0	0	1	0	1	0	1	1	0	1	0	3	1	16	9	5									
		0.58%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.41%	0.00%	0.24%	0.62%	0.00%	0.36%	0.00%	1.46%	0.74%	1.10%	0.81%	0.63%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	5	4	1									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	1.01%	0.00%	0.74%	0.34%	0.36%	0.13%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	863	9	10	22	19	38	9	43	11	46	41	12	19	11	28	5	165	200	175									
		12.85%	7.63%	12.50%	10.09%	4.37%	16.38%	5.17%	17.48%	2.73%	10.93%	25.47%	8.05%	6.79%	11.11%	13.59%	3.68%	11.33%	18.00%	22.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	0	0	0	0	1	0	1	1	1	1	0	0	0	2	1	4	8	3									
		0.34%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.41%	0.25%	0.24%	0.62%	0.00%	0.00%	0.00%	0.97%	0.74%	0.27%	0.72%	0.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	6	6	4									
		0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.24%	0.00%	0.00%	0.00%	0.49%	0.00%	0.41%	0.54%	0.51%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.74%	0.00%	0.18%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	0	0	1	0	0	1	0	2	1	1	0	0	2	2	0	7	5	5									
		0.40%	0.00%	0.00%	0.46%	0.00%	0.00%	0.57%	0.00%	0.50%	0.24%	0.62%	0.00%	0.00%	2.02%	0.97%	0.00%	0.48%	0.45%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	762	24	11	35	16	21	11	15	29	31	17	15	12	17	30	14	141	180	143									
		11.35%	20.34%	13.75%	16.06%	3.68%	9.05%	6.32%	6.10%	7.20%	7.36%	10.56%	10.07%	4.29%	17.17%	14.56%	10.29%	9.68%	16.20%	18.10%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	5	4	3									
		0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.25%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.36%	0.38%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	70	0	0	5	0	4	2	2	1	4	1	2	1	0	4	1	15	16	12									
		1.04%	0.00%	0.00%	2.29%	0.00%	1.72%	1.15%	0.81%	0.25%	0.95%	0.62%	1.34%	0.36%	0.00%	1.94%	0.74%	1.03%	1.44%	1.52%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
