Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Пыть-Яхская городская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190					
		0.40%	0.20%	0.15%	0.35%	0.14%	0.14%	0.28%	0.44%	0.73%	1.39%	0.27%	0.24%	0.20%	0.00%	0.40%	0.00%	0.76%					
24	7.Политическая партия «Либерально-демократическая партия России»	2705	207	168	220	206	91	219	237	212	209	98	189	150	188	81	78	152					
		13.96%	13.54%	12.32%	15.28%	14.08%	12.67%	15.18%	13.01%	13.98%	12.12%	13.17%	14.89%	14.68%	16.07%	16.01%	13.22%	14.37%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1248	108	84	90	105	36	104	124	95	118	47	81	46	105	20	28	57					
		6.44%	7.06%	6.16%	6.25%	7.18%	5.01%	7.21%	6.81%	6.27%	6.84%	6.32%	6.38%	4.50%	8.97%	3.95%	4.75%	5.39%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	211	11	9	8	12	8	16	42	8	36	7	10	12	6	1	7	18					
		1.09%	0.72%	0.66%	0.56%	0.82%	1.11%	1.11%	2.31%	0.53%	2.09%	0.94%	0.79%	1.17%	0.51%	0.20%	1.19%	1.70%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11903	921	869	880	919	478	902	1076	954	999	482	801	626	674	296	385	641					
		61.43%	60.24%	63.71%	61.11%	62.82%	66.57%	62.51%	59.09%	62.93%	57.95%	64.78%	63.12%	61.25%	57.61%	58.50%	65.25%	60.59%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	253	20	14	18	13	10	18	38	21	33	15	11	14	3	4	9	12					
		1.31%	1.31%	1.03%	1.25%	0.89%	1.39%	1.25%	2.09%	1.39%	1.91%	2.02%	0.87%	1.37%	0.26%	0.79%	1.53%	1.13%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
