Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Большеулуйская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №736	УИК №737	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №2268									
		0.19%	0.63%	0.00%	0.21%	0.83%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	695	25	13	188	36	14	32	11	22	20	27	73	32	32	8	9	12	25	5	102	9									
		19.35%	15.63%	17.11%	19.36%	15.00%	11.97%	17.68%	13.75%	17.46%	19.80%	31.40%	25.61%	24.43%	21.33%	10.00%	18.37%	22.64%	21.19%	9.09%	21.16%	18.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	0	2	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0									
		0.19%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.70%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	0	0	5	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0									
		0.45%	0.00%	0.00%	0.51%	2.08%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0									
		0.11%	0.00%	0.00%	0.10%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	1	0	4	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1	0									
		0.36%	0.63%	0.00%	0.41%	0.00%	0.00%	0.00%	1.25%	0.00%	0.99%	1.16%	0.00%	0.76%	0.00%	0.00%	2.04%	1.89%	0.85%	0.00%	0.21%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	325	16	4	106	21	9	18	2	6	9	1	40	10	14	6	5	2	5	3	41	7									
		9.05%	10.00%	5.26%	10.92%	8.75%	7.69%	9.94%	2.50%	4.76%	8.91%	1.16%	14.04%	7.63%	9.33%	7.50%	10.20%	3.77%	4.24%	5.45%	8.51%	14.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	159	9	0	69	4	1	15	0	1	8	1	5	3	5	1	0	2	1	4	30	0									
		4.43%	5.63%	0.00%	7.11%	1.67%	0.85%	8.29%	0.00%	0.79%	7.92%	1.16%	1.75%	2.29%	3.33%	1.25%	0.00%	3.77%	0.85%	7.27%	6.22%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	145	5	8	53	8	3	7	1	4	1	2	8	8	5	2	1	1	4	0	23	1									
		4.04%	3.13%	10.53%	5.46%	3.33%	2.56%	3.87%	1.25%	3.17%	0.99%	2.33%	2.81%	6.11%	3.33%	2.50%	2.04%	1.89%	3.39%	0.00%	4.77%	2.00%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
