Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Читинская - 43																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №3601	УИК №3602	УИК №3603	УИК №3604	УИК №3605	УИК №3607	УИК №3608	УИК №3609	УИК №3635	УИК №3636	УИК №3637	УИК №3638	УИК №3639	УИК №3640	УИК №3641	УИК №3642	УИК №3643	УИК №3644	УИК №3645	УИК №3646	УИК №3647	УИК №3654	УИК №3655									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	155	1	0	2	25	2	16	31	9	5	0	14	1	9	8	3	3	4	4	8	2	4	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	298	2	5	5	20	17	6	6	2	5	3	10	18	19	17	16	6	12	26	26	15	27	20	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	0	0	1	2	2	6	1	1	0	2	0	2	4	2	1	0	0	2	3	0	1	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	113	2	0	1	10	4	17	8	3	0	2	0	3	10	2	2	12	3	4	9	2	10	4	5									
		1.22%	1.03%	0.00%	1.49%	1.31%	0.82%	1.95%	1.35%	2.01%	0.00%	0.76%	0.00%	1.05%	1.38%	0.54%	0.47%	3.59%	0.85%	0.54%	1.50%	0.81%	1.44%	1.40%	1.06%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	314	9	1	1	32	14	23	20	6	4	4	1	11	22	12	12	11	12	30	22	15	21	9	22									
		3.40%	4.62%	2.44%	1.49%	4.20%	2.88%	2.64%	3.38%	4.03%	2.60%	1.52%	0.88%	3.83%	3.04%	3.26%	2.84%	3.29%	3.42%	4.02%	3.67%	6.05%	3.02%	3.15%	4.65%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	180	1	1	3	11	6	10	9	4	3	6	3	4	21	9	9	13	9	12	9	1	18	7	11									
		1.95%	0.51%	2.44%	4.48%	1.44%	1.23%	1.15%	1.52%	2.68%	1.95%	2.28%	2.65%	1.39%	2.90%	2.45%	2.13%	3.89%	2.56%	1.61%	1.50%	0.40%	2.59%	2.45%	2.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3284	72	18	33	304	190	273	233	58	76	97	39	92	222	108	134	131	131	250	188	95	244	125	171									
		35.58%	36.92%	43.90%	49.25%	39.90%	39.09%	31.31%	39.36%	38.93%	49.35%	36.88%	34.51%	32.06%	30.66%	29.35%	31.68%	39.22%	37.32%	33.47%	31.33%	38.31%	35.11%	43.71%	36.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	84	0	0	0	2	3	6	5	0	0	1	3	4	9	2	3	3	1	10	9	5	17	0	1									
		0.91%	0.00%	0.00%	0.00%	0.26%	0.62%	0.69%	0.84%	0.00%	0.00%	0.38%	2.65%	1.39%	1.24%	0.54%	0.71%	0.90%	0.28%	1.34%	1.50%	2.02%	2.45%	0.00%	0.21%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	1	0	3	2	4	4	0	0	0	0	0	2	0	1	4	0	0	1	0	2	0	0									
		0.26%	0.00%	2.44%	0.00%	0.39%	0.41%	0.46%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.24%	1.20%	0.00%	0.00%	0.17%	0.00%	0.29%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2598	56	8	5	183	111	269	176	25	44	100	31	81	208	120	130	69	101	228	178	67	198	83	127									
		28.15%	28.72%	19.51%	7.46%	24.02%	22.84%	30.85%	29.73%	16.78%	28.57%	38.02%	27.43%	28.22%	28.73%	32.61%	30.73%	20.66%	28.77%	30.52%	29.67%	27.02%	28.49%	29.02%	26.85%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	47	0	0	0	0	1	8	7	1	0	0	1	3	3	1	2	2	1	4	6	1	2	1	3									
		0.51%	0.00%	0.00%	0.00%	0.00%	0.21%	0.92%	1.18%	0.67%	0.00%	0.00%	0.88%	1.05%	0.41%	0.27%	0.47%	0.60%	0.28%	0.54%	1.00%	0.40%	0.29%	0.35%	0.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	1	0	0	2	4	4	7	2	1	0	0	3	8	2	3	5	2	4	5	2	1	2	2									
		0.65%	0.51%	0.00%	0.00%	0.26%	0.82%	0.46%	1.18%	1.34%	0.65%	0.00%	0.00%	1.05%	1.10%	0.54%	0.71%	1.50%	0.57%	0.54%	0.83%	0.81%	0.14%	0.70%	0.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	1	0	1	1	1	0	0	0	2	0	0	0	3	0	0	1	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.13%	0.00%	0.11%	0.17%	0.67%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	2	0	0	2	3	4	8	3	0	1	0	4	6	3	4	5	3	1	10	0	5	1	0									
		0.70%	1.03%	0.00%	0.00%	0.26%	0.62%	0.46%	1.35%	2.01%	0.00%	0.38%	0.00%	1.39%	0.83%	0.82%	0.95%	1.50%	0.85%	0.13%	1.67%	0.00%	0.72%	0.35%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1723	44	8	20	150	114	205	80	40	17	35	22	55	138	67	79	29	61	144	123	41	113	43	95									
		18.67%	22.56%	19.51%	29.85%	19.69%	23.46%	23.51%	13.51%	26.85%	11.04%	13.31%	19.47%	19.16%	19.06%	18.21%	18.68%	8.68%	17.38%	19.28%	20.50%	16.53%	16.26%	15.03%	20.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	93	2	0	0	8	8	17	5	2	2	3	2	1	8	7	3	3	0	3	6	3	8	0	2									
		1.01%	1.03%	0.00%	0.00%	1.05%	1.65%	1.95%	0.84%	1.34%	1.30%	1.14%	1.77%	0.35%	1.10%	1.90%	0.71%	0.90%	0.00%	0.40%	1.00%	1.21%	1.15%	0.00%	0.42%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	408	1	1	3	35	15	21	18	3	5	11	7	19	47	24	27	25	15	33	20	7	40	7	24									
		4.42%	0.51%	2.44%	4.48%	4.59%	3.09%	2.41%	3.04%	2.01%	3.25%	4.18%	6.19%	6.62%	6.49%	6.52%	6.38%	7.49%	4.27%	4.42%	3.33%	2.82%	5.76%	2.45%	5.07%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
