Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																				
Дата голосования: 07.12.2003 0:00:00																																																																				
																																																																				
Наименование Избирательной комиссии:    Копейская городская																																																																				
																																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																				
																																																																				
		Сумма	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	744	15	8	8	10	12	15	10	15	8	10	8	8	20	15	10	15	15	15	10	10	8	8	10	10	8	10	10	15	15	20	10	20	15	15	20	20	15	8	10	10	10	10	10	10	10	10	20	20	10	8	10	15	10	15	15	15	20	10	6	6	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	242	9	2	0	0	1	4	1	5	0	4	0	2	5	4	0	4	5	9	5	7	4	6	5	5	1	7	4	4	7	3	3	3	7	7	13	3	7	0	0	2	2	5	2	1	3	1	9	9	1	0	2	4	3	9	6	8	8	5	1	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	164	3	5	1	1	2	2	1	3	0	1	1	4	5	7	5	2	1	3	2	0	5	2	1	3	1	4	1	6	3	0	1	1	2	1	3	1	2	1	1	1	0	1	0	1	1	1	5	2	0	2	1	1	1	1	1	4	3	39	0	6	5					
14	Число погашенных открепительных удостоверений	502	6	6	8	10	11	11	9	10	8	6	8	6	15	11	10	11	10	6	5	3	4	2	5	5	7	3	6	11	8	17	7	17	8	8	7	17	8	8	10	8	8	5	8	9	7	9	11	11	9	8	8	11	7	6	9	7	12	5	5	5	6					
15	Число открепительных удостоверений выданных ТИК	56	0	0	0	1	1	3	0	3	1	1	1	0	6	2	1	0	3	1	1	0	1	1	2	0	0	0	1	0	2	0	2	1	0	0	2	0	2	0	1	1	0	2	0	1	2	1	0	1	0	1	0	0	0	1	2	0	0	0	0	1	3					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
18	"1. ""ЕДИНЕНИЕ"""	306	5	7	3	6	11	9	5	6	0	3	3	6	8	3	3	5	12	5	3	5	4	4	6	5	1	5	5	3	7	10	6	4	7	4	1	13	11	4	2	4	2	0	8	3	2	7	3	4	1	3	3	4	6	8	5	8	6	11	2	2	4					
		0.66%	0.51%	1.64%	0.80%	1.23%	1.27%	0.92%	0.65%	0.64%	0.0%	0.37%	1.33%	1.40%	0.75%	0.37%	0.53%	0.47%	1.03%	0.52%	0.38%	0.85%	0.68%	1.10%	0.97%	0.73%	0.34%	0.55%	0.81%	0.27%	0.73%	0.76%	0.65%	0.30%	0.54%	0.34%	0.08%	0.95%	0.99%	1.60%	0.36%	1.20%	0.35%	0.0%	1.61%	0.45%	0.38%	1.09%	0.23%	0.33%	0.15%	0.68%	0.52%	0.51%	0.97%	0.75%	0.50%	0.76%	0.50%	1.34%	1.58%	2.43%	0.72%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1189	13	17	8	4	26	14	15	19	3	14	5	15	23	18	16	30	34	17	14	15	24	10	20	20	9	46	20	43	29	44	35	45	27	47	31	41	40	2	9	9	11	22	8	11	19	14	13	19	7	7	21	19	9	12	29	14	33	30	5	2	13					
		2.56%	1.34%	3.99%	2.14%	0.82%	3.00%	1.43%	1.97%	2.04%	1.14%	1.73%	2.23%	3.50%	2.16%	2.24%	2.87%	2.84%	2.94%	1.78%	1.81%	2.55%	4.11%	2.76%	3.25%	2.92%	3.11%	5.11%	3.27%	3.95%	3.06%	3.36%	3.83%	3.48%	2.09%	4.10%	2.48%	3.01%	3.61%	0.80%	1.65%	2.70%	1.94%	2.88%	1.61%	1.67%	3.65%	2.18%	1.01%	1.60%	1.06%	1.60%	3.65%	2.46%	1.46%	1.12%	2.91%	1.33%	2.77%	3.66%	3.96%	2.43%	2.37%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	14343	439	113	140	164	344	342	285	338	85	237	68	125	252	243	127	294	322	249	232	164	131	89	240	186	91	226	184	253	288	339	249	298	338	298	408	344	235	67	162	113	172	234	153	247	213	268	537	528	270	197	148	227	181	356	310	389	410	258	42	22	79					
		30.95%	45.44%	26.52%	37.53%	33.67%	39.76%	35.14%	37.45%	36.30%	32.56%	29.33%	30.35%	29.20%	23.68%	30.26%	22.84%	27.92%	27.87%	26.15%	30.05%	27.98%	22.46%	24.58%	39.02%	27.23%	31.48%	25.11%	30.16%	23.29%	30.41%	25.93%	27.27%	23.06%	26.22%	26.00%	32.71%	25.25%	21.22%	26.90%	29.77%	33.93%	30.44%	30.70%	30.97%	37.53%	40.96%	41.80%	41.85%	44.55%	41.09%	45.28%	25.73%	29.40%	29.43%	33.52%	31.18%	37.04%	34.51%	31.50%	33.33%	26.82%	14.41%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1976	11	10	11	15	21	34	27	27	15	33	10	19	24	32	28	46	55	49	37	24	32	5	13	29	18	47	39	82	37	67	44	81	69	59	48	85	72	8	19	11	16	33	17	19	17	21	44	39	30	5	27	33	23	45	53	39	77	34	1	1	9					
		4.26%	1.13%	2.34%	2.94%	3.08%	2.42%	3.49%	3.54%	2.90%	5.74%	4.08%	4.46%	4.43%	2.25%	3.98%	5.03%	4.36%	4.76%	5.14%	4.79%	4.09%	5.48%	1.38%	2.11%	4.24%	6.22%	5.22%	6.39%	7.55%	3.90%	5.12%	4.81%	6.26%	5.35%	5.14%	3.84%	6.24%	6.50%	3.21%	3.49%	3.30%	2.83%	4.33%	3.44%	2.88%	3.26%	3.27%	3.42%	3.29%	4.56%	1.14%	4.69%	4.27%	3.73%	4.23%	5.33%	3.71%	6.48%	4.15%	0.79%	1.21%	1.64%					
22	"5. ""За Русь Святую"""	157	4	1	0	2	4	7	1	3	1	7	2	2	7	2	0	4	4	1	0	3	5	0	1	3	3	2	2	5	2	3	6	3	1	2	4	6	1	2	4	1	2	1	0	5	2	2	4	4	1	1	0	2	1	6	3	2	4	4	0	1	1					
		0.33%	0.41%	0.23%	0.0%	0.41%	0.46%	0.71%	0.13%	0.32%	0.38%	0.86%	0.89%	0.46%	0.65%	0.24%	0.0%	0.37%	0.34%	0.10%	0.0%	0.51%	0.85%	0.0%	0.16%	0.43%	1.03%	0.22%	0.32%	0.46%	0.21%	0.22%	0.65%	0.23%	0.07%	0.17%	0.32%	0.44%	0.09%	0.80%	0.73%	0.30%	0.35%	0.13%	0.0%	0.75%	0.38%	0.31%	0.31%	0.33%	0.15%	0.22%	0.0%	0.25%	0.16%	0.56%	0.30%	0.19%	0.33%	0.48%	0.0%	1.21%	0.18%					
23	"6. ""Объединенная Российская партия ""Русь"""	70	2	0	1	1	1	1	2	1	0	0	0	0	4	1	0	1	1	0	0	1	5	0	2	1	1	0	2	1	2	2	1	1	2	1	7	3	1	0	3	1	1	0	0	0	1	1	1	0	1	1	0	0	1	3	0	4	2	0	0	0	1					
		0.15%	0.20%	0.0%	0.26%	0.20%	0.11%	0.10%	0.26%	0.10%	0.0%	0.0%	0.0%	0.0%	0.37%	0.12%	0.0%	0.09%	0.08%	0.0%	0.0%	0.17%	0.85%	0.0%	0.32%	0.14%	0.34%	0.0%	0.32%	0.09%	0.21%	0.15%	0.10%	0.07%	0.15%	0.08%	0.56%	0.22%	0.09%	0.0%	0.55%	0.30%	0.17%	0.0%	0.0%	0.0%	0.19%	0.15%	0.07%	0.0%	0.15%	0.22%	0.0%	0.0%	0.16%	0.28%	0.0%	0.38%	0.16%	0.0%	0.0%	0.0%	0.18%					
24	"7. ""Новый курс - Автомобильная Россия"""	320	2	4	3	3	5	5	6	4	1	4	3	2	7	5	5	7	8	6	2	3	5	6	4	19	3	7	1	5	10	2	3	6	10	6	11	10	14	1	0	0	2	2	3	9	3	3	9	4	3	6	8	8	3	8	5	5	9	9	1	5	7					
		0.69%	0.20%	0.93%	0.80%	0.61%	0.57%	0.51%	0.78%	0.42%	0.38%	0.49%	1.33%	0.46%	0.65%	0.62%	0.89%	0.66%	0.69%	0.63%	0.25%	0.51%	0.85%	1.65%	0.65%	2.78%	1.03%	0.77%	0.16%	0.46%	1.05%	0.15%	0.32%	0.46%	0.77%	0.52%	0.88%	0.73%	1.26%	0.40%	0.0%	0.0%	0.35%	0.26%	0.60%	1.36%	0.57%	0.46%	0.70%	0.33%	0.45%	1.37%	1.39%	1.03%	0.48%	0.75%	0.50%	0.47%	0.75%	1.09%	0.79%	6.09%	1.27%					
25	"8. ""Народно-республиканская партия России"""	47	5	0	0	0	0	1	0	1	2	0	0	1	1	0	0	1	4	0	1	1	3	0	0	1	0	0	0	4	1	1	0	0	0	0	3	1	0	0	0	0	1	1	1	1	1	0	3	0	1	2	0	0	1	0	0	1	2	0	0	0	0					
		0.10%	0.51%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.10%	0.76%	0.0%	0.0%	0.23%	0.09%	0.0%	0.0%	0.09%	0.34%	0.0%	0.12%	0.17%	0.51%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.36%	0.10%	0.07%	0.0%	0.0%	0.0%	0.0%	0.24%	0.07%	0.0%	0.0%	0.0%	0.0%	0.17%	0.13%	0.20%	0.15%	0.19%	0.0%	0.23%	0.0%	0.15%	0.45%	0.0%	0.0%	0.16%	0.0%	0.0%	0.09%	0.16%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	143	3	1	0	2	2	2	1	2	1	4	0	2	1	1	0	6	2	3	3	4	6	1	0	2	2	1	2	3	2	9	6	7	7	8	3	2	2	1	0	0	1	2	1	1	2	0	10	2	0	2	0	0	1	3	3	3	5	2	0	0	1					
		0.30%	0.31%	0.23%	0.0%	0.41%	0.23%	0.20%	0.13%	0.21%	0.38%	0.49%	0.0%	0.46%	0.09%	0.12%	0.0%	0.56%	0.17%	0.31%	0.38%	0.68%	1.02%	0.27%	0.0%	0.29%	0.69%	0.11%	0.32%	0.27%	0.21%	0.68%	0.65%	0.54%	0.54%	0.69%	0.24%	0.14%	0.18%	0.40%	0.0%	0.0%	0.17%	0.26%	0.20%	0.15%	0.38%	0.0%	0.77%	0.16%	0.0%	0.45%	0.0%	0.0%	0.16%	0.28%	0.30%	0.28%	0.42%	0.24%	0.0%	0.0%	0.18%					
27	"10. ""Аграрная партия России"""	698	8	14	7	14	12	6	9	26	2	18	2	5	25	17	5	14	10	11	14	9	7	10	9	12	2	13	9	23	13	22	16	25	17	19	15	19	16	6	10	9	9	9	4	10	1	8	13	11	6	7	6	13	6	19	10	17	24	12	5	2	6					
		1.50%	0.82%	3.28%	1.87%	2.87%	1.38%	0.61%	1.18%	2.79%	0.76%	2.22%	0.89%	1.16%	2.34%	2.11%	0.89%	1.32%	0.86%	1.15%	1.81%	1.53%	1.20%	2.76%	1.46%	1.75%	0.69%	1.44%	1.47%	2.11%	1.37%	1.68%	1.75%	1.93%	1.31%	1.65%	1.20%	1.39%	1.44%	2.40%	1.83%	2.70%	1.59%	1.18%	0.80%	1.51%	0.19%	1.24%	1.01%	0.92%	0.91%	1.60%	1.04%	1.68%	0.97%	1.78%	1.00%	1.61%	2.02%	1.46%	3.96%	2.43%	1.09%					
28	"11. ""Истинные патриоты России"""	89	1	1	0	0	1	0	1	2	0	0	0	0	2	1	0	0	3	1	0	0	13	2	1	1	0	0	1	2	2	1	2	2	2	1	2	1	1	1	2	0	0	2	0	0	1	1	1	2	3	0	1	2	1	1	9	5	4	2	0	0	4					
		0.19%	0.10%	0.23%	0.0%	0.0%	0.11%	0.0%	0.13%	0.21%	0.0%	0.0%	0.0%	0.0%	0.18%	0.12%	0.0%	0.0%	0.25%	0.10%	0.0%	0.0%	2.22%	0.55%	0.16%	0.14%	0.0%	0.0%	0.16%	0.18%	0.21%	0.07%	0.21%	0.15%	0.15%	0.08%	0.16%	0.07%	0.09%	0.40%	0.36%	0.0%	0.0%	0.26%	0.0%	0.0%	0.19%	0.15%	0.07%	0.16%	0.45%	0.0%	0.17%	0.25%	0.16%	0.09%	0.90%	0.47%	0.33%	0.24%	0.0%	0.0%	0.72%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	329	8	6	8	9	2	6	6	9	3	3	0	2	7	5	4	4	13	4	3	7	2	6	7	11	1	2	5	6	4	14	5	9	8	5	7	11	13	3	4	7	3	4	2	11	3	5	14	9	2	0	2	5	5	6	3	2	2	2	1	3	6					
		0.70%	0.82%	1.40%	2.14%	1.84%	0.23%	0.61%	0.78%	0.96%	1.14%	0.37%	0.0%	0.46%	0.65%	0.62%	0.71%	0.37%	1.12%	0.42%	0.38%	1.19%	0.34%	1.65%	1.13%	1.61%	0.34%	0.22%	0.81%	0.55%	0.42%	1.07%	0.54%	0.69%	0.62%	0.43%	0.56%	0.80%	1.17%	1.20%	0.73%	2.10%	0.53%	0.52%	0.40%	1.67%	0.57%	0.78%	1.09%	0.75%	0.30%	0.0%	0.34%	0.64%	0.81%	0.56%	0.30%	0.19%	0.16%	0.24%	0.79%	3.65%	1.09%					
30	"13. ""Демократическая партия России"""	83	1	0	1	0	4	0	4	2	0	0	0	1	2	0	1	0	2	1	0	0	0	0	0	5	3	2	2	2	1	4	1	1	4	0	5	2	1	0	0	1	1	0	1	2	1	2	4	1	0	0	4	2	0	3	2	3	4	0	0	0	0					
		0.17%	0.10%	0.0%	0.26%	0.0%	0.46%	0.0%	0.52%	0.21%	0.0%	0.0%	0.0%	0.23%	0.18%	0.0%	0.17%	0.0%	0.17%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	1.03%	0.22%	0.32%	0.18%	0.10%	0.30%	0.10%	0.07%	0.31%	0.0%	0.40%	0.14%	0.09%	0.0%	0.0%	0.30%	0.17%	0.0%	0.20%	0.30%	0.19%	0.31%	0.31%	0.08%	0.0%	0.0%	0.69%	0.25%	0.0%	0.28%	0.20%	0.28%	0.33%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	57	1	0	1	1	2	3	2	5	0	2	0	1	5	0	0	2	0	4	0	0	0	2	0	0	0	2	0	0	0	3	0	2	1	0	2	1	2	0	0	1	0	0	1	0	0	0	0	0	1	0	2	1	1	3	0	1	1	0	0	0	1					
		0.12%	0.10%	0.0%	0.26%	0.20%	0.23%	0.30%	0.26%	0.53%	0.0%	0.24%	0.0%	0.23%	0.46%	0.0%	0.0%	0.18%	0.0%	0.42%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.22%	0.0%	0.15%	0.07%	0.0%	0.16%	0.07%	0.18%	0.0%	0.0%	0.30%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.34%	0.12%	0.16%	0.28%	0.0%	0.09%	0.08%	0.0%	0.0%	0.0%	0.18%					
32	"15. ""Партия СЛОН"""	73	4	1	0	2	1	1	0	3	1	2	0	1	2	1	3	1	1	3	1	2	2	0	1	2	1	2	1	0	0	0	1	0	5	0	0	0	1	0	2	0	0	3	0	0	2	0	2	4	0	1	0	1	0	2	0	1	1	4	0	2	2					
		0.15%	0.41%	0.23%	0.0%	0.41%	0.11%	0.10%	0.0%	0.32%	0.38%	0.24%	0.0%	0.23%	0.18%	0.12%	0.53%	0.09%	0.08%	0.31%	0.12%	0.34%	0.34%	0.0%	0.16%	0.29%	0.34%	0.22%	0.16%	0.0%	0.0%	0.0%	0.10%	0.0%	0.38%	0.0%	0.0%	0.0%	0.09%	0.0%	0.36%	0.0%	0.0%	0.39%	0.0%	0.0%	0.38%	0.0%	0.15%	0.33%	0.0%	0.22%	0.0%	0.12%	0.0%	0.18%	0.0%	0.09%	0.08%	0.48%	0.0%	2.43%	0.36%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1762	35	21	11	18	21	30	22	19	10	29	8	20	42	30	19	54	41	43	28	23	23	18	28	26	9	45	16	47	38	65	39	57	57	44	63	63	57	7	16	10	16	17	17	22	22	29	33	27	16	11	13	33	25	35	41	35	43	45	5	3	22					
		3.80%	3.62%	4.92%	2.94%	3.69%	2.42%	3.08%	2.89%	2.04%	3.83%	3.58%	3.57%	4.67%	3.94%	3.73%	3.41%	5.12%	3.54%	4.51%	3.62%	3.92%	3.94%	4.97%	4.55%	3.80%	3.11%	5.0%	2.62%	4.32%	4.01%	4.97%	4.27%	4.41%	4.42%	3.83%	5.05%	4.62%	5.14%	2.81%	2.94%	3.00%	2.83%	2.23%	3.44%	3.34%	4.23%	4.52%	2.57%	2.27%	2.43%	2.52%	2.26%	4.27%	4.06%	3.29%	4.12%	3.33%	3.61%	5.49%	3.96%	3.65%	4.01%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	89	1	2	3	0	1	2	3	0	0	3	0	0	4	1	1	2	2	1	1	2	1	1	2	4	1	0	3	0	1	1	2	3	1	2	1	1	7	0	0	0	1	4	2	1	2	0	2	3	1	2	0	0	2	2	4	2	1	0	0	0	0					
		0.19%	0.10%	0.46%	0.80%	0.0%	0.11%	0.20%	0.39%	0.0%	0.0%	0.37%	0.0%	0.0%	0.37%	0.12%	0.17%	0.18%	0.17%	0.10%	0.12%	0.34%	0.17%	0.27%	0.32%	0.58%	0.34%	0.0%	0.49%	0.0%	0.10%	0.07%	0.21%	0.23%	0.07%	0.17%	0.08%	0.07%	0.63%	0.0%	0.0%	0.0%	0.17%	0.52%	0.40%	0.15%	0.38%	0.0%	0.15%	0.25%	0.15%	0.45%	0.0%	0.0%	0.32%	0.18%	0.40%	0.19%	0.08%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	5663	82	33	54	64	95	95	78	110	32	113	41	46	165	125	102	164	158	112	89	69	61	27	71	107	34	118	65	105	121	158	102	137	150	156	127	168	146	48	81	46	96	117	58	81	65	74	137	101	75	72	65	106	72	102	135	100	147	101	15	10	79					
		12.22%	8.48%	7.74%	14.47%	13.14%	10.98%	9.76%	10.24%	11.81%	12.26%	13.98%	18.30%	10.74%	15.50%	15.56%	18.34%	15.57%	13.67%	11.76%	11.52%	11.77%	10.46%	7.45%	11.54%	15.66%	11.76%	13.11%	10.65%	9.66%	12.77%	12.08%	11.17%	10.60%	11.63%	13.61%	10.18%	12.33%	13.18%	19.27%	14.88%	13.81%	16.99%	15.35%	11.74%	12.31%	12.5%	11.54%	10.67%	8.52%	11.41%	16.55%	11.30%	13.73%	11.70%	9.60%	13.58%	9.52%	12.37%	12.33%	11.90%	12.19%	14.41%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	495	6	3	3	2	9	7	3	9	4	4	1	4	13	7	10	12	21	11	10	3	4	5	10	6	1	9	4	12	8	13	10	11	17	11	7	11	15	4	7	6	11	9	11	6	4	3	13	12	8	3	2	7	14	16	8	15	12	13	0	2	13					
		1.06%	0.62%	0.70%	0.80%	0.41%	1.04%	0.71%	0.39%	0.96%	1.53%	0.49%	0.44%	0.93%	1.22%	0.87%	1.79%	1.13%	1.81%	1.15%	1.29%	0.51%	0.68%	1.38%	1.62%	0.87%	0.34%	1.0%	0.65%	1.10%	0.84%	0.99%	1.09%	0.85%	1.31%	0.95%	0.56%	0.80%	1.35%	1.60%	1.28%	1.80%	1.94%	1.18%	2.22%	0.91%	0.76%	0.46%	1.01%	1.01%	1.21%	0.68%	0.34%	0.90%	2.27%	1.50%	0.80%	1.42%	1.01%	1.58%	0.0%	2.43%	2.37%					
37	"20. ""Политическая партия ""Единая Россия"""	9898	177	121	63	95	167	206	166	176	55	168	45	112	292	191	140	222	258	219	184	126	138	91	114	145	47	214	149	259	204	308	224	321	319	241	257	301	268	48	110	61	147	138	136	108	86	95	214	191	103	66	156	161	131	195	169	176	193	160	37	18	216					
		21.35%	18.32%	28.40%	16.89%	19.50%	19.30%	21.17%	21.81%	18.90%	21.07%	20.79%	20.08%	26.16%	27.44%	23.78%	25.17%	21.08%	22.33%	23.00%	23.83%	21.50%	23.67%	25.13%	18.53%	21.22%	16.26%	23.77%	24.42%	23.84%	21.54%	23.56%	24.53%	24.84%	24.74%	21.02%	20.60%	22.09%	24.20%	19.27%	20.22%	18.31%	26.01%	18.11%	27.53%	16.41%	16.53%	14.82%	16.67%	16.11%	15.67%	15.17%	27.13%	20.85%	21.30%	18.36%	17.00%	16.76%	16.24%	19.53%	29.36%	21.95%	39.41%					
38	"21. ""Российская Конституционно-демократическая партия"""	48	2	3	0	0	1	0	2	0	1	1	0	0	2	1	1	3	0	1	1	0	2	3	1	1	0	1	0	0	0	0	1	1	3	0	0	1	0	1	1	1	2	0	1	0	2	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0					
		0.10%	0.20%	0.70%	0.0%	0.0%	0.11%	0.0%	0.26%	0.0%	0.38%	0.12%	0.0%	0.0%	0.18%	0.12%	0.17%	0.28%	0.0%	0.10%	0.12%	0.0%	0.34%	0.82%	0.16%	0.14%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.10%	0.07%	0.23%	0.0%	0.0%	0.07%	0.0%	0.40%	0.18%	0.30%	0.35%	0.0%	0.20%	0.0%	0.38%	0.15%	0.07%	0.0%	0.0%	0.0%	0.17%	0.0%	0.16%	0.0%	0.10%	0.09%	0.08%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	96	2	0	0	1	0	2	0	1	0	0	0	0	1	1	1	2	1	2	4	1	1	1	1	1	0	3	1	3	5	7	1	4	5	2	3	3	6	0	2	4	1	1	1	1	1	1	3	2	0	1	0	0	0	1	2	2	6	1	0	0	0					
