Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
"Наименование Избирательной комиссии:    Ижевск, Ленинская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5912	91	117	112	110	127	79	131	62	126	109	140	123	139	89	156	113	79	159	105	159	142	157	113	137	120	173	191	157	116	102	8	122	115	123	67	100	163	125	27	12	126	48	25	126	176	163	145	122	74	97	75	40	99					
		12.17%	11.74%	12.65%	12.36%	13.89%	10.10%	13.06%	10.48%	9.49%	12.98%	9.86%	10.27%	11.78%	10.99%	8.97%	12.44%	12.36%	11.62%	14.76%	11.97%	13.33%	13.05%	12.84%	12.22%	13.11%	15.35%	15.04%	12.57%	14.07%	11.52%	14.31%	11.43%	11.93%	11.71%	13.10%	11.36%	11.59%	13.07%	11.57%	20.00%	10.53%	12.71%	14.37%	7.96%	12.23%	13.27%	12.09%	14.29%	12.01%	13.94%	8.76%	11.68%	11.73%	9.30%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9250	150	171	166	145	218	120	216	133	171	186	239	191	252	163	239	168	137	216	184	232	211	284	217	204	163	253	324	218	218	121	14	216	187	188	115	150	198	200	19	27	189	56	17	239	245	227	199	187	99	188	125	60	195					
		19.04%	19.35%	18.49%	18.32%	18.31%	17.33%	19.83%	17.28%	20.37%	17.61%	16.82%	17.53%	18.30%	19.94%	16.43%	19.06%	18.38%	20.15%	20.06%	20.98%	19.45%	19.39%	23.22%	23.46%	19.52%	20.84%	22.00%	21.32%	19.53%	21.65%	16.97%	20.00%	21.11%	19.04%	20.02%	19.49%	17.38%	15.88%	18.52%	14.07%	23.68%	19.07%	16.77%	5.41%	23.20%	18.48%	16.84%	19.61%	18.41%	18.64%	16.98%	19.47%	17.60%	18.31%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1693	24	21	27	22	40	14	16	16	32	24	13	32	36	29	39	14	13	46	33	70	56	43	42	46	27	54	72	52	36	46	1	35	30	34	26	28	48	34	4	6	41	11	0	31	66	72	50	45	14	21	20	9	32					
		3.49%	3.10%	2.27%	2.98%	2.78%	3.18%	2.31%	1.28%	2.45%	3.30%	2.17%	0.95%	3.07%	2.85%	2.92%	3.11%	1.53%	1.91%	4.27%	3.76%	5.87%	5.15%	3.52%	4.54%	4.40%	3.45%	4.70%	4.74%	4.66%	3.57%	6.45%	1.43%	3.42%	3.05%	3.62%	4.41%	3.24%	3.85%	3.15%	2.96%	5.26%	4.14%	3.29%	0.00%	3.01%	4.98%	5.34%	4.93%	4.43%	2.64%	1.90%	3.12%	2.64%	3.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10619	231	215	208	173	304	167	268	142	202	260	283	232	321	215	226	199	160	219	190	291	194	241	188	242	200	230	373	298	212	132	7	219	214	144	112	158	238	209	34	19	248	79	19	216	310	358	233	205	111	224	127	80	239					
		21.86%	29.81%	23.24%	22.96%	21.84%	24.17%	27.60%	21.44%	21.75%	20.80%	23.51%	20.76%	22.22%	25.40%	21.67%	18.02%	21.77%	23.53%	20.33%	21.66%	24.39%	17.83%	19.71%	20.32%	23.16%	25.58%	20.00%	24.54%	26.70%	21.05%	18.51%	10.00%	21.41%	21.79%	15.34%	18.98%	18.31%	19.09%	19.35%	25.19%	16.67%	25.03%	23.65%	6.05%	20.97%	23.38%	26.56%	22.96%	20.18%	20.90%	20.23%	19.78%	23.46%	22.44%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1702	31	45	32	17	65	24	32	21	42	31	40	35	37	35	36	40	34	38	41	50	33	33	36	26	16	29	56	42	39	34	5	21	24	31	15	28	39	24	1	2	72	8	3	29	44	48	44	34	32	43	23	10	52					
		3.50%	4.00%	4.86%	3.53%	2.15%	5.17%	3.97%	2.56%	3.22%	4.33%	2.80%	2.93%	3.35%	2.93%	3.53%	2.87%	4.38%	5.00%	3.53%	4.68%	4.19%	3.03%	2.70%	3.89%	2.49%	2.05%	2.52%	3.68%	3.76%	3.87%	4.77%	7.14%	2.05%	2.44%	3.30%	2.54%	3.24%	3.13%	2.22%	0.74%	1.75%	7.27%	2.40%	0.96%	2.82%	3.32%	3.56%	4.33%	3.35%	6.03%	3.88%	3.58%	2.93%	4.88%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18212	232	340	345	309	473	179	556	269	372	479	620	415	436	435	521	361	246	370	292	375	411	429	302	368	238	391	493	323	365	254	32	377	397	402	243	376	522	457	49	46	290	118	237	367	452	453	318	403	189	470	257	138	420					
		37.50%	29.94%	36.76%	38.08%	39.02%	37.60%	29.59%	44.48%	41.19%	38.31%	43.31%	45.49%	39.75%	34.49%	43.85%	41.55%	39.50%	36.18%	34.35%	33.30%	31.43%	37.78%	35.08%	32.65%	35.22%	30.43%	34.00%	32.43%	28.94%	36.25%	35.62%	45.71%	36.85%	40.43%	42.81%	41.19%	43.57%	41.86%	42.31%	36.30%	40.35%	29.26%	35.33%	75.48%	35.63%	34.09%	33.61%	31.33%	39.67%	35.59%	42.46%	40.03%	40.47%	39.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	388	5	3	5	3	7	5	4	5	10	4	5	3	8	10	10	6	6	8	10	7	12	12	13	9	3	9	11	13	4	13	1	5	10	8	3	5	10	12	1	1	17	4	3	5	12	13	18	5	4	5	7	3	13					
		0.80%	0.65%	0.32%	0.55%	0.38%	0.56%	0.83%	0.32%	0.77%	1.03%	0.36%	0.37%	0.29%	0.63%	1.01%	0.80%	0.66%	0.88%	0.74%	1.14%	0.59%	1.10%	0.98%	1.41%	0.86%	0.38%	0.78%	0.72%	1.16%	0.40%	1.82%	1.43%	0.49%	1.02%	0.85%	0.51%	0.58%	0.80%	1.11%	0.74%	0.88%	1.72%	1.20%	0.96%	0.49%	0.90%	0.96%	1.77%	0.49%	0.75%	0.45%	1.09%	0.88%	1.22%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
