Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
"Наименование Избирательной комиссии:    Ижевск, Ленинская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5746	125	107	177	138	143	71	173	48	122	179	168	151	186	129	112	160	60	117	113	153	107	131	96	154	103	120	180	157	136	62	3	127	132	115	57	87	145	129	15	9	97	29	14	115	175	179	108	83	62	140	47					
		11.15%	13.74%	9.83%	12.19%	10.60%	11.42%	11.58%	13.42%	9.72%	12.10%	16.38%	11.42%	13.76%	15.00%	11.96%	8.76%	12.00%	8.51%	10.08%	11.47%	12.16%	9.11%	9.46%	9.68%	13.12%	13.04%	8.92%	10.71%	12.74%	12.40%	9.39%	1.89%	10.61%	8.91%	11.45%	10.71%	9.20%	11.90%	11.18%	12.71%	8.04%	10.19%	5.62%	4.52%	10.43%	11.38%	12.40%	10.45%	9.72%	12.84%	12.61%	7.61%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	533	13	8	18	10	5	11	9	2	7	8	10	14	12	5	13	13	14	13	8	23	8	24	14	8	1	23	13	13	12	8	3	8	17	3	3	8	14	13	0	3	12	3	0	23	21	13	13	12	6	10	8					
		1.03%	1.43%	0.74%	1.24%	0.77%	0.40%	1.79%	0.70%	0.40%	0.69%	0.73%	0.68%	1.28%	0.97%	0.46%	1.02%	0.98%	1.99%	1.12%	0.81%	1.83%	0.68%	1.73%	1.41%	0.68%	0.13%	1.71%	0.77%	1.06%	1.09%	1.21%	1.89%	0.67%	1.15%	0.30%	0.56%	0.85%	1.15%	1.13%	0.00%	2.68%	1.26%	0.58%	0.00%	2.09%	1.37%	0.90%	1.26%	1.41%	1.24%	0.90%	1.29%					
23	6.Политическая партия «Партия социальной справедливости»	151	3	5	6	6	2	4	2	1	2	3	2	2	2	5	3	5	0	4	0	8	3	4	5	1	4	3	5	3	3	3	1	4	1	1	4	1	2	1	1	1	3	1	0	3	6	11	2	5	0	3	1					
		0.29%	0.33%	0.46%	0.41%	0.46%	0.16%	0.65%	0.16%	0.20%	0.20%	0.27%	0.14%	0.18%	0.16%	0.46%	0.23%	0.38%	0.00%	0.34%	0.00%	0.64%	0.26%	0.29%	0.50%	0.09%	0.51%	0.22%	0.30%	0.24%	0.27%	0.45%	0.63%	0.33%	0.07%	0.10%	0.75%	0.11%	0.16%	0.09%	0.85%	0.89%	0.32%	0.19%	0.00%	0.27%	0.39%	0.76%	0.19%	0.59%	0.00%	0.27%	0.16%					
24	7.Политическая партия «Либерально-демократическая партия России»	6351	128	125	196	184	149	78	149	46	121	88	157	107	153	136	155	157	87	157	128	165	155	215	156	140	105	170	234	177	163	85	11	150	145	126	63	97	155	140	13	24	121	57	3	129	173	190	134	85	78	112	79					
		12.33%	14.07%	11.49%	13.50%	14.13%	11.90%	12.72%	11.56%	9.31%	12.00%	8.05%	10.67%	9.75%	12.34%	12.60%	12.12%	11.78%	12.34%	13.52%	12.99%	13.12%	13.20%	15.52%	15.73%	11.93%	13.29%	12.63%	13.93%	14.37%	14.86%	12.88%	6.92%	12.53%	9.78%	12.55%	11.84%	10.25%	12.73%	12.13%	11.02%	21.43%	12.71%	11.05%	0.97%	11.70%	11.25%	13.17%	12.97%	9.95%	16.15%	10.09%	12.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4809	68	94	142	111	109	49	109	46	75	56	75	89	101	90	133	83	67	98	110	163	130	140	77	112	88	129	201	139	107	61	8	114	113	96	58	84	142	117	5	13	99	56	5	145	188	140	119	120	23	63	49					
		9.33%	7.47%	8.64%	9.78%	8.53%	8.71%	7.99%	8.46%	9.31%	7.44%	5.12%	5.10%	8.11%	8.15%	8.34%	10.40%	6.23%	9.50%	8.44%	11.17%	12.96%	11.07%	10.11%	7.76%	9.54%	11.14%	9.58%	11.96%	11.28%	9.75%	9.24%	5.03%	9.52%	7.62%	9.56%	10.90%	8.88%	11.66%	10.14%	4.24%	11.61%	10.40%	10.85%	1.61%	13.15%	12.22%	9.70%	11.52%	14.05%	4.76%	5.68%	7.93%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1390	33	23	65	39	28	21	9	15	22	13	18	23	22	34	27	29	25	52	31	32	41	44	27	34	30	62	43	38	19	28	5	42	21	14	8	31	28	39	2	1	23	24	3	40	37	48	40	12	8	23	14					
		2.70%	3.63%	2.11%	4.48%	2.99%	2.24%	3.43%	0.70%	3.04%	2.18%	1.19%	1.22%	2.10%	1.77%	3.15%	2.11%	2.18%	3.55%	4.48%	3.15%	2.54%	3.49%	3.18%	2.72%	2.90%	3.80%	4.61%	2.56%	3.08%	1.73%	4.24%	3.14%	3.51%	1.42%	1.39%	1.50%	3.28%	2.30%	3.38%	1.69%	0.89%	2.42%	4.65%	0.97%	3.63%	2.41%	3.33%	3.87%	1.41%	1.66%	2.07%	2.27%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29413	481	651	758	745	752	339	767	299	596	682	966	643	683	606	764	813	410	641	533	607	669	753	580	645	417	758	897	629	599	354	124	678	980	610	308	578	665	651	78	53	515	321	243	577	853	778	545	487	269	682	381					
		57.09%	52.86%	59.83%	52.20%	57.22%	60.06%	55.30%	59.50%	60.53%	59.13%	62.40%	65.67%	58.61%	55.08%	56.16%	59.73%	60.99%	58.16%	55.21%	54.11%	48.25%	56.98%	54.37%	58.47%	54.94%	52.78%	56.32%	53.39%	51.06%	54.60%	53.64%	77.99%	56.64%	66.13%	60.76%	57.89%	61.10%	54.60%	56.41%	66.10%	47.32%	54.10%	62.21%	78.39%	52.31%	55.46%	53.92%	52.76%	57.03%	55.69%	61.44%	61.65%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	593	13	17	23	6	14	8	7	9	10	9	19	13	11	20	14	15	10	14	8	24	10	8	6	19	8	16	29	13	7	16	3	5	10	6	2	10	10	11	0	1	30	5	0	12	13	13	16	8	9	19	14					
		1.15%	1.43%	1.56%	1.58%	0.46%	1.12%	1.31%	0.54%	1.82%	0.99%	0.82%	1.29%	1.19%	0.89%	1.85%	1.09%	1.13%	1.42%	1.21%	0.81%	1.91%	0.85%	0.58%	0.60%	1.62%	1.01%	1.19%	1.73%	1.06%	0.64%	2.42%	1.89%	0.42%	0.67%	0.60%	0.38%	1.06%	0.82%	0.95%	0.00%	0.89%	3.15%	0.97%	0.00%	1.09%	0.85%	0.90%	1.55%	0.94%	1.86%	1.71%	2.27%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
