Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Шатурская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141	УИК №3142	УИК №3143	УИК №3144	УИК №3145	УИК №3146	УИК №3147	УИК №3148	УИК №3149	УИК №3150	УИК №3151	УИК №3152	УИК №3153	УИК №3154	УИК №3155	УИК №3156	УИК №3157	УИК №3158	УИК №3159	УИК №3160	УИК №3161	УИК №3162	УИК №3163	УИК №3164	УИК №3165	УИК №3166	УИК №3167	УИК №3168	УИК №3169					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1228	30	25	40	45	40	35	35	35	45	30	25	40	20	10	30	5	10	25	30	30	40	41	30	5	5	50	10	10	15	20	45	5	15	30	47	8	25	13	15	15	8	35	35	15	75	31					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1106	26	14	40	41	36	27	31	29	37	18	22	40	17	7	28	4	6	16	29	26	37	38	25	1	2	50	10	9	15	20	33	5	15	30	47	8	25	13	15	15	8	35	35	15	75	31					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	945	31	22	24	31	29	19	7	14	29	6	14	19	24	39	25	11	11	6	13	4	5	3	6	4	7	22	3	7	4	13	18	6	11	29	47	3	8	6	1	16	12	6	13	5	287	25					
14	Число погашенных неиспользованных открепительных удостоверений	122	4	11	0	4	4	8	4	6	8	12	3	0	3	3	2	1	4	9	1	4	3	3	5	4	3	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	1	1	0	0	0	0	0	2	2	0	0	1	0	0	1	1	0	0	1	2	1	2	2	0	0	0	1	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3592	116	102	155	123	182	139	155	175	191	157	114	97	62	27	98	11	27	121	56	69	50	87	104	15	21	20	24	27	14	44	172	20	38	109	132	31	41	12	9	23	52	63	63	19	170	55					
		14.05%	15.43%	15.13%	14.62%	13.41%	17.38%	15.90%	16.65%	20.02%	15.77%	19.55%	18.91%	14.12%	16.71%	15.08%	13.52%	14.10%	15.25%	18.59%	13.83%	11.18%	8.59%	14.45%	15.93%	9.80%	17.07%	2.48%	9.72%	12.80%	7.87%	15.49%	15.93%	11.83%	9.09%	13.49%	11.76%	17.51%	9.11%	7.59%	9.57%	13.07%	10.95%	15.44%	13.67%	10.98%	17.67%	5.77%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3550	115	103	147	131	143	106	128	105	166	102	76	111	66	17	110	14	25	83	69	87	99	78	98	20	18	121	34	33	27	48	173	28	65	127	169	19	79	15	13	21	46	44	73	17	70	111					
		13.89%	15.29%	15.28%	13.87%	14.29%	13.66%	12.13%	13.75%	12.01%	13.71%	12.70%	12.60%	16.16%	17.79%	9.50%	15.17%	17.95%	14.12%	12.75%	17.04%	14.10%	17.01%	12.96%	15.01%	13.07%	14.63%	14.98%	13.77%	15.64%	15.17%	16.90%	16.02%	16.57%	15.55%	15.72%	15.06%	10.73%	17.56%	9.49%	13.83%	11.93%	9.68%	10.78%	15.84%	9.83%	7.28%	11.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	253	6	1	9	15	16	11	8	10	9	5	8	12	4	3	10	1	2	5	4	7	4	4	4	4	1	8	5	2	3	3	3	2	5	6	12	4	3	1	3	3	7	1	4	1	9	5					
		0.99%	0.80%	0.15%	0.85%	1.64%	1.53%	1.26%	0.86%	1.14%	0.74%	0.62%	1.33%	1.75%	1.08%	1.68%	1.38%	1.28%	1.13%	0.77%	0.99%	1.13%	0.69%	0.66%	0.61%	2.61%	0.81%	0.99%	2.02%	0.95%	1.69%	1.06%	0.28%	1.18%	1.20%	0.74%	1.07%	2.26%	0.67%	0.63%	3.19%	1.70%	1.47%	0.25%	0.87%	0.58%	0.94%	0.52%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7271	231	202	305	278	303	286	288	258	346	251	183	196	99	51	205	18	47	223	129	247	208	226	150	27	42	177	47	40	49	74	285	45	85	165	342	32	127	26	12	24	42	126	142	35	332	265					
		28.44%	30.72%	29.97%	28.77%	30.32%	28.94%	32.72%	30.93%	29.52%	28.57%	31.26%	30.35%	28.53%	26.68%	28.49%	28.28%	23.08%	26.55%	34.25%	31.85%	40.03%	35.74%	37.54%	22.97%	17.65%	34.15%	21.91%	19.03%	18.96%	27.53%	26.06%	26.39%	26.63%	20.33%	20.42%	30.48%	18.08%	28.22%	16.46%	12.77%	13.64%	8.84%	30.88%	30.80%	20.23%	34.51%	27.78%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	787	28	34	39	41	41	23	28	19	72	31	36	25	17	5	20	0	8	7	6	28	11	12	12	2	7	16	6	2	1	7	19	6	8	27	21	1	10	0	3	2	12	11	4	1	69	9					
		3.08%	3.72%	5.04%	3.68%	4.47%	3.92%	2.63%	3.01%	2.17%	5.95%	3.86%	5.97%	3.64%	4.58%	2.79%	2.76%	0.00%	4.52%	1.08%	1.48%	4.54%	1.89%	1.99%	1.84%	1.31%	5.69%	1.98%	2.43%	0.95%	0.56%	2.46%	1.76%	3.55%	1.91%	3.34%	1.87%	0.56%	2.22%	0.00%	3.19%	1.14%	2.53%	2.70%	0.87%	0.58%	7.17%	0.94%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9308	229	210	371	289	328	290	295	282	384	233	168	216	113	71	260	31	58	193	129	160	182	170	259	74	30	441	123	100	79	97	403	65	200	348	406	85	179	102	52	100	307	153	165	98	289	491					
		36.41%	30.45%	31.16%	35.00%	31.52%	31.33%	33.18%	31.69%	32.27%	31.71%	29.02%	27.86%	31.44%	30.46%	39.66%	35.86%	39.74%	32.77%	29.65%	31.85%	25.93%	31.27%	28.24%	39.66%	48.37%	24.39%	54.58%	49.80%	47.39%	44.38%	34.15%	37.31%	38.46%	47.85%	43.07%	36.19%	48.02%	39.78%	64.56%	55.32%	56.82%	64.63%	37.50%	35.79%	56.65%	30.04%	51.47%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	184	6	5	10	9	9	4	4	5	18	8	4	10	0	0	2	0	3	5	3	3	9	0	4	0	0	4	0	1	2	3	7	2	0	4	9	0	2	0	0	1	8	2	3	0	9	6					
		0.72%	0.80%	0.74%	0.94%	0.98%	0.86%	0.46%	0.43%	0.57%	1.49%	0.99%	0.66%	1.46%	0.00%	0.00%	0.28%	0.00%	1.69%	0.77%	0.74%	0.49%	1.55%	0.00%	0.61%	0.00%	0.00%	0.50%	0.00%	0.47%	1.12%	1.06%	0.65%	1.18%	0.00%	0.50%	0.80%	0.00%	0.44%	0.00%	0.00%	0.57%	1.68%	0.49%	0.65%	0.00%	0.94%	0.63%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
