Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Вилючинская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102					
		6.99%	10.50%	6.03%	7.61%	6.82%	6.53%	7.41%	6.69%	6.45%	6.55%	10.54%	9.52%	2.66%	8.33%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	1	1	1	0	0	1	2	1	1	1	2	10	1					
		0.19%	0.12%	0.14%	0.11%	0.0%	0.0%	0.08%	0.17%	0.15%	0.54%	0.31%	0.21%	0.70%	0.11%					
35	"18. ""ЛДПР"""	2153	134	179	174	211	183	207	206	130	41	56	152	344	136					
		18.96%	16.96%	25.71%	20.06%	17.77%	15.14%	18.06%	18.39%	19.51%	22.40%	17.89%	16.64%	24.15%	16.19%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	143	17	6	11	12	19	13	18	7	1	3	10	10	16					
		1.25%	2.15%	0.86%	1.26%	1.01%	1.57%	1.13%	1.60%	1.05%	0.54%	0.95%	1.09%	0.70%	1.90%					
37	"20. ""Политическая партия ""Единая Россия"""	4297	273	225	324	423	477	428	431	243	91	115	332	605	330					
		37.84%	34.55%	32.32%	37.37%	35.63%	39.48%	37.34%	38.48%	36.48%	49.72%	36.74%	36.36%	42.48%	39.28%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	0	2	1	0	0	0	2	0	0	0	2	3	2					
		0.10%	0.0%	0.28%	0.11%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.21%	0.21%	0.23%					
39	"22. ""Развитие предпринимательства"""	32	2	2	2	1	4	4	3	3	0	0	4	5	2					
		0.28%	0.25%	0.28%	0.23%	0.08%	0.33%	0.34%	0.26%	0.45%	0.0%	0.0%	0.43%	0.35%	0.23%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	873	50	30	60	123	111	119	105	59	8	33	71	50	54					
		7.68%	6.32%	4.31%	6.92%	10.36%	9.18%	10.38%	9.37%	8.85%	4.37%	10.54%	7.77%	3.51%	6.42%					
																				
41	Против всех	637	56	30	46	74	63	56	46	28	10	19	47	118	44					
		5.61%	7.08%	4.31%	5.30%	6.23%	5.21%	4.88%	4.10%	4.20%	5.46%	6.07%	5.14%	8.28%	5.23%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
