Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Кочубеевская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	501	17	10	16	15	20	30	15	15	12	15	10	12	11	20	5	5	5	11	26	5	5	5	10	10	5	10	10	10	10	10	5	5	6	5	10	10	5	5	5	5	5	5	5	10	5	5	5	10	5	5	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	363	17	10	16	15	17	30	14	10	12	13	5	11	10	12	4	2	0	11	22	2	2	3	10	10	0	4	4	6	8	9	1	1	6	5	10	10	2	0	0	2	1	0	0	3	2	5	4	0	1	3	9	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	247	7	9	8	9	15	7	8	6	7	7	3	3	2	10	4	1	4	4	2	2	2	1	2	3	2	2	2	2	3	3	6	2	6	6	30	1	7	2	0	3	3	2	1	4	2	4	2	5	4	3	4	7	3					
14	Число погашенных неиспользованных открепительных удостоверений	138	0	0	0	0	3	0	1	5	0	2	5	1	1	8	1	3	5	0	4	3	3	2	0	0	5	6	6	4	2	1	4	4	0	0	0	0	3	5	5	3	4	5	5	7	3	0	1	10	4	2	1	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	1	2	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3571	145	160	105	87	98	184	106	81	96	145	59	144	164	48	64	14	13	85	78	29	30	26	58	11	11	89	77	85	90	77	13	12	42	47	117	103	11	18	64	38	11	32	4	53	22	9	38	81	35	33	164	75	90					
		11.04%	9.91%	11.36%	10.30%	8.33%	7.65%	7.32%	12.23%	14.34%	11.35%	12.75%	10.95%	13.38%	14.42%	8.81%	12.62%	8.38%	11.21%	7.38%	7.35%	13.43%	9.87%	14.61%	10.45%	13.25%	7.33%	17.84%	12.79%	8.61%	8.82%	12.62%	3.16%	6.63%	9.57%	11.44%	12.65%	13.77%	11.00%	7.73%	22.86%	13.62%	6.47%	17.98%	3.85%	11.13%	9.52%	9.78%	11.59%	11.22%	11.74%	13.47%	17.86%	18.61%	17.65%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4431	210	226	128	151	120	261	145	82	88	142	117	211	208	121	82	35	13	132	118	22	49	20	81	11	21	56	55	108	103	81	4	10	78	54	157	100	10	12	26	45	10	17	13	38	38	14	47	111	54	23	164	79	130					
		13.70%	14.35%	16.04%	12.56%	14.45%	9.37%	10.38%	16.72%	14.51%	10.40%	12.49%	21.71%	19.61%	18.29%	22.20%	16.17%	20.96%	11.21%	11.46%	11.12%	10.19%	16.12%	11.24%	14.59%	13.25%	14.00%	11.22%	9.14%	10.94%	10.10%	13.28%	0.97%	5.52%	17.77%	13.14%	16.97%	13.37%	10.00%	5.15%	9.29%	16.13%	5.88%	9.55%	12.50%	7.98%	16.45%	15.22%	14.33%	15.37%	18.12%	9.39%	17.86%	19.60%	25.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	283	15	15	5	19	10	21	6	4	7	3	2	15	10	8	4	1	1	6	14	2	3	0	1	2	1	7	3	2	13	4	6	0	3	4	11	8	4	0	6	2	0	2	0	3	0	0	1	7	2	0	8	4	8					
		0.88%	1.03%	1.06%	0.49%	1.82%	0.78%	0.83%	0.69%	0.71%	0.83%	0.26%	0.37%	1.39%	0.88%	1.47%	0.79%	0.60%	0.86%	0.52%	1.32%	0.93%	0.99%	0.00%	0.18%	2.41%	0.67%	1.40%	0.50%	0.20%	1.27%	0.66%	1.46%	0.00%	0.68%	0.97%	1.19%	1.07%	4.00%	0.00%	2.14%	0.72%	0.00%	1.12%	0.00%	0.63%	0.00%	0.00%	0.30%	0.97%	0.67%	0.00%	0.87%	0.99%	1.57%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5281	263	322	165	231	163	143	190	140	191	238	85	191	234	83	75	29	18	196	207	31	52	18	46	5	9	80	53	146	221	111	45	15	97	66	148	154	7	22	25	30	4	30	47	99	12	8	40	128	50	28	143	58	89					
		16.33%	17.98%	22.85%	16.19%	22.11%	12.72%	5.69%	21.91%	24.78%	22.58%	20.93%	15.77%	17.75%	20.58%	15.23%	14.79%	17.37%	15.52%	17.01%	19.51%	14.35%	17.11%	10.11%	8.29%	6.02%	6.00%	16.03%	8.80%	14.79%	21.67%	18.20%	10.92%	8.29%	22.10%	16.06%	16.00%	20.59%	7.00%	9.44%	8.93%	10.75%	2.35%	16.85%	45.19%	20.80%	5.19%	8.70%	12.20%	17.73%	16.78%	11.43%	15.58%	14.39%	17.45%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	408	18	22	22	18	18	23	21	7	14	14	10	16	19	7	3	1	1	10	14	0	4	2	2	1	2	8	0	8	15	11	1	0	2	6	11	12	0	0	1	4	5	0	0	2	3	1	3	6	4	3	11	8	14					
		1.26%	1.23%	1.56%	2.16%	1.72%	1.41%	0.91%	2.42%	1.24%	1.65%	1.23%	1.86%	1.49%	1.67%	1.28%	0.59%	0.60%	0.86%	0.87%	1.32%	0.00%	1.32%	1.12%	0.36%	1.20%	1.33%	1.60%	0.00%	0.81%	1.47%	1.80%	0.24%	0.00%	0.46%	1.46%	1.19%	1.60%	0.00%	0.00%	0.36%	1.43%	2.94%	0.00%	0.00%	0.42%	1.30%	1.09%	0.91%	0.83%	1.34%	1.22%	1.20%	1.99%	2.75%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17587	781	628	579	447	851	1880	379	238	428	559	230	467	483	267	262	83	67	710	612	130	161	105	366	53	100	244	388	616	559	313	323	140	196	211	469	359	68	177	156	152	140	89	34	274	150	55	194	365	148	155	408	169	169					
		54.39%	53.38%	44.57%	56.82%	42.78%	66.43%	74.75%	43.71%	42.12%	50.59%	49.16%	42.67%	43.40%	42.48%	48.99%	51.68%	49.70%	57.76%	61.63%	57.68%	60.19%	52.96%	58.99%	65.95%	63.86%	66.67%	48.90%	64.45%	62.41%	54.80%	51.31%	78.40%	77.35%	44.65%	51.34%	50.70%	47.99%	68.00%	75.97%	55.71%	54.48%	82.35%	50.00%	32.69%	57.56%	64.94%	59.78%	59.15%	50.55%	49.66%	63.27%	44.44%	41.94%	33.14%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	128	6	7	6	6	6	3	3	0	2	3	1	9	6	2	8	0	0	6	2	0	2	1	1	0	0	1	4	4	5	2	0	1	1	5	4	1	0	0	2	3	0	1	0	1	5	0	0	1	1	1	3	2	0					
		0.40%	0.41%	0.50%	0.59%	0.57%	0.47%	0.12%	0.35%	0.00%	0.24%	0.26%	0.19%	0.84%	0.53%	0.37%	1.58%	0.00%	0.00%	0.52%	0.19%	0.00%	0.66%	0.56%	0.18%	0.00%	0.00%	0.20%	0.66%	0.41%	0.49%	0.33%	0.00%	0.55%	0.23%	1.22%	0.43%	0.13%	0.00%	0.00%	0.71%	1.08%	0.00%	0.56%	0.00%	0.21%	2.16%	0.00%	0.00%	0.14%	0.34%	0.41%	0.33%	0.50%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
