Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Кандалакшская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №456									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	59	0	0	0	3	5	2	5	4	0	2	0	2	2	0	0	0	1	2	4	2	0	0	1	1	1	0	2	2	1	1	0	2	1	1	2	2	4	1	1	2	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	57	4	1	1	1	6	1	1	0	3	3	1	0	0	3	0	1	1	3	3	0	2	0	0	2	1	0	2	0	0	1	2	0	1	0	3	2	2	5	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	311	4	1	5	2	10	8	5	6	5	8	11	9	9	10	5	10	9	8	6	3	10	5	4	9	4	0	8	8	4	14	15	8	9	9	13	13	11	14	14	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	217	0	1	0	3	6	10	3	6	6	3	7	13	9	8	1	9	5	5	3	3	6	1	3	2	1	0	3	2	1	2	7	16	26	6	6	6	21	7	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	251	4	5	1	1	10	12	8	8	5	5	10	13	15	8	2	11	12	8	3	8	2	2	0	6	6	12	0	6	2	3	11	8	8	2	19	4	3	4	3	0	1									
		1.75%	2.12%	4.46%	1.61%	0.60%	1.22%	1.92%	1.58%	1.77%	1.82%	0.91%	1.91%	2.20%	2.53%	2.06%	1.33%	2.47%	3.13%	1.73%	1.08%	3.28%	0.41%	0.95%	0.00%	1.09%	3.95%	4.58%	0.00%	1.60%	2.00%	0.69%	2.71%	1.53%	3.11%	1.22%	1.72%	1.98%	0.90%	2.35%	1.60%	0.00%	1.19%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	497	6	3	4	2	32	26	21	15	12	29	27	20	21	18	9	9	9	13	1	5	19	6	12	19	9	8	3	17	4	13	22	26	7	4	16	6	5	4	10	3	2									
		3.47%	3.17%	2.68%	6.45%	1.20%	3.91%	4.15%	4.14%	3.31%	4.36%	5.30%	5.15%	3.39%	3.54%	4.64%	6.00%	2.02%	2.35%	2.81%	0.36%	2.05%	3.85%	2.84%	4.20%	3.45%	5.92%	3.05%	1.68%	4.53%	4.00%	2.97%	5.42%	4.98%	2.72%	2.44%	1.45%	2.97%	1.49%	2.35%	5.32%	8.33%	2.38%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	561	7	0	2	5	32	26	18	18	10	21	37	28	35	12	3	23	19	18	16	7	23	8	15	22	7	22	6	7	3	15	14	16	9	11	6	7	15	11	4	1	2									
		3.92%	3.70%	0.00%	3.23%	3.01%	3.91%	4.15%	3.55%	3.97%	3.64%	3.84%	7.06%	4.75%	5.90%	3.09%	2.00%	5.16%	4.96%	3.90%	5.78%	2.87%	4.67%	3.79%	5.24%	4.00%	4.61%	8.40%	3.35%	1.87%	3.00%	3.43%	3.45%	3.07%	3.50%	6.71%	0.54%	3.47%	4.48%	6.47%	2.13%	2.78%	2.38%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5785	91	52	18	71	302	269	197	159	108	178	173	220	211	139	57	164	154	183	107	89	177	85	96	204	48	113	82	162	41	181	169	206	105	76	639	88	173	60	81	15	42									
		40.38%	48.15%	46.43%	29.03%	42.77%	36.87%	42.97%	38.86%	35.10%	39.27%	32.54%	33.02%	37.29%	35.58%	35.82%	38.00%	36.77%	40.21%	39.61%	38.63%	36.48%	35.90%	40.28%	33.57%	37.09%	31.58%	43.13%	45.81%	43.20%	41.00%	41.42%	41.63%	39.46%	40.86%	46.34%	57.83%	43.56%	51.64%	35.29%	43.09%	41.67%	50.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	109	0	0	1	1	12	4	5	7	3	4	0	8	4	4	0	3	2	2	2	2	3	0	4	2	2	5	3	0	2	0	0	2	2	1	12	0	4	1	2	0	0									
		0.76%	0.00%	0.00%	1.61%	0.60%	1.47%	0.64%	0.99%	1.55%	1.09%	0.73%	0.00%	1.36%	0.67%	1.03%	0.00%	0.67%	0.52%	0.43%	0.72%	0.82%	0.61%	0.00%	1.40%	0.36%	1.32%	1.91%	1.68%	0.00%	2.00%	0.00%	0.00%	0.38%	0.78%	0.61%	1.09%	0.00%	1.19%	0.59%	1.06%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	50	1	0	0	1	4	1	4	1	0	0	2	2	0	1	0	3	3	0	0	1	1	1	1	5	0	3	1	0	1	2	2	1	0	1	5	0	2	0	0	0	0									
		0.35%	0.53%	0.00%	0.00%	0.60%	0.49%	0.16%	0.79%	0.22%	0.00%	0.00%	0.38%	0.34%	0.00%	0.26%	0.00%	0.67%	0.78%	0.00%	0.00%	0.41%	0.20%	0.47%	0.35%	0.91%	0.00%	1.15%	0.56%	0.00%	1.00%	0.46%	0.49%	0.19%	0.00%	0.61%	0.45%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2667	39	22	11	30	155	99	93	83	44	94	83	105	91	83	35	99	63	98	66	47	84	37	48	109	27	33	40	75	24	67	50	86	50	22	247	51	73	51	29	7	17									
		18.62%	20.63%	19.64%	17.74%	18.07%	18.93%	15.81%	18.34%	18.32%	16.00%	17.18%	15.84%	17.80%	15.35%	21.39%	23.33%	22.20%	16.45%	21.21%	23.83%	19.26%	17.04%	17.54%	16.78%	19.82%	17.76%	12.60%	22.35%	20.00%	24.00%	15.33%	12.32%	16.48%	19.46%	13.41%	22.35%	25.25%	21.79%	30.00%	15.43%	19.44%	20.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	127	0	0	0	0	7	14	7	4	1	11	4	6	5	5	3	3	1	3	2	1	5	1	5	8	4	0	1	1	0	4	3	3	1	2	7	0	4	0	0	0	1									
		0.89%	0.00%	0.00%	0.00%	0.00%	0.85%	2.24%	1.38%	0.88%	0.36%	2.01%	0.76%	1.02%	0.84%	1.29%	2.00%	0.67%	0.26%	0.65%	0.72%	0.41%	1.01%	0.47%	1.75%	1.45%	2.63%	0.00%	0.56%	0.27%	0.00%	0.92%	0.74%	0.57%	0.39%	1.22%	0.63%	0.00%	1.19%	0.00%	0.00%	0.00%	1.19%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	169	0	2	1	5	6	9	11	5	4	8	11	8	9	2	0	11	4	11	1	4	4	4	3	6	3	3	1	5	0	5	6	6	0	1	5	0	3	0	1	1	0									
		1.18%	0.00%	1.79%	1.61%	3.01%	0.73%	1.44%	2.17%	1.10%	1.45%	1.46%	2.10%	1.36%	1.52%	0.52%	0.00%	2.47%	1.04%	2.38%	0.36%	1.64%	0.81%	1.90%	1.05%	1.09%	1.97%	1.15%	0.56%	1.33%	0.00%	1.14%	1.48%	1.15%	0.00%	0.61%	0.45%	0.00%	0.90%	0.00%	0.53%	2.78%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	0	0	0	1	0	3	1	0	0	0	2	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	3	0	1	0	2	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.59%	0.22%	0.00%	0.00%	0.00%	0.34%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.41%	0.20%	0.00%	0.35%	0.18%	0.00%	0.38%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.30%	0.00%	1.06%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	283	0	3	4	3	22	12	10	7	6	16	17	20	14	7	1	16	8	11	6	7	5	7	7	12	3	8	7	4	1	9	1	3	5	2	11	1	5	1	1	0	0									
		1.98%	0.00%	2.68%	6.45%	1.81%	2.69%	1.92%	1.97%	1.55%	2.18%	2.93%	3.24%	3.39%	2.36%	1.80%	0.67%	3.59%	2.09%	2.38%	2.17%	2.87%	1.01%	3.32%	2.45%	2.18%	1.97%	3.05%	3.91%	1.07%	1.00%	2.06%	0.25%	0.57%	1.95%	1.22%	0.99%	0.50%	1.49%	0.59%	0.53%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2217	19	11	14	31	146	97	87	83	54	112	93	87	106	66	18	69	69	69	44	39	93	32	50	97	25	15	16	63	13	80	80	96	46	19	63	23	24	22	27	9	10									
		15.47%	10.05%	9.82%	22.58%	18.67%	17.83%	15.50%	17.16%	18.32%	19.64%	20.48%	17.75%	14.75%	17.88%	17.01%	12.00%	15.47%	18.02%	14.94%	15.88%	15.98%	18.86%	15.17%	17.48%	17.64%	16.45%	5.73%	8.94%	16.80%	13.00%	18.31%	19.70%	18.39%	17.90%	11.59%	5.70%	11.39%	7.16%	12.94%	14.36%	25.00%	11.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	2	1	0	0	3	1	1	0	0	2	2	3	2	0	1	0	1	4	0	0	2	0	1	2	0	4	1	1	0	1	0	2	0	2	4	1	1	1	1	0	0									
		0.33%	1.06%	0.89%	0.00%	0.00%	0.37%	0.16%	0.20%	0.00%	0.00%	0.37%	0.38%	0.51%	0.34%	0.00%	0.67%	0.00%	0.26%	0.87%	0.00%	0.00%	0.41%	0.00%	0.35%	0.36%	0.00%	1.53%	0.56%	0.27%	0.00%	0.23%	0.00%	0.38%	0.00%	1.22%	0.36%	0.50%	0.30%	0.59%	0.53%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1060	12	8	4	12	56	31	32	48	19	57	46	48	60	34	14	24	28	33	20	28	55	22	25	44	12	12	10	29	3	38	34	45	13	12	32	13	15	10	17	0	5									
		7.40%	6.35%	7.14%	6.45%	7.23%	6.84%	4.95%	6.31%	10.60%	6.91%	10.42%	8.78%	8.14%	10.12%	8.76%	9.33%	5.38%	7.31%	7.14%	7.22%	11.48%	11.16%	10.43%	8.74%	8.00%	7.89%	4.58%	5.59%	7.73%	3.00%	8.70%	8.37%	8.62%	5.06%	7.32%	2.90%	6.44%	4.48%	5.88%	9.04%	0.00%	5.95%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
