Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Гуковская городская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	762	30	49	43	13	18	20	17	20	41	30	20	17	16	21	17	32	38	43	23	18	12	12	25	16	14	16	10	10	6	18	9	19	14	3	19	17	16									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	701	29	45	39	11	18	20	17	18	41	30	20	17	14	17	14	32	35	43	20	15	12	11	25	13	14	14	10	10	3	16	8	15	11	1	12	15	16									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	455	25	15	7	19	16	12	11	37	6	17	16	11	9	2	25	19	11	30	13	11	3	11	15	13	6	7	6	8	10	11	9	13	8	2	7	7	7									
14	Число погашенных неиспользованных открепительных удостоверений	61	1	4	4	2	0	0	0	2	0	0	0	0	2	4	3	0	3	0	3	3	0	1	0	3	0	2	0	0	3	2	1	4	3	2	7	2	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	146	7	9	8	1	7	9	2	2	8	9	8	3	1	2	3	7	7	9	5	3	2	5	5	0	3	4	1	2	0	2	1	1	0	2	1	3	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	296	17	9	17	5	16	14	6	6	13	13	24	9	3	6	2	15	13	7	5	3	4	4	18	9	4	3	7	6	5	4	6	12	2	0	3	1	5									
		1.80%	2.46%	1.13%	2.11%	1.69%	2.96%	2.15%	1.28%	1.49%	1.87%	1.95%	3.25%	2.05%	1.04%	2.33%	0.44%	1.86%	1.77%	0.97%	1.20%	1.05%	1.80%	0.79%	4.10%	3.73%	1.13%	0.95%	2.51%	1.70%	2.78%	1.15%	2.69%	2.80%	0.63%	0.00%	1.09%	0.27%	1.57%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	502	21	34	28	5	12	19	9	9	22	12	15	13	19	8	12	22	32	17	15	8	7	4	12	9	14	15	13	13	9	7	4	14	15	4	8	11	11									
		3.06%	3.03%	4.28%	3.47%	1.69%	2.22%	2.91%	1.92%	2.23%	3.16%	1.80%	2.03%	2.97%	6.57%	3.10%	2.61%	2.73%	4.35%	2.35%	3.61%	2.80%	3.15%	0.79%	2.73%	3.73%	3.95%	4.75%	4.66%	3.69%	5.00%	2.01%	1.79%	3.27%	4.69%	4.55%	2.92%	2.96%	3.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	397	16	30	24	5	21	19	2	7	24	12	22	15	3	6	10	8	18	23	10	9	4	7	13	9	8	7	5	6	1	9	7	10	8	1	3	10	5									
		2.42%	2.31%	3.77%	2.98%	1.69%	3.88%	2.91%	0.43%	1.74%	3.44%	1.80%	2.98%	3.42%	1.04%	2.33%	2.18%	0.99%	2.45%	3.18%	2.40%	3.15%	1.80%	1.38%	2.96%	3.73%	2.26%	2.22%	1.79%	1.70%	0.56%	2.59%	3.14%	2.34%	2.50%	1.14%	1.09%	2.69%	1.57%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6621	301	268	287	113	258	228	236	180	253	251	326	136	122	94	172	456	256	233	140	113	69	331	181	88	200	110	75	159	69	124	81	172	139	31	108	149	112									
		40.31%	43.50%	33.71%	35.61%	38.31%	47.69%	34.97%	50.32%	44.67%	36.30%	37.63%	44.11%	31.05%	42.21%	36.43%	37.47%	56.65%	34.83%	32.23%	33.65%	39.51%	31.08%	65.42%	41.23%	36.51%	56.50%	34.81%	26.88%	45.17%	38.33%	35.63%	36.32%	40.19%	43.44%	35.23%	39.42%	40.05%	35.22%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	103	4	11	9	3	2	3	3	1	9	4	5	1	2	1	3	2	7	5	4	2	1	1	4	1	1	2	0	0	1	0	2	1	2	0	3	2	1									
		0.63%	0.58%	1.38%	1.12%	1.02%	0.37%	0.46%	0.64%	0.25%	1.29%	0.60%	0.68%	0.23%	0.69%	0.39%	0.65%	0.25%	0.95%	0.69%	0.96%	0.70%	0.45%	0.20%	0.91%	0.41%	0.28%	0.63%	0.00%	0.00%	0.56%	0.00%	0.90%	0.23%	0.63%	0.00%	1.09%	0.54%	0.31%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0									
		0.08%	0.00%	0.13%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.22%	0.12%	0.14%	0.14%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.45%	0.23%	0.00%	0.00%	0.36%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3298	127	166	190	59	83	136	82	84	139	150	138	101	54	56	112	106	158	179	100	59	66	80	82	40	44	64	60	65	50	97	45	66	61	23	41	69	66									
		20.08%	18.35%	20.88%	23.57%	20.00%	15.34%	20.86%	17.48%	20.84%	19.94%	22.49%	18.67%	23.06%	18.69%	21.71%	24.40%	13.17%	21.50%	24.76%	24.04%	20.63%	29.73%	15.81%	18.68%	16.60%	12.43%	20.25%	21.51%	18.47%	27.78%	27.87%	20.18%	15.42%	19.06%	26.14%	14.96%	18.55%	20.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	101	3	8	5	1	3	6	0	2	4	4	4	3	1	3	0	7	6	9	0	1	3	4	3	1	0	1	2	1	0	1	2	3	2	0	0	8	0									
		0.61%	0.43%	1.01%	0.62%	0.34%	0.55%	0.92%	0.00%	0.50%	0.57%	0.60%	0.54%	0.68%	0.35%	1.16%	0.00%	0.87%	0.82%	1.24%	0.00%	0.35%	1.35%	0.79%	0.68%	0.41%	0.00%	0.32%	0.72%	0.28%	0.00%	0.29%	0.90%	0.70%	0.63%	0.00%	0.00%	2.15%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	133	11	4	3	3	5	3	4	2	10	5	4	5	1	1	5	1	6	6	4	0	1	3	10	3	1	5	2	2	1	4	1	4	6	0	0	1	6									
		0.81%	1.59%	0.50%	0.37%	1.02%	0.92%	0.46%	0.85%	0.50%	1.43%	0.75%	0.54%	1.14%	0.35%	0.39%	1.09%	0.12%	0.82%	0.83%	0.96%	0.00%	0.45%	0.59%	2.28%	1.24%	0.28%	1.58%	0.72%	0.57%	0.56%	1.15%	0.45%	0.93%	1.88%	0.00%	0.00%	0.27%	1.89%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	2	0	0	0	0	0	0	1	4	0	1	0	0	1	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.54%	0.00%	0.35%	0.00%	0.00%	0.12%	0.00%	0.41%	0.48%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	125	7	4	2	3	6	5	6	10	4	3	8	0	2	1	2	3	7	6	4	5	0	3	5	2	3	6	0	4	2	1	2	4	1	0	0	0	4									
		0.76%	1.01%	0.50%	0.25%	1.02%	1.11%	0.77%	1.28%	2.48%	0.57%	0.45%	1.08%	0.00%	0.69%	0.39%	0.44%	0.37%	0.95%	0.83%	0.96%	1.75%	0.00%	0.59%	1.14%	0.83%	0.85%	1.90%	0.00%	1.14%	1.11%	0.29%	0.90%	0.93%	0.31%	0.00%	0.00%	0.00%	1.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3721	145	197	170	72	96	159	95	71	160	170	133	125	68	68	110	144	189	176	102	73	48	59	85	63	61	69	87	77	34	73	58	115	61	27	92	104	85									
		22.65%	20.95%	24.78%	21.09%	24.41%	17.74%	24.39%	20.26%	17.62%	22.96%	25.49%	17.99%	28.54%	23.53%	26.36%	23.97%	17.89%	25.71%	24.34%	24.52%	25.52%	21.62%	11.66%	19.36%	26.14%	17.23%	21.84%	31.18%	21.88%	18.89%	20.98%	26.01%	26.87%	19.06%	30.68%	33.58%	27.96%	26.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	3	5	4	3	3	5	3	1	6	6	6	1	2	1	2	2	1	2	3	3	4	0	0	3	1	1	4	2	0	2	2	1	1	0	1	0	2									
		0.52%	0.43%	0.63%	0.50%	1.02%	0.55%	0.77%	0.64%	0.25%	0.86%	0.90%	0.81%	0.23%	0.69%	0.39%	0.44%	0.25%	0.14%	0.28%	0.72%	1.05%	1.80%	0.00%	0.00%	1.24%	0.28%	0.32%	1.43%	0.57%	0.00%	0.57%	0.90%	0.23%	0.31%	0.00%	0.36%	0.00%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	665	27	51	48	18	25	33	15	18	37	22	29	13	6	7	13	23	29	39	17	8	7	8	14	10	10	27	10	10	4	14	11	20	14	2	4	11	11									
		4.05%	3.90%	6.42%	5.96%	6.10%	4.62%	5.06%	3.20%	4.47%	5.31%	3.30%	3.92%	2.97%	2.08%	2.71%	2.83%	2.86%	3.95%	5.39%	4.09%	2.80%	3.15%	1.58%	3.19%	4.15%	2.82%	8.54%	3.58%	2.84%	2.22%	4.02%	4.93%	4.67%	4.38%	2.27%	1.46%	2.96%	3.46%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
