Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    район Северное Медведково																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	580	20	20	30	30	20	20	20	20	10	10	20	10	20	20	30	10	20	10	20	20	20	20	20	20	20	20	20	20	20	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	433	19	17	22	23	10	15	14	10	7	9	17	3	17	15	27	9	14	7	13	16	13	12	13	16	15	17	14	16	20	6	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	678	91	4	11	7	34	5	9	9	10	19	6	11	6	9	25	6	19	79	54	4	25	6	13	18	12	27	7	68	74	8	2									
14	Число погашенных неиспользованных открепительных удостоверений	147	1	3	8	7	10	5	6	10	3	1	3	7	3	5	3	1	6	3	7	4	7	8	7	4	5	3	6	4	0	4	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	71	3	3	3	4	2	3	6	1	1	1	3	0	3	3	2	2	2	3	1	1	1	3	0	2	0	2	3	5	5	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	700	18	37	26	22	22	23	26	19	30	13	27	7	14	35	23	29	21	18	26	25	25	22	29	22	24	22	19	20	27	18	11									
		2.91%	2.05%	3.98%	2.47%	2.31%	2.63%	2.67%	3.61%	3.01%	3.72%	2.12%	4.06%	4.93%	1.99%	3.85%	2.53%	4.06%	2.66%	2.70%	2.53%	2.78%	3.40%	2.94%	3.70%	2.71%	3.15%	2.60%	2.66%	2.11%	3.03%	3.64%	1.72%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	440	18	24	18	19	21	18	11	8	10	9	13	2	12	21	15	15	22	9	18	14	10	14	18	14	11	14	8	17	12	13	12									
		1.83%	2.05%	2.58%	1.71%	1.99%	2.51%	2.09%	1.53%	1.27%	1.24%	1.47%	1.95%	1.41%	1.70%	2.31%	1.65%	2.10%	2.79%	1.35%	1.75%	1.56%	1.36%	1.87%	2.30%	1.72%	1.45%	1.65%	1.12%	1.79%	1.35%	2.63%	1.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	701	31	31	37	33	24	15	25	18	23	25	21	7	31	30	23	18	11	17	21	20	26	21	28	17	19	19	20	19	39	8	24									
		2.91%	3.53%	3.33%	3.51%	3.47%	2.87%	1.74%	3.47%	2.85%	2.85%	4.07%	3.16%	4.93%	4.40%	3.30%	2.53%	2.52%	1.40%	2.55%	2.05%	2.22%	3.53%	2.80%	3.58%	2.09%	2.50%	2.24%	2.81%	2.00%	4.38%	1.62%	3.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8838	334	359	373	339	330	321	260	240	301	197	261	68	231	332	338	251	289	262	389	352	281	233	251	285	246	296	235	414	373	165	232									
		36.70%	38.08%	38.60%	35.39%	35.65%	39.43%	37.24%	36.11%	38.03%	37.34%	32.08%	39.25%	47.89%	32.77%	36.56%	37.14%	35.10%	36.68%	39.34%	37.91%	39.15%	38.18%	31.11%	32.06%	35.06%	32.33%	34.95%	32.96%	43.62%	41.86%	33.40%	36.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	460	22	12	18	15	21	27	12	9	16	11	14	3	15	15	22	9	17	6	21	16	16	10	19	14	15	9	23	12	12	10	19									
		1.91%	2.51%	1.29%	1.71%	1.58%	2.51%	3.13%	1.67%	1.43%	1.99%	1.79%	2.11%	2.11%	2.13%	1.65%	2.42%	1.26%	2.16%	0.90%	2.05%	1.78%	2.17%	1.34%	2.43%	1.72%	1.97%	1.06%	3.23%	1.26%	1.35%	2.02%	2.97%									
24	"6. Политическая партия ""Гражданская Платформа"""	82	5	6	4	2	5	3	0	1	3	0	0	1	3	3	1	1	5	5	2	3	1	5	1	2	2	4	6	4	2	2	0									
		0.34%	0.57%	0.65%	0.38%	0.21%	0.60%	0.35%	0.00%	0.16%	0.37%	0.00%	0.00%	0.70%	0.43%	0.33%	0.11%	0.14%	0.63%	0.75%	0.19%	0.33%	0.14%	0.67%	0.13%	0.25%	0.26%	0.47%	0.84%	0.42%	0.22%	0.40%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4039	147	105	184	170	154	157	102	101	116	105	112	17	99	101	171	122	161	111	226	173	129	113	93	136	135	169	107	174	149	107	93									
		16.77%	16.76%	11.29%	17.46%	17.88%	18.40%	18.21%	14.17%	16.01%	14.39%	17.10%	16.84%	11.97%	14.04%	11.12%	18.79%	17.06%	20.43%	16.67%	22.03%	19.24%	17.53%	15.09%	11.88%	16.73%	17.74%	19.95%	15.01%	18.34%	16.72%	21.66%	14.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	519	25	13	15	25	9	18	15	21	17	16	10	2	19	27	19	16	14	17	20	13	18	14	20	18	18	24	21	15	13	10	17									
		2.16%	2.85%	1.40%	1.42%	2.63%	1.08%	2.09%	2.08%	3.33%	2.11%	2.61%	1.50%	1.41%	2.70%	2.97%	2.09%	2.24%	1.78%	2.55%	1.95%	1.45%	2.45%	1.87%	2.55%	2.21%	2.37%	2.83%	2.95%	1.58%	1.46%	2.02%	2.66%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	763	20	47	37	32	18	22	22	18	22	16	18	4	28	30	36	11	17	25	20	20	35	34	30	32	32	32	22	25	26	8	24									
		3.17%	2.28%	5.05%	3.51%	3.36%	2.15%	2.55%	3.06%	2.85%	2.73%	2.61%	2.71%	2.82%	3.97%	3.30%	3.96%	1.54%	2.16%	3.75%	1.95%	2.22%	4.76%	4.54%	3.83%	3.94%	4.20%	3.78%	3.09%	2.63%	2.92%	1.62%	3.75%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	81	5	6	2	5	3	5	4	2	2	3	2	0	1	4	0	1	4	1	2	3	2	1	4	4	3	1	0	2	2	4	3									
		0.34%	0.57%	0.65%	0.19%	0.53%	0.36%	0.58%	0.56%	0.32%	0.25%	0.49%	0.30%	0.00%	0.14%	0.44%	0.00%	0.14%	0.51%	0.15%	0.19%	0.33%	0.27%	0.13%	0.51%	0.49%	0.39%	0.12%	0.00%	0.21%	0.22%	0.81%	0.47%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1999	63	73	86	64	65	78	60	39	78	64	58	10	102	99	85	72	38	45	48	70	52	85	98	67	79	70	63	50	51	35	52									
		8.30%	7.18%	7.85%	8.16%	6.73%	7.77%	9.05%	8.33%	6.18%	9.68%	10.42%	8.72%	7.04%	14.47%	10.90%	9.34%	10.07%	4.82%	6.76%	4.68%	7.79%	7.07%	11.35%	12.52%	8.24%	10.38%	8.26%	8.84%	5.27%	5.72%	7.09%	8.13%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3338	113	143	149	151	91	101	99	91	94	105	90	13	101	135	100	97	115	99	141	115	93	130	115	111	100	112	133	130	110	70	91									
		13.86%	12.88%	15.38%	14.14%	15.88%	10.87%	11.72%	13.75%	14.42%	11.66%	17.10%	13.53%	9.15%	14.33%	14.87%	10.99%	13.57%	14.59%	14.86%	13.74%	12.79%	12.64%	17.36%	14.69%	13.65%	13.14%	13.22%	18.65%	13.70%	12.35%	14.17%	14.22%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	114	5	6	1	3	4	4	6	2	3	4	5	1	2	4	7	0	3	1	5	5	4	2	8	6	1	6	2	5	4	5	0									
		0.47%	0.57%	0.65%	0.09%	0.32%	0.48%	0.46%	0.83%	0.32%	0.37%	0.65%	0.75%	0.70%	0.28%	0.44%	0.77%	0.00%	0.38%	0.15%	0.49%	0.56%	0.54%	0.27%	1.02%	0.74%	0.13%	0.71%	0.28%	0.53%	0.45%	1.01%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1536	48	51	86	60	56	47	63	50	72	34	23	6	32	58	51	59	57	40	58	53	31	54	53	68	54	56	36	41	59	29	51									
		6.38%	5.47%	5.48%	8.16%	6.31%	6.69%	5.45%	8.75%	7.92%	8.93%	5.54%	3.46%	4.23%	4.54%	6.39%	5.60%	8.25%	7.23%	6.01%	5.65%	5.90%	4.21%	7.21%	6.77%	8.36%	7.10%	6.61%	5.05%	4.32%	6.62%	5.87%	7.97%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
