Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Красноуфимская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	0	1	2	1	0	2	1	1	0	0	1	0	0	8	1	1	1	1	0	0	0	1	0	0	0	3	0	1	0	3	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	692	7	25	21	15	4	13	2	10	5	19	9	11	12	41	2	6	6	19	4	11	4	14	11	57	4	5	1	19	4	28	17	0	16	44	5	9	10	30	13	1	8	12	10	8	19	8	23	40	27	3	0					
		4.59%	7.69%	3.67%	8.43%	9.15%	5.71%	3.59%	3.28%	2.55%	4.24%	6.23%	3.28%	3.91%	4.08%	3.88%	3.85%	2.24%	5.50%	3.76%	1.79%	3.41%	5.48%	5.43%	11.00%	5.33%	4.08%	2.76%	0.94%	7.95%	1.59%	3.80%	2.95%	0.00%	1.64%	8.15%	1.52%	3.45%	4.48%	9.87%	6.05%	1.54%	4.85%	9.38%	5.29%	5.80%	3.93%	2.72%	10.95%	12.86%	7.99%	1.33%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	153	1	3	5	0	0	2	1	1	0	2	3	0	1	30	0	2	1	6	1	1	1	3	0	14	0	0	0	11	7	11	9	0	8	4	1	0	1	0	0	0	1	2	1	0	4	1	4	0	3	7	0					
		1.01%	1.10%	0.44%	2.01%	0.00%	0.00%	0.55%	1.64%	0.26%	0.00%	0.66%	1.09%	0.00%	0.34%	2.84%	0.00%	0.75%	0.92%	1.19%	0.45%	0.31%	1.37%	1.16%	0.00%	1.31%	0.00%	0.00%	0.00%	4.60%	2.78%	1.49%	1.56%	0.00%	0.82%	0.74%	0.30%	0.00%	0.45%	0.00%	0.00%	0.00%	0.61%	1.56%	0.53%	0.00%	0.83%	0.34%	1.90%	0.00%	0.89%	3.10%	0.00%					
20	3.Политическая партия «Демократическая партия России»	15	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0					
		0.10%	0.00%	0.29%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.45%	0.31%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.45%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1122	8	37	13	6	3	21	1	30	1	14	20	11	16	50	3	10	5	15	9	30	6	16	4	81	4	16	8	8	12	92	65	3	78	42	34	19	37	39	42	10	5	10	26	8	53	27	11	20	22	15	6					
		7.44%	8.79%	5.43%	5.22%	3.66%	4.29%	5.80%	1.64%	7.65%	0.85%	4.59%	7.30%	3.91%	5.44%	4.73%	5.77%	3.73%	4.59%	2.97%	4.04%	9.29%	8.22%	6.20%	4.00%	7.57%	4.08%	8.84%	7.55%	3.35%	4.76%	12.50%	11.27%	6.00%	8.00%	7.78%	10.33%	7.28%	16.59%	12.83%	19.53%	15.38%	3.03%	7.81%	13.76%	5.80%	10.97%	9.18%	5.24%	6.43%	6.51%	6.64%	8.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	137	0	11	1	0	0	0	0	8	0	1	0	3	1	6	0	0	0	1	1	0	0	2	0	12	0	4	0	1	8	6	4	0	15	3	6	7	0	2	3	0	1	5	0	4	2	3	5	4	3	2	2					
		0.91%	0.00%	1.61%	0.40%	0.00%	0.00%	0.00%	0.00%	2.04%	0.00%	0.33%	0.00%	1.07%	0.34%	0.57%	0.00%	0.00%	0.00%	0.20%	0.45%	0.00%	0.00%	0.78%	0.00%	1.12%	0.00%	2.21%	0.00%	0.42%	3.17%	0.82%	0.69%	0.00%	1.54%	0.56%	1.82%	2.68%	0.00%	0.66%	1.40%	0.00%	0.61%	3.91%	0.00%	2.90%	0.41%	1.02%	2.38%	1.29%	0.89%	0.88%	2.78%					
23	6.Политическая партия «Партия социальной справедливости»	37	1	1	1	0	0	0	0	1	0	2	0	0	1	1	0	0	2	1	1	0	0	0	0	8	0	1	0	1	0	4	1	0	3	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	1	0					
		0.25%	1.10%	0.15%	0.40%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.66%	0.00%	0.00%	0.34%	0.09%	0.00%	0.00%	1.83%	0.20%	0.45%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.55%	0.00%	0.42%	0.00%	0.54%	0.17%	0.00%	0.31%	0.19%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.21%	0.00%	0.00%	0.00%	0.30%	0.44%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1170	6	46	17	17	5	23	1	17	18	20	28	24	26	122	7	32	8	48	1	13	1	8	2	127	9	23	10	19	20	66	62	7	78	39	12	5	10	22	12	8	7	12	6	4	24	11	16	27	29	12	3					
		7.76%	6.59%	6.74%	6.83%	10.37%	7.14%	6.35%	1.64%	4.34%	15.25%	6.56%	10.22%	8.54%	8.84%	11.53%	13.46%	11.94%	7.34%	9.50%	0.45%	4.02%	1.37%	3.10%	2.00%	11.87%	9.18%	12.71%	9.43%	7.95%	7.94%	8.97%	10.75%	14.00%	8.00%	7.22%	3.65%	1.92%	4.48%	7.24%	5.58%	12.31%	4.24%	9.38%	3.17%	2.90%	4.97%	3.74%	7.62%	8.68%	8.58%	5.31%	4.17%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1501	6	67	22	18	3	19	1	60	6	16	15	19	25	100	2	19	7	21	62	32	6	90	32	71	7	10	4	13	10	84	78	2	122	41	74	26	45	37	14	2	6	4	28	16	27	42	15	15	34	17	9					
		9.95%	6.59%	9.82%	8.84%	10.98%	4.29%	5.25%	1.64%	15.31%	5.08%	5.25%	5.47%	6.76%	8.50%	9.45%	3.85%	7.09%	6.42%	4.16%	27.80%	9.91%	8.22%	34.88%	32.00%	6.64%	7.14%	5.52%	3.77%	5.44%	3.97%	11.41%	13.52%	4.00%	12.51%	7.59%	22.49%	9.96%	20.18%	12.17%	6.51%	3.08%	3.64%	3.13%	14.81%	11.59%	5.59%	14.29%	7.14%	4.82%	10.06%	7.52%	12.50%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	121	0	4	3	2	1	1	0	3	3	3	2	1	3	11	0	4	1	3	5	2	1	0	0	22	1	1	1	1	2	3	3	1	6	3	5	1	1	1	0	0	0	1	1	0	1	0	0	4	6	2	1					
		0.80%	0.00%	0.59%	1.20%	1.22%	1.43%	0.28%	0.00%	0.77%	2.54%	0.98%	0.73%	0.36%	1.02%	1.04%	0.00%	1.49%	0.92%	0.59%	2.24%	0.62%	1.37%	0.00%	0.00%	2.06%	1.02%	0.55%	0.94%	0.42%	0.79%	0.41%	0.52%	2.00%	0.62%	0.56%	1.52%	0.38%	0.45%	0.33%	0.00%	0.00%	0.00%	0.78%	0.53%	0.00%	0.21%	0.00%	0.00%	1.29%	1.78%	0.88%	1.39%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9920	62	477	166	103	53	281	54	251	84	228	193	208	207	669	38	192	77	383	131	232	53	121	51	661	73	119	78	163	185	435	337	37	630	353	180	192	115	167	126	42	137	80	112	98	343	198	131	192	205	167	50					
		65.75%	68.13%	69.94%	66.67%	62.80%	75.71%	77.62%	88.52%	64.03%	71.19%	74.75%	70.44%	74.02%	70.41%	63.23%	73.08%	71.64%	70.64%	75.84%	58.74%	71.83%	72.60%	46.90%	51.00%	61.78%	74.49%	65.75%	73.58%	68.20%	73.41%	59.10%	58.41%	74.00%	64.62%	65.37%	54.71%	73.56%	51.57%	54.93%	58.60%	64.62%	83.03%	62.50%	59.26%	71.01%	71.01%	67.35%	62.38%	61.74%	60.65%	73.89%	69.44%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	72	0	1	0	1	0	1	0	2	0	0	3	1	0	19	0	2	0	2	1	0	1	0	0	10	0	2	1	1	0	1	1	0	7	0	6	1	0	1	0	1	0	2	0	0	3	0	0	0	1	0	0					
		0.48%	0.00%	0.15%	0.00%	0.61%	0.00%	0.28%	0.00%	0.51%	0.00%	0.00%	1.09%	0.36%	0.00%	1.80%	0.00%	0.75%	0.00%	0.40%	0.45%	0.00%	1.37%	0.00%	0.00%	0.93%	0.00%	1.10%	0.94%	0.42%	0.00%	0.14%	0.17%	0.00%	0.72%	0.00%	1.82%	0.38%	0.00%	0.33%	0.00%	1.54%	0.00%	1.56%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
