Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Конышевская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	538	123	117	20	6	3	19	14	23	6	6	18	7	12	6	8	10	6	15	22	8	21	9	20	11	20	8									
		12.01%	14.91%	15.90%	10.87%	14.63%	3.16%	19.39%	12.61%	22.55%	6.00%	7.23%	12.24%	6.80%	6.42%	6.45%	8.79%	11.63%	7.32%	15.79%	10.73%	11.76%	11.80%	3.81%	17.09%	7.97%	8.73%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	9	3	1	0	0	0	2	0	0	0	1	2	0	0	2	0	0	0	0	0	0	1	1	1	1	0									
		0.54%	1.09%	0.41%	0.54%	0.00%	0.00%	0.00%	1.80%	0.00%	0.00%	0.00%	0.68%	1.94%	0.00%	0.00%	2.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.85%	0.72%	0.44%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	207	61	62	2	3	7	5	0	0	2	2	2	0	6	4	4	0	1	0	3	2	17	10	3	5	5	1									
		4.62%	7.39%	8.42%	1.09%	7.32%	7.37%	5.10%	0.00%	0.00%	2.00%	2.41%	1.36%	0.00%	3.21%	4.30%	4.40%	0.00%	1.22%	0.00%	1.46%	2.94%	9.55%	4.24%	2.56%	3.62%	2.18%	2.08%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
