Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
"Наименование Избирательной комиссии:    Новосибирск, Центральная"																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013									
		0.28%	0.31%	0.55%	0.36%	0.18%	0.00%	0.60%	0.00%	0.18%	0.21%	0.18%	0.68%	0.62%	0.12%	0.00%	0.49%	0.17%	0.13%	0.30%	0.54%	0.19%	0.14%	0.42%	0.00%	0.12%	0.00%	0.73%	0.30%	0.68%	0.00%	0.00%	0.39%	0.00%	0.30%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2448	66	77	98	67	72	95	60	80	53	62	90	62	108	96	118	85	94	85	119	64	60	58	53	105	47	25	101	79	79	56	51	50	33									
		12.64%	10.20%	14.23%	11.64%	12.20%	12.93%	11.39%	15.42%	14.47%	11.18%	11.29%	12.16%	12.84%	13.43%	14.93%	14.55%	14.41%	12.07%	12.86%	16.04%	12.36%	8.47%	12.06%	17.32%	12.25%	17.28%	9.12%	15.05%	13.41%	11.21%	9.51%	10.02%	13.51%	10.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	435	10	11	26	8	12	20	6	5	16	16	8	11	22	13	14	8	16	17	13	9	11	14	10	35	5	10	8	18	16	15	15	14	3									
		2.25%	1.55%	2.03%	3.09%	1.46%	2.15%	2.40%	1.54%	0.90%	3.38%	2.91%	1.08%	2.28%	2.74%	2.02%	1.73%	1.36%	2.05%	2.57%	1.75%	1.74%	1.55%	2.91%	3.27%	4.08%	1.84%	3.65%	1.19%	3.06%	2.27%	2.55%	2.95%	3.78%	0.91%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	423	17	5	21	12	8	19	5	17	18	11	5	14	17	10	17	9	6	11	11	13	11	16	11	20	10	7	7	11	30	19	19	12	4									
		2.18%	2.63%	0.92%	2.49%	2.19%	1.44%	2.28%	1.29%	3.07%	3.80%	2.00%	0.68%	2.90%	2.11%	1.56%	2.10%	1.53%	0.77%	1.66%	1.48%	2.51%	1.55%	3.33%	3.59%	2.33%	3.68%	2.55%	1.04%	1.87%	4.26%	3.23%	3.73%	3.24%	1.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	3	0	1	1	0	2	1	1	2	2	0	1	0									
		0.11%	0.00%	0.00%	0.12%	0.00%	0.00%	0.12%	0.00%	0.18%	0.21%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.19%	0.42%	0.00%	0.33%	0.12%	0.00%	0.73%	0.15%	0.17%	0.28%	0.34%	0.00%	0.27%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1239	47	23	63	37	25	46	33	37	32	29	19	29	42	35	44	33	41	31	35	26	53	42	39	70	20	19	38	36	69	56	43	33	14									
		6.40%	7.26%	4.25%	7.48%	6.74%	4.49%	5.52%	8.48%	6.69%	6.75%	5.28%	2.57%	6.00%	5.22%	5.44%	5.43%	5.59%	5.26%	4.69%	4.72%	5.02%	7.49%	8.73%	12.75%	8.17%	7.35%	6.93%	5.66%	6.11%	9.79%	9.51%	8.45%	8.92%	4.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4923	134	149	227	175	146	235	93	141	119	155	138	125	177	167	190	141	213	150	192	144	232	111	68	196	61	67	137	125	177	199	131	95	113									
		25.42%	20.71%	27.54%	26.96%	31.88%	26.21%	28.18%	23.91%	25.50%	25.11%	28.23%	18.65%	25.88%	22.01%	25.97%	23.43%	23.90%	27.34%	22.69%	25.88%	27.80%	32.77%	23.08%	22.22%	22.87%	22.43%	24.45%	20.42%	21.22%	25.11%	33.79%	25.74%	25.68%	34.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	93	3	3	2	2	6	6	2	2	1	2	4	3	3	3	3	2	3	6	4	5	3	2	1	5	3	0	2	4	2	1	1	1	3									
		0.48%	0.46%	0.55%	0.24%	0.36%	1.08%	0.72%	0.51%	0.36%	0.21%	0.36%	0.54%	0.62%	0.37%	0.47%	0.37%	0.34%	0.39%	0.91%	0.54%	0.97%	0.42%	0.42%	0.33%	0.58%	1.10%	0.00%	0.30%	0.68%	0.28%	0.17%	0.20%	0.27%	0.91%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	887	24	28	31	26	21	61	23	23	20	28	26	23	46	28	38	37	35	38	37	23	30	21	12	28	14	15	28	25	21	22	14	24	17									
		4.58%	3.71%	5.18%	3.68%	4.74%	3.77%	7.31%	5.91%	4.16%	4.22%	5.10%	3.51%	4.76%	5.72%	4.35%	4.69%	6.27%	4.49%	5.75%	4.99%	4.44%	4.24%	4.37%	3.92%	3.27%	5.15%	5.47%	4.17%	4.24%	2.98%	3.74%	2.75%	6.49%	5.17%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
