Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																									
Дата голосования: 18.09.2016																																																									
																																																									
"Наименование Избирательной комиссии:    Симферополь, Центральная"																																																									
																																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																																									
																																																									
		Сумма	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270									
		0.64%	1.30%	0.75%	1.06%	0.71%	0.34%	0.38%	0.31%	0.55%	0.36%	0.18%	0.44%	0.42%	0.40%	0.15%	0.56%	0.49%	0.43%	0.79%	0.72%	0.47%	0.77%	0.94%	1.05%	1.48%	0.61%	0.42%	0.39%	0.68%	0.38%	0.75%	0.66%	0.96%	1.34%	0.84%	1.02%	0.39%	0.83%	0.00%	0.70%	0.23%	0.41%	1.22%	1.88%	1.89%	1.03%	4.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	1	2	1	4	0	0	0	0	0	0	0	1	3	0	0	0	0	1	3	1	0	1	0	1	0	1	0	0	1	2	0	0	1	1	0	0	0	0	1	1	0	2	0	2	0	0									
		0.09%	0.16%	0.25%	0.13%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.40%	0.00%	0.00%	0.00%	0.00%	0.13%	0.43%	0.16%	0.00%	0.09%	0.00%	0.16%	0.00%	0.14%	0.00%	0.00%	0.13%	0.25%	0.00%	0.00%	0.19%	0.12%	0.00%	0.00%	0.00%	0.00%	0.12%	0.11%	0.00%	0.81%	0.00%	0.75%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4593	81	107	96	101	91	326	97	117	73	57	82	95	81	88	172	116	90	114	99	81	130	157	128	84	81	103	115	104	114	99	106	123	64	110	109	121	151	126	120	96	65	22	25	27	35	14									
		13.18%	13.19%	13.34%	12.70%	14.33%	15.27%	20.78%	7.44%	12.89%	13.22%	5.14%	12.04%	13.38%	10.83%	13.21%	16.15%	14.20%	12.99%	15.10%	14.18%	12.68%	16.60%	13.44%	16.73%	13.79%	9.89%	14.39%	14.76%	14.05%	14.39%	12.42%	13.91%	14.77%	12.24%	13.25%	13.96%	15.82%	15.62%	13.88%	14.08%	10.86%	5.36%	8.94%	9.40%	10.19%	12.03%	14.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	171	2	2	4	0	3	6	2	0	3	1	1	5	3	2	9	4	1	6	2	6	2	5	3	1	4	1	3	7	3	6	6	7	4	5	4	5	4	0	2	9	4	7	6	6	3	2									
		0.49%	0.33%	0.25%	0.53%	0.00%	0.50%	0.38%	0.15%	0.00%	0.54%	0.09%	0.15%	0.70%	0.40%	0.30%	0.85%	0.49%	0.14%	0.79%	0.29%	0.94%	0.26%	0.43%	0.39%	0.16%	0.49%	0.14%	0.39%	0.95%	0.38%	0.75%	0.79%	0.84%	0.76%	0.60%	0.51%	0.65%	0.41%	0.00%	0.23%	1.02%	0.33%	2.85%	2.26%	2.26%	1.03%	2.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	170	5	2	6	2	10	2	1	4	3	2	3	2	0	3	3	4	3	3	6	6	7	5	3	4	1	4	1	5	5	5	7	7	3	4	3	2	9	0	8	10	2	1	2	0	2	0									
		0.49%	0.81%	0.25%	0.79%	0.28%	1.68%	0.13%	0.08%	0.44%	0.54%	0.18%	0.44%	0.28%	0.00%	0.45%	0.28%	0.49%	0.43%	0.40%	0.86%	0.94%	0.89%	0.43%	0.39%	0.66%	0.12%	0.56%	0.13%	0.68%	0.63%	0.63%	0.92%	0.84%	0.57%	0.48%	0.38%	0.26%	0.93%	0.00%	0.94%	1.13%	0.17%	0.41%	0.75%	0.00%	0.69%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	1	1	1	1	1	1	1	1	1	0	0	0	3	0	0	0	0	1	1	0	0	1	1	1	0									
		0.07%	0.16%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.12%	0.00%	0.13%	0.00%	0.00%	0.26%	0.09%	0.13%	0.16%	0.12%	0.14%	0.13%	0.14%	0.13%	0.13%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.12%	0.11%	0.00%	0.00%	0.38%	0.38%	0.34%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	190	7	10	7	0	2	5	3	2	1	1	4	6	1	3	9	6	4	1	3	8	5	4	6	6	3	3	2	5	3	1	5	4	1	3	5	3	6	0	6	4	7	7	10	3	3	2									
		0.55%	1.14%	1.25%	0.93%	0.00%	0.34%	0.32%	0.23%	0.22%	0.18%	0.09%	0.59%	0.85%	0.13%	0.45%	0.85%	0.73%	0.58%	0.13%	0.43%	1.25%	0.64%	0.34%	0.78%	0.99%	0.37%	0.42%	0.26%	0.68%	0.38%	0.13%	0.66%	0.48%	0.19%	0.36%	0.64%	0.39%	0.62%	0.00%	0.70%	0.45%	0.58%	2.85%	3.76%	1.13%	1.03%	2.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1897	41	61	49	31	28	101	49	32	29	19	33	23	25	35	69	52	40	49	29	37	47	68	45	28	19	53	66	57	55	49	47	56	27	67	53	30	54	64	49	34	27	22	14	13	18	3									
		5.44%	6.68%	7.61%	6.48%	4.40%	4.70%	6.44%	3.76%	3.52%	5.25%	1.71%	4.85%	3.24%	3.34%	5.26%	6.48%	6.36%	5.77%	6.49%	4.15%	5.79%	6.00%	5.82%	5.88%	4.60%	2.32%	7.40%	8.47%	7.70%	6.94%	6.15%	6.17%	6.72%	5.16%	8.07%	6.79%	3.92%	5.58%	7.05%	5.75%	3.85%	2.23%	8.94%	5.26%	4.91%	6.19%	3.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	97	1	3	2	3	2	4	2	5	0	1	1	2	1	3	0	1	3	3	1	8	1	2	1	0	3	2	2	3	4	3	2	0	3	2	4	1	1	0	7	1	1	2	4	0	2	0									
		0.28%	0.16%	0.37%	0.26%	0.43%	0.34%	0.25%	0.15%	0.55%	0.00%	0.09%	0.15%	0.28%	0.13%	0.45%	0.00%	0.12%	0.43%	0.40%	0.14%	1.25%	0.13%	0.17%	0.13%	0.00%	0.37%	0.28%	0.26%	0.41%	0.51%	0.38%	0.26%	0.00%	0.57%	0.24%	0.51%	0.13%	0.10%	0.00%	0.82%	0.11%	0.08%	0.81%	1.50%	0.00%	0.69%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	814	15	32	11	9	17	16	12	11	6	5	6	5	28	14	41	20	21	22	29	11	11	33	17	8	53	25	17	18	27	18	30	12	23	24	15	11	24	26	32	16	20	10	1	6	6	0									
		2.34%	2.44%	3.99%	1.46%	1.28%	2.85%	1.02%	0.92%	1.21%	1.09%	0.45%	0.88%	0.70%	3.74%	2.10%	3.85%	2.45%	3.03%	2.91%	4.15%	1.72%	1.40%	2.83%	2.22%	1.31%	6.47%	3.49%	2.18%	2.43%	3.41%	2.26%	3.94%	1.44%	4.40%	2.89%	1.92%	1.44%	2.48%	2.86%	3.76%	1.81%	1.65%	4.07%	0.38%	2.26%	2.06%	0.00%									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
