Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Ярская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423	УИК №3424					
		1.76%	2.40%	2.36%	0.71%	3.47%	1.71%	2.32%	0.80%	0.78%	1.20%	2.25%	1.32%	0.00%	0.77%	1.20%	0.00%	1.24%	0.00%	0.60%	0.76%	1.31%	1.45%	6.78%	1.04%	1.90%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
