Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Вадинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412									
		1.56%	1.80%	0.93%	0.51%	1.92%	1.63%	1.98%	1.22%	2.61%	0.46%	0.72%	4.41%	0.00%	1.18%	4.20%	0.00%	2.15%	2.38%	0.00%	0.89%	0.39%	0.95%	3.57%	4.12%	0.75%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	63	4	1	1	2	9	1	2	4	1	2	15	0	1	1	0	1	3	2	2	1	1	4	3	2									
		1.17%	1.44%	0.47%	0.51%	0.77%	2.93%	0.40%	0.82%	1.74%	0.23%	0.72%	4.13%	0.00%	0.59%	0.84%	0.00%	0.54%	1.79%	2.00%	0.59%	0.39%	0.47%	2.38%	3.09%	1.49%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4016	208	184	166	183	245	183	188	136	333	231	221	221	124	66	94	111	115	73	274	206	168	103	76	107									
		74.69%	74.82%	85.98%	84.26%	70.11%	79.80%	72.62%	76.73%	59.13%	76.20%	83.09%	60.88%	93.64%	73.37%	55.46%	71.21%	59.68%	68.45%	73.00%	81.07%	80.16%	79.62%	61.31%	78.35%	79.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	13	1	0	1	2	2	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0									
		0.24%	0.36%	0.00%	0.51%	0.77%	0.65%	0.40%	0.00%	0.00%	0.00%	0.36%	0.28%	0.00%	0.59%	0.00%	0.00%	0.54%	0.60%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.51%	0.00%	0.33%	0.00%	0.41%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	469	17	18	10	30	11	19	27	47	60	20	43	5	9	11	14	12	16	11	15	24	15	21	4	10									
		8.72%	6.12%	8.41%	5.08%	11.49%	3.58%	7.54%	11.02%	20.43%	13.73%	7.19%	11.85%	2.12%	5.33%	9.24%	10.61%	6.45%	9.52%	11.00%	4.44%	9.34%	7.11%	12.50%	4.12%	7.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	0	1	0	0	0	0	2	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0									
		0.15%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.36%	0.55%	0.00%	0.59%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	3	0	0	0	3	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0									
		0.24%	1.08%	0.00%	0.00%	0.00%	0.98%	1.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.23%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	0	2	0	4	4	1	1	4	1	0	1	0	2	2	0	0	1	1	0	2	1	0	0	1									
		0.52%	0.00%	0.93%	0.00%	1.53%	1.30%	0.40%	0.41%	1.74%	0.23%	0.00%	0.28%	0.00%	1.18%	1.68%	0.00%	0.00%	0.60%	1.00%	0.00%	0.78%	0.47%	0.00%	0.00%	0.75%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	504	33	5	14	24	16	26	18	19	28	9	44	7	14	18	21	49	25	13	39	22	17	30	5	8									
		9.37%	11.87%	2.34%	7.11%	9.20%	5.21%	10.32%	7.35%	8.26%	6.41%	3.24%	12.12%	2.97%	8.28%	15.13%	15.91%	26.34%	14.88%	13.00%	11.54%	8.56%	8.06%	17.86%	5.15%	5.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0									
		0.15%	0.00%	0.00%	0.00%	0.38%	0.33%	0.00%	0.00%	0.87%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	69	5	0	2	5	6	7	5	4	2	0	10	3	3	0	3	3	1	0	0	1	2	1	2	4									
		1.28%	1.80%	0.00%	1.02%	1.92%	1.95%	2.78%	2.04%	1.74%	0.46%	0.00%	2.75%	1.27%	1.78%	0.00%	2.27%	1.61%	0.60%	0.00%	0.00%	0.39%	0.95%	0.60%	2.06%	2.99%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
