Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    ЗАТО г.Большой Камень																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125					
		2.60%	1.25%	2.86%	2.60%	3.31%	2.03%	3.03%	1.93%	2.11%	3.10%	2.67%	2.77%	2.16%	2.88%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	534	18	28	38	51	63	46	42	69	45	56	39	19	20					
		3.60%	4.51%	2.28%	2.75%	3.59%	4.93%	3.39%	3.25%	4.56%	3.10%	4.27%	3.73%	3.42%	3.39%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1341	15	123	101	141	115	137	122	141	137	137	79	50	43					
		9.05%	3.75%	10.05%	7.31%	9.94%	9.00%	10.12%	9.45%	9.31%	9.46%	10.45%	7.55%	9.00%	7.30%					
22	"5. ""За Русь Святую"""	70	2	14	5	5	7	6	6	3	8	6	4	3	1					
		0.47%	0.50%	1.14%	0.36%	0.35%	0.54%	0.44%	0.46%	0.19%	0.55%	0.45%	0.38%	0.54%	0.16%					
23	"6. ""Объединенная Российская партия ""Русь"""	59	5	5	8	3	3	1	8	6	3	4	8	2	3					
		0.39%	1.25%	0.40%	0.57%	0.21%	0.23%	0.07%	0.61%	0.39%	0.20%	0.30%	0.76%	0.36%	0.50%					
24	"7. ""Новый курс - Автомобильная Россия"""	141	7	16	13	14	8	16	11	12	15	9	9	1	10					
		0.95%	1.75%	1.30%	0.94%	0.98%	0.62%	1.18%	0.85%	0.79%	1.03%	0.68%	0.86%	0.18%	1.69%					
25	"8. ""Народно-республиканская партия России"""	10	0	1	1	3	1	1	0	0	2	1	0	0	0					
		0.06%	0.0%	0.08%	0.07%	0.21%	0.07%	0.07%	0.0%	0.0%	0.13%	0.07%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	80	1	11	10	9	6	9	5	8	4	9	4	1	3					
		0.54%	0.25%	0.89%	0.72%	0.63%	0.46%	0.66%	0.38%	0.52%	0.27%	0.68%	0.38%	0.18%	0.50%					
27	"10. ""Аграрная партия России"""	347	12	20	36	26	23	37	38	46	27	35	17	14	16					
		2.34%	3.00%	1.63%	2.60%	1.83%	1.80%	2.73%	2.94%	3.04%	1.86%	2.67%	1.62%	2.52%	2.71%					
28	"11. ""Истинные патриоты России"""	5	1	0	0	1	0	1	1	0	0	0	0	0	1					
		0.03%	0.25%	0.0%	0.0%	0.07%	0.0%	0.07%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	80	3	6	9	10	6	5	5	9	11	5	6	1	4					
		0.54%	0.75%	0.49%	0.65%	0.70%	0.46%	0.36%	0.38%	0.59%	0.75%	0.38%	0.57%	0.18%	0.67%					
30	"13. ""Демократическая партия России"""	52	2	0	2	8	4	6	2	5	1	12	3	2	5					
		0.35%	0.50%	0.0%	0.14%	0.56%	0.31%	0.44%	0.15%	0.33%	0.06%	0.91%	0.28%	0.36%	0.84%					
31	"14. ""Великая Россия - Евразийский Союз"""	19	1	3	0	3	1	2	0	2	2	1	2	2	0					
		0.12%	0.25%	0.24%	0.0%	0.21%	0.07%	0.14%	0.0%	0.13%	0.13%	0.07%	0.19%	0.36%	0.0%					
32	"15. ""Партия СЛОН"""	21	0	0	2	2	1	2	0	6	2	1	3	1	1					
		0.14%	0.0%	0.0%	0.14%	0.14%	0.07%	0.14%	0.0%	0.39%	0.13%	0.07%	0.28%	0.18%	0.16%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1294	28	95	118	143	127	116	127	124	142	130	60	41	43					
		8.74%	7.01%	7.76%	8.54%	10.08%	9.94%	8.57%	9.83%	8.19%	9.80%	9.92%	5.74%	7.38%	7.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	30	2	4	1	2	6	3	3	1	3	0	1	1	3					
		0.20%	0.50%	0.32%	0.07%	0.14%	0.46%	0.22%	0.23%	0.06%	0.20%	0.0%	0.09%	0.18%	0.50%					
35	"18. ""ЛДПР"""	2682	72	226	239	286	218	256	227	252	282	218	209	110	87					
		18.11%	18.04%	18.47%	17.30%	20.16%	17.07%	18.92%	17.58%	16.65%	19.47%	16.64%	19.99%	19.81%	14.77%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	207	5	15	23	20	23	25	12	20	16	15	12	8	13					
		1.39%	1.25%	1.22%	1.66%	1.41%	1.80%	1.84%	0.92%	1.32%	1.10%	1.14%	1.14%	1.44%	2.20%					
37	"20. ""Политическая партия ""Единая Россия"""	4024	106	331	406	362	289	354	386	433	370	334	303	163	187					
		27.18%	26.56%	27.06%	29.39%	25.52%	22.63%	26.16%	29.89%	28.61%	25.55%	25.49%	28.99%	29.36%	31.74%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	0	1	3	0	1	1	1	0	1	3	1	0	0					
		0.08%	0.0%	0.08%	0.21%	0.0%	0.07%	0.07%	0.07%	0.0%	0.06%	0.22%	0.09%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	51	0	6	7	4	1	2	2	9	8	5	2	1	4					
		0.34%	0.0%	0.49%	0.50%	0.28%	0.07%	0.14%	0.15%	0.59%	0.55%	0.38%	0.19%	0.18%	0.67%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1821	67	164	158	173	202	148	139	180	154	175	122	69	70					
		12.30%	16.79%	13.40%	11.44%	12.20%	15.81%	10.93%	10.76%	11.89%	10.63%	13.35%	11.67%	12.43%	11.88%					
																				
41	Против всех	1155	27	93	127	79	103	98	103	125	129	84	107	37	43					
		7.80%	6.76%	7.60%	9.19%	5.57%	8.06%	7.24%	7.97%	8.26%	8.90%	6.41%	10.23%	6.66%	7.30%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
