Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Новосибирская - 137																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №793	УИК №794	УИК №795	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №823	УИК №824	УИК №826	УИК №827	УИК №1184	УИК №1185									
14	Число погашенных неиспользованных открепительных удостоверений	446	31	10	5	39	34	37	38	43	34	37	21	37	16	35	29									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	386	20	7	1	39	38	29	53	44	29	11	15	22	15	27	36									
		4.02%	3.15%	4.22%	1.16%	4.94%	4.87%	3.42%	4.34%	3.99%	4.06%	1.77%	3.39%	3.91%	6.64%	3.58%	5.47%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	321	24	7	6	23	23	24	41	40	17	29	20	26	4	19	18									
		3.34%	3.79%	4.22%	6.98%	2.92%	2.94%	2.83%	3.36%	3.63%	2.38%	4.67%	4.51%	4.63%	1.77%	2.52%	2.74%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	200	15	3	1	22	26	18	25	26	12	9	8	11	6	7	11									
		2.08%	2.37%	1.81%	1.16%	2.79%	3.33%	2.12%	2.05%	2.36%	1.68%	1.45%	1.81%	1.96%	2.65%	0.93%	1.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3227	279	51	37	249	197	291	371	326	252	173	152	235	94	299	221									
		33.59%	44.01%	30.72%	43.02%	31.56%	25.22%	34.32%	30.36%	29.58%	35.24%	27.86%	34.31%	41.81%	41.59%	39.66%	33.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	125	5	0	2	8	5	19	16	15	12	7	7	1	1	15	12									
		1.30%	0.79%	0.00%	2.33%	1.01%	0.64%	2.24%	1.31%	1.36%	1.68%	1.13%	1.58%	0.18%	0.44%	1.99%	1.82%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	2	0	0	1	1	5	5	5	2	0	2	0	0	3	1									
		0.28%	0.32%	0.00%	0.00%	0.13%	0.13%	0.59%	0.41%	0.45%	0.28%	0.00%	0.45%	0.00%	0.00%	0.40%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1305	117	34	14	86	85	90	131	125	99	118	72	98	38	100	98									
		13.58%	18.45%	20.48%	16.28%	10.90%	10.88%	10.61%	10.72%	11.34%	13.85%	19.00%	16.25%	17.44%	16.81%	13.26%	14.89%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	150	1	2	0	26	17	12	22	16	8	6	8	4	5	10	13									
		1.56%	0.16%	1.20%	0.00%	3.30%	2.18%	1.42%	1.80%	1.45%	1.12%	0.97%	1.81%	0.71%	2.21%	1.33%	1.98%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	179	5	0	1	22	7	20	29	19	27	10	9	3	0	14	13									
		1.86%	0.79%	0.00%	1.16%	2.79%	0.90%	2.36%	2.37%	1.72%	3.78%	1.61%	2.03%	0.53%	0.00%	1.86%	1.98%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0									
		0.04%	0.16%	0.00%	0.00%	0.00%	0.13%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	360	4	4	0	45	41	34	49	45	31	16	10	16	3	23	39									
		3.75%	0.63%	2.41%	0.00%	5.70%	5.25%	4.01%	4.01%	4.08%	4.34%	2.58%	2.26%	2.85%	1.33%	3.05%	5.93%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2326	118	40	21	189	246	222	340	300	133	177	109	109	40	162	120									
		24.21%	18.61%	24.10%	24.42%	23.95%	31.50%	26.18%	27.82%	27.22%	18.60%	28.50%	24.60%	19.40%	17.70%	21.49%	18.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	5	2	0	2	6	2	8	0	1	2	3	2	0	2	6									
		0.43%	0.79%	1.20%	0.00%	0.25%	0.77%	0.24%	0.65%	0.00%	0.14%	0.32%	0.68%	0.36%	0.00%	0.27%	0.91%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	726	17	10	2	59	70	64	96	117	76	48	25	23	13	53	53									
		7.56%	2.68%	6.02%	2.33%	7.48%	8.96%	7.55%	7.86%	10.62%	10.63%	7.73%	5.64%	4.09%	5.75%	7.03%	8.05%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
