Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Богатовская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	79	5	2	1	14	6	14	2	5	4	9	3	5	0	3	4	2									
		0.96%	1.21%	0.74%	0.24%	1.18%	0.46%	1.11%	1.39%	1.92%	1.07%	2.31%	0.65%	0.94%	0.00%	0.68%	1.36%	1.03%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	244	7	14	14	28	33	29	8	11	15	15	15	17	7	10	15	6									
		2.97%	1.69%	5.20%	3.38%	2.36%	2.56%	2.31%	5.56%	4.21%	4.01%	3.86%	3.23%	3.21%	2.33%	2.27%	5.10%	3.09%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	93	6	2	3	10	11	17	1	5	4	3	2	9	6	6	3	5									
		1.13%	1.45%	0.74%	0.72%	0.84%	0.85%	1.35%	0.69%	1.92%	1.07%	0.77%	0.43%	1.70%	1.99%	1.36%	1.02%	2.58%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4612	218	107	257	723	819	688	83	125	165	188	247	327	165	266	167	67									
		56.09%	52.66%	39.78%	62.08%	60.96%	63.44%	54.73%	57.64%	47.89%	44.12%	48.33%	53.23%	61.70%	54.82%	60.45%	56.80%	34.54%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	49	3	0	3	4	4	9	1	6	1	2	2	1	0	6	3	4									
		0.60%	0.72%	0.00%	0.72%	0.34%	0.31%	0.72%	0.69%	2.30%	0.27%	0.51%	0.43%	0.19%	0.00%	1.36%	1.02%	2.06%									
24	"6. Политическая партия ""Гражданская Платформа"""	137	10	5	6	23	21	20	1	7	2	4	4	12	8	5	5	4									
		1.67%	2.42%	1.86%	1.45%	1.94%	1.63%	1.59%	0.69%	2.68%	0.53%	1.03%	0.86%	2.26%	2.66%	1.14%	1.70%	2.06%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1305	78	47	65	158	168	190	21	50	110	85	70	76	50	58	43	36									
		15.87%	18.84%	17.47%	15.70%	13.32%	13.01%	15.12%	14.58%	19.16%	29.41%	21.85%	15.09%	14.34%	16.61%	13.18%	14.63%	18.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	27	1	0	1	7	2	4	2	2	1	0	1	0	1	3	0	2									
		0.33%	0.24%	0.00%	0.24%	0.59%	0.15%	0.32%	1.39%	0.77%	0.27%	0.00%	0.22%	0.00%	0.33%	0.68%	0.00%	1.03%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	39	1	0	1	3	5	10	1	3	3	3	1	2	1	2	0	3									
		0.47%	0.24%	0.00%	0.24%	0.25%	0.39%	0.80%	0.69%	1.15%	0.80%	0.77%	0.22%	0.38%	0.33%	0.45%	0.00%	1.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	0	2	2	2	2	0	2	0	2	2	1	0	0	0	0									
		0.19%	0.24%	0.00%	0.48%	0.17%	0.15%	0.16%	0.00%	0.77%	0.00%	0.51%	0.43%	0.19%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	2	7	1	4	5	5	0	0	1	1	0	1	2	1	0	1									
		0.38%	0.48%	2.60%	0.24%	0.34%	0.39%	0.40%	0.00%	0.00%	0.27%	0.26%	0.00%	0.19%	0.66%	0.23%	0.00%	0.52%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1076	47	60	33	159	158	186	16	33	46	45	63	48	33	58	39	52									
		13.09%	11.35%	22.30%	7.97%	13.41%	12.24%	14.80%	11.11%	12.64%	12.30%	11.57%	13.58%	9.06%	10.96%	13.18%	13.27%	26.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	2	1	2	4	2	5	1	1	2	3	3	2	8	1	2	2									
		0.50%	0.48%	0.37%	0.48%	0.34%	0.15%	0.40%	0.69%	0.38%	0.53%	0.77%	0.65%	0.38%	2.66%	0.23%	0.68%	1.03%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	201	6	8	5	17	19	32	4	6	11	16	45	8	7	10	4	3									
		2.44%	1.45%	2.97%	1.21%	1.43%	1.47%	2.55%	2.78%	2.30%	2.94%	4.11%	9.70%	1.51%	2.33%	2.27%	1.36%	1.55%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
