Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Очерская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627									
		19.73%	20.62%	19.50%	16.76%	17.72%	24.19%	19.05%	23.96%	25.93%	21.61%	19.91%	13.84%	18.27%	21.30%	10.14%	19.85%	23.14%	20.45%	20.00%	17.95%	26.37%	26.90%	11.88%	11.76%	19.05%	0.00%	11.36%	21.92%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	0	4	0	0	0	2	0	0	5	4	1	1	1	0	0	2	0	0	0	0	1	0	0	0	3	0	2									
		0.41%	0.00%	1.66%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	1.15%	0.86%	0.63%	0.19%	0.25%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	6.00%	0.00%	0.77%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	104	7	4	13	0	11	10	4	2	5	11	2	8	8	0	3	2	1	1	1	2	1	1	2	0	0	0	5									
		1.66%	1.66%	1.66%	2.32%	0.00%	2.24%	2.38%	1.84%	2.47%	1.15%	2.36%	1.26%	1.54%	2.01%	0.00%	2.29%	0.87%	0.57%	2.22%	1.28%	2.20%	0.51%	0.63%	1.18%	0.00%	0.00%	0.00%	1.92%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	2	1	0	1	1	0	0	2	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0									
		0.21%	0.00%	0.83%	0.18%	0.00%	0.20%	0.24%	0.00%	0.00%	0.46%	0.43%	0.00%	0.19%	0.00%	0.00%	0.00%	0.44%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	82	6	1	12	2	10	6	5	2	3	10	1	10	2	0	2	0	0	0	0	0	2	2	2	1	0	2	1									
		1.31%	1.42%	0.41%	2.14%	2.53%	2.03%	1.43%	2.30%	2.47%	0.69%	2.14%	0.63%	1.92%	0.50%	0.00%	1.53%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	1.25%	1.18%	2.38%	0.00%	2.27%	0.38%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	712	59	25	72	12	54	61	16	6	44	47	0	77	46	2	13	31	26	6	8	3	18	12	25	0	4	21	24									
		11.34%	13.98%	10.37%	12.83%	15.19%	10.98%	14.52%	7.37%	7.41%	10.11%	10.06%	0.00%	14.81%	11.53%	2.90%	9.92%	13.54%	14.77%	13.33%	10.26%	3.30%	9.14%	7.50%	14.71%	0.00%	8.00%	23.86%	9.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	4	0	2	0	2	1	0	0	2	1	0	5	3	0	1	1	0	0	0	0	1	1	0	0	0	0	0									
		0.38%	0.95%	0.00%	0.36%	0.00%	0.41%	0.24%	0.00%	0.00%	0.46%	0.21%	0.00%	0.96%	0.75%	0.00%	0.76%	0.44%	0.00%	0.00%	0.00%	0.00%	0.51%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	542	40	29	55	1	46	40	10	5	50	39	6	47	49	4	9	13	15	3	5	6	14	17	6	1	3	3	26									
		8.63%	9.48%	12.03%	9.80%	1.27%	9.35%	9.52%	4.61%	6.17%	11.49%	8.35%	3.77%	9.04%	12.28%	5.80%	6.87%	5.68%	8.52%	6.67%	6.41%	6.59%	7.11%	10.63%	3.53%	2.38%	6.00%	3.41%	10.00%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
