Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Большечерниговская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	289	15	5	5	15	15	21	15	15	10	15	5	5	5	15	10	10	10	5	5	15	5	5	10	10	13	5	15	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	104	11	0	1	3	8	17	12	13	3	3	1	0	1	3	0	0	0	1	0	6	0	0	0	2	10	0	5	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	78	4	5	1	4	3	6	6	6	2	2	1	2	2	2	5	5	1	2	1	0	3	2	2	2	2	1	2	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	185	4	5	4	12	7	4	3	2	7	12	4	5	4	12	10	10	10	4	5	9	5	5	10	8	3	5	10	1	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	278	28	3	13	7	14	20	17	28	5	8	0	4	1	25	5	2	3	4	3	9	5	1	7	10	11	4	27	8	6					
		3.16%	3.21%	5.88%	5.78%	1.53%	3.69%	2.71%	3.04%	4.50%	2.00%	2.20%	0.00%	3.54%	0.79%	4.50%	2.18%	1.16%	1.48%	2.01%	5.17%	2.22%	3.70%	0.70%	2.47%	3.31%	3.26%	2.53%	5.42%	5.41%	4.29%					
19	2.Всероссийская политическая партия «Гражданская Сила»	21	3	0	0	0	2	5	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	2	0	0	2	1	1					
		0.24%	0.34%	0.00%	0.00%	0.00%	0.53%	0.68%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.49%	0.00%	0.00%	0.25%	0.00%	0.70%	0.00%	0.66%	0.00%	0.00%	0.40%	0.68%	0.71%					
20	3.Политическая партия «Демократическая партия России»	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0					
		0.07%	0.11%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.72%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1078	118	9	11	57	54	81	100	108	18	45	2	5	14	57	5	26	22	50	7	45	14	9	22	39	48	11	82	4	15					
		12.26%	13.55%	17.65%	4.89%	12.42%	14.25%	10.96%	17.89%	17.36%	7.20%	12.40%	2.94%	4.42%	11.02%	10.25%	2.18%	15.12%	10.84%	25.13%	12.07%	11.08%	10.37%	6.29%	7.77%	12.91%	14.24%	6.96%	16.47%	2.70%	10.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	48	8	0	0	5	0	9	1	4	0	0	0	0	0	0	0	0	0	3	0	3	1	4	0	0	0	1	4	4	1					
		0.55%	0.92%	0.00%	0.00%	1.09%	0.00%	1.22%	0.18%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.51%	0.00%	0.74%	0.74%	2.80%	0.00%	0.00%	0.00%	0.63%	0.80%	2.70%	0.71%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	1	1	2	0					
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.16%	0.40%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.71%	0.00%	0.00%	0.63%	0.20%	1.35%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	577	64	0	16	34	24	82	47	52	21	23	2	5	3	20	22	10	29	10	5	21	2	4	16	19	15	12	11	2	6					
		6.56%	7.35%	0.00%	7.11%	7.41%	6.33%	11.10%	8.41%	8.36%	8.40%	6.34%	2.94%	4.42%	2.36%	3.60%	9.61%	5.81%	14.29%	5.03%	8.62%	5.17%	1.48%	2.80%	5.65%	6.29%	4.45%	7.59%	2.21%	1.35%	4.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	961	55	2	18	16	43	103	92	65	21	43	6	15	26	76	40	18	17	14	4	31	23	16	34	33	36	10	52	26	26					
		10.93%	6.31%	3.92%	8.00%	3.49%	11.35%	13.94%	16.46%	10.45%	8.40%	11.85%	8.82%	13.27%	20.47%	13.67%	17.47%	10.47%	8.37%	7.04%	6.90%	7.64%	17.04%	11.19%	12.01%	10.93%	10.68%	6.33%	10.44%	17.57%	18.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	35	1	0	0	1	0	6	3	8	0	1	0	0	1	1	0	0	1	2	1	2	0	1	1	0	0	1	2	1	1					
		0.40%	0.11%	0.00%	0.00%	0.22%	0.00%	0.81%	0.54%	1.29%	0.00%	0.28%	0.00%	0.00%	0.79%	0.18%	0.00%	0.00%	0.49%	1.01%	1.72%	0.49%	0.00%	0.70%	0.35%	0.00%	0.00%	0.63%	0.40%	0.68%	0.71%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5670	586	36	167	327	238	425	294	352	178	243	56	82	81	372	148	116	125	116	34	286	89	105	196	196	223	111	309	97	82					
		64.48%	67.28%	70.59%	74.22%	71.24%	62.80%	57.51%	52.59%	56.59%	71.20%	66.94%	82.35%	72.57%	63.78%	66.91%	64.63%	67.44%	61.58%	58.29%	58.62%	70.44%	65.93%	73.43%	69.26%	64.90%	66.17%	70.25%	62.05%	65.54%	58.57%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	1	1	0	4	1	2	3	2	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0					
		0.23%	0.11%	1.96%	0.00%	0.87%	0.26%	0.27%	0.54%	0.32%	0.80%	0.00%	0.00%	0.88%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
