Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Почепская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	183	8	9	9	3	7	18	12	13	0	0	2	3	1	0	1	3	1	6	8	0	3	0	2	1	0	4	10	4	1	5	4	5	0	0	0	1	2	6	9	1	1	3	0	3	4	1	1	1	6	1									
		1.12%	1.13%	2.11%	0.95%	0.44%	1.24%	2.17%	1.50%	1.83%	0.00%	0.00%	1.63%	1.89%	0.49%	0.00%	0.94%	0.88%	1.30%	1.19%	2.03%	0.00%	1.74%	0.00%	0.78%	0.71%	0.00%	1.90%	2.01%	1.75%	0.59%	1.05%	1.94%	1.10%	0.00%	0.00%	0.00%	0.92%	0.25%	0.81%	3.49%	0.48%	0.98%	0.64%	0.00%	1.41%	2.96%	0.77%	0.81%	1.23%	2.18%	0.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9965	356	213	541	398	417	443	521	353	176	208	69	89	137	227	85	230	71	289	247	86	106	72	151	98	65	139	254	108	113	286	107	328	162	163	230	73	451	495	146	111	46	256	110	153	97	87	80	52	179	91									
		61.00%	50.28%	49.88%	56.89%	58.27%	73.94%	53.31%	65.13%	49.65%	70.12%	64.00%	56.10%	55.97%	66.50%	82.85%	80.19%	67.45%	92.21%	57.34%	62.53%	62.32%	61.63%	59.50%	58.53%	70.00%	61.32%	65.88%	51.11%	47.16%	66.47%	60.34%	51.94%	72.25%	64.03%	74.09%	72.56%	66.97%	56.30%	66.44%	56.59%	53.62%	45.10%	54.70%	72.85%	71.83%	71.85%	66.92%	65.04%	64.20%	65.09%	67.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	76	4	2	6	3	1	6	2	4	1	2	0	1	0	1	0	5	0	2	1	0	2	0	2	1	1	1	2	1	0	0	3	0	0	0	0	1	4	5	0	0	0	3	0	1	0	1	0	0	7	0									
		0.47%	0.56%	0.47%	0.63%	0.44%	0.18%	0.72%	0.25%	0.56%	0.40%	0.62%	0.00%	0.63%	0.00%	0.36%	0.00%	1.47%	0.00%	0.40%	0.25%	0.00%	1.16%	0.00%	0.78%	0.71%	0.94%	0.47%	0.40%	0.44%	0.00%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	0.92%	0.50%	0.67%	0.00%	0.00%	0.00%	0.64%	0.00%	0.47%	0.00%	0.77%	0.00%	0.00%	2.55%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	0	0	4	0	0	1	0	1	0	1	0	0	0	0	0	3	0	1	1	1	0	1	0	2	1	2	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1									
		0.16%	0.00%	0.00%	0.42%	0.00%	0.00%	0.12%	0.00%	0.14%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.20%	0.25%	0.72%	0.00%	0.83%	0.00%	1.43%	0.94%	0.95%	0.00%	0.44%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.74%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2158	107	58	150	110	59	132	85	133	27	35	11	27	38	13	5	31	0	71	34	19	35	16	29	19	11	19	61	34	23	63	40	28	37	17	23	17	122	141	39	17	17	82	9	19	15	6	16	14	25	19									
		13.21%	15.11%	13.58%	15.77%	16.11%	10.46%	15.88%	10.63%	18.71%	10.76%	10.77%	8.94%	16.98%	18.45%	4.74%	4.72%	9.09%	0.00%	14.09%	8.61%	13.77%	20.35%	13.22%	11.24%	13.57%	10.38%	9.00%	12.27%	14.85%	13.53%	13.29%	19.42%	6.17%	14.62%	7.73%	7.26%	15.60%	15.23%	18.93%	15.12%	8.21%	16.67%	17.52%	5.96%	8.92%	11.11%	4.62%	13.01%	17.28%	9.09%	14.07%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	37	1	2	0	3	0	4	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	2	0	0	1	0	3	0	0	0	2	2	0	0	0	0	2	0	0	0	2	1	1	2	1	0	1	0	1									
		0.23%	0.14%	0.47%	0.00%	0.44%	0.00%	0.48%	0.13%	0.14%	0.00%	0.00%	0.00%	0.00%	0.49%	0.36%	0.00%	0.29%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.47%	0.00%	1.31%	0.00%	0.00%	0.00%	0.44%	0.79%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.43%	0.66%	0.47%	1.48%	0.77%	0.00%	1.23%	0.00%	0.74%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	63	7	0	5	3	3	2	3	5	2	0	0	1	3	0	0	3	0	0	0	1	1	1	0	0	0	3	1	1	0	1	0	2	2	0	1	0	9	2	0	0	0	1	0	0	0	0	0	0	0	0									
		0.39%	0.99%	0.00%	0.53%	0.44%	0.53%	0.24%	0.38%	0.70%	0.80%	0.00%	0.00%	0.63%	1.46%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.72%	0.58%	0.83%	0.00%	0.00%	0.00%	1.42%	0.20%	0.44%	0.00%	0.21%	0.00%	0.44%	0.79%	0.00%	0.32%	0.00%	1.12%	0.27%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.06%	0.00%	0.00%	0.11%	0.00%	0.00%	0.12%	0.13%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	102	5	1	10	12	0	5	1	9	1	1	0	2	2	0	1	1	0	2	0	0	1	2	2	0	1	3	3	6	0	2	3	2	4	0	0	2	1	4	0	1	1	4	2	1	1	0	2	0	1	0									
		0.62%	0.71%	0.23%	1.05%	1.76%	0.00%	0.60%	0.13%	1.27%	0.40%	0.31%	0.00%	1.26%	0.97%	0.00%	0.94%	0.29%	0.00%	0.40%	0.00%	0.00%	0.58%	1.65%	0.78%	0.00%	0.94%	1.42%	0.60%	2.62%	0.00%	0.42%	1.46%	0.44%	1.58%	0.00%	0.00%	1.83%	0.12%	0.54%	0.00%	0.48%	0.98%	0.85%	1.32%	0.47%	0.74%	0.00%	1.63%	0.00%	0.36%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2519	146	101	151	106	48	143	119	139	37	57	19	23	15	27	9	55	3	89	67	20	16	22	53	10	23	25	121	39	26	82	34	61	36	22	24	6	133	51	39	58	30	85	24	22	12	15	14	6	38	18									
		15.42%	20.62%	23.65%	15.88%	15.52%	8.51%	17.21%	14.88%	19.55%	14.74%	17.54%	15.45%	14.47%	7.28%	9.85%	8.49%	16.13%	3.90%	17.66%	16.96%	14.49%	9.30%	18.18%	20.54%	7.14%	21.70%	11.85%	24.35%	17.03%	15.29%	17.30%	16.50%	13.44%	14.23%	10.00%	7.57%	5.50%	16.60%	6.85%	15.12%	28.02%	29.41%	18.16%	15.89%	10.33%	8.89%	11.54%	11.38%	7.41%	13.82%	13.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	4	1	2	1	4	3	3	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0									
		0.21%	0.56%	0.23%	0.21%	0.15%	0.71%	0.36%	0.38%	0.14%	0.40%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.87%	0.59%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.40%	0.39%	0.48%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	328	19	10	17	14	10	19	16	14	0	1	5	7	1	2	2	1	1	15	8	1	0	2	4	6	2	5	16	10	1	8	3	5	3	5	31	2	8	9	6	5	3	8	1	6	0	10	0	3	1	2									
		2.01%	2.68%	2.34%	1.79%	2.05%	1.77%	2.29%	2.00%	1.97%	0.00%	0.31%	4.07%	4.40%	0.49%	0.73%	1.89%	0.29%	1.30%	2.98%	2.03%	0.72%	0.00%	1.65%	1.55%	4.29%	1.89%	2.37%	3.22%	4.37%	0.59%	1.69%	1.46%	1.10%	1.19%	2.27%	9.78%	1.83%	0.99%	1.21%	2.33%	2.42%	2.94%	1.71%	0.66%	2.82%	0.00%	7.69%	0.00%	3.70%	0.36%	1.48%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
