Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Темрюкская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №4901	УИК №4902	УИК №4903	УИК №4904	УИК №4905	УИК №4906	УИК №4907	УИК №4908	УИК №4909	УИК №4910	УИК №4911	УИК №4912	УИК №4913	УИК №4914	УИК №4915	УИК №4916	УИК №4917	УИК №4918	УИК №4919	УИК №4920	УИК №4921	УИК №4922	УИК №4923	УИК №4924	УИК №4925	УИК №4926	УИК №4927	УИК №4928	УИК №4929	УИК №4930	УИК №4931	УИК №4932	УИК №4933	УИК №4934	УИК №4935	УИК №4936	УИК №4937	УИК №4938	УИК №4939	УИК №4940	УИК №4941	УИК №4942	УИК №4943	УИК №4944	УИК №4945	УИК №4946	УИК №4947	УИК №4948	УИК №4949	УИК №4950	УИК №4951	УИК №4952	УИК №4953	УИК №4954					
		21.57%	23.90%	16.11%	23.08%	24.86%	27.13%	27.43%	26.06%	28.71%	26.81%	24.14%	29.98%	23.57%	24.62%	20.07%	19.92%	21.07%	20.10%	24.56%	23.09%	24.25%	25.44%	17.89%	24.51%	18.98%	24.47%	25.38%	19.58%	19.54%	20.40%	15.82%	17.44%	21.62%	23.47%	18.91%	18.28%	18.07%	9.00%	12.37%	10.02%	25.25%	18.27%	16.93%	21.99%	30.62%	18.99%	20.12%	15.76%	22.01%	22.21%	21.83%	16.52%	20.32%	28.87%	21.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1295	10	5	45	48	7	61	55	56	55	48	19	28	2	25	23	28	16	18	32	17	19	19	28	43	11	18	22	25	25	11	34	15	35	26	25	20	15	13	19	16	21	14	13	17	10	5	12	39	32	23	1	20	19	32					
		2.36%	1.47%	1.20%	3.63%	4.49%	0.96%	4.70%	5.05%	3.92%	4.15%	3.25%	2.20%	3.20%	0.24%	1.73%	2.22%	2.88%	1.40%	2.00%	2.88%	1.64%	1.87%	2.28%	3.92%	2.85%	1.95%	1.29%	1.72%	2.86%	2.66%	1.55%	2.30%	1.71%	2.85%	1.97%	1.87%	2.05%	1.65%	0.78%	2.09%	2.66%	1.80%	1.87%	1.09%	2.03%	1.62%	1.55%	2.96%	2.67%	2.41%	1.78%	0.17%	2.02%	2.65%	2.97%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24371	259	198	471	371	323	428	341	471	496	510	293	340	436	822	440	416	488	377	462	477	392	413	301	676	217	553	601	424	410	331	706	405	476	613	765	441	561	1031	552	293	637	411	482	305	311	175	180	657	569	579	289	472	289	435					
		44.41%	37.98%	47.60%	38.01%	34.67%	44.49%	32.97%	31.28%	32.98%	37.46%	34.48%	33.91%	38.90%	51.60%	56.89%	42.55%	42.75%	42.66%	41.89%	41.51%	45.91%	38.51%	49.58%	42.16%	44.86%	38.48%	39.64%	47.06%	48.46%	43.57%	46.75%	47.73%	46.08%	38.79%	46.37%	57.30%	45.28%	61.58%	61.59%	60.79%	48.67%	54.63%	54.80%	40.30%	36.48%	50.49%	54.18%	44.33%	44.91%	42.85%	44.81%	49.23%	47.72%	40.31%	40.35%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	263	6	1	5	5	1	4	8	8	6	9	4	5	1	8	11	5	9	2	6	3	4	7	6	10	0	7	7	2	5	6	6	2	4	4	8	3	4	6	6	2	6	0	5	2	7	1	1	6	8	5	3	6	0	7					
		0.48%	0.88%	0.24%	0.40%	0.47%	0.14%	0.31%	0.73%	0.56%	0.45%	0.61%	0.46%	0.57%	0.12%	0.55%	1.06%	0.51%	0.79%	0.22%	0.54%	0.29%	0.39%	0.84%	0.84%	0.66%	0.00%	0.50%	0.55%	0.23%	0.53%	0.85%	0.41%	0.23%	0.33%	0.30%	0.60%	0.31%	0.44%	0.36%	0.66%	0.33%	0.51%	0.00%	0.42%	0.24%	1.14%	0.31%	0.25%	0.41%	0.60%	0.39%	0.51%	0.61%	0.00%	0.65%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
