Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Шумерлинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225									
		0.10%	0.00%	0.00%	0.52%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.73%	0.21%	0.00%	0.00%	0.00%	0.24%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	441	11	17	20	20	3	11	7	24	56	38	6	17	7	21	38	9	10	20	7	30	3	33	7	22	4									
		7.66%	4.37%	8.37%	10.31%	15.63%	3.90%	10.38%	13.21%	9.68%	9.57%	12.03%	5.94%	14.05%	9.09%	9.13%	7.87%	3.93%	4.93%	7.78%	5.11%	6.19%	2.16%	8.51%	3.70%	5.18%	3.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	1	0	1	0	0	2	0	1	2	0	2	0	0	0	3	0	0	0	0	1	0	1	0	1	0									
		0.26%	0.40%	0.00%	0.52%	0.00%	0.00%	1.89%	0.00%	0.40%	0.34%	0.00%	1.98%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.26%	0.00%	0.24%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	1	0	1	0	1	0	0	0	2	0	0	1	0	2	0	2	4	0	0	3	0	0	0	0	0									
		0.30%	0.40%	0.00%	0.52%	0.00%	1.30%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.83%	0.00%	0.87%	0.00%	0.87%	1.97%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	1	0	2	1	0	2	0	0	5	0	0	1	2	0	2	1	1	0	0	1	0	1	1	0	0									
		0.36%	0.40%	0.00%	1.03%	0.78%	0.00%	1.89%	0.00%	0.00%	0.85%	0.00%	0.00%	0.83%	2.60%	0.00%	0.41%	0.44%	0.49%	0.00%	0.00%	0.21%	0.00%	0.26%	0.53%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	797	22	30	42	11	4	5	9	27	49	39	7	20	12	35	57	24	10	21	9	80	21	114	43	88	18									
		13.85%	8.73%	14.78%	21.65%	8.59%	5.19%	4.72%	16.98%	10.89%	8.38%	12.34%	6.93%	16.53%	15.58%	15.22%	11.80%	10.48%	4.93%	8.17%	6.57%	16.49%	15.11%	29.38%	22.75%	20.71%	13.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	3	0	1	1	1	3	0	0	4	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0									
		0.38%	1.19%	0.00%	0.52%	0.78%	1.30%	2.83%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	1.30%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.72%	0.00%	2.12%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	209	9	3	19	1	0	4	2	4	31	16	4	2	0	15	18	4	8	7	1	18	8	15	3	12	5									
		3.63%	3.57%	1.48%	9.79%	0.78%	0.00%	3.77%	3.77%	1.61%	5.30%	5.06%	3.96%	1.65%	0.00%	6.52%	3.73%	1.75%	3.94%	2.72%	0.73%	3.71%	5.76%	3.87%	1.59%	2.82%	3.88%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
