Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Козловская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	248	16	12	15	21	14	13	23	1	13	1	3	1	12	4	5	0	3	8	6	8	9	1	0	10	8	2	13	8	3	2	3	2	8					
		2.16%	2.93%	1.69%	1.78%	2.51%	3.02%	2.62%	2.73%	0.52%	3.71%	0.77%	2.04%	0.71%	2.39%	2.04%	1.66%	0.00%	2.19%	1.85%	1.96%	2.04%	2.98%	0.60%	0.00%	2.61%	3.21%	1.53%	2.14%	1.90%	1.75%	0.94%	0.94%	1.35%	6.78%					
19	. Малышкин Олег Александрович	476	17	24	25	29	10	22	12	14	30	7	6	11	22	6	8	15	6	22	5	17	21	26	0	9	9	2	14	29	8	5	10	19	16					
		4.15%	3.11%	3.38%	2.96%	3.47%	2.16%	4.44%	1.43%	7.22%	8.57%	5.38%	4.08%	7.80%	4.37%	3.06%	2.65%	9.55%	4.38%	5.08%	1.63%	4.33%	6.95%	15.57%	0.00%	2.35%	3.61%	1.53%	2.31%	6.89%	4.68%	2.36%	3.12%	12.84%	13.56%					
20	. Миронов Сергей Михайлович	73	3	2	4	4	5	1	1	2	4	0	0	0	2	3	1	1	5	6	8	1	2	3	0	1	0	0	5	1	1	0	1	6	0					
		0.64%	0.55%	0.28%	0.47%	0.48%	1.08%	0.20%	0.12%	1.03%	1.14%	0.00%	0.00%	0.00%	0.40%	1.53%	0.33%	0.64%	3.65%	1.39%	2.61%	0.25%	0.66%	1.80%	0.00%	0.26%	0.00%	0.00%	0.82%	0.24%	0.58%	0.00%	0.31%	4.05%	0.00%					
21	. Путин Владимир Владимирович	7464	375	475	563	573	308	336	589	97	195	84	88	62	318	119	179	82	92	270	169	301	183	98	108	218	144	75	441	263	95	154	260	85	65					
		65.01%	68.68%	66.90%	66.71%	68.62%	66.38%	67.74%	69.95%	50.00%	55.71%	64.62%	59.86%	43.97%	63.22%	60.71%	59.27%	52.23%	67.15%	62.36%	55.23%	76.59%	60.60%	58.68%	85.71%	56.92%	57.83%	57.25%	72.65%	62.47%	55.56%	72.64%	81.25%	57.43%	55.08%					
22	. Хакамада Ирина Муцуовна	184	20	14	14	17	6	8	12	2	6	2	2	1	8	2	7	3	1	7	2	3	4	2	2	4	1	1	10	10	2	6	4	1	0					
		1.60%	3.66%	1.97%	1.66%	2.04%	1.29%	1.61%	1.43%	1.03%	1.71%	1.54%	1.36%	0.71%	1.59%	1.02%	2.32%	1.91%	0.73%	1.62%	0.65%	0.76%	1.32%	1.20%	1.59%	1.04%	0.40%	0.76%	1.65%	2.38%	1.17%	2.83%	1.25%	0.68%	0.00%					
23	. Харитонов Николай Михайлович	2690	95	168	205	166	107	100	178	76	86	29	42	56	126	56	97	49	24	104	94	53	73	31	14	126	77	49	114	101	60	40	39	30	25					
		23.43%	17.40%	23.66%	24.29%	19.88%	23.06%	20.16%	21.14%	39.18%	24.57%	22.31%	28.57%	39.72%	25.05%	28.57%	32.12%	31.21%	17.52%	24.02%	30.72%	13.49%	24.17%	18.56%	11.11%	32.90%	30.92%	37.40%	18.78%	23.99%	35.09%	18.87%	12.19%	20.27%	21.19%					
																																								
24	Против всех	144	13	5	12	12	7	8	10	1	3	3	1	6	4	1	0	2	1	7	15	3	4	3	1	2	4	0	5	4	0	3	1	0	3					
		1.25%	2.38%	0.70%	1.42%	1.44%	1.51%	1.61%	1.19%	0.52%	0.86%	2.31%	0.68%	4.26%	0.80%	0.51%	0.00%	1.27%	0.73%	1.62%	4.90%	0.76%	1.32%	1.80%	0.79%	0.52%	1.61%	0.00%	0.82%	0.95%	0.00%	1.42%	0.31%	0.00%	2.54%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
