Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Кимрская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК  465	УИК  466	УИК  467	УИК  468	УИК  469	УИК  470	УИК  471	УИК  472	УИК  473	УИК  474	УИК  475	УИК  476	УИК  477	УИК  478	УИК  479	УИК  480	УИК  481	УИК  482	УИК  483	УИК  484	УИК  485	УИК  486	УИК  487					
		0.46%	0.40%	0.90%	0.54%	0.54%	0.0%	0.0%	0.71%	0.0%	2.17%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	1.23%	0.0%	0.0%	0.0%	0.75%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	0	1	2	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	3	1					
		0.17%	0.0%	0.30%	0.27%	0.0%	0.39%	0.0%	0.0%	0.74%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.51%	0.0%	0.0%	0.56%	0.71%					
32	"15. ""Партия СЛОН"""	13	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	4	3	0	0	1	0					
		0.17%	0.13%	0.0%	0.0%	0.18%	0.0%	0.0%	0.35%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	1.54%	0.0%	0.0%	0.18%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	762	206	19	49	52	17	7	36	16	7	34	3	17	5	12	20	69	14	43	8	37	8	63	20					
		10.05%	13.93%	5.70%	6.63%	9.50%	6.69%	4.29%	12.90%	11.85%	7.60%	6.84%	4.61%	11.11%	11.11%	6.41%	10.25%	13.21%	8.91%	8.82%	4.12%	12.71%	8.0%	11.90%	14.28%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	33	6	1	2	3	1	0	0	0	0	2	0	1	2	1	3	2	0	1	1	1	2	2	2					
		0.43%	0.40%	0.30%	0.27%	0.54%	0.39%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.65%	4.44%	0.53%	1.53%	0.38%	0.0%	0.20%	0.51%	0.34%	2.0%	0.37%	1.42%					
35	"18. ""ЛДПР"""	846	164	46	99	71	29	15	27	9	2	78	6	24	0	27	15	66	11	31	24	23	8	50	21					
		11.15%	11.09%	13.81%	13.39%	12.97%	11.41%	9.20%	9.67%	6.66%	2.17%	15.69%	9.23%	15.68%	0.0%	14.43%	7.69%	12.64%	7.00%	6.36%	12.37%	7.90%	8.0%	9.45%	14.99%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	184	36	14	19	5	12	1	5	4	2	7	1	4	5	6	7	12	4	9	4	3	5	18	1					
		2.42%	2.43%	4.20%	2.57%	0.91%	4.72%	0.61%	1.79%	2.96%	2.17%	1.40%	1.53%	2.61%	11.11%	3.20%	3.58%	2.29%	2.54%	1.84%	2.06%	1.03%	5.0%	3.40%	0.71%					
37	"20. ""Политическая партия ""Единая Россия"""	2810	489	142	307	193	110	55	100	41	53	207	35	41	20	67	89	186	68	97	91	124	47	193	55					
		37.06%	33.08%	42.64%	41.54%	35.28%	43.30%	33.74%	35.84%	30.37%	57.60%	41.64%	53.84%	26.79%	44.44%	35.82%	45.64%	35.63%	43.31%	19.91%	46.90%	42.61%	47.0%	36.48%	39.28%					
38	"21. ""Российская Конституционно-демократическая партия"""	27	3	4	3	1	0	0	1	1	0	0	0	0	0	1	0	1	4	1	3	1	1	2	0					
		0.35%	0.20%	1.20%	0.40%	0.18%	0.0%	0.0%	0.35%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.19%	2.54%	0.20%	1.54%	0.34%	1.0%	0.37%	0.0%					
39	"22. ""Развитие предпринимательства"""	20	5	0	5	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	2	2	0	0	1					
		0.26%	0.33%	0.0%	0.67%	0.0%	0.0%	1.84%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	1.03%	0.68%	0.0%	0.0%	0.71%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	718	185	28	51	64	10	19	24	21	2	43	2	18	5	13	16	39	12	49	20	23	1	61	12					
		9.46%	12.51%	8.40%	6.90%	11.70%	3.93%	11.65%	8.60%	15.55%	2.17%	8.65%	3.07%	11.76%	11.11%	6.95%	8.20%	7.47%	7.64%	10.06%	10.30%	7.90%	1.0%	11.53%	8.57%					
																														
41	Против всех	258	62	13	22	17	3	5	9	3	1	10	0	2	1	7	5	18	4	24	6	14	3	23	6					
		3.40%	4.19%	3.90%	2.97%	3.10%	1.18%	3.06%	3.22%	2.22%	1.08%	2.01%	0.0%	1.30%	2.22%	3.74%	2.56%	3.44%	2.54%	4.92%	3.09%	4.81%	3.0%	4.34%	4.28%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
