Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
"Наименование Избирательной комиссии:    Хабаровск, Железнодорожная"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №824	УИК №825					
14	Число погашенных неиспользованных открепительных удостоверений	85	0	0	3	1	0	1	1	0	1	2	3	0	0	0	7	5	0	1	0	0	2	0	0	4	4	1	0	0	15	0	1	0	12	0	4	1	0	0	1	1	0	0	0	0	0	0	0	0	0	6	0	8	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	1	1	1	1	0	0	3	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	1158	19	15	23	20	15	5	30	20	25	35	29	21	10	17	24	33	30	14	28	23	36	10	20	23	25	16	28	26	16	35	15	33	17	26	24	20	21	8	19	33	45	22	42	44	12	29	13	17	2	11	8	21	1	4					
		1.69%	1.38%	1.20%	1.50%	1.25%	1.05%	1.18%	1.99%	1.09%	1.53%	2.06%	1.73%	1.09%	1.09%	1.71%	1.60%	2.33%	2.42%	1.85%	1.95%	1.98%	2.29%	2.00%	1.64%	1.69%	2.00%	1.01%	1.73%	1.54%	1.17%	2.48%	1.75%	2.53%	2.03%	1.77%	2.52%	1.31%	1.59%	1.05%	0.88%	2.11%	2.53%	1.40%	2.69%	2.73%	1.02%	1.81%	1.27%	1.41%	0.83%	1.21%	0.94%	1.82%	1.28%	2.96%					
19	2.Всероссийская политическая партия «Гражданская Сила»	972	12	17	16	21	18	1	16	28	21	34	31	24	13	13	19	14	15	8	12	17	24	3	16	33	24	26	15	34	20	17	11	17	22	10	12	22	33	7	20	26	25	21	29	30	21	39	4	11	2	14	16	14	1	3					
		1.42%	0.87%	1.36%	1.04%	1.31%	1.26%	0.24%	1.06%	1.52%	1.29%	1.99%	1.85%	1.24%	1.42%	1.31%	1.27%	0.99%	1.21%	1.06%	0.84%	1.47%	1.53%	0.60%	1.31%	2.43%	1.92%	1.65%	0.93%	2.02%	1.46%	1.20%	1.29%	1.30%	2.63%	0.68%	1.26%	1.44%	2.49%	0.92%	0.92%	1.67%	1.41%	1.34%	1.86%	1.86%	1.78%	2.43%	0.39%	0.91%	0.83%	1.54%	1.89%	1.21%	1.28%	2.22%					
20	3.Политическая партия «Демократическая партия России»	139	0	0	1	4	5	1	1	6	5	7	5	2	1	1	3	2	2	0	2	0	1	0	3	4	2	4	1	2	7	0	0	2	1	3	0	5	2	1	6	1	5	3	7	7	1	10	3	0	0	1	3	6	0	0					
		0.20%	0.00%	0.00%	0.07%	0.25%	0.35%	0.24%	0.07%	0.33%	0.31%	0.41%	0.30%	0.10%	0.11%	0.10%	0.20%	0.14%	0.16%	0.00%	0.14%	0.00%	0.06%	0.00%	0.25%	0.29%	0.16%	0.25%	0.06%	0.12%	0.51%	0.00%	0.00%	0.15%	0.12%	0.20%	0.00%	0.33%	0.15%	0.13%	0.28%	0.06%	0.28%	0.19%	0.45%	0.43%	0.08%	0.62%	0.29%	0.00%	0.00%	0.11%	0.35%	0.52%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7002	153	84	142	129	133	27	106	191	166	191	193	158	60	92	141	177	174	89	157	100	162	57	90	175	162	160	207	177	155	122	102	140	96	158	97	179	138	59	139	175	228	154	205	212	162	97	66	111	22	122	46	137	14	13					
		10.22%	11.14%	6.74%	9.24%	8.08%	9.33%	6.35%	7.04%	10.39%	10.19%	11.23%	11.49%	8.19%	6.54%	9.24%	9.41%	12.51%	14.03%	11.74%	10.96%	8.63%	10.31%	11.40%	7.36%	12.88%	12.99%	10.13%	12.83%	10.50%	11.33%	8.64%	11.92%	10.74%	11.48%	10.78%	10.20%	11.73%	10.43%	7.75%	6.42%	11.21%	12.84%	9.82%	13.14%	13.14%	13.76%	6.05%	6.47%	9.18%	9.13%	13.38%	5.43%	11.87%	17.95%	9.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	806	10	8	14	8	22	0	31	12	13	27	18	25	5	8	25	13	27	9	12	12	17	0	8	24	22	15	22	30	11	9	8	11	3	16	20	15	18	7	25	20	18	31	22	22	23	31	11	11	1	14	6	13	0	3					
		1.18%	0.73%	0.64%	0.91%	0.50%	1.54%	0.00%	2.06%	0.65%	0.80%	1.59%	1.07%	1.30%	0.54%	0.80%	1.67%	0.92%	2.18%	1.19%	0.84%	1.04%	1.08%	0.00%	0.65%	1.77%	1.76%	0.95%	1.36%	1.78%	0.80%	0.64%	0.93%	0.84%	0.36%	1.09%	2.10%	0.98%	1.36%	0.92%	1.15%	1.28%	1.01%	1.98%	1.41%	1.36%	1.95%	1.93%	1.08%	0.91%	0.41%	1.54%	0.71%	1.13%	0.00%	2.22%					
23	6.Политическая партия «Партия социальной справедливости»	213	5	3	7	6	1	2	8	4	5	9	6	3	4	1	6	8	3	7	2	4	6	0	0	3	4	6	3	8	3	2	6	2	5	4	5	5	6	2	8	4	4	8	5	3	2	4	0	5	1	1	2	2	0	0					
		0.31%	0.36%	0.24%	0.46%	0.38%	0.07%	0.47%	0.53%	0.22%	0.31%	0.53%	0.36%	0.16%	0.44%	0.10%	0.40%	0.57%	0.24%	0.92%	0.14%	0.35%	0.38%	0.00%	0.00%	0.22%	0.32%	0.38%	0.19%	0.47%	0.22%	0.14%	0.70%	0.15%	0.60%	0.27%	0.53%	0.33%	0.45%	0.26%	0.37%	0.26%	0.23%	0.51%	0.32%	0.19%	0.17%	0.25%	0.00%	0.41%	0.41%	0.11%	0.24%	0.17%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	8727	205	151	240	224	198	57	220	254	229	177	198	310	163	139	213	174	144	96	220	154	190	26	161	173	122	194	196	192	196	177	92	166	89	143	129	190	163	113	229	213	218	225	168	157	138	207	150	162	35	98	108	120	7	14					
		12.74%	14.92%	12.12%	15.63%	14.03%	13.89%	13.41%	14.61%	13.81%	14.06%	10.41%	11.79%	16.07%	17.76%	13.96%	14.22%	12.30%	11.61%	12.66%	15.35%	13.29%	12.09%	5.20%	13.18%	12.73%	9.78%	12.28%	12.14%	11.39%	14.33%	12.54%	10.75%	12.74%	10.65%	9.76%	13.56%	12.45%	12.32%	14.85%	10.58%	13.65%	12.27%	14.34%	10.77%	9.73%	11.72%	12.91%	14.71%	13.40%	14.52%	10.75%	12.75%	10.40%	8.97%	10.37%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5056	71	82	95	105	91	16	111	132	112	137	131	125	46	70	98	119	88	65	107	97	158	29	100	121	92	108	118	129	113	102	75	108	69	125	93	134	95	59	78	112	156	127	139	148	108	94	46	88	26	64	49	81	6	8					
		7.38%	5.17%	6.58%	6.18%	6.57%	6.39%	3.76%	7.37%	7.18%	6.88%	8.05%	7.80%	6.48%	5.01%	7.03%	6.54%	8.41%	7.10%	8.58%	7.47%	8.37%	10.05%	5.80%	8.18%	8.90%	7.38%	6.84%	7.31%	7.66%	8.26%	7.22%	8.76%	8.29%	8.25%	8.53%	9.78%	8.78%	7.18%	7.75%	3.60%	7.17%	8.78%	8.09%	8.91%	9.17%	9.18%	5.86%	4.51%	7.28%	10.79%	7.02%	5.79%	7.02%	7.69%	5.93%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	860	18	14	12	22	15	3	10	17	21	17	16	24	3	12	11	23	14	6	12	17	15	6	14	17	27	14	30	23	13	13	18	17	11	30	9	18	15	5	21	32	24	20	35	24	34	21	11	14	3	9	5	21	4	0					
		1.26%	1.31%	1.12%	0.78%	1.38%	1.05%	0.71%	0.66%	0.92%	1.29%	0.99%	0.95%	1.24%	0.33%	1.20%	0.73%	1.63%	1.13%	0.79%	0.84%	1.47%	0.95%	1.20%	1.15%	1.25%	2.17%	0.89%	1.86%	1.36%	0.95%	0.92%	2.10%	1.30%	1.32%	2.05%	0.95%	1.18%	1.13%	0.66%	0.97%	2.05%	1.35%	1.27%	2.24%	1.49%	2.89%	1.31%	1.08%	1.16%	1.24%	0.99%	0.59%	1.82%	5.13%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	41339	856	819	945	1015	889	306	925	1123	992	1019	991	1190	591	617	921	821	711	443	844	706	926	346	770	720	706	952	945	1001	790	909	506	766	494	897	530	889	794	481	1554	891	976	914	823	891	620	999	688	743	146	541	578	695	45	89					
		60.34%	62.30%	65.73%	61.52%	63.56%	62.39%	72.00%	61.42%	61.07%	60.90%	59.91%	58.99%	61.69%	64.38%	61.95%	61.48%	58.02%	57.34%	58.44%	58.90%	60.91%	58.91%	69.20%	63.01%	52.98%	56.62%	60.25%	58.55%	59.41%	57.75%	64.38%	59.11%	58.79%	59.09%	61.23%	55.73%	58.26%	60.02%	63.21%	71.78%	57.08%	54.95%	58.25%	52.76%	55.20%	52.68%	62.32%	67.45%	61.46%	60.58%	59.32%	68.24%	60.23%	57.69%	65.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1445	8	24	20	26	22	3	27	34	22	36	38	27	8	14	30	21	17	14	20	18	22	3	22	57	46	44	38	39	30	15	16	28	19	38	29	32	26	8	37	27	66	36	71	58	38	49	16	30	1	27	21	26	0	1					
		2.11%	0.58%	1.93%	1.30%	1.63%	1.54%	0.71%	1.79%	1.85%	1.35%	2.12%	2.26%	1.40%	0.87%	1.41%	2.00%	1.48%	1.37%	1.85%	1.40%	1.55%	1.40%	0.60%	1.80%	4.19%	3.69%	2.78%	2.35%	2.31%	2.19%	1.06%	1.87%	2.15%	2.27%	2.59%	3.05%	2.10%	1.97%	1.05%	1.71%	1.73%	3.72%	2.29%	4.55%	3.59%	3.23%	3.06%	1.57%	2.48%	0.41%	2.96%	2.48%	2.25%	0.00%	0.74%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
