Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
"Наименование Избирательной комиссии:    Хабаровск, Железнодорожная"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №350	УИК №361					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1662	30	30	30	30	30	20	30	40	30	40	30	110	35	30	30	30	30	20	40	30	30	30	30	30	30	45	30	30	30	20	20	30	30	30	30	30	50	0	59	30	30	33	30	30	30	50	30	30	0	30	30	30	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1223	27	25	28	27	23	7	21	34	27	31	24	86	18	13	29	28	19	11	27	20	30	6	27	21	15	28	24	26	20	16	10	30	11	26	28	23	39	0	48	28	20	31	24	26	10	41	30	20	0	13	14	13	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1247	28	11	22	14	13	7	11	28	19	17	10	27	12	18	16	16	7	16	14	14	23	30	26	17	22	12	13	22	10	21	11	23	20	22	24	16	31	78	13	18	26	10	20	34	11	32	12	41	19	13	11	15	92	139					
14	Число погашенных неиспользованных открепительных удостоверений	439	3	5	2	3	7	13	9	6	3	9	6	24	17	17	1	2	11	9	13	10	0	24	3	9	15	17	6	4	10	4	10	0	19	4	2	7	11	0	11	2	10	2	6	4	20	9	0	10	0	17	16	17	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	1	1	2	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	3	0	0	0	2	0	1	3	0	1	0	0	0	1	0	0	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8713	181	134	184	208	154	44	177	225	168	220	212	241	94	95	161	138	125	85	180	143	243	53	149	167	198	198	172	259	172	212	112	197	99	175	210	196	213	72	244	239	237	231	222	215	156	203	134	129	34	110	99	163	13	18					
		15.49%	13.31%	13.06%	13.98%	17.93%	14.95%	9.09%	14.57%	14.49%	13.48%	16.96%	16.76%	13.69%	13.51%	13.44%	13.04%	12.75%	14.01%	14.53%	16.25%	15.65%	18.87%	9.62%	15.16%	16.12%	17.58%	17.63%	16.24%	18.71%	18.32%	17.45%	14.60%	16.62%	15.62%	15.54%	20.23%	15.04%	17.26%	15.69%	10.95%	15.91%	18.19%	17.93%	17.93%	16.51%	16.17%	14.05%	14.82%	13.86%	16.19%	16.59%	15.28%	16.43%	14.13%	12.95%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	11476	271	228	299	234	241	138	307	329	276	246	228	466	170	169	243	205	190	102	241	153	239	31	221	233	168	252	231	261	167	240	126	248	104	223	186	229	239	95	486	325	239	258	202	246	164	375	194	216	35	118	135	195	18	41					
		20.41%	19.93%	22.22%	22.72%	20.17%	23.40%	28.51%	25.27%	21.18%	22.15%	18.97%	18.02%	26.46%	24.43%	23.90%	19.68%	18.95%	21.30%	17.44%	21.75%	16.74%	18.56%	5.63%	22.48%	22.49%	14.92%	22.44%	21.81%	18.86%	17.78%	19.75%	16.43%	20.93%	16.40%	19.80%	17.92%	17.57%	19.37%	20.70%	21.80%	21.64%	18.34%	20.03%	16.32%	18.89%	16.99%	25.95%	21.46%	23.20%	16.67%	17.80%	20.83%	19.66%	19.57%	29.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	827	17	20	22	19	8	8	10	23	21	23	21	24	16	11	13	7	9	6	10	9	16	4	14	24	21	17	11	28	8	22	11	21	19	13	9	10	12	11	30	29	25	24	13	15	8	31	24	18	2	7	11	16	1	5					
		1.47%	1.25%	1.95%	1.67%	1.64%	0.78%	1.65%	0.82%	1.48%	1.69%	1.77%	1.66%	1.36%	2.30%	1.56%	1.05%	0.65%	1.01%	1.03%	0.90%	0.98%	1.24%	0.73%	1.42%	2.32%	1.87%	1.51%	1.04%	2.02%	0.85%	1.81%	1.43%	1.77%	2.99%	1.15%	0.87%	0.77%	0.97%	2.40%	1.35%	1.93%	1.92%	1.86%	1.05%	1.15%	0.83%	2.15%	2.65%	1.93%	0.95%	1.06%	1.70%	1.61%	1.09%	3.60%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12831	277	204	253	239	217	63	249	399	312	340	335	340	115	176	289	292	207	147	273	239	280	73	233	256	273	258	256	334	244	230	202	287	175	250	261	314	308	88	323	353	305	316	353	344	258	253	194	191	61	171	132	232	19	38					
		22.82%	20.37%	19.88%	19.22%	20.60%	21.07%	13.02%	20.49%	25.69%	25.04%	26.21%	26.48%	19.31%	16.52%	24.89%	23.40%	26.99%	23.21%	25.13%	24.64%	26.15%	21.74%	13.25%	23.70%	24.71%	24.25%	22.97%	24.17%	24.13%	25.99%	18.93%	26.34%	24.22%	27.60%	22.20%	25.14%	24.10%	24.96%	19.17%	14.49%	23.50%	23.41%	24.53%	28.51%	26.42%	26.74%	17.51%	21.46%	20.52%	29.05%	25.79%	20.37%	23.39%	20.65%	27.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2751	56	36	36	43	30	7	57	80	36	71	70	67	20	41	42	46	35	29	38	34	72	9	32	68	84	49	60	87	49	61	34	63	31	75	63	73	76	10	59	74	94	68	108	100	57	82	51	51	8	32	32	56	4	5					
		4.89%	4.12%	3.51%	2.74%	3.71%	2.91%	1.45%	4.69%	5.15%	2.89%	5.47%	5.53%	3.80%	2.87%	5.80%	3.40%	4.25%	3.92%	4.96%	3.43%	3.72%	5.59%	1.63%	3.26%	6.56%	7.46%	4.36%	5.67%	6.29%	5.22%	5.02%	4.43%	5.32%	4.89%	6.66%	6.07%	5.60%	6.16%	2.18%	2.65%	4.93%	7.21%	5.28%	8.72%	7.68%	5.91%	5.67%	5.64%	5.48%	3.81%	4.83%	4.94%	5.65%	4.35%	3.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18401	524	374	490	394	360	215	389	453	414	376	373	574	267	199	460	366	305	205	342	322	422	351	319	275	364	327	306	390	283	427	274	340	188	363	282	454	356	175	1016	453	384	361	322	359	299	450	291	299	66	208	220	312	34	29					
		32.72%	38.53%	36.45%	37.23%	33.97%	34.95%	44.42%	32.02%	29.17%	33.23%	28.99%	29.49%	32.60%	38.36%	28.15%	37.25%	33.83%	34.19%	35.04%	30.87%	35.23%	32.76%	63.70%	32.45%	26.54%	32.33%	29.12%	28.90%	28.18%	30.14%	35.14%	35.72%	28.69%	29.65%	32.24%	27.17%	34.84%	28.85%	38.13%	45.58%	30.16%	29.47%	28.03%	26.01%	27.57%	30.98%	31.14%	32.19%	32.12%	31.43%	31.37%	33.95%	31.45%	36.96%	20.86%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	428	3	9	11	9	5	3	12	17	8	9	9	11	5	4	6	10	8	0	9	4	8	0	4	8	10	9	12	9	8	7	4	10	8	5	8	12	12	3	22	11	6	14	10	10	8	19	8	6	1	8	9	4	2	1					
		0.76%	0.22%	0.88%	0.84%	0.78%	0.49%	0.62%	0.99%	1.09%	0.64%	0.69%	0.71%	0.62%	0.72%	0.57%	0.49%	0.92%	0.90%	0.00%	0.81%	0.44%	0.62%	0.00%	0.41%	0.77%	0.89%	0.80%	1.13%	0.65%	0.85%	0.58%	0.52%	0.84%	1.26%	0.44%	0.77%	0.92%	0.97%	0.65%	0.99%	0.73%	0.46%	1.09%	0.81%	0.77%	0.83%	1.31%	0.88%	0.64%	0.48%	1.21%	1.39%	0.40%	2.17%	0.72%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
