Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Кореневская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560									
		52.98%	44.52%	46.92%	46.75%	44.51%	69.90%	72.73%	80.47%	44.16%	45.28%	49.02%	45.17%	46.67%	74.83%	60.78%	56.48%	58.01%	54.81%	68.39%	63.16%	54.98%	67.09%	57.82%	57.09%	57.98%	62.16%	51.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	1	6	1	1	0	0	1	1	2	4	1	0	1	1	0	0	0	2	1	1	0	1	1	0	1	1									
		0.36%	0.14%	0.50%	0.24%	0.29%	0.00%	0.00%	0.78%	1.30%	0.75%	0.71%	0.20%	0.00%	0.66%	0.39%	0.00%	0.00%	0.00%	0.57%	0.88%	0.43%	0.00%	0.47%	0.35%	0.00%	0.90%	0.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0									
		0.12%	0.00%	0.08%	0.00%	0.29%	0.00%	0.00%	0.00%	1.30%	0.38%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.42%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1780	222	295	127	114	33	5	8	16	53	146	177	34	13	44	64	63	40	28	18	42	13	37	66	34	14	74									
		22.97%	31.18%	24.54%	30.60%	32.95%	16.02%	7.58%	6.25%	20.78%	20.00%	26.02%	34.91%	25.19%	8.61%	17.25%	21.26%	20.19%	19.23%	8.05%	15.79%	18.18%	16.46%	17.54%	22.84%	14.29%	12.61%	26.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	2	3	0	0	1	1	1	0	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0									
		0.19%	0.28%	0.25%	0.00%	0.00%	0.49%	1.52%	0.78%	0.00%	1.51%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	39	3	12	1	2	0	0	0	0	0	2	0	3	1	0	2	1	1	2	0	0	1	3	3	1	0	1									
		0.50%	0.42%	0.99%	0.24%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	2.22%	0.66%	0.00%	0.66%	0.32%	0.48%	0.57%	0.00%	0.00%	1.27%	1.42%	1.04%	0.42%	0.00%	0.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	2	3	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	3	0	1	2	0	0	0									
		0.23%	0.28%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.74%	0.66%	0.39%	0.00%	0.32%	0.48%	0.00%	0.88%	1.30%	0.00%	0.47%	0.69%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	3	9	1	1	1	0	0	0	1	2	1	1	1	2	2	2	3	0	1	1	2	3	1	1	0	0									
		0.50%	0.42%	0.75%	0.24%	0.29%	0.49%	0.00%	0.00%	0.00%	0.38%	0.36%	0.20%	0.74%	0.66%	0.78%	0.66%	0.64%	1.44%	0.00%	0.88%	0.43%	2.53%	1.42%	0.35%	0.42%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	847	82	175	47	36	15	6	7	10	41	61	36	20	12	19	36	15	23	51	6	31	2	20	16	32	18	30									
		10.93%	11.52%	14.56%	11.33%	10.40%	7.28%	9.09%	5.47%	12.99%	15.47%	10.87%	7.10%	14.81%	7.95%	7.45%	11.96%	4.81%	11.06%	14.66%	5.26%	13.42%	2.53%	9.48%	5.54%	13.45%	16.22%	10.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	9	14	4	1	2	2	0	1	1	4	4	1	0	4	1	0	0	3	1	0	0	1	2	4	2	2									
		0.81%	1.26%	1.16%	0.96%	0.29%	0.97%	3.03%	0.00%	1.30%	0.38%	0.71%	0.79%	0.74%	0.00%	1.57%	0.33%	0.00%	0.00%	0.86%	0.88%	0.00%	0.00%	0.47%	0.69%	1.68%	1.80%	0.71%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	164	12	27	7	9	2	1	1	2	6	5	17	3	0	2	6	27	5	5	0	5	0	4	4	8	2	4									
		2.12%	1.69%	2.25%	1.69%	2.60%	0.97%	1.52%	0.78%	2.60%	2.26%	0.89%	3.35%	2.22%	0.00%	0.78%	1.99%	8.65%	2.40%	1.44%	0.00%	2.16%	0.00%	1.90%	1.38%	3.36%	1.80%	1.42%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
