7	Число избирательных бюллетеней в переносных ящиках для голосования	3656	21	1	15	49	46	16	10	15	25	6	21	25	135	23	23	176	41	21	12	48	15	14	14	24	34	23	29	30	46	340	50	31	44	35	19	32	13	14	32	65	19	26	17	210	19	11	143	16	17	49	11	23	36	26	14	14	9	19	25	14	15	20	30	36	40	19	17	36	12	19	15	30	43	16	8	25	38	20	9	20	35	30	26	49	26	377	21	10	19	28	72	10	9	7	13	7	10	0	0	13	9	9	0	4	10	5	18	10	9	1	0									
8	Число бюллетеней в стационарных ящиках для голосования	118444	1636	901	1225	1541	1368	473	1425	748	1253	742	1232	1582	1921	926	639	1145	1229	1276	974	224	1091	1441	546	1163	1177	1337	1057	874	909	946	1105	1237	1015	1015	635	1103	897	1825	1524	482	959	1445	641	1278	584	843	707	1094	817	1543	880	958	775	1121	647	1039	592	1396	1384	1161	1278	1200	1279	739	816	1018	1271	1266	724	1488	1077	1289	1147	966	966	998	967	1663	1077	1156	1432	1401	1074	608	820	1394	690	689	1070	1444	1121	1488	1186	778	1490	1477	1178	22	744	1789	1445	1306	11	1421	898	1452	386	1313	1496	528	205									
9	Число недействительных избирательных бюллетеней	704	0	24	0	3	57	0	0	2	7	5	3	5	11	8	3	13	14	6	2	0	20	3	0	19	0	8	19	1	3	14	7	19	13	17	0	2	15	23	10	0	0	0	0	6	0	0	10	14	8	10	8	3	11	35	1	12	5	1	0	6	0	31	11	0	4	4	0	6	8	0	0	23	3	0	0	29	0	5	5	7	2	4	0	0	0	8	0	0	0	1	5	7	11	0	9	2	0	0	0	21	0	0	0	0	0	7	0	1	2	2	0									
10	Число действительных избирательных бюллетеней	121396	1657	878	1240	1587	1357	489	1435	761	1271	743	1250	1602	2045	941	659	1308	1256	1291	984	272	1086	1452	560	1168	1211	1352	1067	903	952	1272	1148	1249	1046	1033	654	1133	895	1816	1546	547	978	1471	658	1482	603	854	840	1096	826	1582	883	978	800	1112	660	1041	596	1414	1409	1169	1293	1189	1298	775	852	1033	1288	1296	728	1507	1092	1296	1187	982	974	994	1005	1678	1081	1169	1465	1427	1100	657	846	1763	711	699	1089	1471	1188	1491	1184	785	1494	1482	1188	22	744	1781	1454	1315	11	1425	908	1450	404	1322	1503	527	205									
11	Число полученных открепительных  удостоверений	927	8	10	9	10	9	1	9	7	9	7	4	14	6	9	8	11	13	17	8	4	13	11	3	11	6	10	9	7	14	8	14	5	3	5	7	7	8	10	6	3	5	6	5	10	4	13	10	8	6	7	4	6	10	6	3	11	7	16	10	8	11	6	14	10	10	9	8	8	7	7	9	11	9	8	6	9	8	12	9	6	6	9	9	6	6	10	5	5	5	13	13	13	4	8	10	14	11	0	0	13	17	12	0	17	5	10	3	16	17	5	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	917	8	10	9	10	9	1	9	7	9	7	4	14	6	8	7	11	13	17	8	4	13	11	3	11	6	10	9	7	14	8	14	5	3	4	7	7	8	10	6	3	4	3	5	10	4	13	10	8	6	7	4	6	10	6	3	10	7	16	10	8	11	6	14	10	10	9	8	8	7	7	9	11	9	8	6	9	8	12	9	5	6	9	9	6	6	10	5	4	5	13	13	13	4	8	10	14	11	0	0	13	17	12	0	17	5	10	3	16	17	5	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	756	0	7	5	7	3	0	1	3	3	5	6	3	15	3	2	6	6	6	5	2	4	8	0	6	3	8	4	2	2	6	10	4	2	4	4	2	2	5	3	2	3	0	3	5	5	0	14	10	4	10	8	3	6	3	4	9	6	8	5	4	1	5	3	0	10	6	3	6	2	11	2	5	3	2	3	8	4	2	0	15	4	2	3	0	3	5	0	2	1	6	22	9	5	5	9	7	11	0	215	6	4	17	0	10	4	5	2	12	17	0	0									
14	Число неиспользованных открепительных удостоверений	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	71	0	0	1	0	0	0	1	0	0	1	1	0	0	2	0	1	3	0	1	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	2	1	1	1	1	0	0	0	0	3	1	0	2	1	0	0	0	1	0	0	2	0	1	0	0	1	0	2	0	0	0	0	1	2	2	0	0	2	0	0	0	1	0	1	0	3	0	0	0	8	5	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																										
19	Жириновский Владимир Вольфович	5001	23	51	31	66	31	10	34	30	15	67	49	31	98	37	16	78	21	25	28	17	47	65	17	80	36	73	20	19	41	98	41	110	42	52	15	36	25	36	63	33	44	50	49	76	43	38	44	68	40	70	47	73	57	76	21	41	36	47	41	65	52	57	39	20	25	19	24	56	34	72	57	70	51	31	57	3	77	121	26	42	68	78	30	39	40	59	36	50	29	48	23	34	75	31	91	76	40	0	21	85	21	23	0	86	19	39	22	36	105	26	5									
		4.10%	1.39%	5.65%	2.50%	4.15%	2.19%	2.04%	2.37%	3.93%	1.17%	8.96%	3.91%	1.93%	4.77%	3.90%	2.42%	5.90%	1.65%	1.93%	2.84%	6.25%	4.25%	4.47%	3.04%	6.74%	2.97%	5.37%	1.84%	2.10%	4.29%	7.62%	3.55%	8.68%	3.97%	4.95%	2.29%	3.17%	2.75%	1.96%	4.05%	6.03%	4.50%	3.40%	7.45%	5.11%	7.13%	4.45%	5.18%	6.13%	4.80%	4.40%	5.27%	7.44%	7.03%	6.63%	3.18%	3.89%	5.99%	3.32%	2.91%	5.53%	4.02%	4.67%	2.98%	2.58%	2.92%	1.83%	1.86%	4.30%	4.62%	4.78%	5.22%	5.31%	4.29%	3.16%	5.85%	0.29%	7.66%	7.19%	2.39%	3.57%	4.64%	5.45%	2.73%	5.94%	4.73%	3.33%	5.06%	7.15%	2.66%	3.26%	1.93%	2.27%	6.28%	3.95%	6.05%	5.12%	3.37%	0.00%	2.82%	4.72%	1.44%	1.75%	0.00%	6.04%	2.09%	2.68%	5.45%	2.72%	6.98%	4.91%	2.44%									
20	Зюганов Геннадий Андреевич	20938	351	91	136	223	244	106	273	145	213	89	223	282	331	136	99	256	224	272	197	43	146	346	120	312	266	250	173	172	206	300	162	380	185	84	120	126	161	326	207	33	161	250	98	237	82	103	112	278	108	255	113	114	274	123	72	193	107	260	291	185	212	166	272	155	183	262	270	195	140	271	191	225	196	183	108	251	111	241	229	245	197	143	165	92	147	353	98	91	179	290	169	285	177	136	203	235	205	4	127	358	311	185	3	186	189	277	81	295	120	82	24									
		17.15%	21.18%	10.09%	10.97%	14.03%	17.26%	21.68%	19.02%	19.00%	16.67%	11.90%	17.80%	17.55%	16.10%	14.33%	14.95%	19.38%	17.64%	20.97%	19.98%	15.81%	13.20%	23.78%	21.43%	26.28%	21.97%	18.38%	15.93%	19.03%	21.57%	23.33%	14.03%	29.97%	17.47%	8.00%	18.35%	11.10%	17.69%	17.73%	13.30%	6.03%	16.46%	16.99%	14.89%	15.93%	13.60%	12.06%	13.18%	25.05%	12.95%	16.02%	12.68%	11.62%	33.79%	10.72%	10.89%	18.33%	17.80%	18.37%	20.65%	15.74%	16.40%	13.61%	20.78%	20.00%	21.38%	25.27%	20.96%	14.98%	19.02%	17.98%	17.49%	17.06%	16.47%	18.64%	11.09%	24.54%	11.04%	14.32%	21.09%	20.83%	13.43%	9.99%	15.00%	14.00%	17.38%	19.93%	13.78%	13.02%	16.44%	19.70%	14.17%	19.03%	14.81%	17.32%	13.51%	15.84%	17.26%	18.18%	17.07%	19.87%	21.39%	14.07%	27.27%	13.05%	20.81%	19.01%	20.05%	22.30%	7.97%	15.50%	11.71%									
21	Миронов Сергей Михайлович	3954	27	48	123	91	25	6	28	23	52	12	63	24	62	24	43	34	32	17	39	2	21	10	20	26	24	41	19	13	17	71	29	67	30	57	16	77	18	18	43	23	21	62	30	38	12	47	24	48	29	60	21	58	37	61	11	27	13	36	37	51	78	53	25	27	17	5	42	35	16	31	18	40	55	37	41	33	26	59	3	33	79	65	24	26	18	26	9	30	63	51	19	72	45	23	54	35	32	1	7	47	47	157	0	28	16	32	22	30	60	23	1									
		3.24%	1.63%	5.32%	9.92%	5.72%	1.77%	1.23%	1.95%	3.01%	4.07%	1.60%	5.03%	1.49%	3.02%	2.53%	6.50%	2.57%	2.52%	1.31%	3.96%	0.74%	1.90%	0.69%	3.57%	2.19%	1.98%	3.01%	1.75%	1.44%	1.78%	5.52%	2.51%	5.28%	2.83%	5.43%	2.45%	6.78%	1.98%	0.98%	2.76%	4.20%	2.15%	4.21%	4.56%	2.55%	1.99%	5.50%	2.82%	4.32%	3.48%	3.77%	2.36%	5.91%	4.56%	5.32%	1.66%	2.56%	2.16%	2.54%	2.63%	4.34%	6.03%	4.34%	1.91%	3.48%	1.99%	0.48%	3.26%	2.69%	2.17%	2.06%	1.65%	3.03%	4.62%	3.77%	4.21%	3.23%	2.59%	3.51%	0.28%	2.81%	5.39%	4.54%	2.18%	3.96%	2.13%	1.47%	1.27%	4.29%	5.79%	3.46%	1.59%	4.81%	3.77%	2.93%	3.59%	2.36%	2.69%	4.55%	0.94%	2.61%	3.23%	11.94%	0.00%	1.96%	1.76%	2.20%	5.45%	2.27%	3.99%	4.35%	0.49%									
22	Прохоров Михаил Дмитриевич	3227	12	31	18	14	41	0	67	13	16	33	17	16	81	38	20	95	71	17	10	5	59	6	5	81	15	42	5	20	17	92	24	87	21	37	19	58	10	53	35	23	33	34	7	43	27	28	20	75	26	35	60	10	42	38	14	21	5	55	36	12	14	34	22	15	10	18	25	35	8	12	34	26	11	2	29	2	34	24	17	8	34	72	7	21	15	27	23	15	37	9	26	21	59	22	111	21	70	0	7	37	20	21	0	56	6	24	23	12	90	10	6									
		2.64%	0.72%	3.44%	1.45%	0.88%	2.90%	0.00%	4.67%	1.70%	1.25%	4.41%	1.36%	0.99%	3.94%	4.00%	3.02%	7.19%	5.59%	1.31%	1.01%	1.84%	5.33%	0.41%	0.89%	6.82%	1.24%	3.09%	0.46%	2.21%	1.78%	7.15%	2.08%	6.86%	1.98%	3.52%	2.91%	5.11%	1.10%	2.88%	2.25%	4.20%	3.37%	2.31%	1.06%	2.89%	4.48%	3.28%	2.35%	6.76%	3.12%	2.20%	6.73%	1.02%	5.18%	3.31%	2.12%	1.99%	0.83%	3.89%	2.56%	1.02%	1.08%	2.79%	1.68%	1.94%	1.17%	1.74%	1.94%	2.69%	1.09%	0.80%	3.11%	1.97%	0.92%	0.20%	2.98%	0.20%	3.38%	1.43%	1.57%	0.68%	2.32%	5.03%	0.64%	3.20%	1.77%	1.52%	3.23%	2.15%	3.40%	0.61%	2.18%	1.40%	4.94%	2.80%	7.39%	1.42%	5.89%	0.00%	0.94%	2.05%	1.38%	1.60%	0.00%	3.93%	0.66%	1.65%	5.69%	0.91%	5.98%	1.89%	2.93%									
23	Путин Владимир Владимирович	88276	1244	657	932	1193	1016	367	1033	550	975	542	898	1249	1473	706	481	845	908	960	710	205	813	1025	398	669	870	946	850	679	671	711	892	605	768	803	484	836	681	1383	1198	435	719	1075	474	1088	439	638	640	627	623	1162	642	723	390	814	542	759	435	1016	1004	856	937	879	940	558	617	729	927	975	530	1121	792	935	874	729	739	705	757	1233	806	841	1087	1069	874	479	626	1298	545	513	781	1073	951	1079	828	573	1035	1115	841	17	582	1254	1055	929	8	1069	678	1078	256	949	1128	386	169									
		72.30%	75.08%	72.84%	75.16%	75.03%	71.85%	75.05%	71.99%	72.08%	76.29%	72.46%	71.67%	77.72%	71.64%	74.39%	72.66%	63.97%	71.50%	74.02%	72.01%	75.37%	73.51%	70.45%	71.07%	56.36%	71.84%	69.56%	78.27%	75.11%	70.26%	55.29%	77.23%	47.71%	72.52%	76.48%	74.01%	73.66%	74.84%	75.20%	76.99%	79.52%	73.52%	73.08%	72.04%	73.12%	72.80%	74.71%	75.29%	56.49%	74.70%	72.99%	72.05%	73.70%	48.09%	70.97%	81.99%	72.08%	72.38%	71.80%	71.26%	72.85%	72.47%	72.05%	71.81%	72.00%	72.08%	70.30%	71.97%	74.88%	72.01%	74.39%	72.53%	70.89%	73.45%	74.24%	75.87%	68.91%	75.32%	73.26%	74.22%	71.51%	74.10%	74.70%	79.45%	72.91%	73.99%	73.29%	76.65%	73.39%	71.72%	72.89%	79.72%	72.03%	69.29%	72.99%	68.86%	75.13%	70.79%	77.27%	78.23%	69.59%	72.56%	70.65%	72.73%	75.02%	74.67%	73.99%	63.37%	71.73%	74.95%	72.97%	82.44%									
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
