Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    район Филевский парк																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870	УИК №2871	УИК №2872	УИК №2873	УИК №2874	УИК №2875	УИК №3766									
		0.47%	0.80%	3.32%	0.27%	0.60%	0.00%	0.59%	0.12%	0.19%	0.50%	0.32%	0.23%	0.18%	0.25%	0.00%	0.26%	0.30%	0.15%	0.87%	0.00%	0.48%	0.62%	0.31%	0.00%	0.44%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2109	93	102	98	68	59	111	111	67	80	90	113	62	92	61	105	113	86	45	3	115	77	104	94	131	29									
		13.57%	14.88%	14.13%	13.08%	13.49%	14.53%	12.99%	13.77%	12.81%	13.40%	14.24%	13.05%	11.05%	11.70%	15.89%	13.80%	16.89%	12.50%	13.08%	7.14%	13.71%	11.96%	15.88%	12.01%	14.56%	14.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	446	20	33	11	8	14	33	17	19	25	9	19	15	24	10	30	24	11	14	3	25	13	29	10	29	1									
		2.87%	3.20%	4.57%	1.47%	1.59%	3.45%	3.86%	2.11%	3.63%	4.19%	1.42%	2.19%	2.67%	3.05%	2.60%	3.94%	3.59%	1.60%	4.07%	7.14%	2.98%	2.02%	4.43%	1.28%	3.22%	0.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	652	20	23	34	24	23	55	24	25	27	21	26	21	39	19	43	31	30	12	1	52	14	20	33	30	5									
		4.19%	3.20%	3.19%	4.54%	4.76%	5.67%	6.44%	2.98%	4.78%	4.52%	3.32%	3.00%	3.74%	4.96%	4.95%	5.65%	4.63%	4.36%	3.49%	2.38%	6.20%	2.17%	3.05%	4.21%	3.33%	2.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	1	0	3	2	0	3	1	0	2	3	2	0	2	1	3	0	1	0	0	1	2	3	3	4	0									
		0.24%	0.16%	0.00%	0.40%	0.40%	0.00%	0.35%	0.12%	0.00%	0.34%	0.47%	0.23%	0.00%	0.25%	0.26%	0.39%	0.00%	0.15%	0.00%	0.00%	0.12%	0.31%	0.46%	0.38%	0.44%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1702	60	61	89	61	54	127	77	57	64	72	79	84	100	45	91	57	65	44	5	107	64	55	79	93	12									
		10.95%	9.60%	8.45%	11.88%	12.10%	13.30%	14.87%	9.55%	10.90%	10.72%	11.39%	9.12%	14.97%	12.72%	11.72%	11.96%	8.52%	9.45%	12.79%	11.90%	12.75%	9.94%	8.40%	10.09%	10.33%	5.80%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2235	83	113	112	75	54	107	127	77	78	73	144	75	117	59	124	92	118	52	7	120	83	81	102	128	34									
		14.38%	13.28%	15.65%	14.95%	14.88%	13.30%	12.53%	15.76%	14.72%	13.07%	11.55%	16.63%	13.37%	14.89%	15.36%	16.29%	13.75%	17.15%	15.12%	16.67%	14.30%	12.89%	12.37%	13.03%	14.22%	16.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	4	1	3	3	2	2	1	1	3	6	0	5	2	2	6	0	3	0	0	2	4	2	2	3	1									
		0.37%	0.64%	0.14%	0.40%	0.60%	0.49%	0.23%	0.12%	0.19%	0.50%	0.95%	0.00%	0.89%	0.25%	0.52%	0.79%	0.00%	0.44%	0.00%	0.00%	0.24%	0.62%	0.31%	0.26%	0.33%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1032	31	51	46	26	32	52	57	40	34	45	50	22	40	31	40	45	43	16	3	44	62	55	69	76	22									
		6.64%	4.96%	7.06%	6.14%	5.16%	7.88%	6.09%	7.07%	7.65%	5.70%	7.12%	5.77%	3.92%	5.09%	8.07%	5.26%	6.73%	6.25%	4.65%	7.14%	5.24%	9.63%	8.40%	8.81%	8.44%	10.63%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
