Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Николаевская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719									
		0.09%	0.10%	0.00%	0.10%	0.08%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.15%	0.18%	0.19%	0.00%	0.25%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1514	177	159	145	217	184	25	58	82	40	9	86	36	16	48	54	59	67	19	33									
		13.07%	17.39%	14.40%	14.13%	16.98%	18.18%	5.48%	10.30%	14.56%	10.31%	7.69%	13.76%	10.14%	6.35%	8.86%	7.96%	10.35%	12.91%	16.67%	8.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	1	1	3	2	1	0	3	0	0	0	1	0	0	2	3	0	1	0	0									
		0.16%	0.10%	0.09%	0.29%	0.16%	0.10%	0.00%	0.53%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.37%	0.44%	0.00%	0.19%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	53	6	10	6	12	10	1	1	0	0	0	4	0	0	1	0	0	2	0	0									
		0.46%	0.59%	0.91%	0.58%	0.94%	0.99%	0.22%	0.18%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.18%	0.00%	0.00%	0.39%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	1	0	2	1	3	0	1	0	0	1	0	0	0	1	0	0	0	0									
		0.09%	0.10%	0.09%	0.00%	0.16%	0.10%	0.66%	0.00%	0.18%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	7	3	13	12	3	2	1	2	2	0	2	0	0	2	0	1	4	0	3									
		0.49%	0.69%	0.27%	1.27%	0.94%	0.30%	0.44%	0.18%	0.36%	0.52%	0.00%	0.32%	0.00%	0.00%	0.37%	0.00%	0.18%	0.77%	0.00%	0.75%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1244	127	113	115	180	126	71	61	58	46	21	49	24	17	24	46	61	51	10	44									
		10.74%	12.48%	10.24%	11.21%	14.08%	12.45%	15.57%	10.83%	10.30%	11.86%	17.95%	7.84%	6.76%	6.75%	4.43%	6.78%	10.70%	9.83%	8.77%	11.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	4	3	5	7	4	0	0	0	0	0	2	1	1	1	0	1	0	0	0									
		0.25%	0.39%	0.27%	0.49%	0.55%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.28%	0.40%	0.18%	0.00%	0.18%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	291	40	41	27	50	44	5	13	5	4	1	14	4	4	8	6	13	4	3	5									
		2.51%	3.93%	3.71%	2.63%	3.91%	4.35%	1.10%	2.31%	0.89%	1.03%	0.85%	2.24%	1.13%	1.59%	1.48%	0.88%	2.28%	0.77%	2.63%	1.25%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
