Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Суровикинская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925	УИК №3926	УИК №3927	УИК №3928	УИК №3929	УИК №3930	УИК №3931									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	256	21	15	17	22	20	31	22	21	3	1	2	0	2	7	10	0	4	4	2	6	3	1	20	2	7	0	1	6	1	5	0									
		2.14%	2.84%	2.10%	2.23%	2.71%	2.77%	3.78%	2.17%	2.48%	1.27%	1.30%	0.61%	0.00%	0.72%	1.58%	4.69%	0.00%	0.94%	5.13%	1.05%	2.26%	1.03%	1.16%	2.79%	1.32%	1.94%	0.00%	0.63%	1.73%	0.41%	2.28%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6222	311	351	367	397	365	402	494	391	125	37	220	62	188	345	108	61	274	42	97	126	137	46	338	62	180	57	100	168	121	133	117									
		51.96%	42.08%	49.09%	48.04%	48.83%	50.55%	49.02%	48.67%	46.22%	52.97%	48.05%	67.07%	81.58%	67.87%	78.05%	50.70%	75.31%	64.32%	53.85%	50.79%	47.55%	47.24%	53.49%	47.21%	41.06%	50.00%	61.96%	62.50%	48.55%	49.59%	60.73%	62.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	50	2	10	6	8	2	5	4	5	1	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	2	0	0	0	0									
		0.42%	0.27%	1.40%	0.79%	0.98%	0.28%	0.61%	0.39%	0.59%	0.42%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.52%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.10%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2225	166	128	157	130	128	153	223	180	62	19	46	8	28	23	18	8	69	11	24	53	74	12	158	45	69	22	32	74	40	36	29									
		18.58%	22.46%	17.90%	20.55%	15.99%	17.73%	18.66%	21.97%	21.28%	26.27%	24.68%	14.02%	10.53%	10.11%	5.20%	8.45%	9.88%	16.20%	14.10%	12.57%	20.00%	25.52%	13.95%	22.07%	29.80%	19.17%	23.91%	20.00%	21.39%	16.39%	16.44%	15.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	44	2	6	3	4	2	3	10	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	0	0	1	2	0	0									
		0.37%	0.27%	0.84%	0.39%	0.49%	0.28%	0.37%	0.99%	0.35%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	1.32%	0.28%	0.00%	0.00%	0.29%	0.82%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	6	1	7	8	6	6	1	3	0	1	1	0	0	0	0	0	1	0	2	1	1	0	8	0	0	0	0	2	2	2	1									
		0.50%	0.81%	0.14%	0.92%	0.98%	0.83%	0.73%	0.10%	0.35%	0.00%	1.30%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	1.05%	0.38%	0.34%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.58%	0.82%	0.91%	0.54%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	3	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	2	0									
		0.12%	0.00%	0.00%	0.39%	0.00%	0.00%	0.12%	0.10%	0.12%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	1.05%	0.38%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	2	12	6	5	2	6	11	7	1	0	0	0	0	0	0	0	1	0	1	2	1	1	6	0	1	0	1	3	1	1	0									
		0.59%	0.27%	1.68%	0.79%	0.62%	0.28%	0.73%	1.08%	0.83%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.52%	0.75%	0.34%	1.16%	0.84%	0.00%	0.28%	0.00%	0.63%	0.87%	0.41%	0.46%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1694	128	103	113	134	101	126	116	122	21	9	31	2	41	40	51	3	43	14	43	30	45	15	105	25	69	10	16	45	52	18	23									
		14.15%	17.32%	14.41%	14.79%	16.48%	13.99%	15.37%	11.43%	14.42%	8.90%	11.69%	9.45%	2.63%	14.80%	9.05%	23.94%	3.70%	10.09%	17.95%	22.51%	11.32%	15.52%	17.44%	14.66%	16.56%	19.17%	10.87%	10.00%	13.01%	21.31%	8.22%	12.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	187	11	20	8	29	16	8	18	11	1	1	0	1	0	3	2	2	3	0	4	12	3	1	15	0	2	1	1	6	2	4	2									
		1.56%	1.49%	2.80%	1.05%	3.57%	2.22%	0.98%	1.77%	1.30%	0.42%	1.30%	0.00%	1.32%	0.00%	0.68%	0.94%	2.47%	0.70%	0.00%	2.09%	4.53%	1.03%	1.16%	2.09%	0.00%	0.56%	1.09%	0.63%	1.73%	0.82%	1.83%	1.08%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	403	27	31	31	23	19	30	62	39	2	2	5	0	9	6	11	4	12	1	6	8	10	1	19	1	8	1	2	14	10	8	1									
		3.37%	3.65%	4.34%	4.06%	2.83%	2.63%	3.66%	6.11%	4.61%	0.85%	2.60%	1.52%	0.00%	3.25%	1.36%	5.16%	4.94%	2.82%	1.28%	3.14%	3.02%	3.45%	1.16%	2.65%	0.66%	2.22%	1.09%	1.25%	4.05%	4.10%	3.65%	0.54%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
